totalFlips,clauses,tries,cb,ratio,flips,earlyRestarts,variables,lastRunEntropy,sat,entropy,flipsPerSecond
16782,2000,1,3.1000,4.0000,16782,0,500,0.7617,1,0.7617,58651.1302
17877,2000,1,3.1000,4.0000,17877,0,500,0.8669,1,0.8669,55416.5839
10675,2000,1,3.1000,4.0000,10675,0,500,0.8091,1,0.8091,76245.7338
48391,2000,2,3.1000,4.0000,23391,0,500,0.8373,1,0.8317,36101.4233
11633,2000,1,3.1000,4.0000,11633,0,500,0.8320,1,0.8320,72815.8384
5307,2000,1,3.1000,4.0000,5307,0,500,0.8514,1,0.8514,124714.8873
5788,2000,1,3.1000,4.0000,5788,0,500,0.8560,1,0.8560,118872.9957
31927,2000,2,3.1000,4.0000,6927,0,500,0.8889,1,0.8985,42185.2791
232178,2000,10,3.1000,4.0000,7178,0,500,0.8698,1,0.8362,26621.8425
4848,2000,1,3.1000,4.0000,4848,0,500,0.8526,1,0.8526,135660.5071
5377,2000,1,3.1000,4.0000,5377,0,500,0.8614,1,0.8614,126409.7133
8452,2000,1,3.1000,4.0000,8452,0,500,0.8307,1,0.8307,90801.2763
11065,2000,1,3.1000,4.0000,11065,0,500,0.8792,1,0.8792,73248.6284
69880,2000,3,3.1000,4.0000,19880,0,500,0.8208,1,0.8465,31487.4034
82442,2000,4,3.1000,4.0000,7442,0,500,0.8528,1,0.8464,31093.1140
114724,2000,5,3.1000,4.0000,14724,0,500,0.7574,1,0.8612,29924.6387
6323,2000,1,3.1000,4.0000,6323,0,500,0.8380,1,0.8380,118284.5569
4006,2000,1,3.1000,4.0000,4006,0,500,0.8799,1,0.8799,133241.1712
10023,2000,1,3.1000,4.0000,10023,0,500,0.8146,1,0.8146,77405.2394
233866,2000,10,3.1000,4.0000,8866,0,500,0.8798,1,0.8350,26358.6777
18378,2000,1,3.1000,4.0000,18378,0,500,0.8440,1,0.8440,61637.3936
7909,2000,1,3.1000,4.0000,7909,0,500,0.8194,1,0.8194,93387.9941
13216,2000,1,3.1000,4.0000,13216,0,500,0.8822,1,0.8822,68631.3978
12311,2000,1,3.1000,4.0000,12311,0,500,0.8506,1,0.8506,70871.5866
59803,2000,3,3.1000,4.0000,9803,0,500,0.8849,1,0.8426,33499.7409
7463,2000,1,3.1000,4.0000,7463,0,500,0.8444,1,0.8444,99867.2376
3214,2000,1,3.1000,4.0000,3214,0,500,0.8724,1,0.8724,180368.4139
1916,2000,1,3.1000,4.0000,1916,0,500,0.8737,1,0.8737,270889.1993
10281,2000,1,3.1000,4.0000,10281,0,500,0.8705,1,0.8705,78669.7626
83348,2000,4,3.1000,4.0000,8348,0,500,0.8715,1,0.8350,30777.4133
7122,2000,1,3.1000,4.0000,7122,0,500,0.8283,1,0.8283,104261.8320
6281,2000,1,3.1000,4.0000,6281,0,500,0.8505,1,0.8505,115400.5696
8777,2000,1,3.1000,4.0000,8777,0,500,0.8204,1,0.8204,85760.3305
29129,2000,2,3.1000,4.0000,4129,0,500,0.8689,1,0.8709,44186.2370
6439,2000,1,3.1000,4.0000,6439,0,500,0.8731,1,0.8731,110783.8804
13462,2000,1,3.1000,4.0000,13462,0,500,0.8667,1,0.8667,67380.7837
7698,2000,1,3.1000,4.0000,7698,0,500,0.8310,1,0.8310,97637.5067
32533,2000,2,3.1000,4.0000,7533,0,500,0.8637,1,0.8789,40653.6043
16133,2000,1,3.1000,4.0000,16133,0,500,0.8869,1,0.8869,59381.4074
10446,2000,1,3.1000,4.0000,10446,0,500,0.8858,1,0.8858,76716.6270
231235,2000,10,3.1000,4.0000,6235,0,500,0.8840,1,0.8538,27170.7669
90831,2000,4,3.1000,4.0000,15831,0,500,0.8553,1,0.8568,29720.9469
8880,2000,1,3.1000,4.0000,8880,0,500,0.8168,1,0.8168,89148.5830
19937,2000,1,3.1000,4.0000,19937,0,500,0.9059,1,0.9059,53265.5150
3157,2000,1,3.1000,4.0000,3157,0,500,0.8217,1,0.8217,192296.0728
6846,2000,1,3.1000,4.0000,6846,0,500,0.8142,1,0.8142,103107.9444
10814,2000,1,3.1000,4.0000,10814,0,500,0.8297,1,0.8297,77170.3583
20848,2000,1,3.1000,4.0000,20848,0,500,0.8647,1,0.8647,51707.3189
10545,2000,1,3.1000,4.0000,10545,0,500,0.8822,1,0.8822,79064.9530
5732,2000,1,3.1000,4.0000,5732,0,500,0.8860,1,0.8860,121113.6788
65140,2000,3,3.1000,4.0000,15140,0,500,0.8759,1,0.7975,32457.5665
91075,2000,4,3.1000,4.0000,16075,0,500,0.8662,1,0.8392,31050.9242
22149,2000,1,3.1000,4.0000,22149,0,500,0.8883,1,0.8883,53588.0715
911,2000,1,3.1000,4.0000,911,0,500,0.8518,1,0.8518,439930.2569
4021,2000,1,3.1000,4.0000,4021,0,500,0.8700,1,0.8700,158044.3277
4685,2000,1,3.1000,4.0000,4685,0,500,0.8811,1,0.8811,137803.3160
1812,2000,1,3.1000,4.0000,1812,0,500,0.8080,1,0.8080,280684.5761
40216,2000,2,3.1000,4.0000,15216,0,500,0.8556,1,0.8413,37217.6798
94323,2000,4,3.1000,4.0000,19323,0,500,0.8118,1,0.8000,29502.3178
3161,2000,1,3.1000,4.0000,3161,0,500,0.8292,1,0.8292,198483.5848
44519,2000,2,3.1000,4.0000,19519,0,500,0.8364,1,0.8299,38769.6649
4673,2000,1,3.1000,4.0000,4673,0,500,0.8690,1,0.8690,138951.7819
38838,2000,2,3.1000,4.0000,13838,0,500,0.8945,1,0.8876,38727.8428
12141,2000,1,3.1000,4.0000,12141,0,500,0.8392,1,0.8392,70815.8540
9718,2000,1,3.1000,4.0000,9718,0,500,0.8329,1,0.8329,81826.8564
18558,2000,1,3.1000,4.0000,18558,0,500,0.8802,1,0.8802,54760.8638
86678,2000,4,3.1000,4.0000,11678,0,500,0.8751,1,0.8695,30393.9885
4681,2000,1,3.1000,4.0000,4681,0,500,0.8309,1,0.8309,143336.2736
5375,2000,1,3.1000,4.0000,5375,0,500,0.8566,1,0.8566,133943.2359
12901,2000,1,3.2000,4.0000,12901,0,500,0.7915,1,0.7915,69215.7881
13913,2000,1,3.2000,4.0000,13913,0,500,0.8532,1,0.8532,63965.2951
44849,2000,2,3.2000,4.0000,19849,0,500,0.7985,1,0.8307,36601.5982
14635,2000,1,3.2000,4.0000,14635,0,500,0.7576,1,0.7576,60988.6139
56372,2000,3,3.2000,4.0000,6372,0,500,0.8490,1,0.8518,33883.4797
8269,2000,1,3.2000,4.0000,8269,0,500,0.8452,1,0.8452,92648.9207
6678,2000,1,3.2000,4.0000,6678,0,500,0.8183,1,0.8183,97593.5390
19406,2000,1,3.2000,4.0000,19406,0,500,0.8412,1,0.8412,54482.4431
28348,2000,2,3.2000,4.0000,3348,0,500,0.8550,1,0.8393,42300.4866
2204,2000,1,3.2000,4.0000,2204,0,500,0.8351,1,0.8351,242030.9184
6899,2000,1,3.2000,4.0000,6899,0,500,0.8432,1,0.8432,102583.2516
39051,2000,2,3.2000,4.0000,14051,0,500,0.8589,1,0.8487,37786.4534
108188,2000,5,3.2000,4.0000,8188,0,500,0.8846,1,0.8343,28362.4373
11470,2000,1,3.2000,4.0000,11470,0,500,0.8481,1,0.8481,73715.9829
16735,2000,1,3.2000,4.0000,16735,0,500,0.8258,1,0.8258,60012.7937
5525,2000,1,3.2000,4.0000,5525,0,500,0.8221,1,0.8221,112227.4803
4162,2000,1,3.2000,4.0000,4162,0,500,0.8532,1,0.8532,137074.7797
17695,2000,1,3.2000,4.0000,17695,0,500,0.8290,1,0.8290,54756.8645
16257,2000,1,3.2000,4.0000,16257,0,500,0.8516,1,0.8516,59182.0675
44311,2000,2,3.2000,4.0000,19311,0,500,0.8532,1,0.8498,36473.4899
7250,2000,1,3.2000,4.0000,7250,0,500,0.8218,1,0.8218,98845.7841
57413,2000,3,3.2000,4.0000,7413,0,500,0.8765,1,0.8325,33618.8198
35586,2000,2,3.2000,4.0000,10586,0,500,0.8083,1,0.8403,39706.4103
61035,2000,3,3.2000,4.0000,11035,0,500,0.8150,1,0.8259,32774.2022
4113,2000,1,3.2000,4.0000,4113,0,500,0.8440,1,0.8440,128084.2887
3940,2000,1,3.2000,4.0000,3940,0,500,0.8776,1,0.8776,159199.7956
19700,2000,1,3.2000,4.0000,19700,0,500,0.8412,1,0.8412,52941.2613
17950,2000,1,3.2000,4.0000,17950,0,500,0.8272,1,0.8272,55746.7367
99015,2000,4,3.2000,4.0000,24015,0,500,0.9042,1,0.8680,29672.3612
7601,2000,1,3.2000,4.0000,7601,0,500,0.8543,1,0.8543,98134.3256
562677,2000,23,3.2000,4.0000,12677,0,500,0.8581,1,0.8491,25827.3238
18057,2000,1,3.2000,4.0000,18057,0,500,0.9129,1,0.9129,62686.7551
12366,2000,1,3.2000,4.0000,12366,0,500,0.8588,1,0.8588,70163.0346
13979,2000,1,3.2000,4.0000,13979,0,500,0.8399,1,0.8399,62855.0091
8945,2000,1,3.2000,4.0000,8945,0,500,0.8286,1,0.8286,86829.7214
7252,2000,1,3.2000,4.0000,7252,0,500,0.9004,1,0.9004,101452.6208
11823,2000,1,3.2000,4.0000,11823,0,500,0.8691,1,0.8691,73515.3506
38014,2000,2,3.2000,4.0000,13014,0,500,0.8920,1,0.8524,39131.4490
48155,2000,2,3.2000,4.0000,23155,0,500,0.8427,1,0.8682,35601.4303
5235,2000,1,3.2000,4.0000,5235,0,500,0.8591,1,0.8591,125930.2474
11523,2000,1,3.2000,4.0000,11523,0,500,0.8711,1,0.8711,75522.4304
28708,2000,2,3.2000,4.0000,3708,0,500,0.8895,1,0.8364,43134.9535
9141,2000,1,3.2000,4.0000,9141,0,500,0.8556,1,0.8556,86803.6551
211650,2000,9,3.2000,4.0000,11650,0,500,0.7200,1,0.8166,26253.4446
6768,2000,1,3.2000,4.0000,6768,0,500,0.8448,1,0.8448,95624.5950
519688,2000,21,3.2000,4.0000,19688,0,500,0.8916,1,0.8534,25626.5243
10966,2000,1,3.2000,4.0000,10966,0,500,0.8765,1,0.8765,85108.3501
11242,2000,1,3.2000,4.0000,11242,0,500,0.8412,1,0.8412,83627.4124
18975,2000,1,3.2000,4.0000,18975,0,500,0.7988,1,0.7988,53850.3545
3358,2000,1,3.2000,4.0000,3358,0,500,0.8528,1,0.8528,171997.6817
2107,2000,1,3.2000,4.0000,2107,0,500,0.8634,1,0.8634,248508.7693
12264,2000,1,3.2000,4.0000,12264,0,500,0.8137,1,0.8137,70776.8940
2436,2000,1,3.2000,4.0000,2436,0,500,0.8640,1,0.8640,227710.6130
7343,2000,1,3.2000,4.0000,7343,0,500,0.8216,1,0.8216,100589.9226
24302,2000,1,3.2000,4.0000,24302,0,500,0.8965,1,0.8965,46706.2178
11921,2000,1,3.2000,4.0000,11921,0,500,0.8317,1,0.8317,71956.2783
17193,2000,1,3.2000,4.0000,17193,0,500,0.8229,1,0.8229,57752.1718
6018,2000,1,3.2000,4.0000,6018,0,500,0.8239,1,0.8239,112100.1253
3765,2000,1,3.2000,4.0000,3765,0,500,0.8515,1,0.8515,162011.0657
6605,2000,1,3.2000,4.0000,6605,0,500,0.8842,1,0.8842,109048.2190
46170,2000,2,3.2000,4.0000,21170,0,500,0.8514,1,0.8640,36319.6312
13437,2000,1,3.2000,4.0000,13437,0,500,0.8456,1,0.8456,67703.0202
83444,2000,4,3.2000,4.0000,8444,0,500,0.8458,1,0.7977,30220.7503
7178,2000,1,3.2000,4.0000,7178,0,500,0.8326,1,0.8326,99763.3240
22052,2000,1,3.2000,4.0000,22052,0,500,0.8414,1,0.8414,49676.8161
45053,2000,2,3.2000,4.0000,20053,0,500,0.8253,1,0.7896,36370.6151
28307,2000,2,3.2000,4.0000,3307,0,500,0.9004,1,0.8526,44143.9000
6046,2000,1,3.2000,4.0000,6046,0,500,0.8935,1,0.8935,113974.1358
29159,2000,2,3.2000,4.0000,4159,0,500,0.8803,1,0.8684,43188.5782
8105,2000,1,3.2000,4.0000,8105,0,500,0.8792,1,0.8792,88813.1508
8298,2000,1,3.2000,4.0000,8298,0,500,0.8169,1,0.8169,88386.0775
424583,2000,17,3.2000,4.0000,24583,0,500,0.9035,1,0.8728,25627.0984
29751,2000,2,3.2000,4.0000,4751,0,500,0.8506,1,0.8556,42447.5088
32023,2000,2,3.2000,4.0000,7023,0,500,0.8475,1,0.8721,41642.0094
60915,2000,3,3.2000,4.0000,10915,0,500,0.8753,1,0.8558,33189.6644
3674,2000,1,3.2000,4.0000,3674,0,500,0.8041,1,0.8041,163595.8279
211868,2000,9,3.2000,4.0000,11868,0,500,0.8587,1,0.8630,26162.0219
6765,2000,1,3.2000,4.0000,6765,0,500,0.8410,1,0.8410,104674.9584
17295,2000,1,3.2000,4.0000,17295,0,500,0.8705,1,0.8705,55680.4347
42974,2000,2,3.2000,4.0000,17974,0,500,0.8261,1,0.8160,37120.8420
5016,2000,1,3.2000,4.0000,5016,0,500,0.8698,1,0.8698,130265.7323
3250,2000,1,3.2000,4.0000,3250,0,500,0.8435,1,0.8435,183403.7421
4213,2000,1,3.2000,4.0000,4213,0,500,0.8622,1,0.8622,150945.3196
5762,2000,1,3.2000,4.0000,5762,0,500,0.8663,1,0.8663,110082.6053
6723,2000,1,3.2000,4.0000,6723,0,500,0.8184,1,0.8184,104464.5777
4606,2000,1,3.2000,4.0000,4606,0,500,0.8940,1,0.8940,140050.5994
29466,2000,2,3.2000,4.0000,4466,0,500,0.8625,1,0.8580,42777.4861
4852,2000,1,3.2000,4.0000,4852,0,500,0.8586,1,0.8586,136445.1684
91450,2000,4,3.2000,4.0000,16450,0,500,0.7870,1,0.8563,29826.2351
15516,2000,1,3.2000,4.0000,15516,0,500,0.8612,1,0.8612,60855.1706
9505,2000,1,3.2000,4.0000,9505,0,500,0.8270,1,0.8270,83269.5403
18162,2000,1,3.2000,4.0000,18162,0,500,0.8443,1,0.8443,56059.0078
23278,2000,1,3.2000,4.0000,23278,0,500,0.8307,1,0.8307,49890.0306
2838,2000,1,3.2000,4.0000,2838,0,500,0.8697,1,0.8697,201324.6249
61522,2000,3,3.2000,4.0000,11522,0,500,0.8237,1,0.8101,32769.6274
4071,2000,1,3.2000,4.0000,4071,0,500,0.8244,1,0.8244,156991.6795
22593,2000,1,3.2000,4.0000,22593,0,500,0.8933,1,0.8933,49627.3490
11060,2000,1,3.2000,4.0000,11060,0,500,0.8364,1,0.8364,74859.7319
1866,2000,1,3.2000,4.0000,1866,0,500,0.8299,1,0.8299,279418.4979
41682,2000,2,3.2000,4.0000,16682,0,500,0.8849,1,0.8738,36745.8126
8626,2000,1,3.2000,4.0000,8626,0,500,0.8724,1,0.8724,89024.5429
21317,2000,1,3.2000,4.0000,21317,0,500,0.7984,1,0.7984,51269.0558
60780,2000,3,3.2000,4.0000,10780,0,500,0.8761,1,0.7934,32680.5856
12387,2000,1,3.2000,4.0000,12387,0,500,0.8145,1,0.8145,70611.8716
121368,2000,5,3.2000,4.0000,21368,0,500,0.8471,1,0.8230,28407.5995
32528,2000,2,3.2000,4.0000,7528,0,500,0.8924,1,0.8652,40130.5053
4187,2000,1,3.2000,4.0000,4187,0,500,0.8084,1,0.8084,149622.8247
5735,2000,1,3.2000,4.0000,5735,0,500,0.8857,1,0.8857,115080.7262
73520,2000,3,3.2000,4.0000,23520,0,500,0.8562,1,0.8501,31206.5208
19985,2000,1,3.2000,4.0000,19985,0,500,0.8375,1,0.8375,52063.3094
19882,2000,1,3.2000,4.0000,19882,0,500,0.9040,1,0.9040,52738.8679
15618,2000,1,3.2000,4.0000,15618,0,500,0.9074,1,0.9074,60241.8880
35330,2000,2,3.2000,4.0000,10330,0,500,0.8263,1,0.8519,39835.5587
37969,2000,2,3.2000,4.0000,12969,0,500,0.7491,1,0.7445,38377.5187
13754,2000,1,3.2000,4.0000,13754,0,500,0.8441,1,0.8441,67124.6050
20414,2000,1,3.2000,4.0000,20414,0,500,0.8011,1,0.8011,53508.4930
116409,2000,5,3.2000,4.0000,16409,0,500,0.8767,1,0.8485,28342.1413
124116,2000,5,3.2000,4.0000,24116,0,500,0.8339,1,0.8412,28863.9379
12571,2000,1,3.2000,4.0000,12571,0,500,0.8711,1,0.8711,74003.5501
15890,2000,1,3.2000,4.0000,15890,0,500,0.8565,1,0.8565,64491.9149
24903,2000,1,3.2000,4.0000,24903,0,500,0.8304,1,0.8304,47742.4521
14495,2000,1,3.2000,4.0000,14495,0,500,0.8378,1,0.8378,66130.5703
3574,2000,1,3.2000,4.0000,3574,0,500,0.8530,1,0.8530,171849.5421
21460,2000,1,3.2000,4.0000,21460,0,500,0.8525,1,0.8525,51637.1407
4537,2000,1,3.2000,4.0000,4537,0,500,0.8794,1,0.8794,142687.6869
3209,2000,1,3.2000,4.0000,3209,0,500,0.8137,1,0.8137,183340.7530
4111,2000,1,3.2000,4.0000,4111,0,500,0.8560,1,0.8560,152281.7037
59467,2000,3,3.2000,4.0000,9467,0,500,0.8266,1,0.8096,33494.3929
3008,2000,1,3.2000,4.0000,3008,0,500,0.8333,1,0.8333,189250.8626
3913,2000,1,3.2000,4.0000,3913,0,500,0.8797,1,0.8797,158965.5780
52591,2000,3,3.2000,4.0000,2591,0,500,0.8371,1,0.8258,34479.5145
14510,2000,1,3.2000,4.0000,14510,0,500,0.8845,1,0.8845,63846.7861
8615,2000,1,3.2000,4.0000,8615,0,500,0.8560,1,0.8560,88836.0574
5286,2000,1,3.2000,4.0000,5286,0,500,0.8488,1,0.8488,129591.3601
5690,2000,1,3.2000,4.0000,5690,0,500,0.7402,1,0.7402,118482.6186
22556,2000,1,3.2000,4.0000,22556,0,500,0.8778,1,0.8778,49732.2508
12580,2000,1,3.2000,4.0000,12580,0,500,0.8676,1,0.8676,70348.9439
8441,2000,1,3.2000,4.0000,8441,0,500,0.8519,1,0.8519,90029.4361
47873,2000,2,3.2000,4.0000,22873,0,500,0.8914,1,0.8798,36283.9437
17898,2000,1,3.2000,4.0000,17898,0,500,0.9174,1,0.9174,54214.7637
34272,2000,2,3.2000,4.0000,9272,0,500,0.7784,1,0.7695,40593.6995
12299,2000,1,3.2000,4.0000,12299,0,500,0.8378,1,0.8378,70998.7238
7625,2000,1,3.2000,4.0000,7625,0,500,0.8267,1,0.8267,97812.4083
7047,2000,1,3.2000,4.0000,7047,0,500,0.8758,1,0.8758,95903.2029
66762,2000,3,3.2000,4.0000,16762,0,500,0.8763,1,0.8396,32185.9150
16561,2000,1,3.2000,4.0000,16561,0,500,0.8533,1,0.8533,57749.1378
9445,2000,1,3.2000,4.0000,9445,0,500,0.8426,1,0.8426,84438.7746
15747,2000,1,3.2000,4.0000,15747,0,500,0.8851,1,0.8851,59816.2257
4714,2000,1,3.2000,4.0000,4714,0,500,0.8518,1,0.8518,138182.6406
29089,2000,2,3.2000,4.0000,4089,0,500,0.8735,1,0.8408,44093.7442
11897,2000,1,3.2000,4.0000,11897,0,500,0.8442,1,0.8442,69431.4268
2202,2000,1,3.2000,4.0000,2202,0,500,0.8268,1,0.8268,226221.5024
19401,2000,1,3.2000,4.0000,19401,0,500,0.8624,1,0.8624,54661.0825
6556,2000,1,3.2000,4.0000,6556,0,500,0.8575,1,0.8575,107399.8200
8351,2000,1,3.2000,4.0000,8351,0,500,0.8875,1,0.8875,87631.1688
10576,2000,1,3.2000,4.0000,10576,0,500,0.8878,1,0.8878,74434.6978
6174,2000,1,3.2000,4.0000,6174,0,500,0.8492,1,0.8492,113397.5162
4715,2000,1,3.2000,4.0000,4715,0,500,0.8563,1,0.8563,141004.5077
34209,2000,2,3.2000,4.0000,9209,0,500,0.7792,1,0.7927,39758.9152
4387,2000,1,3.2000,4.0000,4387,0,500,0.7721,1,0.7721,142074.6643
10313,2000,1,3.2000,4.0000,10313,0,500,0.8438,1,0.8438,73968.8536
258863,2000,11,3.2000,4.0000,8863,0,500,0.8907,1,0.8393,26658.9775
18292,2000,1,3.2000,4.0000,18292,0,500,0.8991,1,0.8991,60798.0459
5031,2000,1,3.2000,4.0000,5031,0,500,0.8292,1,0.8292,145203.0487
33021,2000,2,3.2000,4.0000,8021,0,500,0.8924,1,0.8463,41370.8810
16205,2000,1,3.2000,4.0000,16205,0,500,0.8403,1,0.8403,60670.1616
481746,2000,20,3.2000,4.0000,6746,0,500,0.7772,1,0.8298,26415.4696
104687,2000,5,3.2000,4.0000,4687,0,500,0.9093,1,0.8773,32059.8285
23032,2000,1,3.2000,4.0000,23032,0,500,0.8993,1,0.8993,47075.5401
5999,2000,1,3.2000,4.0000,5999,0,500,0.8435,1,0.8435,113764.8493
27668,2000,2,3.2000,4.0000,2668,0,500,0.8529,1,0.8062,45254.3826
41319,2000,2,3.2000,4.0000,16319,0,500,0.8624,1,0.8661,37085.7857
10885,2000,1,3.2000,4.0000,10885,0,500,0.8461,1,0.8461,74508.4581
20971,2000,1,3.2000,4.0000,20971,0,500,0.8297,1,0.8297,52057.6974
4105,2000,1,3.2000,4.0000,4105,0,500,0.8923,1,0.8923,152976.2719
2739,2000,1,3.2000,4.0000,2739,0,500,0.8807,1,0.8807,209365.3646
49970,2000,2,3.2000,4.0000,24970,0,500,0.8330,1,0.7996,35573.8620
45159,2000,2,3.2000,4.0000,20159,0,500,0.8732,1,0.8864,35244.3440
30748,2000,2,3.2000,4.0000,5748,0,500,0.8858,1,0.8358,43911.1410
3996,2000,1,3.2000,4.0000,3996,0,500,0.8598,1,0.8598,162882.9744
10559,2000,1,3.2000,4.0000,10559,0,500,0.8439,1,0.8439,75931.4981
62808,2000,3,3.2000,4.0000,12808,0,500,0.8001,1,0.8219,33441.6214
5441,2000,1,3.2000,4.0000,5441,0,500,0.8228,1,0.8228,125605.6862
1445,2000,1,3.2000,4.0000,1445,0,500,0.8439,1,0.8439,328919.9018
13800,2000,1,3.2000,4.0000,13800,0,500,0.8622,1,0.8622,64570.4594
19921,2000,1,3.2000,4.0000,19921,0,500,0.8510,1,0.8510,53821.5914
137634,2000,6,3.2000,4.0000,12634,0,500,0.7916,1,0.8219,28135.8767
11381,2000,1,3.2000,4.0000,11381,0,500,0.8416,1,0.8416,76251.4985
4663,2000,1,3.2000,4.0000,4663,0,500,0.8638,1,0.8638,135368.4350
2334,2000,1,3.2000,4.0000,2334,0,500,0.8749,1,0.8749,231180.1790
26851,2000,2,3.2000,4.0000,1851,0,500,0.8617,1,0.8642,44743.4146
79254,2000,4,3.2000,4.0000,4254,0,500,0.8565,1,0.8189,31450.8596
12584,2000,1,3.2000,4.0000,12584,0,500,0.8531,1,0.8531,69718.7617
5393,2000,1,3.2000,4.0000,5393,0,500,0.7934,1,0.7934,126893.0123
13124,2000,1,3.2000,4.0000,13124,0,500,0.8654,1,0.8654,68231.2323
82422,2000,4,3.2000,4.0000,7422,0,500,0.7711,1,0.8303,31331.9284
30740,2000,2,3.2000,4.0000,5740,0,500,0.8896,1,0.8128,40662.7117
2017,2000,1,3.2000,4.0000,2017,0,500,0.8454,1,0.8454,258089.4112
14253,2000,1,3.2000,4.0000,14253,0,500,0.7671,1,0.7671,59350.6554
42772,2000,2,3.2000,4.0000,17772,0,500,0.8701,1,0.8551,37291.8389
3497,2000,1,3.3000,4.0000,3497,0,500,0.8861,1,0.8861,158006.2358
2484,2000,1,3.3000,4.0000,2484,0,500,0.8845,1,0.8845,223918.2523
44736,2000,2,3.3000,4.0000,19736,0,500,0.8525,1,0.8708,36462.5061
7614,2000,1,3.3000,4.0000,7614,0,500,0.8752,1,0.8752,98020.7335
16674,2000,1,3.3000,4.0000,16674,0,500,0.8355,1,0.8355,58147.3275
5287,2000,1,3.3000,4.0000,5287,0,500,0.7881,1,0.7881,117050.1465
32646,2000,2,3.3000,4.0000,7646,0,500,0.8136,1,0.7949,40828.6142
18798,2000,1,3.3000,4.0000,18798,0,500,0.7457,1,0.7457,51021.1547
37616,2000,2,3.3000,4.0000,12616,0,500,0.8545,1,0.7972,37855.1647
14556,2000,1,3.3000,4.0000,14556,0,500,0.8986,1,0.8986,63356.0148
3161,2000,1,3.3000,4.0000,3161,0,500,0.8199,1,0.8199,189036.9924
106823,2000,5,3.3000,4.0000,6823,0,500,0.8640,1,0.8268,28320.6261
79207,2000,4,3.3000,4.0000,4207,0,500,0.7975,1,0.8117,30903.4806
34671,2000,2,3.3000,4.0000,9671,0,500,0.8804,1,0.7939,40124.7026
31415,2000,2,3.3000,4.0000,6415,0,500,0.8201,1,0.8359,40513.7794
135118,2000,6,3.3000,4.0000,10118,0,500,0.8058,1,0.8473,27923.8689
9109,2000,1,3.3000,4.0000,9109,0,500,0.7155,1,0.7155,88013.4134
16563,2000,1,3.3000,4.0000,16563,0,500,0.8428,1,0.8428,57445.4840
44577,2000,2,3.3000,4.0000,19577,0,500,0.8656,1,0.8278,37917.5861
9731,2000,1,3.3000,4.0000,9731,0,500,0.8532,1,0.8532,79539.2359
5486,2000,1,3.3000,4.0000,5486,0,500,0.8439,1,0.8439,124486.4984
69910,2000,3,3.3000,4.0000,19910,0,500,0.8434,1,0.8325,32107.2246
26514,2000,2,3.3000,4.0000,1514,0,500,0.8378,1,0.8122,46215.6308
34975,2000,2,3.3000,4.0000,9975,0,500,0.7963,1,0.8163,40654.3562
47054,2000,2,3.3000,4.0000,22054,0,500,0.8343,1,0.8505,36632.0976
8545,2000,1,3.3000,4.0000,8545,0,500,0.8536,1,0.8536,90486.1614
15292,2000,1,3.3000,4.0000,15292,0,500,0.7605,1,0.7605,58976.6549
3282,2000,1,3.3000,4.0000,3282,0,500,0.8368,1,0.8368,178573.9856
9348,2000,1,3.3000,4.0000,9348,0,500,0.8707,1,0.8707,83558.5406
1402,2000,1,3.3000,4.0000,1402,0,500,0.8353,1,0.8353,333842.8619
46762,2000,2,3.3000,4.0000,21762,0,500,0.8566,1,0.8245,36251.3480
74400,2000,3,3.3000,4.0000,24400,0,500,0.7940,1,0.8300,31561.5769
20768,2000,1,3.3000,4.0000,20768,0,500,0.8458,1,0.8458,51858.3698
14956,2000,1,3.3000,4.0000,14956,0,500,0.8665,1,0.8665,62936.9430
11790,2000,1,3.3000,4.0000,11790,0,500,0.8456,1,0.8456,73216.6664
56706,2000,3,3.3000,4.0000,6706,0,500,0.8757,1,0.8476,33208.5680
9276,2000,1,3.3000,4.0000,9276,0,500,0.8364,1,0.8364,84928.9348
44306,2000,2,3.3000,4.0000,19306,0,500,0.7585,1,0.8028,36460.2782
8556,2000,1,3.3000,4.0000,8556,0,500,0.8167,1,0.8167,87445.7767
35507,2000,2,3.3000,4.0000,10507,0,500,0.8409,1,0.8478,39990.3425
3364,2000,1,3.3000,4.0000,3364,0,500,0.8414,1,0.8414,179048.3423
1561,2000,1,3.3000,4.0000,1561,0,500,0.8855,1,0.8855,308670.1131
16130,2000,1,3.3000,4.0000,16130,0,500,0.7802,1,0.7802,58956.0544
12933,2000,1,3.3000,4.0000,12933,0,500,0.8420,1,0.8420,67796.0142
136536,2000,6,3.3000,4.0000,11536,0,500,0.8637,1,0.8250,28134.0783
7610,2000,1,3.3000,4.0000,7610,0,500,0.8552,1,0.8552,94146.0670
9655,2000,1,3.3000,4.0000,9655,0,500,0.8225,1,0.8225,78808.5405
9173,2000,1,3.3000,4.0000,9173,0,500,0.8286,1,0.8286,84796.1002
19506,2000,1,3.3000,4.0000,19506,0,500,0.8473,1,0.8473,53458.3195
17499,2000,1,3.3000,4.0000,17499,0,500,0.8674,1,0.8674,56682.7036
30761,2000,2,3.3000,4.0000,5761,0,500,0.8550,1,0.8397,42504.0669
40484,2000,2,3.3000,4.0000,15484,0,500,0.8444,1,0.8053,38407.3299
167263,2000,7,3.3000,4.0000,17263,0,500,0.7556,1,0.8012,27049.1756
54248,2000,3,3.3000,4.0000,4248,0,500,0.8694,1,0.8828,34742.1535
30997,2000,2,3.3000,4.0000,5997,0,500,0.8580,1,0.7745,40752.9890
