totalFlips,clauses,tries,cb,ratio,flips,earlyRestarts,variables,lastRunEntropy,sat,entropy,flipsPerSecond
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8694,0,0.8333,23912.0255
7498,2100,1,3.2000,4.2000,7498,0,500,0.8614,1,0.8614,95877.7293
209712,2100,9,3.2000,4.2000,9712,0,500,0.9068,1,0.8464,25579.7326
160357,2100,7,3.2000,4.2000,10357,0,500,0.8963,1,0.8545,26532.6863
689078,2100,28,3.2000,4.2000,14078,0,500,0.8479,1,0.8504,23762.5548
7250000,2100,29,3.2000,4.2000,25000,0,500,0.9058,0,0.8218,23825.0470
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8067,0,0.8073,23629.0664
67673,2100,3,3.2000,4.2000,17673,0,500,0.8917,1,0.8930,31827.5270
17013,2100,1,3.2000,4.2000,17013,0,500,0.8580,1,0.8580,56179.4570
63038,2100,3,3.2000,4.2000,13038,0,500,0.8726,1,0.8738,32711.0851
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8456,0,0.8280,24056.5839
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8613,0,0.8196,24116.1055
7500000,2100,30,3.2000,4.2000,25000,0,500,0.9035,0,0.8458,24160.5104
110789,2100,5,3.2000,4.2000,10789,0,500,0.8118,1,0.8278,28512.8979
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8689,0,0.8288,23969.2796
69303,2100,3,3.2000,4.2000,19303,0,500,0.8848,1,0.8631,31483.6446
186857,2100,8,3.2000,4.2000,11857,0,500,0.8317,1,0.8437,26079.3942
24726,2100,1,3.2000,4.2000,24726,0,500,0.8628,1,0.8628,46790.7356
131661,2100,6,3.2000,4.2000,6661,0,500,0.8115,1,0.8373,27842.1070
13802,2100,1,3.2000,4.2000,13802,0,500,0.8897,1,0.8897,63521.0153
7250000,2100,29,3.2000,4.2000,25000,0,500,0.9204,0,0.8570,23850.5848
42543,2100,2,3.2000,4.2000,17543,0,500,0.8435,1,0.7676,34553.8946
183251,2100,8,3.2000,4.2000,8251,0,500,0.8459,1,0.8153,26002.6062
134610,2100,6,3.2000,4.2000,9610,0,500,0.8102,1,0.8034,27221.8403
89460,2100,4,3.2000,4.2000,14460,0,500,0.8965,1,0.8302,29356.1111
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8935,0,0.8414,23916.2705
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8246,0,0.8430,23963.9847
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8666,0,0.8323,23923.0094
516755,2100,21,3.2000,4.2000,16755,0,500,0.8593,1,0.8170,24192.1495
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8739,0,0.8116,24008.3365
306631,2100,13,3.2000,4.2000,6631,0,500,0.8442,1,0.8350,24771.5774
36695,2100,2,3.2000,4.2000,11695,0,500,0.8977,1,0.8886,38904.0062
19198,2100,1,3.2000,4.2000,19198,0,500,0.8835,1,0.8835,53002.9850
18755,2100,1,3.2000,4.2000,18755,0,500,0.8545,1,0.8545,53710.3828
7250000,2100,29,3.2000,4.2000,25000,0,500,0.9069,0,0.8493,24001.5733
35616,2100,2,3.2000,4.2000,10616,0,500,0.8153,1,0.8142,39310.7393
7250000,2100,29,3.2000,4.2000,25000,0,500,0.7605,0,0.8097,23912.1789
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8846,0,0.8286,24051.6241
84917,2100,4,3.2000,4.2000,9917,0,500,0.7812,1,0.7941,29987.0694
17805,2100,1,3.2000,4.2000,17805,0,500,0.8829,1,0.8829,55537.3956
19903,2100,1,3.2000,4.2000,19903,0,500,0.7919,1,0.7919,53042.3491
7250000,2100,29,3.2000,4.2000,25000,0,500,0.9007,0,0.8500,24074.2172
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8094,0,0.8295,24066.2960
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8815,0,0.8311,24022.5656
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8310,0,0.8349,24008.9527
436200,2100,18,3.2000,4.2000,11200,0,500,0.8831,1,0.8488,24380.5533
7250000,2100,29,3.2000,4.2000,25000,0,500,0.7895,0,0.8333,23956.2124
533145,2100,22,3.2000,4.2000,8145,0,500,0.8779,1,0.8773,24210.1311
7250000,2100,29,3.2000,4.2000,25000,0,500,0.7857,0,0.8312,23953.2990
74829,2100,3,3.2000,4.2000,24829,0,500,0.8620,1,0.8347,30790.0743
487160,2100,20,3.2000,4.2000,12160,0,500,0.8856,1,0.8455,24209.8869
12388,2100,1,3.2000,4.2000,12388,0,500,0.8863,1,0.8863,68694.9252
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8792,0,0.8531,24115.4918
229395,2100,10,3.2000,4.2000,4395,0,500,0.8620,1,0.8289,25602.2524
623059,2100,25,3.2000,4.2000,23059,0,500,0.8266,1,0.8347,24135.5751
478767,2100,20,3.2000,4.2000,3767,0,500,0.8548,1,0.8277,24212.7169
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8743,0,0.8478,23990.0682
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8317,0,0.8085,23900.6911
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8091,0,0.8184,24136.6408
109579,2100,5,3.2000,4.2000,9579,0,500,0.8783,1,0.8452,28352.0981
34579,2100,2,3.2000,4.2000,9579,0,500,0.8787,1,0.8724,40110.9011
7500000,2100,30,3.2000,4.2000,25000,0,500,0.8655,0,0.8294,24180.6386
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8866,0,0.8234,23933.2612
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8390,0,0.8342,23937.6182
47815,2100,2,3.2000,4.2000,22815,0,500,0.9065,1,0.8918,35374.4659
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8689,0,0.8287,24087.0687
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8636,0,0.8245,24058.5771
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8737,0,0.8193,23755.1696
7500000,2100,30,3.2000,4.2000,25000,0,500,0.8732,0,0.8442,24284.2340
7250000,2100,29,3.2000,4.2000,25000,0,500,0.9234,0,0.8348,24055.9493
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8268,0,0.8368,23801.7170
146499,2100,6,3.2000,4.2000,21499,0,500,0.8893,1,0.8454,27024.1533
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8694,0,0.8414,24123.2836
71096,2100,3,3.2000,4.2000,21096,0,500,0.8528,1,0.8753,31690.2377
539893,2100,22,3.2000,4.2000,14893,0,500,0.8140,1,0.8364,23997.8983
144185,2100,6,3.2000,4.2000,19185,0,500,0.8637,1,0.8383,27344.3231
48563,2100,2,3.2000,4.2000,23563,0,500,0.8065,1,0.8338,35571.3067
4861,2100,1,3.2000,4.2000,4861,0,500,0.8726,1,0.8726,133074.3430
7500000,2100,30,3.2000,4.2000,25000,0,500,0.8802,0,0.8015,24179.6074
23607,2100,1,3.2000,4.2000,23607,0,500,0.8400,1,0.8400,48351.1747
7250000,2100,29,3.2000,4.2000,25000,0,500,0.9041,0,0.8200,24110.1961
80944,2100,4,3.2000,4.2000,5944,0,500,0.8359,1,0.8591,30421.3146
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8838,0,0.8367,23959.7935
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8679,0,0.8221,24033.6734
34973,2100,2,3.2000,4.2000,9973,0,500,0.8659,1,0.8836,38649.2058
66469,2100,3,3.2000,4.2000,16469,0,500,0.8759,1,0.8313,31851.7479
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8786,0,0.8218,23927.7115
167275,2100,7,3.2000,4.2000,17275,0,500,0.8078,1,0.8292,26668.9961
238618,2100,10,3.2000,4.2000,13618,0,500,0.8937,1,0.8493,25827.6256
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8258,0,0.8145,23949.6220
58990,2100,3,3.2000,4.2000,8990,0,500,0.8806,1,0.8428,32587.0494
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8653,0,0.8435,24099.2927
8302,2100,1,3.2000,4.2000,8302,0,500,0.8403,1,0.8403,92183.2355
38717,2100,2,3.2000,4.2000,13717,0,500,0.8747,1,0.8441,37740.3275
111842,2100,5,3.2000,4.2000,11842,0,500,0.8788,1,0.8419,28468.4303
103324,2100,5,3.2000,4.2000,3324,0,500,0.8208,1,0.8435,28593.0491
190508,2100,8,3.2000,4.2000,15508,0,500,0.8863,1,0.8636,26398.7480
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8454,0,0.8119,23752.8904
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8537,0,0.8369,23896.9953
103470,2100,5,3.2000,4.2000,3470,0,500,0.8801,1,0.8320,28895.2748
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8920,0,0.8378,24008.4371
7500000,2100,30,3.2000,4.2000,25000,0,500,0.7844,0,0.8200,24670.9937
38936,2100,2,3.2000,4.2000,13936,0,500,0.8206,1,0.8532,38318.2945
7250000,2100,29,3.2000,4.2000,25000,0,500,0.9153,0,0.8300,23986.1496
658335,2100,27,3.2000,4.2000,8335,0,500,0.8832,1,0.8435,24061.6880
7500000,2100,30,3.2000,4.2000,25000,0,500,0.8378,0,0.8398,24392.9305
7250000,2100,29,3.2000,4.2000,25000,0,500,0.9043,0,0.8363,23839.4409
191684,2100,8,3.2000,4.2000,16684,0,500,0.8837,1,0.8785,26043.2577
7500000,2100,30,3.2000,4.2000,25000,0,500,0.8261,0,0.8288,24488.6011
97997,2100,4,3.2000,4.2000,22997,0,500,0.8126,1,0.8523,29643.1440
128115,2100,6,3.2000,4.2000,3115,0,500,0.8622,1,0.8612,27553.8285
118801,2100,5,3.2000,4.2000,18801,0,500,0.7634,1,0.7825,27973.0213
7250000,2100,29,3.2000,4.2000,25000,0,500,0.9220,0,0.8493,23978.4003
636058,2100,26,3.2000,4.2000,11058,0,500,0.8951,1,0.8536,24513.6336
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8658,0,0.8324,24047.9209
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8829,0,0.8460,23656.6409
470042,2100,19,3.2000,4.2000,20042,0,500,0.8273,1,0.8490,25509.9882
31974,2100,2,3.2000,4.2000,6974,0,500,0.8769,1,0.8594,43744.4684
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8623,0,0.8173,23929.7325
471855,2100,19,3.2000,4.2000,21855,0,500,0.8124,1,0.8640,24606.4191
7750000,2100,31,3.2000,4.2000,25000,0,500,0.8938,0,0.8353,25113.3325
440715,2100,18,3.2000,4.2000,15715,0,500,0.8774,1,0.8255,26612.2999
7500000,2100,30,3.2000,4.2000,25000,0,500,0.8894,0,0.8185,24489.3563
7500000,2100,30,3.2000,4.2000,25000,0,500,0.8982,0,0.8494,24755.8735
29155,2100,2,3.2000,4.2000,4155,0,500,0.8908,1,0.8343,44401.8558
7750000,2100,31,3.2000,4.2000,25000,0,500,0.8787,0,0.8305,25422.4574
7250000,2100,29,3.2000,4.2000,25000,0,500,0.8394,0,0.8364,23638.0711
47674,2100,2,3.2000,4.2000,22674,0,500,0.7926,1,0.8171,34140.5708
7500000,2100,30,3.2000,4.2000,25000,0,500,0.8650,0,0.8224,24181.0321
7750000,2100,31,3.2000,4.2000,25000,0,500,0.8597,0,0.8318,25817.6282
224755,2100,9,3.2000,4.2000,24755,0,500,0.9079,1,0.8629,25958.0287
22269,2100,1,3.2000,4.2000,22269,0,500,0.8514,1,0.8514,49497.3523
7500000,2100,30,3.2000,4.2000,25000,0,500,0.7704,0,0.8303,24272.1287
592439,2100,24,3.2000,4.2000,17439,0,500,0.8621,1,0.8287,25046.8568
15413,2100,1,3.2000,4.2000,15413,0,500,0.8742,1,0.8742,60322.9481
7500000,2100,30,3.2000,4.2000,25000,0,500,0.8931,0,0.8571,24163.2813
36527,2100,2,3.2000,4.2000,11527,0,500,0.8356,1,0.8525,38630.0431
7500000,2100,30,3.2000,4.2000,25000,0,500,0.7816,0,0.8117,24335.8079
7250000,2100,29,3.2000,4.2000,25000,0,500,0.7817,0,0.8033,23910.8855
370206,2100,15,3.2000,4.2000,20206,0,500,0.8955,1,0.8609,25491.2304
7750000,2100,31,3.2000,4.2000,25000,0,500,0.9006,0,0.8265,25453.6085
89294,2100,4,3.2000,4.2000,14294,0,500,0.8378,1,0.8339,32096.2801
42776,2100,2,3.2000,4.2000,17776,0,500,0.8976,1,0.8817,36292.7389
378594,2100,16,3.2000,4.2000,3594,0,500,0.8422,1,0.8066,25071.2800
7500000,2100,30,3.2000,4.2000,25000,0,500,0.8699,0,0.8276,24717.7864
7750000,2100,31,3.2000,4.2000,25000,0,500,0.8970,0,0.8480,25668.3234
456517,2100,19,3.3000,4.2000,6517,0,500,0.8801,1,0.7902,24059.6141
7500000,2100,30,3.3000,4.2000,25000,0,500,0.8215,0,0.8373,24196.4816
40333,2100,2,3.3000,4.2000,15333,0,500,0.8582,1,0.8188,37822.6503
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8254,0,0.8432,24014.1501
159489,2100,7,3.3000,4.2000,9489,0,500,0.8461,1,0.8561,26879.9133
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8845,0,0.8078,24131.6580
7250000,2100,29,3.3000,4.2000,25000,0,500,0.7688,0,0.8163,24057.7053
103459,2100,5,3.3000,4.2000,3459,0,500,0.8808,1,0.8647,28866.4406
7250000,2100,29,3.3000,4.2000,25000,0,500,0.7808,0,0.7887,23982.1157
16720,2100,1,3.3000,4.2000,16720,0,500,0.8841,1,0.8841,55914.3679
7500000,2100,30,3.3000,4.2000,25000,0,500,0.8755,0,0.8418,24147.3348
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8449,0,0.8301,24114.4114
35835,2100,2,3.3000,4.2000,10835,0,500,0.8824,1,0.8585,37040.1826
160194,2100,7,3.3000,4.2000,10194,0,500,0.8729,1,0.8222,26168.9896
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8718,0,0.8456,23840.1967
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8870,0,0.8266,24042.0813
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8708,0,0.8116,23783.3988
143309,2100,6,3.3000,4.2000,18309,0,500,0.8179,1,0.8325,26656.8606
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8732,0,0.8380,24083.9855
291021,2100,12,3.3000,4.2000,16021,0,500,0.8572,1,0.8389,24659.2747
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8779,0,0.8318,23860.2184
14938,2100,1,3.3000,4.2000,14938,0,500,0.8450,1,0.8450,60070.8653
113040,2100,5,3.3000,4.2000,13040,0,500,0.8927,1,0.8386,28354.0148
207432,2100,9,3.3000,4.2000,7432,0,500,0.8657,1,0.8591,26240.4901
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8846,0,0.8186,24134.5107
59448,2100,3,3.3000,4.2000,9448,0,500,0.8150,1,0.8163,32934.2749
7500000,2100,30,3.3000,4.2000,25000,0,500,0.8347,0,0.8005,24154.7662
32015,2100,2,3.3000,4.2000,7015,0,500,0.8599,1,0.8044,41235.3100
497813,2100,20,3.3000,4.2000,22813,0,500,0.8833,1,0.8171,24081.7552
7500000,2100,30,3.3000,4.2000,25000,0,500,0.8544,0,0.8320,24149.4776
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8775,0,0.8276,23871.9000
88631,2100,4,3.3000,4.2000,13631,0,500,0.7417,1,0.8141,29848.9442
7250000,2100,29,3.3000,4.2000,25000,0,500,0.9109,0,0.8354,24008.1526
33169,2100,2,3.3000,4.2000,8169,0,500,0.8998,1,0.8832,39913.2088
433141,2100,18,3.3000,4.2000,8141,0,500,0.8144,1,0.8344,24442.7058
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8300,0,0.8166,24087.0073
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8771,0,0.8259,24043.6861
64500,2100,3,3.3000,4.2000,14500,0,500,0.8195,1,0.8157,31666.3398
97524,2100,4,3.3000,4.2000,22524,0,500,0.8749,1,0.8759,28972.7269
41921,2100,2,3.3000,4.2000,16921,0,500,0.8095,1,0.7994,36455.5203
85876,2100,4,3.3000,4.2000,10876,0,500,0.8766,1,0.8420,29899.5446
7500000,2100,30,3.3000,4.2000,25000,0,500,0.8128,0,0.8172,24184.5225
13556,2100,1,3.3000,4.2000,13556,0,500,0.8804,1,0.8804,65141.3637
74223,2100,3,3.3000,4.2000,24223,0,500,0.8905,1,0.8335,30639.8361
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8729,0,0.8282,24027.6506
216606,2100,9,3.3000,4.2000,16606,0,500,0.8936,1,0.8135,25885.3754
67616,2100,3,3.3000,4.2000,17616,0,500,0.8230,1,0.7891,31863.7487
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8559,0,0.8197,24031.6270
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8789,0,0.8264,24013.8618
66677,2100,3,3.3000,4.2000,16677,0,500,0.8467,1,0.8385,31660.9486
187542,2100,8,3.3000,4.2000,12542,0,500,0.8390,1,0.8246,26253.5479
260493,2100,11,3.3000,4.2000,10493,0,500,0.8315,1,0.8332,25621.7863
292981,2100,12,3.3000,4.2000,17981,0,500,0.7701,1,0.8367,25323.7357
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8920,0,0.8098,24018.2554
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8645,0,0.8166,24014.7477
163582,2100,7,3.3000,4.2000,13582,0,500,0.8693,1,0.8192,26701.0198
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8920,0,0.8045,24073.3836
95775,2100,4,3.3000,4.2000,20775,0,500,0.8795,1,0.8395,29233.8410
48839,2100,2,3.3000,4.2000,23839,0,500,0.7568,1,0.8171,35126.8538
7250000,2100,29,3.3000,4.2000,25000,0,500,0.9131,0,0.8292,24166.1297
74893,2100,3,3.3000,4.2000,24893,0,500,0.8797,1,0.8650,30837.0658
48174,2100,2,3.3000,4.2000,23174,0,500,0.8870,1,0.8580,35448.7745
7250000,2100,29,3.3000,4.2000,25000,0,500,0.7662,0,0.8138,23961.1442
515304,2100,21,3.3000,4.2000,15304,0,500,0.8252,1,0.8490,24376.5094
687100,2100,28,3.3000,4.2000,12100,0,500,0.7327,1,0.8169,24190.0639
96049,2100,4,3.3000,4.2000,21049,0,500,0.7962,1,0.7743,29494.5490
12785,2100,1,3.3000,4.2000,12785,0,500,0.7998,1,0.7998,66579.2746
271644,2100,11,3.3000,4.2000,21644,0,500,0.8178,1,0.8395,25671.1900
8370,2100,1,3.3000,4.2000,8370,0,500,0.8559,1,0.8559,89069.8548
18331,2100,1,3.3000,4.2000,18331,0,500,0.8134,1,0.8134,54536.1265
34486,2100,2,3.3000,4.2000,9486,0,500,0.8298,1,0.8315,39872.0093
19072,2100,1,3.3000,4.2000,19072,0,500,0.8651,1,0.8651,54265.8375
23969,2100,1,3.3000,4.2000,23969,0,500,0.7711,1,0.7711,46841.6883
174476,2100,7,3.3000,4.2000,24476,0,500,0.8189,1,0.8177,26248.7537
38010,2100,2,3.3000,4.2000,13010,0,500,0.8496,1,0.8545,38500.0503
49210,2100,2,3.3000,4.2000,24210,0,500,0.8895,1,0.8838,34787.2536
7250000,2100,29,3.3000,4.2000,25000,0,500,0.7511,0,0.7954,23768.8536
7250000,2100,29,3.3000,4.2000,25000,0,500,0.7875,0,0.8052,24153.0360
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8812,0,0.8017,24148.4106
46256,2100,2,3.3000,4.2000,21256,0,500,0.8107,1,0.7965,35456.1423
231515,2100,10,3.3000,4.2000,6515,0,500,0.8643,1,0.8499,25824.7429
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8619,0,0.8118,23796.9386
2639,2100,1,3.3000,4.2000,2639,0,500,0.8535,1,0.8535,207761.1671
499231,2100,20,3.3000,4.2000,24231,0,500,0.8320,1,0.8394,24416.9968
33958,2100,2,3.3000,4.2000,8958,0,500,0.8048,1,0.7372,41879.6501
209836,2100,9,3.3000,4.2000,9836,0,500,0.9001,1,0.8364,26107.6328
7250000,2100,29,3.3000,4.2000,25000,0,500,0.7749,0,0.8127,24055.1249
99856,2100,4,3.3000,4.2000,24856,0,500,0.8846,1,0.8034,28724.9265
543738,2100,22,3.3000,4.2000,18738,0,500,0.7812,1,0.8143,23977.3139
328986,2100,14,3.3000,4.2000,3986,0,500,0.8617,1,0.8431,24905.9057
8606,2100,1,3.3000,4.2000,8606,0,500,0.8226,1,0.8226,88720.0363
127810,2100,6,3.3000,4.2000,2810,0,500,0.7682,1,0.8112,27745.9889
15503,2100,1,3.3000,4.2000,15503,0,500,0.7888,1,0.7888,58552.5652
37628,2100,2,3.3000,4.2000,12628,0,500,0.7898,1,0.8278,38788.7964
12028,2100,1,3.3000,4.2000,12028,0,500,0.8563,1,0.8563,68055.1221
102734,2100,5,3.3000,4.2000,2734,0,500,0.8982,1,0.8598,28844.1207
383832,2100,16,3.3000,4.2000,8832,0,500,0.8315,1,0.8268,24763.3416
7500000,2100,30,3.3000,4.2000,25000,0,500,0.8487,0,0.8345,24336.0967
7500000,2100,30,3.3000,4.2000,25000,0,500,0.8904,0,0.8373,24190.6187
7500000,2100,30,3.3000,4.2000,25000,0,500,0.7778,0,0.8283,24671.0856
208419,2100,9,3.3000,4.2000,8419,0,500,0.8545,1,0.8270,25734.8322
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8709,0,0.8366,23751.5355
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8525,0,0.8151,23839.0954
157183,2100,7,3.3000,4.2000,7183,0,500,0.8410,1,0.8389,26948.3801
73635,2100,3,3.3000,4.2000,23635,0,500,0.8506,1,0.8570,31372.0648
60450,2100,3,3.3000,4.2000,10450,0,500,0.8590,1,0.8401,32858.7539
98362,2100,4,3.3000,4.2000,23362,0,500,0.8580,1,0.8334,29376.3185
92468,2100,4,3.3000,4.2000,17468,0,500,0.8422,1,0.8516,29511.9227
189928,2100,8,3.3000,4.2000,14928,0,500,0.7402,1,0.8266,26229.2619
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8291,0,0.8302,24092.2034
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8744,0,0.8241,24069.6671
541209,2100,22,3.3000,4.2000,16209,0,500,0.8409,1,0.8492,24420.5648
43722,2100,2,3.3000,4.2000,18722,0,500,0.8872,1,0.8856,35994.9619
14982,2100,1,3.3000,4.2000,14982,0,500,0.8710,1,0.8710,61170.4108
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8132,0,0.8040,24025.9264
155991,2100,7,3.3000,4.2000,5991,0,500,0.8640,1,0.8046,26891.7835
15694,2100,1,3.3000,4.2000,15694,0,500,0.8048,1,0.8048,58997.9672
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8374,0,0.8146,23880.8755
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8904,0,0.8382,23717.0933
91491,2100,4,3.3000,4.2000,16491,0,500,0.8479,1,0.8441,29081.5420
7250000,2100,29,3.3000,4.2000,25000,0,500,0.9067,0,0.8355,23772.9297
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8748,0,0.8280,23813.3211
31409,2100,2,3.3000,4.2000,6409,0,500,0.8271,1,0.7629,41198.4171
21455,2100,1,3.3000,4.2000,21455,0,500,0.8536,1,0.8536,50456.9807
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8349,0,0.7959,24039.8985
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8826,0,0.8427,23981.4901
4850,2100,1,3.3000,4.2000,4850,0,500,0.7656,1,0.7656,130135.3578
80659,2100,4,3.3000,4.2000,5659,0,500,0.8685,1,0.8379,30256.2094
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8536,0,0.8284,23880.6145
5646,2100,1,3.3000,4.2000,5646,0,500,0.8109,1,0.8109,119548.5867
40515,2100,2,3.3000,4.2000,15515,0,500,0.8733,1,0.8900,37648.7856
7250000,2100,29,3.3000,4.2000,25000,0,500,0.7544,0,0.8447,24138.5171
98562,2100,4,3.3000,4.2000,23562,0,500,0.7337,1,0.8123,29314.0277
7500000,2100,30,3.3000,4.2000,25000,0,500,0.8168,0,0.8278,24193.8547
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8895,0,0.8337,24114.8434
7500000,2100,30,3.3000,4.2000,25000,0,500,0.8567,0,0.8382,24668.6094
39305,2100,2,3.3000,4.2000,14305,0,500,0.8705,1,0.8633,38514.4485
83091,2100,4,3.3000,4.2000,8091,0,500,0.8304,1,0.8340,29815.0105
60588,2100,3,3.3000,4.2000,10588,0,500,0.8498,1,0.8436,32365.3236
16323,2100,1,3.3000,4.2000,16323,0,500,0.8314,1,0.8314,58594.8308
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8791,0,0.8332,23829.0547
7500000,2100,30,3.3000,4.2000,25000,0,500,0.8827,0,0.8395,24246.9002
239300,2100,10,3.3000,4.2000,14300,0,500,0.8651,1,0.8124,26343.6038
716544,2100,29,3.3000,4.2000,16544,0,500,0.8869,1,0.8418,25064.2992
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8687,0,0.8229,23915.7845
41315,2100,2,3.3000,4.2000,16315,0,500,0.8724,1,0.8715,37135.4707
529789,2100,22,3.3000,4.2000,4789,0,500,0.8498,1,0.8102,24254.0865
135964,2100,6,3.3000,4.2000,10964,0,500,0.7825,1,0.8128,26993.2573
7500000,2100,30,3.3000,4.2000,25000,0,500,0.8585,0,0.8202,24148.0399
30729,2100,2,3.3000,4.2000,5729,0,500,0.8641,1,0.8394,41154.6409
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8695,0,0.8304,24064.6217
7500000,2100,30,3.3000,4.2000,25000,0,500,0.8870,0,0.8396,24625.7010
34689,2100,2,3.3000,4.2000,9689,0,500,0.8171,1,0.8651,39150.0206
4321,2100,1,3.3000,4.2000,4321,0,500,0.8876,1,0.8876,144854.8492
93074,2100,4,3.3000,4.2000,18074,0,500,0.8131,1,0.8162,29002.9161
2919,2100,1,3.3000,4.2000,2919,0,500,0.7905,1,0.7905,195381.2468
64232,2100,3,3.3000,4.2000,14232,0,500,0.8768,1,0.8277,32391.1697
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8961,0,0.8486,24110.6005
116851,2100,5,3.3000,4.2000,16851,0,500,0.8457,1,0.8602,28216.0536
319259,2100,13,3.3000,4.2000,19259,0,500,0.8358,1,0.7888,24796.7913
18650,2100,1,3.3000,4.2000,18650,0,500,0.7568,1,0.7568,56584.6789
256166,2100,11,3.3000,4.2000,6166,0,500,0.8751,1,0.8244,25179.4655
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8298,0,0.8141,23990.3816
33680,2100,2,3.3000,4.2000,8680,0,500,0.8776,1,0.8642,40839.2730
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8731,0,0.8108,23978.1678
7500000,2100,30,3.3000,4.2000,25000,0,500,0.8834,0,0.8263,24375.8960
7750000,2100,31,3.3000,4.2000,25000,0,500,0.9120,0,0.8350,25127.8685
8000000,2100,32,3.3000,4.2000,25000,0,500,0.8787,0,0.8211,26266.8409
281865,2100,12,3.3000,4.2000,6865,0,500,0.8707,1,0.8388,25467.8674
54486,2100,3,3.3000,4.2000,4486,0,500,0.8831,1,0.8355,34051.7140
7250000,2100,29,3.3000,4.2000,25000,0,500,0.8787,0,0.8417,23957.3604
63958,2100,3,3.3000,4.2000,13958,0,500,0.9050,1,0.8533,32112.6043
236817,2100,10,3.3000,4.2000,11817,0,500,0.8867,1,0.8517,25492.6172
108603,2100,5,3.3000,4.2000,8603,0,500,0.8572,1,0.8562,28734.7106
39308,2100,2,3.3000,4.2000,14308,0,500,0.8332,1,0.8587,39163.9342
