sat,ratio,cb,tries,clauses,flips,variables,entropy,earlyRestarts,totalFlips,flipsPerSecond,lastRunEntropy
1,4.0000,3.9000,1,2000,20131,500,0.7386,0,20131,52839.0163,0.7386
1,4.0000,3.9000,3,2000,19026,500,0.6769,0,69026,32556.2266,0.7679
1,4.0000,3.9000,5,2000,3183,500,0.7686,0,103183,29010.0343,0.8139
1,4.0000,3.9000,1,2000,20242,500,0.7844,0,20242,54781.7755,0.7844
1,4.0000,3.9000,1,2000,3145,500,0.8170,0,3145,189140.2731,0.8170
1,4.0000,3.9000,15,2000,21362,500,0.7905,0,371362,25548.3584,0.7604
1,4.0000,3.9000,1,2000,2664,500,0.8044,0,2664,222424.7857,0.8044
1,4.0000,3.9000,1,2000,3109,500,0.7011,0,3109,198816.6738,0.7011
0,4.0000,3.9000,32,2000,25000,500,0.7735,0,8000000,26266.2488,0.7713
1,4.0000,3.9000,2,2000,17355,500,0.7471,0,42355,37297.9045,0.7151
1,4.0000,3.9000,1,2000,5160,500,0.8240,0,5160,130772.5478,0.8240
1,4.0000,3.9000,7,2000,10683,500,0.7939,0,160683,27034.0990,0.8218
1,4.0000,3.9000,1,2000,15940,500,0.8171,0,15940,60097.8232,0.8171
1,4.0000,3.9000,1,2000,3946,500,0.8099,0,3946,159485.2730,0.8099
1,4.0000,3.9000,1,2000,14162,500,0.7194,0,14162,67088.0054,0.7194
1,4.0000,3.9000,1,2000,9290,500,0.7781,0,9290,85828.9327,0.7781
1,4.0000,3.9000,2,2000,9671,500,0.7906,0,34671,39904.2397,0.8172
1,4.0000,3.9000,2,2000,22496,500,0.7267,0,47496,35701.4390,0.7881
1,4.0000,3.9000,1,2000,4467,500,0.7555,0,4467,138354.4543,0.7555
1,4.0000,3.9000,1,2000,20116,500,0.7877,0,20116,52873.8788,0.7877
1,4.0000,3.9000,4,2000,10243,500,0.7880,0,85243,30335.1958,0.8437
1,4.0000,3.9000,1,2000,23628,500,0.7893,0,23628,47678.7902,0.7893
1,4.0000,3.9000,1,2000,9327,500,0.8364,0,9327,83912.1383,0.8364
1,4.0000,3.9000,1,2000,16688,500,0.7933,0,16688,58617.1698,0.7933
1,4.0000,3.9000,1,2000,16371,500,0.7597,0,16371,59788.2327,0.7597
1,4.0000,3.9000,1,2000,15453,500,0.7520,0,15453,61503.8841,0.7520
1,4.0000,3.9000,1,2000,9916,500,0.8191,0,9916,80677.6885,0.8191
1,4.0000,3.9000,1,2000,5519,500,0.8493,0,5519,116479.5017,0.8493
1,4.0000,3.9000,2,2000,7077,500,0.7736,0,32077,41033.9339,0.7757
1,4.0000,3.9000,1,2000,4700,500,0.8296,0,4700,139408.1809,0.8296
1,4.0000,3.9000,2,2000,13358,500,0.8135,0,38358,38746.2906,0.8255
1,4.0000,3.9000,1,2000,3503,500,0.8189,0,3503,170291.2493,0.8189
1,4.0000,3.9000,3,2000,10992,500,0.7672,0,60992,33453.4864,0.8016
1,4.0000,3.9000,1,2000,11270,500,0.7996,0,11270,71639.4309,0.7996
1,4.0000,3.9000,17,2000,2955,500,0.7810,0,402955,25791.3695,0.7997
1,4.0000,3.9000,1,2000,14643,500,0.8105,0,14643,68753.8506,0.8105
1,4.0000,3.9000,1,2000,22946,500,0.6912,0,22946,54922.0930,0.6912
1,4.0000,3.9000,4,2000,1909,500,0.7863,0,76909,31327.5412,0.8434
1,4.0000,3.9000,5,2000,17877,500,0.7331,0,117877,28983.7721,0.8435
1,4.0000,3.9000,2,2000,21132,500,0.7154,0,46132,35714.7282,0.7087
1,4.0000,3.9000,1,2000,13655,500,0.7247,0,13655,62232.6333,0.7247
1,4.0000,3.9000,3,2000,18642,500,0.7436,0,68642,32495.1516,0.7423
1,4.0000,3.9000,3,2000,16123,500,0.7901,0,66123,32466.3381,0.7923
1,4.0000,3.9000,2,2000,3919,500,0.8044,0,28919,43751.1008,0.8422
1,4.0000,3.9000,1,2000,5526,500,0.7895,0,5526,123829.0971,0.7895
1,4.0000,3.9000,1,2000,21644,500,0.7410,0,21644,49444.7464,0.7410
1,4.0000,3.9000,1,2000,8869,500,0.7642,0,8869,87450.9407,0.7642
1,4.0000,3.9000,1,2000,17367,500,0.7026,0,17367,58419.8626,0.7026
1,4.0000,3.9000,2,2000,9150,500,0.7855,0,34150,40700.5549,0.7777
1,4.0000,3.9000,2,2000,4711,500,0.8237,0,29711,44924.6838,0.8521
1,4.0000,3.9000,1,2000,3810,500,0.8435,0,3810,164764.4229,0.8435
1,4.0000,3.9000,1,2000,22038,500,0.8243,0,22038,51090.2841,0.8243
1,4.0000,3.9000,5,2000,14351,500,0.7081,0,114351,28844.6550,0.8282
1,4.0000,3.9000,3,2000,9647,500,0.7800,0,59647,33941.4675,0.7906
1,4.0000,3.9000,1,2000,7423,500,0.7809,0,7423,100073.3070,0.7809
1,4.0000,3.9000,1,2000,10656,500,0.7757,0,10656,76361.7025,0.7757
1,4.0000,3.9000,2,2000,5127,500,0.6421,0,30127,40315.0652,0.7571
1,4.0000,3.9000,3,2000,3410,500,0.8153,0,53410,35331.2292,0.8385
1,4.0000,3.9000,3,2000,19808,500,0.7681,0,69808,31804.1059,0.7958
1,4.0000,3.9000,4,2000,2729,500,0.7618,0,77729,31824.6322,0.7801
1,4.0000,3.9000,2,2000,9547,500,0.7902,0,34547,40933.4688,0.8349
1,4.0000,3.9000,1,2000,8797,500,0.7544,0,8797,84972.2627,0.7544
1,4.0000,3.9000,3,2000,19833,500,0.7212,0,69833,32199.8522,0.6897
1,4.0000,3.9000,1,2000,17323,500,0.7869,0,17323,57157.0381,0.7869
1,4.0000,3.9000,2,2000,23215,500,0.7907,0,48215,35665.6184,0.7965
1,4.0000,3.9000,4,2000,15041,500,0.7848,0,90041,30153.5236,0.8166
1,4.0000,3.9000,1,2000,6696,500,0.7968,0,6696,105452.0487,0.7968
1,4.0000,3.9000,2,2000,7114,500,0.8034,0,32114,41312.4740,0.8043
1,4.0000,3.9000,1,2000,2078,500,0.7776,0,2078,258484.9225,0.7776
1,4.0000,3.9000,1,2000,6647,500,0.8418,0,6647,110158.9585,0.8418
1,4.0000,3.9000,1,2000,5115,500,0.7417,0,5115,134389.6253,0.7417
1,4.0000,3.9000,2,2000,18377,500,0.7297,0,43377,36955.9369,0.6805
1,4.0000,3.9000,2,2000,3171,500,0.6848,0,28171,44752.4962,0.7314
1,4.0000,3.9000,1,2000,15193,500,0.7386,0,15193,64095.0309,0.7386
1,4.0000,3.9000,5,2000,8444,500,0.8019,0,108444,29656.9327,0.7939
1,4.0000,3.9000,11,2000,7611,500,0.7809,0,257611,28016.7282,0.7994
1,4.0000,3.9000,1,2000,16323,500,0.7128,0,16323,66575.9215,0.7128
1,4.0000,3.9000,8,2000,8323,500,0.7366,0,183323,26788.2562,0.7951
1,4.0000,3.9000,1,2000,20408,500,0.6381,0,20408,56668.4339,0.6381
1,4.0000,3.9000,1,2000,15169,500,0.7426,0,15169,65964.4016,0.7426
1,4.0000,3.9000,2,2000,15500,500,0.7900,0,40500,40725.7746,0.8174
1,4.0000,3.9000,1,2000,5125,500,0.8093,0,5125,131707.3102,0.8093
1,4.0000,3.9000,2,2000,16273,500,0.7689,0,41273,38058.9098,0.7363
1,4.0000,3.9000,1,2000,3079,500,0.7197,0,3079,197112.3374,0.7197
1,4.0000,3.9000,1,2000,7955,500,0.7843,0,7955,97967.6820,0.7843
1,4.0000,3.9000,1,2000,18299,500,0.8272,0,18299,54705.2973,0.8272
1,4.0000,3.9000,1,2000,5831,500,0.8405,0,5831,118717.9419,0.8405
1,4.0000,3.9000,1,2000,6422,500,0.8186,0,6422,109855.1309,0.8186
1,4.0000,3.9000,1,2000,9555,500,0.7240,0,9555,82281.0810,0.7240
1,4.0000,3.9000,1,2000,15270,500,0.7692,0,15270,59744.9192,0.7692
1,4.0000,3.9000,4,2000,15329,500,0.8001,0,90329,30984.0048,0.8017
1,4.0000,3.9000,2,2000,23757,500,0.7449,0,48757,37640.0134,0.7630
1,4.0000,3.9000,1,2000,7804,500,0.7375,0,7804,104087.2736,0.7375
1,4.0000,3.9000,1,2000,7519,500,0.7979,0,7519,100210.9155,0.7979
1,4.0000,3.9000,2,2000,1462,500,0.7956,0,26462,44643.1148,0.8313
1,4.0000,3.9000,5,2000,19448,500,0.7763,0,119448,29753.8491,0.7897
1,4.0000,3.9000,1,2000,884,500,0.8687,0,884,488278.7618,0.8687
1,4.0000,3.9000,1,2000,3279,500,0.8131,0,3279,183768.3718,0.8131
1,4.0000,3.9000,5,2000,23191,500,0.8054,0,123191,29417.9378,0.7489
1,4.0000,3.9000,1,2000,12151,500,0.7917,0,12151,75803.5387,0.7917
1,4.0000,3.9000,2,2000,21041,500,0.7487,0,46041,38888.5880,0.7473
1,4.0000,3.9000,2,2000,7685,500,0.7233,0,32685,41926.7882,0.6971
1,4.0000,3.9000,1,2000,12047,500,0.8249,0,12047,71801.5499,0.8249
1,4.0000,3.9000,1,2000,2198,500,0.8308,0,2198,250621.5855,0.8308
1,4.0000,3.9000,1,2000,12069,500,0.7924,0,12069,73793.2693,0.7924
1,4.0000,4.0000,1,2000,13546,500,0.7416,0,13546,66519.8255,0.7416
1,4.0000,4.0000,2,2000,19670,500,0.7742,0,44670,37211.9992,0.7673
1,4.0000,4.0000,1,2000,5809,500,0.8034,0,5809,120795.3843,0.8034
1,4.0000,4.0000,1,2000,17315,500,0.7073,0,17315,57527.2671,0.7073
1,4.0000,4.0000,1,2000,9337,500,0.7877,0,9337,88209.0613,0.7877
1,4.0000,4.0000,1,2000,6964,500,0.7989,0,6964,102689.4563,0.7989
1,4.0000,4.0000,4,2000,17000,500,0.7578,0,92000,29794.0917,0.7389
1,4.0000,4.0000,1,2000,13700,500,0.6956,0,13700,68411.8210,0.6956
1,4.0000,4.0000,22,2000,9928,500,0.7920,0,534928,25027.5417,0.8492
1,4.0000,4.0000,3,2000,11088,500,0.7864,0,61088,32950.8626,0.8100
1,4.0000,4.0000,1,2000,10628,500,0.7906,0,10628,78275.6649,0.7906
1,4.0000,4.0000,3,2000,8158,500,0.7740,0,58158,34218.1819,0.7266
1,4.0000,4.0000,1,2000,6266,500,0.8122,0,6266,112450.3161,0.8122
1,4.0000,4.0000,2,2000,15424,500,0.7747,0,40424,38395.8275,0.7885
1,4.0000,4.0000,3,2000,23680,500,0.8196,0,73680,32012.6820,0.8112
1,4.0000,4.0000,1,2000,15914,500,0.8222,0,15914,59919.9467,0.8222
1,4.0000,4.0000,2,2000,23985,500,0.7506,0,48985,35455.5248,0.7672
1,4.0000,4.0000,2,2000,3156,500,0.7234,0,28156,42989.3133,0.7373
1,4.0000,4.0000,3,2000,5769,500,0.7521,0,55769,33900.1142,0.7823
1,4.0000,4.0000,1,2000,9632,500,0.7193,0,9632,80604.8625,0.7193
1,4.0000,4.0000,2,2000,7275,500,0.7776,0,32275,40784.5384,0.8147
1,4.0000,4.0000,3,2000,24068,500,0.7182,0,74068,31372.5483,0.7130
1,4.0000,4.0000,2,2000,7012,500,0.8085,0,32012,42695.1401,0.7803
1,4.0000,4.0000,1,2000,11147,500,0.7938,0,11147,69679.4010,0.7938
1,4.0000,4.0000,2,2000,9933,500,0.7540,0,34933,39547.6033,0.7551
1,4.0000,4.0000,1,2000,23590,500,0.7640,0,23590,50032.5974,0.7640
1,4.0000,4.0000,1,2000,1801,500,0.8347,0,1801,290644.0868,0.8347
1,4.0000,4.0000,7,2000,22701,500,0.7807,0,172701,26974.8618,0.8652
1,4.0000,4.0000,1,2000,9349,500,0.7945,0,9349,83286.2560,0.7945
1,4.0000,4.0000,15,2000,18709,500,0.7890,0,368709,25232.2286,0.8158
1,4.0000,4.0000,1,2000,22999,500,0.7208,0,22999,50219.6767,0.7208
1,4.0000,4.0000,6,2000,21125,500,0.7750,0,146125,27739.7252,0.7677
1,4.0000,4.0000,1,2000,1984,500,0.7989,0,1984,256063.0482,0.7989
1,4.0000,4.0000,2,2000,12533,500,0.7539,0,37533,39028.7618,0.8056
1,4.0000,4.0000,1,2000,9254,500,0.8454,0,9254,85689.8343,0.8454
1,4.0000,4.0000,1,2000,7743,500,0.7621,0,7743,97099.7474,0.7621
1,4.0000,4.0000,1,2000,6434,500,0.7716,0,6434,106726.3466,0.7716
1,4.0000,4.0000,1,2000,9097,500,0.7811,0,9097,92089.7577,0.7811
1,4.0000,4.0000,2,2000,9354,500,0.7731,0,34354,40346.3041,0.8285
1,4.0000,4.0000,1,2000,3628,500,0.7848,0,3628,163257.8756,0.7848
1,4.0000,4.0000,1,2000,11001,500,0.8087,0,11001,76267.6222,0.8087
1,4.0000,4.0000,4,2000,15081,500,0.7358,0,90081,29880.8904,0.7970
1,4.0000,4.0000,2,2000,9098,500,0.7935,0,34098,40912.3665,0.8256
1,4.0000,4.0000,1,2000,1615,500,0.8292,0,1615,306833.0895,0.8292
1,4.0000,4.0000,15,2000,18507,500,0.7603,0,368507,25647.9329,0.7131
1,4.0000,4.0000,2,2000,7423,500,0.8070,0,32423,42602.2573,0.8115
1,4.0000,4.0000,2,2000,13435,500,0.7473,0,38435,39839.3037,0.6999
1,4.0000,4.0000,1,2000,17386,500,0.7516,0,17386,57115.8695,0.7516
1,4.0000,4.0000,1,2000,4984,500,0.8316,0,4984,131856.8294,0.8316
1,4.0000,4.0000,3,2000,3536,500,0.6703,0,53536,33562.1208,0.8437
1,4.0000,4.0000,1,2000,14012,500,0.8053,0,14012,63095.6860,0.8053
1,4.0000,4.0000,2,2000,19555,500,0.6200,0,44555,37017.0173,0.7767
1,4.0000,4.0000,1,2000,10230,500,0.6730,0,10230,83600.6087,0.6730
1,4.0000,4.0000,2,2000,21484,500,0.5905,0,46484,36262.3188,0.6510
1,4.0000,4.0000,5,2000,23746,500,0.7776,0,123746,28316.8995,0.8112
1,4.0000,4.0000,1,2000,24217,500,0.7191,0,24217,47746.9579,0.7191
1,4.0000,4.0000,1,2000,12122,500,0.7765,0,12122,69526.6736,0.7765
1,4.0000,4.0000,1,2000,12616,500,0.6808,0,12616,63903.8068,0.6808
1,4.0000,4.0000,1,2000,6017,500,0.8297,0,6017,113817.1653,0.8297
1,4.0000,4.0000,1,2000,3996,500,0.7055,0,3996,165095.4232,0.7055
1,4.0000,4.0000,1,2000,4528,500,0.7762,0,4528,138875.2993,0.7762
1,4.0000,4.0000,1,2000,16790,500,0.7198,0,16790,60372.6046,0.7198
1,4.0000,4.0000,1,2000,4870,500,0.8621,0,4870,133754.8208,0.8621
1,4.0000,4.0000,3,2000,11672,500,0.7572,0,61672,34192.4684,0.8087
1,4.0000,4.0000,3,2000,4646,500,0.7896,0,54646,34608.8536,0.8381
1,4.0000,4.0000,1,2000,21715,500,0.8003,0,21715,51458.1829,0.8003
1,4.0000,4.0000,9,2000,4444,500,0.7671,0,204444,27045.1746,0.8575
1,4.0000,4.0000,2,2000,13794,500,0.8070,0,38794,39374.3213,0.7873
1,4.0000,4.0000,2,2000,15683,500,0.7937,0,40683,39185.9109,0.8103
1,4.0000,4.0000,14,2000,8090,500,0.7592,0,333090,25482.6868,0.7442
1,4.0000,4.0000,4,2000,14088,500,0.8087,0,89088,30113.4551,0.8121
1,4.0000,4.0000,5,2000,22713,500,0.7594,0,122713,28342.4576,0.8427
1,4.0000,4.0000,1,2000,14863,500,0.5304,0,14863,69789.1686,0.5304
1,4.0000,4.0000,16,2000,12313,500,0.7555,0,387313,25040.9387,0.7789
1,4.0000,4.0000,1,2000,6849,500,0.7067,0,6849,104726.5644,0.7067
1,4.0000,4.0000,2,2000,6564,500,0.7623,0,31564,40587.2310,0.8100
1,4.0000,4.0000,3,2000,6545,500,0.6836,0,56545,34695.4958,0.7399
1,4.0000,4.0000,1,2000,9941,500,0.7882,0,9941,73328.8715,0.7882
1,4.0000,4.0000,2,2000,16339,500,0.7741,0,41339,38863.1016,0.8004
1,4.0000,4.0000,2,2000,8485,500,0.7891,0,33485,42444.8523,0.8153
1,4.0000,4.0000,1,2000,3780,500,0.8220,0,3780,165053.0853,0.8220
1,4.0000,4.0000,1,2000,3060,500,0.8116,0,3060,194243.5554,0.8116
1,4.0000,4.0000,8,2000,9299,500,0.7620,0,184299,27225.2031,0.7453
1,4.0000,4.0000,6,2000,22999,500,0.7218,0,147999,28200.3903,0.8065
1,4.0000,4.0000,3,2000,6856,500,0.7392,0,56856,33985.8450,0.7613
1,4.0000,4.0000,5,2000,5312,500,0.7393,0,105312,29669.0633,0.8061
1,4.0000,4.0000,1,2000,8946,500,0.7382,0,8946,86592.6816,0.7382
1,4.0000,4.0000,1,2000,4004,500,0.7831,0,4004,160126.2476,0.7831
0,4.0000,4.0000,30,2000,25000,500,0.7575,0,7500000,24828.4538,0.8385
1,4.0000,4.0000,4,2000,20227,500,0.7974,0,95227,32142.6155,0.8213
1,4.0000,4.0000,5,2000,15891,500,0.7447,0,115891,31622.4900,0.8273
0,4.0000,4.0000,33,2000,25000,500,0.7650,0,8250000,26883.5553,0.7758
1,4.0000,4.0000,2,2000,4157,500,0.7214,0,29157,41544.7377,0.7149
1,4.0000,4.0000,2,2000,11108,500,0.7051,0,36108,37671.6025,0.8579
1,4.0000,4.0000,9,2000,20886,500,0.8036,0,220886,26547.8850,0.8035
1,4.0000,4.0000,1,2000,2567,500,0.7471,0,2567,224492.8684,0.7471
1,4.0000,4.0000,1,2000,20074,500,0.7444,0,20074,52726.5375,0.7444
1,4.0000,4.0000,3,2000,5165,500,0.7570,0,55165,34379.5586,0.7838
1,4.0000,4.0000,15,2000,9842,500,0.7684,0,359842,25675.7191,0.7593
1,4.0000,4.0000,1,2000,18309,500,0.7705,0,18309,54664.4819,0.7705
1,4.0000,4.0000,2,2000,3317,500,0.7351,0,28317,42932.8789,0.7664
1,4.0000,4.0000,1,2000,13840,500,0.8247,0,13840,66671.6736,0.8247
1,4.0000,4.0000,3,2000,7146,500,0.7240,0,57146,34619.9959,0.5838
1,4.0000,4.0000,1,2000,2544,500,0.7681,0,2544,223266.9287,0.7681
1,4.0000,4.0000,5,2000,3109,500,0.7182,0,103109,30401.7874,0.7848
1,4.0000,4.0000,10,2000,17777,500,0.7995,0,242777,25873.3137,0.8820
1,4.0000,4.0000,1,2000,20259,500,0.7912,0,20259,53028.7997,0.7912
1,4.0000,4.0000,1,2000,4882,500,0.7456,0,4882,140115.2277,0.7456
1,4.0000,4.0000,3,2000,17648,500,0.7467,0,67648,32572.9814,0.8042
1,4.0000,4.0000,3,2000,2836,500,0.7556,0,52836,35010.8953,0.7774
1,4.0000,4.0000,1,2000,10640,500,0.6997,0,10640,80888.5291,0.6997
1,4.0000,4.0000,3,2000,23140,500,0.7743,0,73140,31939.1407,0.8029
1,4.0000,4.0000,1,2000,21972,500,0.8486,0,21972,50741.4904,0.8486
1,4.0000,4.0000,2,2000,6501,500,0.8083,0,31501,41555.4048,0.8488
1,4.0000,4.0000,1,2000,2555,500,0.8040,0,2555,222230.8580,0.8040
1,4.0000,4.0000,1,2000,9462,500,0.7702,0,9462,84451.1790,0.7702
1,4.0000,4.0000,1,2000,2938,500,0.8518,0,2938,202406.5962,0.8518
1,4.0000,4.0000,3,2000,15288,500,0.7794,0,65288,32437.8080,0.8500
1,4.0000,4.0000,4,2000,17083,500,0.7996,0,92083,30114.4665,0.8224
1,4.0000,4.0000,1,2000,3835,500,0.7584,0,3835,159572.3493,0.7584
1,4.0000,4.0000,4,2000,11613,500,0.7840,0,86613,30133.4582,0.8453
1,4.0000,4.0000,1,2000,8214,500,0.7584,0,8214,95241.1514,0.7584
1,4.0000,4.0000,2,2000,1851,500,0.7688,0,26851,45418.9837,0.8186
1,4.0000,4.0000,2,2000,5329,500,0.7286,0,30329,42570.5691,0.7796
1,4.0000,4.0000,2,2000,5314,500,0.6888,0,30314,43375.1070,0.7047
1,4.0000,4.0000,2,2000,4054,500,0.7067,0,29054,42074.5863,0.8016
1,4.0000,4.0000,1,2000,2508,500,0.8129,0,2508,233752.4047,0.8129
1,4.0000,4.0000,7,2000,24584,500,0.7574,0,174584,27333.6109,0.7768
1,4.0000,4.0000,3,2000,11411,500,0.7696,0,61411,33730.2222,0.7744
1,4.0000,4.0000,1,2000,6514,500,0.7811,0,6514,110105.1880,0.7811
1,4.0000,4.0000,1,2000,12688,500,0.5892,0,12688,71005.9146,0.5892
1,4.0000,4.0000,24,2000,19567,500,0.7910,0,594567,25517.0643,0.7196
1,4.0000,4.0000,2,2000,23462,500,0.6971,0,48462,36796.8110,0.7129
1,4.0000,4.0000,1,2000,5485,500,0.7103,0,5485,124121.1061,0.7103
1,4.0000,4.0000,1,2000,21108,500,0.8081,0,21108,51554.8949,0.8081
1,4.0000,4.0000,1,2000,6668,500,0.8094,0,6668,105394.1724,0.8094
1,4.0000,4.0000,2,2000,1373,500,0.8048,0,26373,45517.4340,0.8202
1,4.0000,4.0000,3,2000,2648,500,0.7184,0,52648,34336.7083,0.7860
1,4.0000,4.0000,4,2000,3031,500,0.6861,0,78031,31161.7686,0.8400
1,4.0000,4.0000,1,2000,20809,500,0.8050,0,20809,53336.8029,0.8050
1,4.0000,4.0000,9,2000,16346,500,0.7471,0,216346,26402.3083,0.6987
1,4.0000,4.0000,3,2000,23767,500,0.7905,0,73767,32459.6276,0.8233
1,4.0000,4.0000,4,2000,9443,500,0.7338,0,84443,33079.3644,0.8043
1,4.0000,4.0000,2,2000,14929,500,0.7067,0,39929,40544.3658,0.7166
1,4.0000,4.0000,2,2000,6481,500,0.8142,0,31481,42984.0062,0.8334
1,4.0000,4.0000,6,2000,22615,500,0.7697,0,147615,28220.3155,0.8096
1,4.0000,4.0000,8,2000,8018,500,0.7871,0,183018,28042.0916,0.8288
1,4.0000,4.0000,1,2000,4725,500,0.8154,0,4725,147145.7208,0.8154
1,4.0000,4.0000,1,2000,24640,500,0.7781,0,24640,48899.8517,0.7781
1,4.0000,4.0000,5,2000,14780,500,0.8006,0,114780,29323.4035,0.7925
1,4.0000,4.0000,1,2000,8708,500,0.7948,0,8708,88629.8322,0.7948
1,4.0000,4.0000,2,2000,24375,500,0.7792,0,49375,35192.0760,0.7681
1,4.0000,4.0000,1,2000,16193,500,0.7558,0,16193,59489.6690,0.7558
1,4.0000,4.0000,1,2000,15616,500,0.7790,0,15616,60427.1902,0.7790
1,4.0000,4.0000,1,2000,11387,500,0.7238,0,11387,74725.3044,0.7238
1,4.0000,4.0000,1,2000,8494,500,0.7405,0,8494,89567.2093,0.7405
1,4.0000,4.0000,2,2000,9296,500,0.7974,0,34296,41200.0959,0.8071
1,4.0000,4.0000,1,2000,8320,500,0.7788,0,8320,90345.0458,0.7788
1,4.0000,4.0000,2,2000,9316,500,0.7953,0,34316,41454.1044,0.8222
1,4.0000,4.0000,17,2000,24815,500,0.7791,0,424815,26210.7596,0.7032
1,4.0000,4.0000,2,2000,2141,500,0.7977,0,27141,43570.0241,0.8415
1,4.0000,4.0000,22,2000,9440,500,0.7820,0,534440,26164.5674,0.7873
1,4.0000,4.0000,1,2000,12466,500,0.7954,0,12466,78459.3861,0.7954
1,4.0000,4.0000,3,2000,9409,500,0.7569,0,59409,35944.4562,0.7932
1,4.0000,4.0000,1,2000,11063,500,0.8500,0,11063,76559.7553,0.8500
1,4.0000,4.0000,4,2000,12186,500,0.7972,0,87186,30692.1205,0.7935
1,4.0000,4.0000,1,2000,4877,500,0.8236,0,4877,135673.5221,0.8236
1,4.0000,4.0000,1,2000,3610,500,0.8067,0,3610,169062.0187,0.8067
1,4.0000,4.0000,1,2000,8104,500,0.7833,0,8104,92081.3294,0.7833
1,4.0000,4.0000,1,2000,23959,500,0.8241,0,23959,47640.2534,0.8241
1,4.0000,4.0000,7,2000,19185,500,0.7333,0,169185,27715.1242,0.8424
1,4.0000,4.0000,1,2000,2774,500,0.7951,0,2774,221639.0522,0.7951
1,4.0000,4.0000,1,2000,24664,500,0.8370,0,24664,48797.8029,0.8370
1,4.0000,4.0000,1,2000,2066,500,0.7640,0,2066,262436.7033,0.7640
1,4.0000,4.0000,1,2000,20710,500,0.8114,0,20710,52593.0743,0.8114
1,4.0000,4.0000,1,2000,14528,500,0.7397,0,14528,63246.6819,0.7397
1,4.0000,4.0000,24,2000,13645,500,0.7648,0,588645,26463.8197,0.7143
1,4.0000,4.0000,1,2000,15114,500,0.8498,0,15114,64129.4855,0.8498
1,4.0000,4.0000,5,2000,4389,500,0.7225,0,104389,32194.4621,0.7997
1,4.0000,4.0000,3,2000,5326,500,0.7541,0,55326,37162.6359,0.7721
1,4.0000,4.0000,1,2000,1713,500,0.7894,0,1713,294852.4132,0.7894
1,4.0000,4.0000,3,2000,21018,500,0.7930,0,71018,31656.1970,0.7210
1,4.0000,4.0000,1,2000,7234,500,0.7323,0,7234,98962.1322,0.7323
1,4.0000,4.0000,1,2000,8571,500,0.7750,0,8571,91338.7993,0.7750
1,4.0000,4.0000,30,2000,18236,500,0.7671,0,743236,26271.2137,0.8326
1,4.0000,4.0000,7,2000,6206,500,0.7638,0,156206,31127.9696,0.7790
1,4.0000,4.0000,1,2000,19864,500,0.7420,0,19864,63216.8777,0.7420
1,4.0000,4.0000,6,2000,5806,500,0.8066,0,130806,31114.5331,0.8259
1,4.0000,4.0000,1,2000,2928,500,0.8406,0,2928,200427.9674,0.8406
1,4.0000,4.0000,1,2000,1640,500,0.8464,0,1640,305382.1054,0.8464
1,4.0000,4.0000,1,2000,22975,500,0.7665,0,22975,49228.8238,0.7665
1,4.0000,4.0000,3,2000,5062,500,0.7451,0,55062,35044.4062,0.7537
1,4.0000,4.0000,1,2000,2503,500,0.8170,0,2503,227190.8815,0.8170
1,4.0000,4.0000,1,2000,2783,500,0.7593,0,2783,210634.4465,0.7593
1,4.0000,4.0000,1,2000,4028,500,0.7678,0,4028,157891.9981,0.7678
1,4.0000,4.0000,1,2000,9959,500,0.8309,0,9959,80684.5474,0.8309
1,4.0000,4.0000,1,2000,6338,500,0.7150,0,6338,110591.4107,0.7150
1,4.0000,4.0000,2,2000,6021,500,0.7883,0,31021,41875.2201,0.7866
1,4.0000,4.0000,1,2000,5204,500,0.7628,0,5204,129616.8201,0.7628
1,4.0000,4.0000,3,2000,6516,500,0.7734,0,56516,34486.4686,0.7041
1,4.0000,4.1000,1,2000,6736,500,0.8375,0,6736,107174.8647,0.8375
1,4.0000,4.1000,16,2000,14766,500,0.7711,0,389766,25563.6154,0.8459
1,4.0000,4.1000,9,2000,22386,500,0.7442,0,222386,26595.6299,0.7261
1,4.0000,4.1000,1,2000,15400,500,0.8274,0,15400,62499.1495,0.8274
1,4.0000,4.1000,6,2000,22195,500,0.7733,0,147195,27923.1483,0.8057
1,4.0000,4.1000,1,2000,12294,500,0.6321,0,12294,65336.6081,0.6321
1,4.0000,4.1000,3,2000,1706,500,0.8242,0,51706,35128.7587,0.8283
1,4.0000,4.1000,3,2000,2985,500,0.8017,0,52985,35289.7244,0.8124
1,4.0000,4.1000,1,2000,14708,500,0.7847,0,14708,63116.7951,0.7847
1,4.0000,4.1000,2,2000,18428,500,0.7526,0,43428,37916.5083,0.7642
1,4.0000,4.1000,1,2000,15733,500,0.8055,0,15733,59822.3902,0.8055
1,4.0000,4.1000,1,2000,18167,500,0.7340,0,18167,56603.6238,0.7340
1,4.0000,4.1000,2,2000,13801,500,0.7080,0,38801,37837.2952,0.7966
1,4.0000,4.1000,1,2000,5702,500,0.7030,0,5702,118906.3184,0.7030
1,4.0000,4.1000,1,2000,15953,500,0.7293,0,15953,59293.1232,0.7293
1,4.0000,4.1000,1,2000,20405,500,0.8109,0,20405,52808.9037,0.8109
1,4.0000,4.1000,6,2000,7405,500,0.7107,0,132405,28280.5204,0.8237
1,4.0000,4.1000,1,2000,3134,500,0.7560,0,3134,194336.2880,0.7560
1,4.0000,4.1000,1,2000,5388,500,0.6832,0,5388,123958.5244,0.6832
