flips,sat,earlyRestarts,entropy,lastRunEntropy,totalFlips,flipsPerSecond,ratio,clauses,variables,tries,cb
20448,1,0,0.9103,0.9067,70448,31611.1778,4.0000,2000,500,3,2.6000
4427,1,0,0.9120,0.9120,4427,142752.7999,4.0000,2000,500,1,2.6000
19327,1,0,0.8798,0.8798,19327,52512.3629,4.0000,2000,500,1,2.6000
14777,1,0,0.8831,0.8831,14777,60886.1320,4.0000,2000,500,1,2.6000
14478,1,0,0.8716,0.8716,14478,62990.9012,4.0000,2000,500,1,2.6000
11667,1,0,0.8973,0.8973,11667,70942.8872,4.0000,2000,500,1,2.6000
7099,1,0,0.8675,0.8675,7099,98595.6591,4.0000,2000,500,1,2.6000
20628,1,0,0.9138,0.9138,20628,51161.1931,4.0000,2000,500,1,2.6000
20191,1,0,0.8833,0.8434,45191,35811.1024,4.0000,2000,500,2,2.6000
10016,1,0,0.8774,0.8774,10016,78139.9298,4.0000,2000,500,1,2.6000
6227,1,0,0.9011,0.8872,31227,41049.7532,4.0000,2000,500,2,2.6000
23132,1,0,0.8824,0.8824,23132,48443.6035,4.0000,2000,500,1,2.6000
21292,1,0,0.8975,0.9039,46292,36136.8579,4.0000,2000,500,2,2.6000
23742,1,0,0.8906,0.8906,23742,46746.3732,4.0000,2000,500,1,2.6000
8045,1,0,0.9319,0.9278,33045,40453.5251,4.0000,2000,500,2,2.6000
11896,1,0,0.8974,0.8974,11896,70494.4630,4.0000,2000,500,1,2.6000
5103,1,0,0.8955,0.8955,5103,128616.3560,4.0000,2000,500,1,2.6000
17252,1,0,0.9251,0.9251,17252,57764.9900,4.0000,2000,500,1,2.6000
5684,1,0,0.8398,0.8398,5684,119843.3947,4.0000,2000,500,1,2.6000
20482,1,0,0.9024,0.9378,70482,32181.5011,4.0000,2000,500,3,2.6000
7254,1,0,0.9030,0.9030,32254,40958.6070,4.0000,2000,500,2,2.6000
6913,1,0,0.9086,0.9086,6913,102774.8419,4.0000,2000,500,1,2.6000
4917,1,0,0.8718,0.8718,4917,132564.0210,4.0000,2000,500,1,2.6000
6279,1,0,0.8574,0.8574,6279,111052.0191,4.0000,2000,500,1,2.6000
17922,1,0,0.8580,0.8580,17922,54580.0628,4.0000,2000,500,1,2.6000
16545,1,0,0.8839,0.8839,16545,57338.7354,4.0000,2000,500,1,2.6000
8062,1,0,0.9119,0.9315,58062,33272.0152,4.0000,2000,500,3,2.6000
5601,1,0,0.8717,0.8717,5601,118598.6011,4.0000,2000,500,1,2.6000
4366,1,0,0.9075,0.9075,4366,145290.2223,4.0000,2000,500,1,2.6000
6975,1,0,0.9142,0.9303,106975,28688.6255,4.0000,2000,500,5,2.6000
4792,1,0,0.8978,0.8978,4792,134633.7767,4.0000,2000,500,1,2.6000
6663,1,0,0.8808,0.8808,6663,104235.0799,4.0000,2000,500,1,2.6000
4211,1,0,0.8557,0.8557,4211,144996.2652,4.0000,2000,500,1,2.6000
11467,1,0,0.8651,0.8651,11467,71169.3189,4.0000,2000,500,1,2.6000
19261,1,0,0.8998,0.8998,19261,53454.8478,4.0000,2000,500,1,2.6000
10257,1,0,0.8792,0.8792,10257,78147.5740,4.0000,2000,500,1,2.6000
11003,1,0,0.8897,0.8897,11003,74472.8360,4.0000,2000,500,1,2.6000
6468,1,0,0.9191,0.9191,6468,108845.1232,4.0000,2000,500,1,2.6000
11173,1,0,0.8921,0.8921,11173,74671.6926,4.0000,2000,500,1,2.6000
4224,1,0,0.8755,0.8755,4224,146989.9605,4.0000,2000,500,1,2.6000
10755,1,0,0.8824,0.8653,35755,39493.6718,4.0000,2000,500,2,2.6000
11408,1,0,0.8906,0.8906,11408,74297.1590,4.0000,2000,500,1,2.6000
13315,1,0,0.9106,0.9106,13315,67354.0846,4.0000,2000,500,1,2.6000
4673,1,0,0.8349,0.8349,4673,136244.5033,4.0000,2000,500,1,2.6000
18383,1,0,0.8967,0.8967,18383,54282.8834,4.0000,2000,500,1,2.6000
23215,1,0,0.9218,0.9218,23215,48611.7937,4.0000,2000,500,1,2.6000
4877,1,0,0.8835,0.8835,4877,135951.1242,4.0000,2000,500,1,2.6000
2979,1,0,0.8935,0.8935,2979,194790.6921,4.0000,2000,500,1,2.6000
10934,1,0,0.9115,0.9115,10934,75786.3434,4.0000,2000,500,1,2.6000
5021,1,0,0.8867,0.8867,5021,132147.5615,4.0000,2000,500,1,2.6000
8341,1,0,0.8711,0.8532,58341,33606.3111,4.0000,2000,500,3,2.6000
16228,1,0,0.8936,0.8936,16228,59769.5547,4.0000,2000,500,1,2.6000
3462,1,0,0.8833,0.8833,3462,173378.1049,4.0000,2000,500,1,2.6000
6807,1,0,0.8885,0.8885,6807,103147.0492,4.0000,2000,500,1,2.6000
6662,1,0,0.9021,0.9021,6662,106081.7686,4.0000,2000,500,1,2.6000
5701,1,0,0.8330,0.8330,5701,110552.3932,4.0000,2000,500,1,2.6000
9104,1,0,0.8844,0.8937,59104,33423.7320,4.0000,2000,500,3,2.6000
18986,1,0,0.8902,0.8902,18986,54155.0491,4.0000,2000,500,1,2.6000
2853,1,0,0.8807,0.8807,2853,201760.8127,4.0000,2000,500,1,2.6000
7482,1,0,0.9194,0.9194,7482,98876.3021,4.0000,2000,500,1,2.6000
6951,1,0,0.8202,0.8202,6951,101477.6581,4.0000,2000,500,1,2.6000
11246,1,0,0.9036,0.9032,386246,24987.7707,4.0000,2000,500,16,2.6000
24193,1,0,0.8746,0.8746,24193,46941.8141,4.0000,2000,500,1,2.6000
3796,1,0,0.9138,0.9138,3796,143250.9553,4.0000,2000,500,1,2.6000
1821,1,0,0.8872,0.8872,1821,280074.1606,4.0000,2000,500,1,2.6000
20986,1,0,0.8919,0.8919,20986,52587.1383,4.0000,2000,500,1,2.6000
6966,1,0,0.9211,0.9211,6966,107554.5386,4.0000,2000,500,1,2.6000
10864,1,0,0.9120,0.9120,10864,75308.3528,4.0000,2000,500,1,2.6000
4092,1,0,0.8718,0.8718,4092,155377.2314,4.0000,2000,500,1,2.6000
22675,1,0,0.8691,0.8691,22675,48261.0170,4.0000,2000,500,1,2.6000
10711,1,0,0.9102,0.9116,35711,40234.5479,4.0000,2000,500,2,2.6000
6852,1,0,0.8284,0.8284,6852,105770.7912,4.0000,2000,500,1,2.6000
13743,1,0,0.9121,0.9121,13743,65951.9982,4.0000,2000,500,1,2.6000
7305,1,0,0.8689,0.8689,7305,100763.2826,4.0000,2000,500,1,2.6000
7647,1,0,0.9090,0.9133,32647,41541.1044,4.0000,2000,500,2,2.6000
16501,1,0,0.9130,0.9103,41501,37360.4482,4.0000,2000,500,2,2.6000
5281,1,0,0.8744,0.8744,5281,121535.2310,4.0000,2000,500,1,2.6000
4923,1,0,0.9064,0.9064,4923,132717.0755,4.0000,2000,500,1,2.6000
15038,1,0,0.8984,0.8775,190038,26464.0441,4.0000,2000,500,8,2.6000
12510,1,0,0.8986,0.8980,62510,32873.2263,4.0000,2000,500,3,2.6000
14076,1,0,0.9113,0.9113,14076,64307.1801,4.0000,2000,500,1,2.6000
3495,1,0,0.8886,0.8668,28495,43618.5059,4.0000,2000,500,2,2.6000
3542,1,0,0.9120,0.8887,53542,34493.8061,4.0000,2000,500,3,2.6000
23520,1,0,0.8835,0.8835,23520,48154.4591,4.0000,2000,500,1,2.6000
5365,1,0,0.8729,0.8729,5365,124456.8363,4.0000,2000,500,1,2.6000
10839,1,0,0.9185,0.9185,10839,75805.4657,4.0000,2000,500,1,2.6000
4337,1,0,0.8806,0.8986,29337,42073.3554,4.0000,2000,500,2,2.6000
3918,1,0,0.8486,0.8486,3918,156408.5020,4.0000,2000,500,1,2.6000
12539,1,0,0.8859,0.8859,12539,68297.4385,4.0000,2000,500,1,2.6000
20670,1,0,0.9208,0.9208,20670,51519.2877,4.0000,2000,500,1,2.6000
3154,1,0,0.8720,0.8720,3154,179126.4645,4.0000,2000,500,1,2.6000
8168,1,0,0.9076,0.9076,8168,91177.5337,4.0000,2000,500,1,2.6000
11168,1,0,0.9201,0.9201,11168,75771.0674,4.0000,2000,500,1,2.6000
8924,1,0,0.8645,0.8645,8924,85895.7322,4.0000,2000,500,1,2.6000
13425,1,0,0.9037,0.9037,13425,66481.2876,4.0000,2000,500,1,2.6000
2025,1,0,0.8728,0.8728,2025,260316.8455,4.0000,2000,500,1,2.6000
24254,1,0,0.9283,0.9283,24254,47786.4560,4.0000,2000,500,1,2.6000
19217,1,0,0.8845,0.8599,44217,36584.8594,4.0000,2000,500,2,2.6000
17523,1,0,0.9072,0.9072,17523,55403.2578,4.0000,2000,500,1,2.6000
4939,1,0,0.8944,0.8973,29939,41666.4317,4.0000,2000,500,2,2.6000
22352,1,0,0.8473,0.8473,22352,48875.5384,4.0000,2000,500,1,2.6000
10055,1,0,0.8867,0.8867,10055,80255.6097,4.0000,2000,500,1,2.6000
2009,1,0,0.8629,0.8629,2009,253374.4204,4.0000,2000,500,1,2.6000
4771,1,0,0.8912,0.8912,4771,134333.6382,4.0000,2000,500,1,2.6000
8800,1,0,0.8887,0.8937,33800,40371.3385,4.0000,2000,500,2,2.6000
11524,1,0,0.8811,0.8811,11524,73191.1259,4.0000,2000,500,1,2.6000
4766,1,0,0.8901,0.8901,4766,135816.7575,4.0000,2000,500,1,2.6000
9192,1,0,0.8616,0.8616,9192,84483.7322,4.0000,2000,500,1,2.6000
5778,1,0,0.9090,0.9090,5778,117960.5841,4.0000,2000,500,1,2.6000
6342,1,0,0.8974,0.8974,6342,108944.9473,4.0000,2000,500,1,2.6000
5498,1,0,0.8622,0.9013,55498,33905.4672,4.0000,2000,500,3,2.6000
5724,1,0,0.8904,0.8904,5724,116595.6226,4.0000,2000,500,1,2.6000
2783,1,0,0.8846,0.8846,2783,203922.9600,4.0000,2000,500,1,2.6000
2312,1,0,0.8748,0.8748,2312,234183.9597,4.0000,2000,500,1,2.6000
6944,1,0,0.8833,0.8833,6944,103027.9857,4.0000,2000,500,1,2.6000
6076,1,0,0.8992,0.9349,31076,41639.8302,4.0000,2000,500,2,2.6000
20225,1,0,0.8981,0.8446,170225,27292.2053,4.0000,2000,500,7,2.6000
16648,1,0,0.9343,0.9378,66648,32252.5289,4.0000,2000,500,3,2.6000
3218,1,0,0.8823,0.8823,3218,184796.6622,4.0000,2000,500,1,2.6000
1794,1,0,0.8718,0.8718,1794,283315.4713,4.0000,2000,500,1,2.6000
5606,1,0,0.9000,0.9000,5606,121965.3690,4.0000,2000,500,1,2.6000
23481,1,0,0.9209,0.9092,48481,35624.6230,4.0000,2000,500,2,2.6000
13758,1,0,0.8646,0.8646,13758,66311.1997,4.0000,2000,500,1,2.6000
20015,1,0,0.9063,0.8957,120015,29347.8791,4.0000,2000,500,5,2.6000
19252,1,0,0.9251,0.9362,69252,31847.6915,4.0000,2000,500,3,2.6000
3284,1,0,0.8859,0.8859,3284,176545.5054,4.0000,2000,500,1,2.6000
4803,1,0,0.8987,0.8987,4803,133751.3866,4.0000,2000,500,1,2.6000
23384,1,0,0.9088,0.9088,23384,48303.0171,4.0000,2000,500,1,2.6000
3247,1,0,0.8683,0.8683,3247,177699.7420,4.0000,2000,500,1,2.6000
17280,1,0,0.9322,0.9322,17280,56597.1326,4.0000,2000,500,1,2.6000
14803,1,0,0.9070,0.9185,139803,27506.6322,4.0000,2000,500,6,2.6000
6842,1,0,0.9273,0.9301,31842,41171.2937,4.0000,2000,500,2,2.6000
23666,1,0,0.8917,0.8917,23666,49221.8830,4.0000,2000,500,1,2.6000
5854,1,0,0.8982,0.8982,5854,115630.5532,4.0000,2000,500,1,2.6000
5473,1,0,0.8618,0.8618,5473,121746.6345,4.0000,2000,500,1,2.6000
4747,1,0,0.8856,0.8856,4747,134657.4754,4.0000,2000,500,1,2.6000
8133,1,0,0.8888,0.8888,8133,90396.3173,4.0000,2000,500,1,2.6000
18386,1,0,0.9109,0.9108,68386,31555.8892,4.0000,2000,500,3,2.6000
6867,1,0,0.8858,0.8797,31867,41638.7397,4.0000,2000,500,2,2.6000
18099,1,0,0.8918,0.9069,168099,26958.4953,4.0000,2000,500,7,2.6000
21280,1,0,0.8404,0.8404,21280,52064.2769,4.0000,2000,500,1,2.6000
2527,1,0,0.8607,0.8607,2527,218858.0721,4.0000,2000,500,1,2.6000
8196,1,0,0.8738,0.8738,8196,91682.7603,4.0000,2000,500,1,2.6000
6919,1,0,0.8963,0.8963,6919,103519.2987,4.0000,2000,500,1,2.6000
7271,1,0,0.8739,0.8739,7271,98940.0088,4.0000,2000,500,1,2.6000
5516,1,0,0.8980,0.8980,5516,119500.9279,4.0000,2000,500,1,2.6000
15340,1,0,0.9189,0.9189,15340,61179.7707,4.0000,2000,500,1,2.6000
17329,1,0,0.9201,0.9234,167329,27140.3873,4.0000,2000,500,7,2.6000
6976,1,0,0.8863,0.8863,6976,101640.5661,4.0000,2000,500,1,2.6000
4168,1,0,0.8993,0.8993,4168,148664.5276,4.0000,2000,500,1,2.6000
6488,1,0,0.9109,0.9109,6488,107392.3431,4.0000,2000,500,1,2.6000
3595,1,0,0.8727,0.8727,3595,165696.0771,4.0000,2000,500,1,2.6000
2630,1,0,0.8869,0.8869,2630,212877.1538,4.0000,2000,500,1,2.6000
2834,1,0,0.8782,0.8782,2834,202218.2879,4.0000,2000,500,1,2.6000
21735,1,0,0.9005,0.9005,21735,49797.1357,4.0000,2000,500,1,2.6000
11551,1,0,0.8985,0.8725,61551,32295.8150,4.0000,2000,500,3,2.6000
11499,1,0,0.9095,0.9095,11499,73889.8282,4.0000,2000,500,1,2.6000
20847,1,0,0.9118,0.9239,70847,32138.4221,4.0000,2000,500,3,2.6000
19761,1,0,0.9014,0.9014,19761,54323.4959,4.0000,2000,500,1,2.6000
11994,1,0,0.8717,0.8717,11994,72776.0559,4.0000,2000,500,1,2.6000
3561,1,0,0.8789,0.8786,128561,28043.7382,4.0000,2000,500,6,2.6000
8500,1,0,0.8856,0.8856,8500,90137.5351,4.0000,2000,500,1,2.6000
9552,1,0,0.8977,0.8977,9552,82795.4479,4.0000,2000,500,1,2.6000
3664,1,0,0.8892,0.8892,3664,166341.7970,4.0000,2000,500,1,2.6000
24548,1,0,0.9268,0.9268,24548,47637.1112,4.0000,2000,500,1,2.6000
9506,1,0,0.9098,0.9098,9506,80737.5360,4.0000,2000,500,1,2.6000
5495,1,0,0.9113,0.9113,5495,119224.2269,4.0000,2000,500,1,2.6000
24278,1,0,0.8270,0.8270,24278,47558.3144,4.0000,2000,500,1,2.6000
6662,1,0,0.9136,0.9136,6662,104767.2663,4.0000,2000,500,1,2.6000
23647,1,0,0.8799,0.8799,23647,47750.4406,4.0000,2000,500,1,2.6000
8491,1,0,0.9159,0.9159,8491,90618.6060,4.0000,2000,500,1,2.6000
17708,1,0,0.8495,0.8716,42708,36900.0384,4.0000,2000,500,2,2.6000
6389,1,0,0.9235,0.9235,6389,109213.9452,4.0000,2000,500,1,2.6000
8514,1,0,0.8559,0.8559,8514,90119.8780,4.0000,2000,500,1,2.6000
6113,1,0,0.8873,0.8873,6113,114276.9150,4.0000,2000,500,1,2.6000
8289,1,0,0.8945,0.8945,8289,86973.3748,4.0000,2000,500,1,2.6000
16832,1,0,0.8712,0.8712,16832,57526.0514,4.0000,2000,500,1,2.6000
3815,1,0,0.8648,0.8648,3815,154432.6913,4.0000,2000,500,1,2.6000
12937,1,0,0.9154,0.9154,12937,67575.2807,4.0000,2000,500,1,2.6000
8299,1,0,0.9108,0.9108,8299,90754.7591,4.0000,2000,500,1,2.6000
15035,1,0,0.8235,0.8235,15035,60675.6095,4.0000,2000,500,1,2.6000
8705,1,0,0.8894,0.9089,33705,39918.3459,4.0000,2000,500,2,2.6000
20695,1,0,0.8843,0.8843,20695,52310.1449,4.0000,2000,500,1,2.6000
7947,1,0,0.9113,0.9113,7947,93425.4771,4.0000,2000,500,1,2.6000
21007,1,0,0.8846,0.8778,46007,36551.1496,4.0000,2000,500,2,2.6000
3668,1,0,0.8817,0.8817,3668,169295.9893,4.0000,2000,500,1,2.6000
3433,1,0,0.8401,0.8401,3433,175600.2775,4.0000,2000,500,1,2.6000
24980,1,0,0.8981,0.8936,49980,35618.3909,4.0000,2000,500,2,2.6000
4294,1,0,0.8831,0.8831,4294,148461.8784,4.0000,2000,500,1,2.6000
23608,1,0,0.9210,0.9210,23608,48589.0130,4.0000,2000,500,1,2.6000
17552,1,0,0.8984,0.8984,17552,55229.3172,4.0000,2000,500,1,2.6000
11627,1,0,0.9091,0.9090,86627,30277.3844,4.0000,2000,500,4,2.6000
8199,1,0,0.9016,0.9016,8199,91161.2407,4.0000,2000,500,1,2.6000
19248,1,0,0.8904,0.8904,19248,53137.4667,4.0000,2000,500,1,2.6000
16050,1,0,0.8933,0.8933,16050,58698.1123,4.0000,2000,500,1,2.6000
5419,1,0,0.9087,0.9087,5419,123778.4882,4.0000,2000,500,1,2.6000
7818,1,0,0.8948,0.8948,7818,93999.6495,4.0000,2000,500,1,2.6000
6477,1,0,0.8882,0.8882,6477,102140.2261,4.0000,2000,500,1,2.6000
2677,1,0,0.9026,0.9026,2677,212425.2976,4.0000,2000,500,1,2.6000
5557,1,0,0.8963,0.8363,55557,33890.9069,4.0000,2000,500,3,2.6000
6330,1,0,0.9114,0.9114,6330,108395.6828,4.0000,2000,500,1,2.6000
12750,1,0,0.9104,0.9104,12750,68473.2650,4.0000,2000,500,1,2.6000
8903,1,0,0.9029,0.9041,58903,33080.0052,4.0000,2000,500,3,2.6000
10016,1,0,0.8696,0.8378,35016,39890.3765,4.0000,2000,500,2,2.6000
12559,1,0,0.8861,0.9235,62559,32440.9808,4.0000,2000,500,3,2.6000
12944,1,0,0.9240,0.9227,37944,39031.1214,4.0000,2000,500,2,2.6000
13119,1,0,0.9316,0.9266,38119,38939.7918,4.0000,2000,500,2,2.6000
14147,1,0,0.8458,0.8164,39147,38451.8503,4.0000,2000,500,2,2.6000
24886,1,0,0.8741,0.8779,74886,31599.0671,4.0000,2000,500,3,2.6000
24526,1,0,0.9243,0.9243,24526,48629.3099,4.0000,2000,500,1,2.6000
8235,1,0,0.9007,0.9007,8235,94892.1407,4.0000,2000,500,1,2.6000
5990,1,0,0.8850,0.8850,5990,121400.0739,4.0000,2000,500,1,2.6000
4396,1,0,0.8655,0.8655,4396,144423.4698,4.0000,2000,500,1,2.6000
17412,1,0,0.8832,0.8832,17412,56835.9588,4.0000,2000,500,1,2.6000
3816,1,0,0.9048,0.9048,3816,158588.5947,4.0000,2000,500,1,2.6000
6584,1,0,0.8755,0.8755,6584,108645.9677,4.0000,2000,500,1,2.6000
18626,1,0,0.9063,0.9063,18626,54878.5276,4.0000,2000,500,1,2.6000
6129,1,0,0.9074,0.9074,6129,113838.7333,4.0000,2000,500,1,2.6000
4789,1,0,0.8848,0.8848,4789,135265.9998,4.0000,2000,500,1,2.6000
2360,1,0,0.8583,0.8583,2360,231294.2054,4.0000,2000,500,1,2.6000
2391,1,0,0.9067,0.9067,2391,229186.5609,4.0000,2000,500,1,2.6000
6734,1,0,0.8951,0.8951,6734,106607.0043,4.0000,2000,500,1,2.6000
15331,1,0,0.9090,0.9090,15331,60962.1567,4.0000,2000,500,1,2.6000
20544,1,0,0.8790,0.8838,70544,32582.0688,4.0000,2000,500,3,2.6000
17561,1,0,0.9153,0.9153,17561,56883.5124,4.0000,2000,500,1,2.6000
9331,1,0,0.8812,0.8552,59331,33643.8991,4.0000,2000,500,3,2.6000
11489,1,0,0.9285,0.9285,11489,73748.6296,4.0000,2000,500,1,2.6000
14094,1,0,0.9001,0.9001,14094,64437.0235,4.0000,2000,500,1,2.6000
17329,1,0,0.9094,0.9094,17329,56970.8633,4.0000,2000,500,1,2.6000
13168,1,0,0.8835,0.8835,13168,68065.9532,4.0000,2000,500,1,2.6000
9801,1,0,0.8671,0.8671,9801,79658.8787,4.0000,2000,500,1,2.6000
21067,1,0,0.9268,0.9203,46067,36021.8292,4.0000,2000,500,2,2.6000
9091,1,0,0.8826,0.8826,9091,84140.9389,4.0000,2000,500,1,2.6000
5095,1,0,0.8421,0.8421,5095,127900.1289,4.0000,2000,500,1,2.6000
10719,1,0,0.9087,0.9087,10719,76011.3246,4.0000,2000,500,1,2.6000
2604,1,0,0.8640,0.8640,2604,212258.8615,4.0000,2000,500,1,2.6000
7620,1,0,0.8987,0.9166,32620,40508.4422,4.0000,2000,500,2,2.6000
3277,1,0,0.8932,0.8932,3277,177783.4086,4.0000,2000,500,1,2.6000
4694,1,0,0.8870,0.8870,4694,135752.1377,4.0000,2000,500,1,2.6000
6802,1,0,0.9101,0.9101,6802,104412.8064,4.0000,2000,500,1,2.6000
16408,1,0,0.9227,0.9227,16408,59205.0171,4.0000,2000,500,1,2.6000
7632,1,0,0.9043,0.9043,7632,97005.1392,4.0000,2000,500,1,2.6000
9521,1,0,0.9126,0.9151,59521,32926.9512,4.0000,2000,500,3,2.6000
13977,1,0,0.9089,0.9152,263977,27416.3089,4.0000,2000,500,11,2.6000
10631,1,0,0.9226,0.9226,10631,76622.9134,4.0000,2000,500,1,2.6000
15993,1,0,0.9212,0.9212,15993,58974.1615,4.0000,2000,500,1,2.6000
3613,1,0,0.8652,0.8652,3613,167195.3061,4.0000,2000,500,1,2.6000
4666,1,0,0.8994,0.8994,4666,135272.9169,4.0000,2000,500,1,2.6000
9369,1,0,0.9075,0.9256,109369,28996.3669,4.0000,2000,500,5,2.6000
11701,1,0,0.9034,0.9176,36701,39857.0268,4.0000,2000,500,2,2.6000
8783,1,0,0.8946,0.8946,8783,88700.5871,4.0000,2000,500,1,2.6000
3878,1,0,0.9030,0.9030,3878,159828.6569,4.0000,2000,500,1,2.6000
11866,1,0,0.8866,0.8866,11866,71538.7806,4.0000,2000,500,1,2.6000
11378,1,0,0.8509,0.8509,11378,73835.7475,4.0000,2000,500,1,2.6000
5189,1,0,0.8937,0.8937,5189,128574.3739,4.0000,2000,500,1,2.6000
4180,1,0,0.8828,0.8828,4180,149701.4781,4.0000,2000,500,1,2.6000
17826,1,0,0.9095,0.9095,17826,56355.1984,4.0000,2000,500,1,2.6000
2888,1,0,0.9054,0.9054,2888,199248.0338,4.0000,2000,500,1,2.6000
7596,1,0,0.8917,0.8917,7596,97369.4624,4.0000,2000,500,1,2.6000
1569,1,0,0.8952,0.8952,1569,309927.5036,4.0000,2000,500,1,2.6000
21100,1,0,0.9433,0.9433,21100,50964.8324,4.0000,2000,500,1,2.6000
14400,1,0,0.9015,0.9165,39400,38989.0447,4.0000,2000,500,2,2.6000
4122,1,0,0.8926,0.8926,4122,152366.9899,4.0000,2000,500,1,2.6000
10270,1,0,0.8850,0.8850,10270,80072.0011,4.0000,2000,500,1,2.6000
9184,1,0,0.9064,0.9064,9184,88825.9723,4.0000,2000,500,1,2.6000
9768,1,0,0.9126,0.8960,34768,41445.0997,4.0000,2000,500,2,2.6000
10868,1,0,0.8839,0.8839,10868,76005.6341,4.0000,2000,500,1,2.6000
14235,1,0,0.8990,0.8990,14235,64736.0036,4.0000,2000,500,1,2.6000
16079,1,0,0.9087,0.9087,16079,60446.4866,4.0000,2000,500,1,2.6000
7290,1,0,0.9008,0.9008,7290,100975.5603,4.0000,2000,500,1,2.6000
6949,1,0,0.8857,0.8857,6949,104963.1414,4.0000,2000,500,1,2.6000
3695,1,0,0.9214,0.9214,3695,164304.1094,4.0000,2000,500,1,2.6000
20439,1,0,0.9242,0.9242,20439,51474.0620,4.0000,2000,500,1,2.6000
14267,1,0,0.8955,0.8955,14267,60542.1576,4.0000,2000,500,1,2.6000
22776,1,0,0.9104,0.9008,97776,30599.7106,4.0000,2000,500,4,2.6000
8999,1,0,0.9077,0.9077,8999,95594.1811,4.0000,2000,500,1,2.6000
3809,1,0,0.8866,0.8866,3809,161667.9586,4.0000,2000,500,1,2.6000
2146,1,0,0.9052,0.9052,2146,248154.1347,4.0000,2000,500,1,2.6000
5450,1,0,0.8938,0.8938,5450,123045.7405,4.0000,2000,500,1,2.6000
2181,1,0,0.8583,0.8583,2181,245575.8094,4.0000,2000,500,1,2.6000
5366,1,0,0.8865,0.8865,5366,125157.9509,4.0000,2000,500,1,2.6000
3107,1,0,0.8816,0.8816,3107,186442.8451,4.0000,2000,500,1,2.6000
5617,1,0,0.8966,0.8966,5617,119180.4050,4.0000,2000,500,1,2.6000
14580,1,0,0.9016,0.9016,14580,62928.3365,4.0000,2000,500,1,2.6000
21407,1,0,0.9119,0.9119,21407,50943.5102,4.0000,2000,500,1,2.6000
5758,1,0,0.9043,0.9043,5758,117778.3541,4.0000,2000,500,1,2.6000
9837,1,0,0.8162,0.8162,9837,80824.9988,4.0000,2000,500,1,2.6000
2936,1,0,0.8773,0.8773,2936,193535.9391,4.0000,2000,500,1,2.6000
7556,1,0,0.8980,0.8980,7556,96673.6291,4.0000,2000,500,1,2.6000
24947,1,0,0.9159,0.9159,24947,47893.9224,4.0000,2000,500,1,2.6000
3447,1,0,0.8595,0.8595,3447,177375.5162,4.0000,2000,500,1,2.6000
3257,1,0,0.8927,0.8927,3257,186825.0488,4.0000,2000,500,1,2.6000
11336,1,0,0.8819,0.8819,11336,74008.0718,4.0000,2000,500,1,2.6000
16417,1,0,0.9008,0.9008,16417,60050.0506,4.0000,2000,500,1,2.6000
4500,1,0,0.8982,0.8982,4500,141742.1509,4.0000,2000,500,1,2.6000
4162,1,0,0.8932,0.8932,4162,151336.7465,4.0000,2000,500,1,2.6000
9359,1,0,0.9019,0.9019,9359,86387.7779,4.0000,2000,500,1,2.6000
8405,1,0,0.9248,0.9248,8405,93742.3728,4.0000,2000,500,1,2.6000
6630,1,0,0.8567,0.8567,6630,113612.7501,4.0000,2000,500,1,2.6000
5263,1,0,0.9241,0.9237,30263,43887.0198,4.0000,2000,500,2,2.6000
5259,1,0,0.9208,0.9115,30259,42673.4048,4.0000,2000,500,2,2.6000
8310,1,0,0.9107,0.9204,58310,34271.9688,4.0000,2000,500,3,2.6000
13849,1,0,0.9062,0.9062,13849,64870.6310,4.0000,2000,500,1,2.6000
16635,1,0,0.9034,0.9034,16635,59759.6359,4.0000,2000,500,1,2.6000
16121,1,0,0.8777,0.8777,16121,59139.5237,4.0000,2000,500,1,2.7000
7228,1,0,0.8767,0.8767,7228,97533.8597,4.0000,2000,500,1,2.7000
7112,1,0,0.8536,0.8536,7112,102932.8185,4.0000,2000,500,1,2.7000
7692,1,0,0.8979,0.8979,7692,96662.1478,4.0000,2000,500,1,2.7000
4061,1,0,0.8763,0.8763,4061,153943.1775,4.0000,2000,500,1,2.7000
8027,1,0,0.9234,0.9234,8027,95680.0423,4.0000,2000,500,1,2.7000
5409,1,0,0.8542,0.8542,5409,126018.0082,4.0000,2000,500,1,2.7000
5605,1,0,0.8621,0.8621,5605,119762.6832,4.0000,2000,500,1,2.7000
15574,1,0,0.8479,0.8479,15574,61676.6044,4.0000,2000,500,1,2.7000
9997,1,0,0.8098,0.8098,9997,80718.3290,4.0000,2000,500,1,2.7000
11370,1,0,0.9025,0.9025,11370,74764.7405,4.0000,2000,500,1,2.7000
17856,1,0,0.9179,0.9179,17856,56590.9362,4.0000,2000,500,1,2.7000
13903,1,0,0.8749,0.8685,38903,38697.8814,4.0000,2000,500,2,2.7000
23491,1,0,0.9207,0.9207,23491,49280.3209,4.0000,2000,500,1,2.7000
7754,1,0,0.8837,0.8837,7754,96849.4263,4.0000,2000,500,1,2.7000
3414,1,0,0.8745,0.8745,3414,172037.8063,4.0000,2000,500,1,2.7000
2962,1,0,0.8439,0.8439,2962,160930.2365,4.0000,2000,500,1,2.7000
6988,1,0,0.8652,0.8652,6988,98888.5938,4.0000,2000,500,1,2.7000
3205,1,0,0.8833,0.8689,78205,30819.5888,4.0000,2000,500,4,2.7000
21475,1,0,0.8848,0.8848,21475,50990.4923,4.0000,2000,500,1,2.7000
