flips,sat,earlyRestarts,entropy,lastRunEntropy,totalFlips,flipsPerSecond,ratio,clauses,variables,tries,cb
25000,0,0,0.8729,0.8981,7250000,24155.8050,4.2000,2100,500,29,2.6000
25000,0,0,0.8703,0.9278,7500000,24164.1277,4.2000,2100,500,30,2.6000
22415,1,0,0.8779,0.8415,47415,35685.8178,4.2000,2100,500,2,2.6000
25000,0,0,0.8935,0.8995,7250000,24057.2398,4.2000,2100,500,29,2.6000
19339,1,0,0.8744,0.8744,19339,52371.9414,4.2000,2100,500,1,2.6000
3295,1,0,0.8810,0.8810,3295,175706.5577,4.2000,2100,500,1,2.6000
25000,0,0,0.8688,0.8146,7250000,24000.7364,4.2000,2100,500,29,2.6000
25000,0,0,0.8761,0.9356,7250000,24148.7292,4.2000,2100,500,29,2.6000
25000,0,0,0.8950,0.9460,7250000,23781.3609,4.2000,2100,500,29,2.6000
25000,0,0,0.8953,0.9389,7250000,23990.1910,4.2000,2100,500,29,2.6000
9646,1,0,0.8947,0.8906,34646,39635.7460,4.2000,2100,500,2,2.6000
11370,1,0,0.8799,0.8799,11370,73140.1316,4.2000,2100,500,1,2.6000
25000,0,0,0.8917,0.9408,7250000,23917.6127,4.2000,2100,500,29,2.6000
8970,1,0,0.8800,0.8800,8970,85500.9070,4.2000,2100,500,1,2.6000
22972,1,0,0.8655,0.8155,47972,35781.9888,4.2000,2100,500,2,2.6000
11092,1,0,0.9312,0.9312,11092,72737.5562,4.2000,2100,500,1,2.6000
25000,0,0,0.8983,0.9376,7250000,24076.3347,4.2000,2100,500,29,2.6000
11734,1,0,0.8962,0.9248,361734,24515.2268,4.2000,2100,500,15,2.6000
13452,1,0,0.8841,0.8928,38452,37439.0806,4.2000,2100,500,2,2.6000
13187,1,0,0.8826,0.8826,13187,65467.4779,4.2000,2100,500,1,2.6000
6598,1,0,0.9028,0.9188,406598,24562.9198,4.2000,2100,500,17,2.6000
25000,0,0,0.8643,0.8905,7250000,23872.6716,4.2000,2100,500,29,2.6000
11327,1,0,0.8540,0.8339,36327,38969.8325,4.2000,2100,500,2,2.6000
25000,0,0,0.8749,0.9082,7250000,23800.8060,4.2000,2100,500,29,2.6000
6687,1,0,0.9074,0.9074,6687,104178.5180,4.2000,2100,500,1,2.6000
6229,1,0,0.8449,0.9158,56229,33085.7370,4.2000,2100,500,3,2.6000
18401,1,0,0.9038,0.8886,43401,36963.7784,4.2000,2100,500,2,2.6000
20129,1,0,0.9046,0.8789,420129,24730.8171,4.2000,2100,500,17,2.6000
25000,0,0,0.8856,0.9270,7250000,23944.2847,4.2000,2100,500,29,2.6000
20183,1,0,0.9067,0.9067,20183,52198.0084,4.2000,2100,500,1,2.6000
25000,0,0,0.8924,0.9436,7250000,24056.4796,4.2000,2100,500,29,2.6000
9290,1,0,0.8865,0.8895,134290,27752.3488,4.2000,2100,500,6,2.6000
22642,1,0,0.9106,0.9106,22642,49030.8616,4.2000,2100,500,1,2.6000
11114,1,0,0.8936,0.8979,161114,26710.5047,4.2000,2100,500,7,2.6000
24890,1,0,0.8946,0.9262,574890,24138.8718,4.2000,2100,500,23,2.6000
13305,1,0,0.9042,0.9042,13305,66181.6403,4.2000,2100,500,1,2.6000
8872,1,0,0.9011,0.9011,8872,87160.1435,4.2000,2100,500,1,2.6000
23983,1,0,0.8858,0.9028,173983,26809.8588,4.2000,2100,500,7,2.6000
25000,0,0,0.8629,0.8863,7250000,23910.9406,4.2000,2100,500,29,2.6000
15243,1,0,0.8839,0.9201,65243,32136.4525,4.2000,2100,500,3,2.6000
25000,0,0,0.8665,0.9011,7500000,24149.9641,4.2000,2100,500,30,2.6000
21751,1,0,0.9086,0.9077,571751,24253.4501,4.2000,2100,500,23,2.6000
14512,1,0,0.8913,0.8831,339512,24938.5520,4.2000,2100,500,14,2.6000
7450,1,0,0.9043,0.8990,82450,30474.5722,4.2000,2100,500,4,2.6000
14827,1,0,0.8973,0.9005,64827,32364.5388,4.2000,2100,500,3,2.6000
20999,1,0,0.8916,0.8903,195999,26303.7058,4.2000,2100,500,8,2.6000
22671,1,0,0.8846,0.8846,22671,48316.8833,4.2000,2100,500,1,2.6000
4066,1,0,0.9160,0.9144,279066,25243.2981,4.2000,2100,500,12,2.6000
19237,1,0,0.9164,0.9223,144237,27480.8329,4.2000,2100,500,6,2.6000
4947,1,0,0.8233,0.8233,4947,126422.6271,4.2000,2100,500,1,2.6000
25000,0,0,0.9014,0.9468,7250000,23976.9073,4.2000,2100,500,29,2.6000
6146,1,0,0.8889,0.8889,6146,110741.0517,4.2000,2100,500,1,2.6000
6831,1,0,0.9071,0.9136,131831,27546.8874,4.2000,2100,500,6,2.6000
25000,0,0,0.8787,0.8418,7250000,24087.4104,4.2000,2100,500,29,2.6000
24091,1,0,0.9214,0.9214,24091,47652.0444,4.2000,2100,500,1,2.6000
25000,0,0,0.8782,0.9355,7250000,24075.8635,4.2000,2100,500,29,2.6000
25000,0,0,0.8855,0.8823,7250000,24132.2660,4.2000,2100,500,29,2.6000
12574,1,0,0.8659,0.8659,12574,67721.8100,4.2000,2100,500,1,2.6000
25000,0,0,0.8914,0.8861,7250000,23815.8158,4.2000,2100,500,29,2.6000
19854,1,0,0.8876,0.8689,194854,26048.7790,4.2000,2100,500,8,2.6000
25000,0,0,0.8827,0.9034,7250000,24054.1883,4.2000,2100,500,29,2.6000
15417,1,0,0.8833,0.8178,65417,31841.6855,4.2000,2100,500,3,2.6000
22551,1,0,0.9031,0.8499,297551,24875.5695,4.2000,2100,500,12,2.6000
25000,0,0,0.8895,0.9354,7250000,23994.8435,4.2000,2100,500,29,2.6000
5115,1,0,0.8926,0.8506,55115,33589.4524,4.2000,2100,500,3,2.6000
14062,1,0,0.9008,0.9061,264062,25255.0652,4.2000,2100,500,11,2.6000
25000,0,0,0.8768,0.8882,7250000,24099.5754,4.2000,2100,500,29,2.6000
6172,1,0,0.8962,0.8962,6172,110514.1280,4.2000,2100,500,1,2.6000
24079,1,0,0.8767,0.8782,149079,27074.1046,4.2000,2100,500,6,2.6000
10949,1,0,0.8948,0.8898,210949,25736.2238,4.2000,2100,500,9,2.6000
25000,0,0,0.8942,0.9402,7250000,23921.9252,4.2000,2100,500,29,2.6000
25000,0,0,0.8811,0.9213,7250000,23768.8218,4.2000,2100,500,29,2.6000
25000,0,0,0.8757,0.8963,7250000,24102.4493,4.2000,2100,500,29,2.6000
25000,0,0,0.8907,0.9449,7250000,24013.3646,4.2000,2100,500,29,2.6000
24088,1,0,0.8909,0.9166,624088,24209.4709,4.2000,2100,500,25,2.6000
6538,1,0,0.8990,0.8708,206538,25982.1949,4.2000,2100,500,9,2.6000
9123,1,0,0.9048,0.8976,59123,33072.1091,4.2000,2100,500,3,2.6000
25000,0,0,0.8821,0.8890,7250000,24034.4290,4.2000,2100,500,29,2.6000
24299,1,0,0.8953,0.8953,24299,46955.4822,4.2000,2100,500,1,2.6000
17819,1,0,0.9109,0.8797,217819,25936.5043,4.2000,2100,500,9,2.6000
13249,1,0,0.8986,0.8986,13249,66093.1354,4.2000,2100,500,1,2.6000
15355,1,0,0.8950,0.8950,15355,61465.1522,4.2000,2100,500,1,2.6000
25000,0,0,0.8844,0.9108,7250000,24047.7614,4.2000,2100,500,29,2.6000
25000,0,0,0.8992,0.9379,7250000,24048.9339,4.2000,2100,500,29,2.6000
12358,1,0,0.9042,0.9042,12358,69226.5386,4.2000,2100,500,1,2.6000
22535,1,0,0.8847,0.8847,22535,48345.4949,4.2000,2100,500,1,2.6000
19831,1,0,0.9072,0.8983,419831,24707.8994,4.2000,2100,500,17,2.6000
10240,1,0,0.9240,0.9185,135240,27445.6407,4.2000,2100,500,6,2.6000
25000,0,0,0.8872,0.9210,7250000,23979.1417,4.2000,2100,500,29,2.6000
22891,1,0,0.9005,0.8818,222891,25731.8576,4.2000,2100,500,9,2.6000
25000,0,0,0.8876,0.8896,7500000,24184.4124,4.2000,2100,500,30,2.6000
25000,0,0,0.8833,0.8678,7500000,24290.7882,4.2000,2100,500,30,2.6000
15981,1,0,0.8834,0.9070,440981,24579.4860,4.2000,2100,500,18,2.6000
25000,0,0,0.8869,0.8840,7500000,24194.5891,4.2000,2100,500,30,2.6000
4821,1,0,0.8615,0.8764,29821,42548.1093,4.2000,2100,500,2,2.6000
22203,1,0,0.9137,0.9137,22203,49228.7684,4.2000,2100,500,1,2.6000
25000,0,0,0.8880,0.9258,7250000,24079.1085,4.2000,2100,500,29,2.6000
24770,1,0,0.9183,0.9264,199770,26189.0202,4.2000,2100,500,8,2.6000
25000,0,0,0.8902,0.9273,7250000,24131.0618,4.2000,2100,500,29,2.6000
6835,1,0,0.9004,0.8856,306835,25229.6727,4.2000,2100,500,13,2.6000
12564,1,0,0.8932,0.9148,62564,32832.4921,4.2000,2100,500,3,2.6000
22485,1,0,0.9017,0.8934,497485,24394.1551,4.2000,2100,500,20,2.6000
25000,0,0,0.8894,0.9006,7250000,24162.4565,4.2000,2100,500,29,2.6000
2740,1,0,0.9112,0.9112,2740,202311.2219,4.2000,2100,500,1,2.6000
22657,1,0,0.9143,0.9438,247657,25577.7414,4.2000,2100,500,10,2.6000
13135,1,0,0.8948,0.9175,188135,26101.8893,4.2000,2100,500,8,2.6000
8161,1,0,0.8922,0.8730,183161,25895.9243,4.2000,2100,500,8,2.6000
13260,1,0,0.8959,0.9344,63260,32552.8345,4.2000,2100,500,3,2.6000
25000,0,0,0.8985,0.9084,7250000,23811.5427,4.2000,2100,500,29,2.6000
17549,1,0,0.9157,0.9232,142549,27078.5856,4.2000,2100,500,6,2.6000
24735,1,0,0.9076,0.9116,99735,28853.5843,4.2000,2100,500,4,2.6000
25000,0,0,0.8870,0.9043,7250000,23858.9817,4.2000,2100,500,29,2.6000
25000,0,0,0.8997,0.9467,7250000,23872.5886,4.2000,2100,500,29,2.6000
10444,1,0,0.8560,0.8251,60444,32799.3423,4.2000,2100,500,3,2.6000
19143,1,0,0.9031,0.8998,169143,26642.8478,4.2000,2100,500,7,2.6000
23240,1,0,0.8972,0.8746,148240,26950.0875,4.2000,2100,500,6,2.6000
25000,0,0,0.8867,0.8802,7250000,24046.8743,4.2000,2100,500,29,2.6000
20936,1,0,0.8998,0.8998,20936,51353.0752,4.2000,2100,500,1,2.6000
9323,1,0,0.8883,0.8883,9323,82241.7247,4.2000,2100,500,1,2.6000
25000,0,0,0.8851,0.9280,7250000,24073.2090,4.2000,2100,500,29,2.6000
7514,1,0,0.9246,0.9119,132514,27535.0126,4.2000,2100,500,6,2.6000
6402,1,0,0.9073,0.9073,6402,106625.7256,4.2000,2100,500,1,2.6000
16199,1,0,0.8944,0.8949,266199,25311.5810,4.2000,2100,500,11,2.6000
12906,1,0,0.8909,0.9199,62906,31935.3208,4.2000,2100,500,3,2.6000
25000,0,0,0.8709,0.9192,7250000,23914.8397,4.2000,2100,500,29,2.6000
25000,0,0,0.8984,0.9522,7250000,24138.2107,4.2000,2100,500,29,2.6000
25000,0,0,0.8887,0.9235,7250000,23869.8575,4.2000,2100,500,29,2.6000
18998,1,0,0.8953,0.9057,343998,24962.9789,4.2000,2100,500,14,2.6000
25000,0,0,0.8795,0.9119,7250000,24128.3447,4.2000,2100,500,29,2.6000
18355,1,0,0.9064,0.9064,18355,54179.2374,4.2000,2100,500,1,2.6000
25000,0,0,0.8896,0.8594,7250000,23930.6502,4.2000,2100,500,29,2.6000
2271,1,0,0.8741,0.8741,2271,233735.4111,4.2000,2100,500,1,2.6000
22371,1,0,0.9270,0.9270,22371,48763.0289,4.2000,2100,500,1,2.6000
25000,0,0,0.8858,0.9380,7250000,23863.5881,4.2000,2100,500,29,2.6000
25000,0,0,0.8655,0.8883,7250000,23972.5050,4.2000,2100,500,29,2.6000
21901,1,0,0.8959,0.8959,21901,48984.2810,4.2000,2100,500,1,2.6000
25000,0,0,0.8894,0.9119,7250000,23960.3093,4.2000,2100,500,29,2.6000
7658,1,0,0.8593,0.8593,7658,94046.5518,4.2000,2100,500,1,2.6000
19761,1,0,0.9037,0.9222,369761,24681.8606,4.2000,2100,500,15,2.6000
13582,1,0,0.8976,0.9070,538582,24338.9139,4.2000,2100,500,22,2.6000
17317,1,0,0.9253,0.9253,17317,55985.6172,4.2000,2100,500,1,2.6000
17862,1,0,0.9216,0.8989,117862,27943.6795,4.2000,2100,500,5,2.6000
11375,1,0,0.8812,0.8812,11375,71903.4048,4.2000,2100,500,1,2.6000
10597,1,0,0.8912,0.8912,10597,77196.0452,4.2000,2100,500,1,2.6000
25000,0,0,0.8542,0.8526,7250000,24118.5048,4.2000,2100,500,29,2.6000
18288,1,0,0.8956,0.8439,368288,24757.6963,4.2000,2100,500,15,2.6000
18860,1,0,0.9284,0.9244,68860,31551.0626,4.2000,2100,500,3,2.6000
8971,1,0,0.8994,0.8539,108971,28307.9614,4.2000,2100,500,5,2.6000
22823,1,0,0.9086,0.8834,147823,27252.2218,4.2000,2100,500,6,2.6000
25000,0,0,0.8895,0.9475,7250000,24026.7579,4.2000,2100,500,29,2.6000
25000,0,0,0.8751,0.9345,7250000,23795.9816,4.2000,2100,500,29,2.6000
9854,1,0,0.9177,0.8896,509854,24240.2003,4.2000,2100,500,21,2.6000
23206,1,0,0.9147,0.8791,348206,24766.6611,4.2000,2100,500,14,2.6000
16433,1,0,0.9060,0.8663,641433,24159.3388,4.2000,2100,500,26,2.6000
16694,1,0,0.9008,0.8736,666694,24135.3244,4.2000,2100,500,27,2.6000
20159,1,0,0.9168,0.9194,95159,29310.5526,4.2000,2100,500,4,2.6000
25000,0,0,0.8855,0.9206,7250000,24047.8131,4.2000,2100,500,29,2.6000
12350,1,0,0.9193,0.9156,37350,38958.5641,4.2000,2100,500,2,2.6000
4336,1,0,0.9036,0.9036,4336,143802.2436,4.2000,2100,500,1,2.6000
25000,0,0,0.8838,0.9106,7250000,23846.6678,4.2000,2100,500,29,2.6000
25000,0,0,0.8985,0.9387,7500000,24368.1720,4.2000,2100,500,30,2.6000
20775,1,0,0.9059,0.9050,45775,35778.3161,4.2000,2100,500,2,2.6000
5992,1,0,0.9297,0.9297,5992,113034.2760,4.2000,2100,500,1,2.6000
4657,1,0,0.9111,0.9111,4657,136167.3122,4.2000,2100,500,1,2.6000
4012,1,0,0.8831,0.8831,4012,153356.2883,4.2000,2100,500,1,2.6000
25000,0,0,0.8871,0.9401,7250000,24003.5223,4.2000,2100,500,29,2.6000
20073,1,0,0.8718,0.8550,120073,27785.4778,4.2000,2100,500,5,2.6000
13838,1,0,0.9245,0.9245,13838,64540.1533,4.2000,2100,500,1,2.6000
25000,0,0,0.8687,0.9016,7250000,24159.1881,4.2000,2100,500,29,2.6000
25000,0,0,0.8798,0.9121,7250000,23990.2749,4.2000,2100,500,29,2.6000
8810,1,0,0.8996,0.8823,283810,25358.9332,4.2000,2100,500,12,2.6000
9613,1,0,0.8837,0.8837,9613,80420.5142,4.2000,2100,500,1,2.6000
19697,1,0,0.8793,0.8793,19697,51976.6340,4.2000,2100,500,1,2.6000
20462,1,0,0.9137,0.9346,120462,28160.4519,4.2000,2100,500,5,2.6000
25000,0,0,0.8762,0.8722,7250000,24018.4000,4.2000,2100,500,29,2.6000
15921,1,0,0.9078,0.9117,215921,25910.6772,4.2000,2100,500,9,2.6000
25000,0,0,0.8821,0.8906,7250000,24129.5480,4.2000,2100,500,29,2.6000
25000,0,0,0.8843,0.9047,7250000,24122.8670,4.2000,2100,500,29,2.6000
24357,1,0,0.8958,0.9101,74357,31387.9510,4.2000,2100,500,3,2.6000
17015,1,0,0.8988,0.8592,242015,25711.0850,4.2000,2100,500,10,2.6000
25000,0,0,0.8733,0.9290,7250000,24151.7588,4.2000,2100,500,29,2.6000
5278,1,0,0.8726,0.9007,30278,41440.3033,4.2000,2100,500,2,2.6000
25000,0,0,0.8847,0.9365,7250000,23921.4378,4.2000,2100,500,29,2.6000
11004,1,0,0.9135,0.9093,161004,26208.1757,4.2000,2100,500,7,2.6000
3953,1,0,0.9096,0.9134,203953,26133.2675,4.2000,2100,500,9,2.6000
25000,0,0,0.8921,0.9238,7250000,24077.7615,4.2000,2100,500,29,2.6000
16765,1,0,0.9043,0.9188,391765,24449.9313,4.2000,2100,500,16,2.6000
17226,1,0,0.9229,0.9229,17226,56433.4413,4.2000,2100,500,1,2.6000
25000,0,0,0.8885,0.9387,7250000,23975.6673,4.2000,2100,500,29,2.6000
5609,1,0,0.8882,0.8882,5609,118643.8582,4.2000,2100,500,1,2.6000
7767,1,0,0.8776,0.8684,232767,25704.6476,4.2000,2100,500,10,2.6000
4018,1,0,0.8863,0.8630,29018,42468.5786,4.2000,2100,500,2,2.6000
25000,0,0,0.8948,0.8965,7500000,24208.6724,4.2000,2100,500,30,2.6000
25000,0,0,0.8749,0.9088,7250000,24077.4839,4.2000,2100,500,29,2.6000
15441,1,0,0.9126,0.9066,165441,26824.2491,4.2000,2100,500,7,2.6000
5633,1,0,0.8455,0.8455,5633,115688.3991,4.2000,2100,500,1,2.6000
25000,0,0,0.8837,0.9293,7250000,23854.7493,4.2000,2100,500,29,2.6000
25000,0,0,0.8882,0.9336,7500000,24205.1188,4.2000,2100,500,30,2.6000
8737,1,0,0.9231,0.9261,58737,33894.2611,4.2000,2100,500,3,2.6000
25000,0,0,0.8900,0.9396,7750000,25323.9876,4.2000,2100,500,31,2.6000
17818,1,0,0.9166,0.8511,717818,25579.8793,4.2000,2100,500,29,2.6000
23363,1,0,0.9264,0.9259,398363,24822.2268,4.2000,2100,500,16,2.6000
25000,0,0,0.8979,0.9602,7250000,24117.7728,4.2000,2100,500,29,2.6000
7746,1,0,0.9120,0.9056,32746,39894.1882,4.2000,2100,500,2,2.6000
10826,1,0,0.9106,0.9106,35826,38752.9167,4.2000,2100,500,2,2.6000
25000,0,0,0.8823,0.9283,7250000,24001.4329,4.2000,2100,500,29,2.6000
19709,1,0,0.9144,0.8819,94709,29207.0565,4.2000,2100,500,4,2.6000
7683,1,0,0.8492,0.9023,82683,30077.7489,4.2000,2100,500,4,2.6000
5228,1,0,0.9150,0.9150,5228,124538.6201,4.2000,2100,500,1,2.6000
20033,1,0,0.8904,0.8863,195033,26087.7364,4.2000,2100,500,8,2.6000
4529,1,0,0.8817,0.9078,79529,30670.6444,4.2000,2100,500,4,2.6000
15937,1,0,0.8886,0.8698,40937,36787.6427,4.2000,2100,500,2,2.6000
22457,1,0,0.9106,0.9106,22457,48930.2611,4.2000,2100,500,1,2.6000
15220,1,0,0.8924,0.9338,190220,26172.3307,4.2000,2100,500,8,2.6000
11163,1,0,0.8562,0.8562,11163,74103.6158,4.2000,2100,500,1,2.6000
12281,1,0,0.9251,0.9092,112281,28241.2498,4.2000,2100,500,5,2.6000
8442,1,0,0.8899,0.8899,8442,88807.8772,4.2000,2100,500,1,2.6000
18436,1,0,0.9123,0.9009,93436,29562.3690,4.2000,2100,500,4,2.6000
15028,1,0,0.8700,0.8700,15028,61128.8532,4.2000,2100,500,1,2.6000
20805,1,0,0.8539,0.9224,145805,27294.9707,4.2000,2100,500,6,2.6000
9456,1,0,0.8405,0.8405,9456,80967.1639,4.2000,2100,500,1,2.6000
25000,0,0,0.8918,0.9245,7250000,23888.6834,4.2000,2100,500,29,2.6000
18100,1,0,0.9114,0.9360,68100,31769.4128,4.2000,2100,500,3,2.6000
25000,0,0,0.8759,0.9238,7250000,23984.1276,4.2000,2100,500,29,2.6000
7144,1,0,0.8960,0.9150,107144,29102.3763,4.2000,2100,500,5,2.6000
10258,1,0,0.9125,0.9125,10258,78089.2520,4.2000,2100,500,1,2.6000
11701,1,0,0.9057,0.8997,136701,27595.8905,4.2000,2100,500,6,2.6000
15997,1,0,0.9146,0.9146,15997,59169.5125,4.2000,2100,500,1,2.6000
25000,0,0,0.8908,0.9316,7250000,24065.7421,4.2000,2100,500,29,2.6000
6833,1,0,0.8706,0.8706,6833,102785.8514,4.2000,2100,500,1,2.6000
18715,1,0,0.8849,0.8849,18715,54304.6650,4.2000,2100,500,1,2.6000
14866,1,0,0.8874,0.8768,64866,32145.3945,4.2000,2100,500,3,2.6000
18275,1,0,0.9042,0.9042,18275,55202.7460,4.2000,2100,500,1,2.6000
25000,0,0,0.8841,0.9418,7250000,24040.1796,4.2000,2100,500,29,2.6000
25000,0,0,0.8879,0.9403,7500000,24174.3643,4.2000,2100,500,30,2.6000
25000,0,0,0.8835,0.9016,7500000,24742.2320,4.2000,2100,500,30,2.6000
25000,0,0,0.8901,0.9367,7750000,25443.1874,4.2000,2100,500,31,2.6000
25000,0,0,0.8878,0.9299,7750000,25771.4462,4.2000,2100,500,31,2.6000
21888,1,0,0.8694,0.8694,21888,54202.2241,4.2000,2100,500,1,2.6000
23209,1,0,0.9217,0.9302,73209,34009.2414,4.2000,2100,500,3,2.6000
25000,0,0,0.8709,0.8736,8000000,26110.4868,4.2000,2100,500,32,2.6000
20336,1,0,0.9204,0.9058,95336,29229.5777,4.2000,2100,500,4,2.6000
20306,1,0,0.8824,0.8659,45306,35960.8999,4.2000,2100,500,2,2.6000
17458,1,0,0.9232,0.8980,42458,36781.6084,4.2000,2100,500,2,2.6000
7172,1,0,0.9090,0.9090,107172,28280.6183,4.2000,2100,500,5,2.6000
17145,1,0,0.9107,0.9409,67145,32022.7927,4.2000,2100,500,3,2.6000
24891,1,0,0.9012,0.9064,149891,27203.4475,4.2000,2100,500,6,2.6000
25000,0,0,0.8689,0.9099,7250000,24064.0424,4.2000,2100,500,29,2.6000
25000,0,0,0.8745,0.9417,7500000,24181.8015,4.2000,2100,500,30,2.6000
23782,1,0,0.9057,0.9381,98782,28804.0846,4.2000,2100,500,4,2.6000
16328,1,0,0.8946,0.8785,141328,27357.3839,4.2000,2100,500,6,2.6000
25000,0,0,0.8662,0.9286,7250000,24028.0485,4.2000,2100,500,29,2.6000
17648,1,0,0.8928,0.9224,142648,27201.8309,4.2000,2100,500,6,2.6000
25000,0,0,0.8781,0.8895,7500000,24364.9289,4.2000,2100,500,30,2.6000
16567,1,0,0.9238,0.9238,16567,61368.2764,4.2000,2100,500,1,2.6000
25000,0,0,0.8830,0.9363,7750000,25346.9414,4.2000,2100,500,31,2.6000
20726,1,0,0.8545,0.8545,20726,53058.8932,4.2000,2100,500,1,2.6000
23675,1,0,0.8955,0.8615,123675,27974.9986,4.2000,2100,500,5,2.6000
7720,1,0,0.9118,0.9162,32720,40473.0520,4.2000,2100,500,2,2.6000
12922,1,0,0.8999,0.8757,37922,38260.8373,4.2000,2100,500,2,2.6000
25000,0,0,0.8772,0.9185,7250000,24132.2562,4.2000,2100,500,29,2.6000
11118,1,0,0.9034,0.9439,136118,27071.6390,4.2000,2100,500,6,2.6000
11862,1,0,0.9234,0.9234,11862,70801.3031,4.2000,2100,500,1,2.6000
24272,1,0,0.9065,0.9065,24272,47704.5957,4.2000,2100,500,1,2.6000
11091,1,0,0.9158,0.9158,11091,73633.9263,4.2000,2100,500,1,2.6000
25000,0,0,0.8920,0.9345,7250000,23691.4361,4.2000,2100,500,29,2.6000
25000,0,0,0.8828,0.8937,7500000,24487.7149,4.2000,2100,500,30,2.6000
12068,1,0,0.9283,0.9026,87068,31639.2165,4.2000,2100,500,4,2.6000
6044,1,0,0.8801,0.9192,56044,34855.8358,4.2000,2100,500,3,2.6000
25000,0,0,0.8767,0.9176,7750000,25283.1695,4.2000,2100,500,31,2.6000
14253,1,0,0.8968,0.8968,14253,67034.2832,4.2000,2100,500,1,2.6000
25000,0,0,0.8875,0.9257,7750000,25720.2861,4.2000,2100,500,31,2.6000
21597,1,0,0.9136,0.9201,96597,32422.9127,4.2000,2100,500,4,2.6000
25000,0,0,0.8759,0.8960,7250000,23902.4650,4.2000,2100,500,29,2.6000
16602,1,0,0.9132,0.9016,616602,25062.8744,4.2000,2100,500,25,2.6000
20501,1,0,0.8565,0.8261,45501,37836.6032,4.2000,2100,500,2,2.6000
12151,1,0,0.9019,0.8854,237151,27542.3411,4.2000,2100,500,10,2.6000
25000,0,0,0.8807,0.9015,7750000,25627.3516,4.2000,2100,500,31,2.6000
9237,1,0,0.8841,0.9070,84237,32257.3418,4.2000,2100,500,4,2.6000
25000,0,0,0.8971,0.9384,8000000,26422.1986,4.2000,2100,500,32,2.6000
24668,1,0,0.9053,0.9340,599668,26409.3882,4.2000,2100,500,24,2.6000
10485,1,0,0.9068,0.9068,10485,75825.1323,4.2000,2100,500,1,2.6000
25000,0,0,0.8705,0.9041,7500000,24174.6846,4.2000,2100,500,30,2.6000
8338,1,0,0.8849,0.8988,33338,41407.0368,4.2000,2100,500,2,2.6000
25000,0,0,0.8864,0.9145,7750000,25078.2445,4.2000,2100,500,31,2.6000
10032,1,0,0.9065,0.9065,10032,84123.6684,4.2000,2100,500,1,2.6000
25000,0,0,0.8822,0.9272,7750000,25778.9771,4.2000,2100,500,31,2.6000
25000,0,0,0.8716,0.8870,7750000,25732.8960,4.2000,2100,500,31,2.6000
2399,1,0,0.8983,0.8983,2399,244605.8357,4.2000,2100,500,1,2.6000
7946,1,0,0.9077,0.9178,582946,24173.3666,4.2000,2100,500,24,2.6000
13640,1,0,0.9254,0.9149,88640,30226.5630,4.2000,2100,500,4,2.6000
7526,1,0,0.8518,0.8531,32526,42308.8350,4.2000,2100,500,2,2.6000
25000,0,0,0.8829,0.9079,7750000,25449.9665,4.2000,2100,500,31,2.6000
25000,0,0,0.8608,0.9063,7250000,23722.5062,4.2000,2100,500,29,2.7000
25000,0,0,0.8670,0.8850,7250000,23858.6404,4.2000,2100,500,29,2.7000
22374,1,0,0.8722,0.8736,172374,26522.3990,4.2000,2100,500,7,2.7000
25000,0,0,0.8730,0.9173,7250000,23794.8346,4.2000,2100,500,29,2.7000
25000,0,0,0.8654,0.9104,7250000,24047.7850,4.2000,2100,500,29,2.7000
18641,1,0,0.8802,0.8505,168641,26204.8747,4.2000,2100,500,7,2.7000
16812,1,0,0.8731,0.8731,16812,56617.9157,4.2000,2100,500,1,2.7000
20980,1,0,0.8994,0.9053,70980,31069.4412,4.2000,2100,500,3,2.7000
14505,1,0,0.9138,0.9138,14505,60071.3621,4.2000,2100,500,1,2.7000
25000,0,0,0.8570,0.8858,7250000,23805.9438,4.2000,2100,500,29,2.7000
9647,1,0,0.8827,0.9189,134647,27000.4128,4.2000,2100,500,6,2.7000
19643,1,0,0.8658,0.9124,44643,36150.6781,4.2000,2100,500,2,2.7000
4874,1,0,0.8684,0.8537,54874,33325.0278,4.2000,2100,500,3,2.7000
10890,1,0,0.9156,0.8969,110890,28163.1486,4.2000,2100,500,5,2.7000
25000,0,0,0.8600,0.8061,7250000,24119.3816,4.2000,2100,500,29,2.7000
23883,1,0,0.9255,0.9189,73883,30843.5623,4.2000,2100,500,3,2.7000
21099,1,0,0.8919,0.8919,21099,49328.1106,4.2000,2100,500,1,2.7000
25000,0,0,0.8658,0.8847,7250000,23928.4662,4.2000,2100,500,29,2.7000
25000,0,0,0.8824,0.8942,7250000,23862.0098,4.2000,2100,500,29,2.7000
25000,0,0,0.8754,0.9086,7250000,24098.4463,4.2000,2100,500,29,2.7000
19779,1,0,0.9010,0.9010,19779,52593.0689,4.2000,2100,500,1,2.7000
5307,1,0,0.8905,0.8966,405307,24612.7119,4.2000,2100,500,17,2.7000
14011,1,0,0.8819,0.8819,14011,63763.1388,4.2000,2100,500,1,2.7000
11947,1,0,0.8937,0.9021,436947,24591.8217,4.2000,2100,500,18,2.7000
22101,1,0,0.8676,0.8694,147101,26771.2953,4.2000,2100,500,6,2.7000
16305,1,0,0.9015,0.9015,16305,58428.1140,4.2000,2100,500,1,2.7000
9623,1,0,0.8811,0.9027,659623,23685.3315,4.2000,2100,500,27,2.7000
8873,1,0,0.8938,0.8938,8873,85545.7787,4.2000,2100,500,1,2.7000
