cb,ratio,flips,flipsPerSecond,lastRunEntropy,totalFlips,earlyRestarts,minEntropy,tries,entropy,variables,sat,clauses
2.3800,4.1000,25000,21280.6429,1.2156,4500000,0,0.5500,18,1.1593,500,0,2050
2.3800,4.1000,25000,21215.1763,1.2717,4250000,0,0.4500,17,1.0883,500,0,2050
2.3800,4.1000,13672,27957.8543,0.9188,63672,0,0.5500,3,1.0955,500,1,2050
2.3800,4.1000,16631,24563.4150,0.9185,116631,0,0.5000,5,1.1080,500,1,2050
2.3800,4.1000,22778,21624.0255,0.9407,347778,0,0.6500,14,1.2271,500,1,2050
2.3800,4.1000,13421,26035.4566,0.9290,88421,0,0.5500,4,1.1358,500,1,2050
2.3800,4.1000,4890,29197.2556,0.8921,54890,0,0.4500,3,1.1389,500,1,2050
2.3800,4.1000,18363,47573.6054,0.9222,18363,0,0.4500,1,0.9222,500,1,2050
2.3800,4.1000,20763,44699.2374,0.9170,20763,0,0.6000,1,0.9170,500,1,2050
2.3800,4.1000,16218,31957.5304,0.9217,41218,0,0.4500,2,1.0859,500,1,2050
2.3800,4.1000,12095,60849.0628,0.9077,12095,0,0.6000,1,0.9077,500,1,2050
2.3800,4.1000,12905,33495.8631,0.9221,37905,0,0.6000,2,1.0938,500,1,2050
2.3800,4.1000,16120,32516.1575,0.9280,41120,0,0.4500,2,1.1284,500,1,2050
2.3800,4.1000,12070,33642.5324,0.9289,37070,0,0.5000,2,1.1090,500,1,2050
2.3800,4.1000,18568,47248.6192,0.9226,18568,0,0.4500,1,0.9226,500,1,2050
2.3800,4.1000,21513,43819.3107,0.9311,21513,0,0.4000,1,0.9311,500,1,2050
2.3800,4.1000,17627,25723.0985,0.9380,92627,0,0.6500,4,1.1065,500,1,2050
2.3800,4.1000,19322,31350.0769,0.9365,44322,0,0.5500,2,1.1378,500,1,2050
2.3800,4.1000,12710,59791.2406,0.9048,12710,0,0.4000,1,0.9048,500,1,2050
2.3800,4.1000,11015,34030.9942,0.9221,36015,0,0.6500,2,0.9655,500,1,2050
2.3800,4.1000,15027,54353.4121,0.8679,15027,0,0.6500,1,0.8679,500,1,2050
2.3800,4.1000,9476,24893.7147,0.9211,109476,0,0.6500,5,1.1860,500,1,2050
2.3800,4.1000,17262,48807.1672,0.8686,17262,0,0.6000,1,0.8686,500,1,2050
2.3800,4.1000,3063,168535.1112,0.9193,3063,0,0.6000,1,0.9193,500,1,2050
2.3800,4.1000,15308,23637.9586,0.9448,140308,0,0.5500,6,1.2112,500,1,2050
2.3800,4.1000,7318,35559.5914,0.8991,32318,0,0.6500,2,1.0899,500,1,2050
2.3800,4.1000,19229,46298.0205,0.9105,19229,0,0.4500,1,0.9105,500,1,2050
2.3800,4.1000,4015,136743.4788,0.8922,4015,0,0.5500,1,0.8922,500,1,2050
2.3800,4.1000,24135,30467.0644,0.9077,49135,0,0.5500,2,1.0358,500,1,2050
2.3800,4.1000,25000,21412.8828,1.1622,4500000,0,0.6000,18,1.0068,500,0,2050
2.3800,4.1000,3627,37673.7215,0.8949,28627,0,0.6000,2,1.0658,500,1,2050
2.3800,4.1000,10148,69274.3029,0.8932,10148,0,0.4000,1,0.8932,500,1,2050
2.3800,4.1000,4865,23083.3201,0.9258,179865,0,0.4500,8,1.2223,500,1,2050
2.3800,4.1000,13530,28025.6862,0.9318,63530,0,0.4000,3,1.1593,500,1,2050
2.3800,4.1000,14882,32880.9845,0.9268,39882,0,0.5000,2,1.1143,500,1,2050
2.3800,4.1000,25000,21281.8868,1.1929,4500000,0,0.6500,18,1.1329,500,0,2050
2.3800,4.1000,14980,32584.2809,0.9398,39980,0,0.5000,2,1.1412,500,1,2050
2.3800,4.1000,5802,29018.2853,0.9337,55802,0,0.6000,3,1.1617,500,1,2050
2.3800,4.1000,25000,21336.7012,1.2283,4500000,0,0.5000,18,1.0737,500,0,2050
2.3800,4.1000,20925,44732.1751,0.9337,20925,0,0.6000,1,0.9337,500,1,2050
2.3800,4.1000,16475,50318.8945,0.8868,16475,0,0.4500,1,0.8868,500,1,2050
2.3800,4.1000,23682,41458.2589,0.9367,23682,0,0.4500,1,0.9367,500,1,2050
2.3800,4.1000,14261,56025.3130,0.9187,14261,0,0.5000,1,0.9187,500,1,2050
2.3800,4.1000,9671,70431.8514,0.9110,9671,0,0.5000,1,0.9110,500,1,2050
2.3800,4.1000,12402,22605.8343,0.8766,212402,0,0.5000,9,1.1742,500,1,2050
2.3800,4.1000,6388,22837.1076,0.9007,181388,0,0.6500,8,1.2037,500,1,2050
2.3800,4.1000,19154,27640.1038,0.9111,69154,0,0.6500,3,1.1595,500,1,2050
2.3800,4.1000,9107,26136.5613,0.9124,84107,0,0.6000,4,1.1475,500,1,2050
2.3800,4.1000,12250,61528.2501,0.9130,12250,0,0.4000,1,0.9130,500,1,2050
2.3800,4.1000,20277,22791.2510,0.8997,195277,0,0.4000,8,1.2199,500,1,2050
2.3800,4.1000,9316,72321.1093,0.9244,9316,0,0.6500,1,0.9244,500,1,2050
2.3800,4.1000,16583,32417.5080,0.9172,41583,0,0.4000,2,1.0740,500,1,2050
2.3800,4.1000,21155,22166.0433,0.9085,246155,0,0.6000,10,1.2632,500,1,2050
2.3800,4.1000,4819,119435.5776,0.9354,4819,0,0.4000,1,0.9354,500,1,2050
2.3800,4.1000,11809,24641.1353,0.9136,111809,0,0.4000,5,1.2039,500,1,2050
2.3800,4.1000,22339,27123.8879,0.9416,72339,0,0.4000,3,1.1112,500,1,2050
2.3800,4.1000,18346,27632.8301,0.9361,68346,0,0.5000,3,1.1314,500,1,2050
2.3800,4.1000,7698,81831.8010,0.9275,7698,0,0.5500,1,0.9275,500,1,2050
2.3800,4.1000,20802,31499.4583,0.9283,45802,0,0.4000,2,1.1080,500,1,2050
2.3800,4.1000,23588,41082.1645,0.9254,23588,0,0.5500,1,0.9254,500,1,2050
2.3800,4.1000,20702,44986.5258,0.9024,20702,0,0.4500,1,0.9024,500,1,2050
2.3800,4.1000,6091,97989.0531,0.9079,6091,0,0.4500,1,0.9079,500,1,2050
2.3800,4.1000,4991,114349.0351,0.9120,4991,0,0.5500,1,0.9120,500,1,2050
2.3800,4.1000,8472,35042.0182,0.8726,33472,0,0.4500,2,1.0831,500,1,2050
2.3800,4.1000,6832,35499.7419,0.8851,31832,0,0.6500,2,1.1067,500,1,2050
2.3800,4.1000,7412,23643.8121,0.9177,132412,0,0.5500,6,1.1880,500,1,2050
2.3800,4.1000,7416,84898.8105,0.9343,7416,0,0.5500,1,0.9343,500,1,2050
2.3800,4.1000,6709,35891.6818,0.8951,31709,0,0.4500,2,1.0919,500,1,2050
2.3800,4.1000,16271,22278.1410,0.9388,241271,0,0.5500,10,1.2346,500,1,2050
2.3800,4.1000,14023,55872.4328,0.9358,14023,0,0.5000,1,0.9358,500,1,2050
2.3800,4.1000,5748,104232.4190,0.9249,5748,0,0.5500,1,0.9249,500,1,2050
2.3800,4.1000,3993,135013.6627,0.8694,3993,0,0.6000,1,0.8694,500,1,2050
2.3800,4.1000,5164,112529.6615,0.8907,5164,0,0.4000,1,0.8907,500,1,2050
2.3800,4.1000,25000,21212.0739,1.2896,4250000,0,0.5500,17,1.1628,500,0,2050
2.3800,4.1000,5598,105428.4497,0.9081,5598,0,0.5500,1,0.9081,500,1,2050
2.3800,4.1000,15829,51455.6339,0.9136,15829,0,0.6000,1,0.9136,500,1,2050
2.3800,4.1000,16744,50626.4662,0.9309,16744,0,0.6500,1,0.9309,500,1,2050
2.3800,4.1000,23940,22005.6547,0.9427,298940,0,0.6000,12,1.1625,500,1,2050
2.3800,4.1000,15362,51183.2670,0.9059,15362,0,0.5500,1,0.9059,500,1,2050
2.3800,4.1000,3257,161129.6737,0.8921,3257,0,0.6000,1,0.8921,500,1,2050
2.3800,4.1000,4633,121814.6584,0.8961,4633,0,0.5000,1,0.8961,500,1,2050
2.3800,4.1000,9774,21681.3540,0.9395,359774,0,0.4500,15,1.2158,500,1,2050
2.3800,4.1000,18000,47923.6941,0.9135,18000,0,0.6000,1,0.9135,500,1,2050
2.3800,4.1000,21731,42717.6173,0.9143,21731,0,0.5000,1,0.9143,500,1,2050
2.3800,4.1000,18487,25738.3152,0.9297,93487,0,0.4500,4,1.1971,500,1,2050
2.3800,4.1000,25000,21446.0199,1.2125,4500000,0,0.4000,18,1.1548,500,0,2050
2.3800,4.1000,21524,25605.7643,0.8733,96524,0,0.5000,4,1.1650,500,1,2050
2.3800,4.1000,8003,79727.8991,0.8835,8003,0,0.6000,1,0.8835,500,1,2050
2.3800,4.1000,6495,94679.1074,0.9011,6495,0,0.5500,1,0.9011,500,1,2050
2.3800,4.1000,9172,73102.9462,0.8978,9172,0,0.6000,1,0.8978,500,1,2050
2.3800,4.1000,19511,27670.5467,0.9070,69511,0,0.5500,3,1.1108,500,1,2050
2.3800,4.1000,18056,47618.2567,0.9150,18056,0,0.6500,1,0.9150,500,1,2050
2.3800,4.1000,8925,74063.5407,0.9216,8925,0,0.6500,1,0.9216,500,1,2050
2.3800,4.1000,8410,78965.2742,0.9218,8410,0,0.5500,1,0.9218,500,1,2050
2.3800,4.1000,7883,80473.7934,0.9091,7883,0,0.4500,1,0.9091,500,1,2050
2.3800,4.1000,20977,43679.4247,0.9237,20977,0,0.5000,1,0.9237,500,1,2050
2.3800,4.1000,5235,108668.8262,0.8735,5235,0,0.6500,1,0.8735,500,1,2050
2.3800,4.1000,20684,31266.9431,0.9266,45684,0,0.6500,2,1.0982,500,1,2050
2.3800,4.1000,20435,44534.1565,0.9269,20435,0,0.5000,1,0.9269,500,1,2050
2.3800,4.1000,13054,33720.9629,0.8970,38054,0,0.6500,2,1.0850,500,1,2050
2.3800,4.1000,15710,32609.0157,0.9144,40710,0,0.6500,2,1.0591,500,1,2050
2.3800,4.1000,10915,65139.0265,0.9003,10915,0,0.6000,1,0.9003,500,1,2050
2.3800,4.1000,23261,42051.5824,0.9466,23261,0,0.5000,1,0.9466,500,1,2050
2.3800,4.1000,12928,58785.4799,0.9481,12928,0,0.4500,1,0.9481,500,1,2050
2.3800,4.1000,24191,26829.3849,0.9007,74191,0,0.4000,3,1.0978,500,1,2050
2.3800,4.1000,18797,27406.3438,0.9275,68797,0,0.6000,3,1.0970,500,1,2050
2.3800,4.1000,19825,45692.4620,0.9237,19825,0,0.4000,1,0.9237,500,1,2050
2.3800,4.1000,18703,31327.6589,0.9180,43703,0,0.5000,2,1.1251,500,1,2050
2.3800,4.1000,25000,21204.2963,1.3034,4500000,0,0.6500,18,1.1550,500,0,2050
2.3800,4.1000,25000,21217.2709,1.2585,4500000,0,0.4500,18,1.1700,500,0,2050
2.3800,4.1000,23538,25225.9920,0.8889,98538,0,0.6000,4,1.1792,500,1,2050
2.3800,4.1000,3433,23246.9328,0.9076,153433,0,0.6500,7,1.2072,500,1,2050
2.3800,4.1000,11305,24315.5849,0.8991,136305,0,0.6000,6,1.2270,500,1,2050
2.3800,4.1000,14428,57655.7336,0.9082,14428,0,0.4000,1,0.9082,500,1,2050
2.3800,4.1000,10446,35835.8866,0.9134,35446,0,0.6500,2,1.1201,500,1,2050
2.3800,4.1000,3540,151969.4655,0.9271,3540,0,0.5500,1,0.9271,500,1,2050
2.3800,4.1000,15339,53077.3159,0.9359,15339,0,0.5000,1,0.9359,500,1,2050
2.3800,4.1000,17422,22907.4993,0.9041,192422,0,0.6000,8,1.1953,500,1,2050
2.3800,4.1000,12133,22853.1326,0.9228,187133,0,0.6500,8,1.2200,500,1,2050
2.3800,4.1000,22588,42614.5678,0.9405,22588,0,0.4000,1,0.9405,500,1,2050
2.3800,4.1000,19809,45350.2660,0.9373,19809,0,0.5500,1,0.9373,500,1,2050
2.3800,4.1000,13927,25676.1912,0.9000,88927,0,0.5500,4,1.1211,500,1,2050
2.3800,4.1000,9243,73279.2401,0.9243,9243,0,0.4000,1,0.9243,500,1,2050
2.3800,4.1000,6666,93087.6662,0.8805,6666,0,0.4500,1,0.8805,500,1,2050
2.3800,4.1000,14362,27578.0616,0.9307,64362,0,0.4000,3,1.1639,500,1,2050
2.3800,4.1000,23164,25169.2821,0.8893,98164,0,0.4500,4,1.1839,500,1,2050
2.3800,4.1000,20149,31066.3893,0.9294,45149,0,0.5000,2,1.1028,500,1,2050
2.3800,4.1000,14262,23721.0976,0.9093,139262,0,0.4500,6,1.1677,500,1,2050
2.3800,4.1000,10295,34473.5138,0.9236,35295,0,0.4000,2,1.0860,500,1,2050
2.3800,4.1000,6832,22870.1661,0.9180,181832,0,0.6000,8,1.2277,500,1,2050
2.3800,4.1000,25000,21427.1889,0.9609,4500000,0,0.6000,18,1.0819,500,0,2050
2.3800,4.1000,13153,23073.4354,0.9395,163153,0,0.4500,7,1.2227,500,1,2050
2.3800,4.1000,10267,67897.2709,0.9154,10267,0,0.6000,1,0.9154,500,1,2050
2.3800,4.1000,25000,21344.9192,1.2032,4500000,0,0.4000,18,1.1558,500,0,2050
2.3800,4.1000,12022,25733.6147,0.8798,87022,0,0.5500,4,1.1723,500,1,2050
2.3800,4.1000,6495,95137.7373,0.8662,6495,0,0.4000,1,0.8662,500,1,2050
2.3800,4.1000,12367,28089.2821,0.8931,62367,0,0.6500,3,1.1129,500,1,2050
2.3800,4.1000,12644,59704.0404,0.9316,12644,0,0.5500,1,0.9316,500,1,2050
2.3800,4.1000,15773,21593.2553,0.9391,365773,0,0.5000,15,1.2165,500,1,2050
2.3800,4.1000,25000,21486.4040,1.3402,4500000,0,0.6500,18,1.1698,500,0,2050
2.3800,4.1000,22623,21434.7432,0.9490,397623,0,0.6500,16,1.2226,500,1,2050
2.3800,4.1000,21523,42439.2978,0.9548,21523,0,0.4000,1,0.9548,500,1,2050
2.3800,4.1000,4631,120677.6259,0.9156,4631,0,0.6000,1,0.9156,500,1,2050
2.3800,4.1000,18736,47390.8658,0.9260,18736,0,0.4000,1,0.9260,500,1,2050
2.3800,4.1000,25000,22364.5740,1.0561,4500000,0,0.4000,18,1.1414,500,0,2050
2.3800,4.1000,13182,25567.6379,0.9105,163182,0,0.6000,7,1.1584,500,1,2050
2.3800,4.1000,12599,36521.2207,0.9194,37599,0,0.4500,2,1.1268,500,1,2050
2.3800,4.1000,19259,46751.6027,0.9218,19259,0,0.6500,1,0.9218,500,1,2050
2.3800,4.1000,4641,121279.2555,0.9145,4641,0,0.4000,1,0.9145,500,1,2050
2.3800,4.1000,17795,47994.3420,0.9146,17795,0,0.5500,1,0.9146,500,1,2050
2.3800,4.1000,10484,68414.8779,0.8944,10484,0,0.4500,1,0.8944,500,1,2050
2.3800,4.1000,8429,78127.7326,0.9139,8429,0,0.4000,1,0.9139,500,1,2050
2.3800,4.1000,15939,51490.0798,0.8799,15939,0,0.4000,1,0.8799,500,1,2050
2.3800,4.1000,24044,27169.0981,0.9378,74044,0,0.5000,3,1.1357,500,1,2050
2.3800,4.1000,25000,21454.3438,1.2570,4500000,0,0.4000,18,1.1337,500,0,2050
2.3800,4.1000,6204,24660.8668,0.8692,106204,0,0.5000,5,1.1707,500,1,2050
2.3800,4.1000,18009,31498.0345,0.8905,43009,0,0.6500,2,1.1161,500,1,2050
2.3800,4.1000,10635,65976.2680,0.9109,10635,0,0.4500,1,0.9109,500,1,2050
2.3800,4.1000,6995,88322.4363,0.8894,6995,0,0.5000,1,0.8894,500,1,2050
2.3800,4.1000,15473,52688.9380,0.9338,15473,0,0.6000,1,0.9338,500,1,2050
2.3800,4.1000,3260,156308.4352,0.8949,3260,0,0.5500,1,0.8949,500,1,2050
2.3800,4.1000,18581,47113.1762,0.9393,18581,0,0.5500,1,0.9393,500,1,2050
2.3800,4.1000,25000,21253.6731,1.2867,4500000,0,0.5500,18,1.1893,500,0,2050
2.3800,4.1000,3850,141199.1216,0.9031,3850,0,0.6500,1,0.9031,500,1,2050
2.3800,4.1000,9795,69920.2048,0.9274,9795,0,0.5500,1,0.9274,500,1,2050
2.3800,4.1000,13757,28134.9375,0.9458,63757,0,0.4000,3,1.1590,500,1,2050
2.3800,4.1000,5970,99361.8198,0.9302,5970,0,0.6500,1,0.9302,500,1,2050
2.3800,4.1000,5026,114960.1658,0.8963,5026,0,0.6500,1,0.8963,500,1,2050
2.3800,4.1000,16118,32529.2819,0.9125,41118,0,0.6500,2,1.0700,500,1,2050
2.3800,4.1000,5990,22746.0838,0.9224,205990,0,0.6500,9,1.1818,500,1,2050
2.3800,4.1000,11363,64177.8108,0.9052,11363,0,0.5500,1,0.9052,500,1,2050
2.3800,4.1000,10446,34059.2157,0.8979,35446,0,0.6500,2,1.0899,500,1,2050
2.3800,4.1000,9489,21840.1472,0.9206,334489,0,0.4500,14,1.2249,500,1,2050
2.3800,4.1000,19970,45727.9008,0.9072,19970,0,0.4500,1,0.9072,500,1,2050
2.3800,4.1000,22102,22543.5607,0.9048,222102,0,0.6000,9,1.1806,500,1,2050
2.3800,4.1000,15982,22093.3003,0.9344,290982,0,0.5000,12,1.2085,500,1,2050
2.3800,4.1000,22659,31504.9272,0.9431,47659,0,0.6500,2,1.0446,500,1,2050
2.3800,4.1000,16743,33970.1419,0.8362,41743,0,0.5000,2,0.9426,500,1,2050
2.3800,4.1000,9856,30685.9138,0.9065,59856,0,0.5500,3,1.0403,500,1,2050
2.3800,4.1000,8889,28473.5036,0.9335,58889,0,0.6500,3,1.1470,500,1,2050
2.3800,4.1000,24434,39997.3194,0.8965,24434,0,0.6000,1,0.8965,500,1,2050
2.3800,4.1000,20641,22402.4638,0.9468,220641,0,0.4500,9,1.1767,500,1,2050
2.3800,4.1000,12253,60334.2827,0.8920,12253,0,0.4000,1,0.8920,500,1,2050
2.3800,4.1000,8781,75082.0481,0.9169,8781,0,0.6500,1,0.9169,500,1,2050
2.3800,4.1000,5978,24175.2229,0.8787,130978,0,0.4500,6,1.1658,500,1,2050
2.3800,4.1000,24727,40277.4006,0.9367,24727,0,0.6000,1,0.9367,500,1,2050
2.3800,4.1000,12691,59349.1100,0.8926,12691,0,0.5500,1,0.8926,500,1,2050
2.3800,4.1000,9183,72706.2890,0.9113,9183,0,0.6000,1,0.9113,500,1,2050
2.3800,4.1000,2676,37881.5010,0.9148,27676,0,0.6000,2,1.0903,500,1,2050
2.3800,4.1000,8644,22105.3208,0.9314,283644,0,0.4000,12,1.2217,500,1,2050
2.3800,4.1000,9347,72638.5741,0.9124,9347,0,0.6000,1,0.9124,500,1,2050
2.3800,4.1000,12321,60807.6289,0.9157,12321,0,0.4500,1,0.9157,500,1,2050
2.3800,4.1000,16350,32299.6423,0.9109,41350,0,0.4500,2,1.1062,500,1,2050
2.3800,4.1000,12252,33782.4937,0.9399,37252,0,0.5000,2,1.1280,500,1,2050
2.3800,4.1000,20501,24479.2505,0.9352,120501,0,0.4000,5,1.1847,500,1,2050
2.3800,4.1000,12547,22518.1980,0.9280,212547,0,0.4500,9,1.2285,500,1,2050
2.3800,4.1000,18117,25355.9919,0.8891,93117,0,0.5500,4,1.1829,500,1,2050
2.3800,4.1000,18837,45928.0532,0.8930,18837,0,0.6000,1,0.8930,500,1,2050
2.3800,4.1000,10032,33970.1544,0.8788,35032,0,0.5500,2,1.0360,500,1,2050
2.3800,4.1000,25000,21518.9406,1.2662,4500000,0,0.6500,18,1.1782,500,0,2050
2.3800,4.1000,10761,25502.9123,0.9243,110761,0,0.6000,5,0.9172,500,1,2050
2.3800,4.1000,17582,25815.7894,0.9481,142582,0,0.5500,6,1.2039,500,1,2050
2.3800,4.1000,4107,40671.5604,0.8970,29107,0,0.4000,2,1.0632,500,1,2050
2.3800,4.1000,20771,24397.5730,0.9342,120771,0,0.4000,5,1.2177,500,1,2050
2.3800,4.1000,18938,31728.3608,0.8998,43938,0,0.5500,2,1.0778,500,1,2050
2.3800,4.1000,11208,64135.2067,0.9197,11208,0,0.5000,1,0.9197,500,1,2050
2.3800,4.1000,18360,23751.1054,0.9233,143360,0,0.4000,6,1.2004,500,1,2050
2.3800,4.1000,13035,58624.9148,0.9066,13035,0,0.6000,1,0.9066,500,1,2050
2.3800,4.1000,19917,45614.7109,0.9217,19917,0,0.5000,1,0.9217,500,1,2050
2.3800,4.1000,25000,21525.6525,1.2690,4500000,0,0.5000,18,1.1779,500,0,2050
2.3800,4.1000,18615,33112.9428,0.9031,43615,0,0.4000,2,1.0676,500,1,2050
2.3800,4.1000,25000,21472.6369,1.1901,4500000,0,0.5500,18,1.1239,500,0,2050
2.3800,4.1000,9214,72468.7103,0.8845,9214,0,0.6500,1,0.8845,500,1,2050
2.3800,4.1000,12557,59785.2993,0.8983,12557,0,0.6000,1,0.8983,500,1,2050
2.3800,4.1000,17955,27625.6058,0.9106,67955,0,0.4500,3,1.1241,500,1,2050
2.3800,4.1000,22286,24077.2250,0.9331,147286,0,0.5500,6,1.1484,500,1,2050
2.3800,4.1000,15248,54381.8121,0.9290,15248,0,0.6000,1,0.9290,500,1,2050
2.3800,4.1000,12148,61773.9666,0.9093,12148,0,0.4500,1,0.9093,500,1,2050
2.3800,4.1000,21278,26466.1124,0.9221,96278,0,0.5000,4,1.1525,500,1,2050
2.3800,4.1000,7923,26316.6555,0.9327,82923,0,0.6500,4,1.1822,500,1,2050
2.3800,4.1000,6393,96051.1985,0.9043,6393,0,0.5500,1,0.9043,500,1,2050
2.3800,4.1000,12071,62069.4372,0.8993,12071,0,0.4000,1,0.8993,500,1,2050
2.3800,4.1000,15697,52139.4177,0.9208,15697,0,0.4000,1,0.9208,500,1,2050
2.3800,4.1000,9719,34707.6327,0.9314,34719,0,0.4000,2,1.0876,500,1,2050
2.3800,4.1000,5296,110123.2209,0.9004,5296,0,0.5000,1,0.9004,500,1,2050
2.3800,4.1000,20426,21623.6855,0.9140,370426,0,0.5500,15,1.1833,500,1,2050
2.3800,4.1000,11048,64633.6505,0.9130,11048,0,0.6500,1,0.9130,500,1,2050
2.3800,4.1000,19681,21794.1545,0.9464,269681,0,0.5000,11,1.2375,500,1,2050
2.3800,4.1000,23228,30828.2866,0.9420,48228,0,0.5000,2,1.1086,500,1,2050
2.3800,4.1000,6296,96190.9339,0.9197,6296,0,0.4000,1,0.9197,500,1,2050
2.3800,4.1000,14856,53891.3374,0.8710,14856,0,0.5000,1,0.8710,500,1,2050
2.3800,4.1000,7266,36040.4462,0.9081,32266,0,0.4500,2,1.0617,500,1,2050
2.3800,4.1000,10475,24626.8157,0.9244,110475,0,0.6500,5,1.1675,500,1,2050
2.3800,4.1000,6898,23695.3161,0.8980,156898,0,0.4000,7,1.2160,500,1,2050
2.3800,4.1000,12058,63230.6793,0.9001,12058,0,0.4500,1,0.9001,500,1,2050
2.3800,4.1000,23063,25125.2473,0.9280,98063,0,0.6500,4,1.2002,500,1,2050
2.3800,4.1000,9385,71803.2893,0.9264,9385,0,0.4500,1,0.9264,500,1,2050
2.3800,4.1000,7679,26298.2619,0.9104,82679,0,0.5000,4,1.1605,500,1,2050
2.3800,4.1000,7575,84116.2085,0.9243,7575,0,0.4500,1,0.9243,500,1,2050
2.3800,4.1000,11665,61624.3645,0.9083,11665,0,0.5000,1,0.9083,500,1,2050
2.3800,4.1000,9193,74217.2403,0.8599,9193,0,0.6500,1,0.8599,500,1,2050
2.3800,4.1000,18518,23589.0975,0.8952,143518,0,0.6500,6,1.1699,500,1,2050
2.3800,4.1000,24435,21977.6490,0.8898,299435,0,0.4500,12,1.1894,500,1,2050
2.3800,4.1000,24860,40987.4311,0.9343,24860,0,0.6500,1,0.9343,500,1,2050
2.3800,4.1000,7078,22644.5103,0.9292,207078,0,0.5000,9,1.1989,500,1,2050
2.3800,4.1000,22505,42951.0169,0.9089,22505,0,0.6500,1,0.9089,500,1,2050
2.3800,4.1000,7055,24849.8862,0.9274,107055,0,0.5500,5,1.1710,500,1,2050
2.3800,4.1000,5596,106034.8797,0.8708,5596,0,0.6000,1,0.8708,500,1,2050
2.3800,4.1000,7048,87409.8013,0.9033,7048,0,0.4500,1,0.9033,500,1,2050
2.3800,4.1000,19390,45813.2988,0.9033,19390,0,0.4500,1,0.9033,500,1,2050
2.3800,4.1000,22349,31322.3226,0.8335,47349,0,0.5500,2,0.9978,500,1,2050
2.3800,4.1000,6232,97761.3563,0.9164,6232,0,0.4500,1,0.9164,500,1,2050
2.3800,4.1000,5185,111987.7528,0.9061,5185,0,0.4000,1,0.9061,500,1,2050
2.3800,4.1000,12198,60421.4484,0.9160,12198,0,0.4500,1,0.9160,500,1,2050
2.3800,4.1000,23204,21890.1695,0.9334,323204,0,0.5000,13,1.2138,500,1,2050
2.3800,4.1000,8466,36178.3199,0.9069,33466,0,0.5000,2,1.0644,500,1,2050
2.3800,4.1000,16015,25152.0122,0.9251,116015,0,0.4000,5,1.1170,500,1,2050
2.3800,4.1000,5984,103518.5146,0.9085,5984,0,0.4500,1,0.9085,500,1,2050
2.3800,4.1000,3966,141320.4594,0.9091,3966,0,0.4000,1,0.9091,500,1,2050
2.3800,4.1000,6339,94748.8673,0.8724,6339,0,0.6000,1,0.8724,500,1,2050
2.3800,4.1000,6418,95987.9980,0.9178,6418,0,0.4000,1,0.9178,500,1,2050
2.3800,4.1000,25000,21485.8759,1.2209,4500000,0,0.6500,18,1.1107,500,0,2050
2.3800,4.1000,8029,83363.7724,0.9231,8029,0,0.4500,1,0.9231,500,1,2050
2.3800,4.1000,14192,57186.6976,0.9195,14192,0,0.6500,1,0.9195,500,1,2050
2.3800,4.1000,23386,26888.8914,0.9185,98386,0,0.6500,4,1.1939,500,1,2050
2.3800,4.1000,13883,59541.0133,0.9062,13883,0,0.5500,1,0.9062,500,1,2050
2.3800,4.1000,17023,24931.3373,0.9237,167023,0,0.4500,7,1.1903,500,1,2050
2.3800,4.1000,10558,28532.2152,0.9123,60558,0,0.4000,3,1.1651,500,1,2050
2.3800,4.1000,25000,21686.9630,1.3422,4500000,0,0.6500,18,1.2103,500,0,2050
2.3800,4.1000,19408,23480.8450,0.9221,394408,0,0.6000,16,1.2050,500,1,2050
2.3800,4.1000,9386,38321.7902,0.9287,34386,0,0.5500,2,1.1099,500,1,2050
2.3800,4.1000,6936,38944.9569,0.9367,31936,0,0.5500,2,1.1321,500,1,2050
2.3800,4.1000,20393,49262.1218,0.9184,20393,0,0.5000,1,0.9184,500,1,2050
2.3800,4.1000,25000,23582.8371,1.2515,4750000,0,0.6000,19,1.1532,500,0,2050
2.3800,4.1000,17005,23360.3019,0.9277,417005,0,0.4000,17,1.2472,500,1,2050
2.3800,4.1000,19295,46563.6418,0.8974,19295,0,0.6000,1,0.8974,500,1,2050
2.3800,4.1000,15547,27799.2089,0.9391,65547,0,0.5000,3,1.1846,500,1,2050
2.3800,4.1000,21373,31363.7365,0.9308,46373,0,0.4000,2,1.0669,500,1,2050
2.3800,4.1000,18528,48150.8084,0.9314,18528,0,0.4000,1,0.9314,500,1,2050
2.3800,4.1000,15342,52797.2434,0.9126,15342,0,0.6000,1,0.9126,500,1,2050
2.3800,4.1000,7090,83674.0397,0.8872,7090,0,0.5500,1,0.8872,500,1,2050
2.3800,4.1000,10968,23295.0151,0.9028,160968,0,0.5500,7,1.2279,500,1,2050
2.3800,4.1000,11975,61570.5486,0.8943,11975,0,0.4500,1,0.8943,500,1,2050
2.3800,4.1000,25000,21197.8792,1.2549,4500000,0,0.4000,18,1.1043,500,0,2050
2.3800,4.1000,25000,21279.6978,1.1706,4500000,0,0.4500,18,1.1230,500,0,2050
2.3800,4.1000,23976,26880.2045,0.9150,73976,0,0.5500,3,1.1615,500,1,2050
2.3800,4.1000,12144,60828.5964,0.9081,12144,0,0.5000,1,0.9081,500,1,2050
2.3800,4.1000,6812,84753.1130,0.9069,6812,0,0.4500,1,0.9069,500,1,2050
2.3800,4.1000,21278,30187.4295,0.9121,46278,0,0.5000,2,1.1290,500,1,2050
