cb,ratio,flips,flipsPerSecond,lastRunEntropy,totalFlips,earlyRestarts,minEntropy,tries,entropy,variables,sat,clauses
2.3800,4.1000,10318,68563.5814,0.9064,10318,0,0.6500,1,0.9064,500,1,2050
2.3800,4.1000,19791,42908.4245,0.9332,19791,0,0.5000,1,0.9332,500,1,2050
2.3800,4.1000,17048,49660.2007,0.8934,17048,0,0.6000,1,0.8934,500,1,2050
2.3800,4.1000,23981,40825.0661,0.9178,23981,0,0.6000,1,0.9178,500,1,2050
2.3800,4.1000,9618,70340.7085,0.9095,9618,0,0.6500,1,0.9095,500,1,2050
2.3800,4.1000,9544,73369.7245,0.9265,9544,0,0.5500,1,0.9265,500,1,2050
2.3800,4.1000,13800,56286.2194,0.9336,13800,0,0.5000,1,0.9336,500,1,2050
2.3800,4.1000,16795,50698.5651,0.9151,16795,0,0.4000,1,0.9151,500,1,2050
2.3800,4.1000,8065,78216.4573,0.9202,8065,0,0.6000,1,0.9202,500,1,2050
2.3800,4.1000,21699,24868.8467,0.9185,96699,0,0.6500,4,1.1561,500,1,2050
2.3800,4.1000,7589,21817.6146,0.9234,332589,0,0.6500,14,1.2092,500,1,2050
2.3800,4.1000,11224,65500.6834,0.9176,11224,0,0.5000,1,0.9176,500,1,2050
2.3800,4.1000,25000,21579.1505,1.1157,4500000,0,0.6000,18,1.0117,500,0,2050
2.3800,4.1000,9636,34594.8293,0.8844,34636,0,0.6000,2,1.0811,500,1,2050
2.3800,4.1000,18011,27814.6583,0.9365,68011,0,0.6500,3,1.1491,500,1,2050
2.3800,4.1000,8355,79208.6944,0.8984,8355,0,0.6000,1,0.8984,500,1,2050
2.3800,4.1000,8469,79180.8867,0.8982,8469,0,0.4500,1,0.8982,500,1,2050
2.3800,4.1000,16281,31669.9512,0.9368,41281,0,0.6500,2,1.0843,500,1,2050
2.3800,4.1000,9963,70207.0758,0.9041,9963,0,0.6500,1,0.9041,500,1,2050
2.3800,4.1000,12349,33426.3174,0.9051,37349,0,0.6500,2,1.0811,500,1,2050
2.3800,4.1000,17821,31921.6241,0.9381,42821,0,0.6000,2,1.1505,500,1,2050
2.3800,4.1000,25000,21470.5009,1.1649,4500000,0,0.5000,18,1.1457,500,0,2050
2.3800,4.1000,24071,22591.2861,0.9235,224071,0,0.5500,9,1.1779,500,1,2050
2.3800,4.1000,10198,34312.7484,0.9078,35198,0,0.4500,2,1.0242,500,1,2050
2.3800,4.1000,9150,74835.0883,0.9014,9150,0,0.6000,1,0.9014,500,1,2050
2.3800,4.1000,7081,69543.0552,0.9136,7081,0,0.5500,1,0.9136,500,1,2050
2.3800,4.1000,19187,24319.2131,0.9128,119187,0,0.4500,5,1.2387,500,1,2050
2.3800,4.1000,14185,54834.9026,0.9139,14185,0,0.5000,1,0.9139,500,1,2050
2.3800,4.1000,13123,57544.4492,0.8723,13123,0,0.6000,1,0.8723,500,1,2050
2.3800,4.1000,25000,21386.9467,1.2658,4500000,0,0.4500,18,1.1714,500,0,2050
2.3800,4.1000,20228,23607.3474,0.9344,145228,0,0.6000,6,1.1692,500,1,2050
2.3800,4.1000,15495,52964.0647,0.9131,15495,0,0.6500,1,0.9131,500,1,2050
2.3800,4.1000,5926,101101.5969,0.8849,5926,0,0.5000,1,0.8849,500,1,2050
2.3800,4.1000,7102,34028.1105,0.9193,32102,0,0.5500,2,1.1148,500,1,2050
2.3800,4.1000,9425,34655.4423,0.9234,34425,0,0.4000,2,1.1067,500,1,2050
2.3800,4.1000,13153,26005.8360,0.9213,88153,0,0.5500,4,1.0648,500,1,2050
2.3800,4.1000,18801,27458.2617,0.9379,68801,0,0.5000,3,1.1630,500,1,2050
2.3800,4.1000,24901,39947.5974,0.8886,24901,0,0.5000,1,0.8886,500,1,2050
2.3800,4.1000,16406,51013.5486,0.9035,16406,0,0.5000,1,0.9035,500,1,2050
2.3800,4.1000,16736,23100.1059,0.9421,166736,0,0.4500,7,1.1517,500,1,2050
2.3800,4.1000,6765,92337.0813,0.8958,6765,0,0.6500,1,0.8958,500,1,2050
2.3800,4.1000,25000,21223.8536,1.1666,4250000,0,0.4000,17,1.1238,500,0,2050
2.3800,4.1000,18688,31848.2015,0.9402,43688,0,0.6000,2,1.1037,500,1,2050
2.3800,4.1000,15161,52833.9908,0.9285,15161,0,0.4000,1,0.9285,500,1,2050
2.3800,4.1000,16374,25712.5548,0.8771,91374,0,0.6500,4,1.1752,500,1,2050
2.3800,4.1000,24370,25072.4007,0.9293,99370,0,0.4500,4,1.2077,500,1,2050
2.3800,4.1000,9514,34369.0419,0.9304,34514,0,0.6000,2,1.1185,500,1,2050
2.3800,4.1000,17568,23553.2779,0.9213,142568,0,0.5500,6,1.2119,500,1,2050
2.3800,4.1000,9910,23398.1990,0.9037,159910,0,0.6000,7,1.1919,500,1,2050
2.3800,4.1000,14949,49452.8288,0.8848,14949,0,0.6500,1,0.8848,500,1,2050
2.3800,4.1000,14261,32623.6421,0.9263,39261,0,0.4500,2,1.0691,500,1,2050
2.3800,4.1000,5185,29232.4469,0.9083,55185,0,0.6000,3,1.1665,500,1,2050
2.3800,4.1000,13235,28118.9352,0.9274,63235,0,0.6000,3,0.9958,500,1,2050
2.3800,4.1000,7468,84242.6870,0.8802,7468,0,0.6000,1,0.8802,500,1,2050
2.3800,4.1000,6570,93204.5249,0.9069,6570,0,0.5500,1,0.9069,500,1,2050
2.3800,4.1000,15253,52346.3687,0.9142,15253,0,0.5500,1,0.9142,500,1,2050
2.3800,4.1000,14677,27955.9997,0.9217,64677,0,0.4000,3,1.1579,500,1,2050
2.3800,4.1000,11970,62612.9020,0.9312,11970,0,0.5500,1,0.9312,500,1,2050
2.3800,4.1000,24982,40119.9356,0.9277,24982,0,0.5500,1,0.9277,500,1,2050
2.3800,4.1000,19118,46546.9206,0.9466,19118,0,0.4500,1,0.9466,500,1,2050
2.3800,4.1000,4377,122964.1151,0.9247,4377,0,0.6500,1,0.9247,500,1,2050
2.3800,4.1000,11182,64238.4415,0.9351,11182,0,0.6000,1,0.9351,500,1,2050
2.3800,4.1000,5335,110509.8692,0.9223,5335,0,0.6000,1,0.9223,500,1,2050
2.3800,4.1000,7844,81289.2014,0.9170,7844,0,0.6500,1,0.9170,500,1,2050
2.3800,4.1000,17746,48276.4140,0.9313,17746,0,0.4500,1,0.9313,500,1,2050
2.3800,4.1000,15654,49965.2135,0.9101,15654,0,0.5500,1,0.9101,500,1,2050
2.3800,4.1000,13191,23838.8398,0.8889,138191,0,0.4000,6,1.2110,500,1,2050
2.3800,4.1000,12067,61326.1794,0.9365,12067,0,0.5500,1,0.9365,500,1,2050
2.3800,4.1000,23683,41467.2522,0.9337,23683,0,0.4000,1,0.9337,500,1,2050
2.3800,4.1000,24085,27240.0139,0.9206,74085,0,0.5000,3,1.0980,500,1,2050
2.3800,4.1000,8331,79008.1543,0.8890,8331,0,0.5500,1,0.8890,500,1,2050
2.3800,4.1000,21782,27160.0700,0.9330,71782,0,0.5500,3,1.1419,500,1,2050
2.3800,4.1000,25000,21577.5941,1.0744,4500000,0,0.4000,18,1.1768,500,0,2050
2.3800,4.1000,24588,23953.3500,0.8580,124588,0,0.4000,5,1.1892,500,1,2050
2.3800,4.1000,7211,35563.7454,0.8826,32211,0,0.6500,2,1.0671,500,1,2050
2.3800,4.1000,5971,28745.7095,0.9341,55971,0,0.4000,3,1.1941,500,1,2050
2.3800,4.1000,25000,21192.1879,1.1741,4500000,0,0.5000,18,1.1154,500,0,2050
2.3800,4.1000,25000,21220.5939,1.2640,4500000,0,0.5500,18,1.1913,500,0,2050
2.3800,4.1000,14528,32948.3274,0.9158,39528,0,0.4500,2,1.0904,500,1,2050
2.3800,4.1000,17807,27640.3918,0.9245,67807,0,0.6000,3,1.1928,500,1,2050
2.3800,4.1000,6999,35693.0892,0.8758,31999,0,0.6500,2,1.0911,500,1,2050
2.3800,4.1000,25000,21174.6258,1.2531,4250000,0,0.6500,17,1.1817,500,0,2050
2.3800,4.1000,5927,99494.0360,0.9183,5927,0,0.4500,1,0.9183,500,1,2050
2.3800,4.1000,23800,40968.8134,0.8780,23800,0,0.4000,1,0.8780,500,1,2050
2.3800,4.1000,5107,112055.1931,0.9199,5107,0,0.5500,1,0.9199,500,1,2050
2.3800,4.1000,24864,40214.1632,0.8613,24864,0,0.6500,1,0.8613,500,1,2050
2.3800,4.1000,20088,22515.2912,0.9323,220088,0,0.5000,9,1.1764,500,1,2050
2.3800,4.1000,10913,33912.5253,0.9076,35913,0,0.6500,2,1.0801,500,1,2050
2.3800,4.1000,15003,53918.9923,0.8946,15003,0,0.4000,1,0.8946,500,1,2050
2.3800,4.1000,12971,24541.4008,0.9287,112971,0,0.4500,5,1.1550,500,1,2050
2.3800,4.1000,8985,28511.2030,0.9251,58985,0,0.5500,3,1.1402,500,1,2050
2.3800,4.1000,9564,68855.4219,0.8814,9564,0,0.5500,1,0.8814,500,1,2050
2.3800,4.1000,16874,21709.4321,0.9312,366874,0,0.5000,15,1.2226,500,1,2050
2.3800,4.1000,23383,42129.4674,0.9129,23383,0,0.4500,1,0.9129,500,1,2050
2.3800,4.1000,24771,25215.4927,0.9100,99771,0,0.6500,4,1.1554,500,1,2050
2.3800,4.1000,6545,94321.1810,0.9103,6545,0,0.5500,1,0.9103,500,1,2050
2.3800,4.1000,7923,28836.9906,0.9224,57923,0,0.5000,3,1.2008,500,1,2050
2.3800,4.1000,17731,25603.4180,0.9202,92731,0,0.6000,4,1.1559,500,1,2050
2.3800,4.1000,15580,51879.3241,0.9261,15580,0,0.5000,1,0.9261,500,1,2050
2.3800,4.1000,15246,52572.1468,0.8927,15246,0,0.6000,1,0.8927,500,1,2050
2.3800,4.1000,22517,23216.9156,0.9439,172517,0,0.4000,7,1.1837,500,1,2050
2.3800,4.1000,9714,70701.4097,0.9214,9714,0,0.4000,1,0.9214,500,1,2050
2.3800,4.1000,13739,28017.1903,0.9220,63739,0,0.5500,3,1.0870,500,1,2050
2.3800,4.1000,21227,21876.1898,0.9299,321227,0,0.4500,13,1.2092,500,1,2050
2.3800,4.1000,22756,42320.3304,0.9120,22756,0,0.6500,1,0.9120,500,1,2050
2.3800,4.1000,23993,21611.7409,0.9334,373993,0,0.6500,15,1.1810,500,1,2050
2.3800,4.1000,19432,23689.8022,0.9047,144432,0,0.4500,6,1.1465,500,1,2050
2.3800,4.1000,18100,25909.4227,0.9421,93100,0,0.5500,4,1.1539,500,1,2050
2.3800,4.1000,11167,23337.3258,0.9182,161167,0,0.5000,7,1.1567,500,1,2050
2.3800,4.1000,14052,55029.4421,0.9276,14052,0,0.5500,1,0.9276,500,1,2050
2.3800,4.1000,13825,55106.4296,0.8951,13825,0,0.4000,1,0.8951,500,1,2050
2.3800,4.1000,24111,24543.7537,0.9487,124111,0,0.5000,5,1.1991,500,1,2050
2.3800,4.1000,5886,102286.3660,0.9300,5886,0,0.4500,1,0.9300,500,1,2050
2.3800,4.1000,25000,21436.1278,1.1924,4500000,0,0.6500,18,1.1565,500,0,2050
2.3800,4.1000,5391,110030.1883,0.9096,5391,0,0.5500,1,0.9096,500,1,2050
2.3800,4.1000,21726,43876.7790,0.9479,21726,0,0.4500,1,0.9479,500,1,2050
2.3800,4.1000,25000,21483.0217,1.2167,4500000,0,0.6500,18,1.1155,500,0,2050
2.3800,4.1000,9267,23193.6924,0.8642,159267,0,0.6000,7,1.2301,500,1,2050
2.3800,4.1000,23605,41325.1145,0.9309,23605,0,0.5500,1,0.9309,500,1,2050
2.3800,4.1000,3743,146418.6617,0.9225,3743,0,0.6000,1,0.9225,500,1,2050
2.3800,4.1000,11027,65229.5040,0.9261,11027,0,0.5000,1,0.9261,500,1,2050
2.3800,4.1000,8556,75745.2082,0.9100,8556,0,0.6000,1,0.9100,500,1,2050
2.3800,4.1000,6686,29230.3498,0.9153,56686,0,0.5500,3,1.1318,500,1,2050
2.3800,4.1000,25000,21471.1296,1.3006,4500000,0,0.4500,18,1.1855,500,0,2050
2.3800,4.1000,12947,58755.6546,0.9363,12947,0,0.5500,1,0.9363,500,1,2050
2.3800,4.1000,24943,27164.9388,0.9324,74943,0,0.4000,3,1.0852,500,1,2050
2.3800,4.1000,21067,44631.8402,0.9150,21067,0,0.4000,1,0.9150,500,1,2050
2.3800,4.1000,24799,39950.2754,0.9115,24799,0,0.4500,1,0.9115,500,1,2050
2.3800,4.1000,19298,32122.5110,0.9445,44298,0,0.6500,2,1.0569,500,1,2050
2.3800,4.1000,7578,84065.3685,0.8955,7578,0,0.5000,1,0.8955,500,1,2050
2.3800,4.1000,5268,110399.1692,0.9003,5268,0,0.4500,1,0.9003,500,1,2050
2.3800,4.1000,15725,25561.7875,0.9370,90725,0,0.4500,4,1.1610,500,1,2050
2.3800,4.1000,19239,21604.8597,0.9255,344239,0,0.6500,14,1.1981,500,1,2050
2.3800,4.1000,5584,105146.2158,0.8779,5584,0,0.4000,1,0.8779,500,1,2050
2.3800,4.1000,2910,175099.3560,0.8982,2910,0,0.6500,1,0.8982,500,1,2050
2.3800,4.1000,18559,25450.3804,0.9438,93559,0,0.4000,4,1.1779,500,1,2050
2.3800,4.1000,8274,79434.5555,0.9314,8274,0,0.4000,1,0.9314,500,1,2050
2.3800,4.1000,16376,27660.1871,0.9270,66376,0,0.5000,3,1.1284,500,1,2050
2.3800,4.1000,25000,21289.9423,1.2305,4500000,0,0.4500,18,1.2184,500,0,2050
2.3800,4.1000,24554,21256.1261,0.9324,424554,0,0.4500,17,1.2666,500,1,2050
2.3800,4.1000,24402,30136.2035,0.9132,49402,0,0.4000,2,1.0440,500,1,2050
2.3800,4.1000,25000,21240.0650,1.1989,4500000,0,0.4000,18,1.0636,500,0,2050
2.3800,4.1000,12765,59023.8321,0.9237,12765,0,0.4000,1,0.9237,500,1,2050
2.3800,4.1000,24234,24312.7894,0.9347,124234,0,0.4000,5,1.2449,500,1,2050
2.3800,4.1000,14358,32814.6458,0.9240,39358,0,0.6500,2,1.0670,500,1,2050
2.3800,4.1000,20342,23836.3397,0.9341,145342,0,0.6500,6,1.2036,500,1,2050
2.3800,4.1000,20130,23675.6492,0.9360,145130,0,0.4000,6,1.1661,500,1,2050
2.3800,4.1000,9457,34656.9060,0.9307,34457,0,0.4500,2,1.0354,500,1,2050
2.3800,4.1000,10993,23878.0922,0.8939,135993,0,0.5000,6,1.1883,500,1,2050
2.3800,4.1000,6147,97818.8335,0.9131,6147,0,0.5500,1,0.9131,500,1,2050
2.3800,4.1000,9553,33999.5612,0.9143,34553,0,0.4000,2,1.1083,500,1,2050
2.3800,4.1000,4725,37438.2642,0.9226,29725,0,0.4000,2,1.1142,500,1,2050
2.3800,4.1000,17696,22842.2068,0.9581,192696,0,0.5500,8,1.1769,500,1,2050
2.3800,4.1000,25000,21347.3865,1.2042,4500000,0,0.5000,18,1.1820,500,0,2050
2.3800,4.1000,10501,66992.9374,0.9296,10501,0,0.4500,1,0.9296,500,1,2050
2.3800,4.1000,3918,138956.2525,0.8866,3918,0,0.5000,1,0.8866,500,1,2050
2.3800,4.1000,25000,21473.8103,1.2133,4500000,0,0.6000,18,1.1196,500,0,2050
2.3800,4.1000,25000,21513.6749,1.1997,4500000,0,0.5000,18,1.1565,500,0,2050
2.3800,4.1000,8104,22717.5316,0.9079,208104,0,0.4500,9,1.1861,500,1,2050
2.3800,4.1000,23190,30665.2593,0.9243,48190,0,0.5500,2,1.0593,500,1,2050
2.3800,4.1000,3705,145277.4160,0.8990,3705,0,0.6500,1,0.8990,500,1,2050
2.3800,4.1000,16447,27924.6907,0.9251,66447,0,0.5000,3,1.0978,500,1,2050
2.3800,4.1000,6551,93497.3636,0.8996,6551,0,0.6500,1,0.8996,500,1,2050
2.3800,4.1000,2802,180066.8627,0.8822,2802,0,0.5000,1,0.8822,500,1,2050
2.3800,4.1000,9385,35075.6589,0.9129,34385,0,0.6000,2,1.0900,500,1,2050
2.3800,4.1000,10332,67787.8011,0.9173,10332,0,0.5500,1,0.9173,500,1,2050
2.3800,4.1000,3030,169434.9558,0.9018,3030,0,0.5500,1,0.9018,500,1,2050
2.3800,4.1000,10944,65421.7885,0.9457,10944,0,0.4500,1,0.9457,500,1,2050
2.3800,4.1000,1058,39373.7881,0.8937,26058,0,0.6500,2,1.0785,500,1,2050
2.3800,4.1000,5883,100936.1632,0.8928,5883,0,0.6000,1,0.8928,500,1,2050
2.3800,4.1000,14096,55299.2447,0.9233,14096,0,0.4000,1,0.9233,500,1,2050
2.3800,4.1000,15550,52682.6805,0.9093,15550,0,0.6500,1,0.9093,500,1,2050
2.3800,4.1000,9273,73385.6741,0.8883,9273,0,0.5500,1,0.8883,500,1,2050
2.3800,4.1000,25000,21496.7082,1.3132,4500000,0,0.5000,18,1.1953,500,0,2050
2.3800,4.1000,25000,21399.6279,1.3501,4500000,0,0.4000,18,1.2024,500,0,2050
2.3800,4.1000,19075,46588.6498,0.9308,19075,0,0.5000,1,0.9308,500,1,2050
2.3800,4.1000,8314,22695.6576,0.8986,208314,0,0.6000,9,1.2196,500,1,2050
2.3800,4.1000,5361,108419.2294,0.9040,5361,0,0.4500,1,0.9040,500,1,2050
2.3800,4.1000,20116,31281.4590,0.9405,45116,0,0.4000,2,0.9264,500,1,2050
2.3800,4.1000,17583,49024.5238,0.9391,17583,0,0.6500,1,0.9391,500,1,2050
2.3800,4.1000,18798,46359.6199,0.9222,18798,0,0.5500,1,0.9222,500,1,2050
2.3800,4.1000,9085,74388.8393,0.8966,9085,0,0.6500,1,0.8966,500,1,2050
2.3800,4.1000,10066,23192.8072,0.9159,160066,0,0.4000,7,1.1971,500,1,2050
2.3800,4.1000,10809,23789.1476,0.9339,135809,0,0.6000,6,1.1625,500,1,2050
2.3800,4.1000,21086,44698.8792,0.9112,21086,0,0.4500,1,0.9112,500,1,2050
2.3800,4.1000,12590,26090.0038,0.9482,87590,0,0.6500,4,1.1303,500,1,2050
2.3800,4.1000,6558,94027.3788,0.8971,6558,0,0.5500,1,0.8971,500,1,2050
2.3800,4.1000,4238,130037.5272,0.9169,4238,0,0.4500,1,0.9169,500,1,2050
2.3800,4.1000,24579,40652.3550,0.9048,24579,0,0.6500,1,0.9048,500,1,2050
2.3800,4.1000,14783,24045.6152,0.9278,139783,0,0.4500,6,1.1907,500,1,2050
2.3800,4.1000,25000,21536.9700,1.1809,4500000,0,0.4000,18,1.1139,500,0,2050
2.3800,4.1000,7693,24197.0900,0.9215,132693,0,0.6000,6,1.1716,500,1,2050
2.3800,4.1000,23867,24471.3686,0.9291,123867,0,0.6500,5,1.1640,500,1,2050
2.3800,4.1000,7475,84853.3164,0.9243,7475,0,0.4000,1,0.9243,500,1,2050
2.3800,4.1000,25000,21389.9323,1.0646,4500000,0,0.4000,18,1.1087,500,0,2050
2.3800,4.1000,19503,45738.1346,0.9150,19503,0,0.4000,1,0.9150,500,1,2050
2.3800,4.1000,8426,77664.6804,0.8950,8426,0,0.5000,1,0.8950,500,1,2050
2.3800,4.1000,13112,23299.7966,0.9122,163112,0,0.5500,7,1.1990,500,1,2050
2.3800,4.1000,17321,21471.8586,0.8871,392321,0,0.6500,16,1.2079,500,1,2050
2.3800,4.1000,11619,34237.4814,0.9270,36619,0,0.6500,2,1.1078,500,1,2050
2.3800,4.1000,5741,29412.7078,0.8962,55741,0,0.5000,3,1.1156,500,1,2050
2.3800,4.1000,24743,40792.1938,0.9308,24743,0,0.5500,1,0.9308,500,1,2050
2.3800,4.1000,8851,76124.3674,0.9286,8851,0,0.6000,1,0.9286,500,1,2050
2.3800,4.1000,25000,21619.3424,1.1617,4500000,0,0.5500,18,1.0897,500,0,2050
2.3800,4.1000,7093,89746.1307,0.9209,7093,0,0.6000,1,0.9209,500,1,2050
2.3800,4.1000,18709,24572.1618,0.9547,118709,0,0.6000,5,1.1423,500,1,2050
2.3800,4.1000,22015,43176.4549,0.9327,22015,0,0.5000,1,0.9327,500,1,2050
2.3800,4.1000,22475,43143.6092,0.9375,22475,0,0.5000,1,0.9375,500,1,2050
2.3800,4.1000,13989,24914.7435,0.9104,113989,0,0.6000,5,1.0972,500,1,2050
2.3800,4.1000,10552,28502.4149,0.8315,60552,0,0.6000,3,1.0599,500,1,2050
2.3800,4.1000,18015,47826.8360,0.9001,18015,0,0.6500,1,0.9001,500,1,2050
2.3800,4.1000,4874,116945.6870,0.9297,4874,0,0.4000,1,0.9297,500,1,2050
2.3800,4.1000,1911,243794.4183,0.8961,1911,0,0.5000,1,0.8961,500,1,2050
2.3800,4.1000,22811,27342.1691,0.9220,72811,0,0.6500,3,1.1399,500,1,2050
2.3800,4.1000,10796,28700.2850,0.9252,60796,0,0.5500,3,1.1034,500,1,2050
2.3800,4.1000,11230,33737.3886,0.9315,36230,0,0.4500,2,1.0456,500,1,2050
2.3800,4.1000,6903,90531.8554,0.9149,6903,0,0.4500,1,0.9149,500,1,2050
2.3800,4.1000,15677,22833.6359,0.9025,190677,0,0.4500,8,1.2601,500,1,2050
2.3800,4.1000,11915,62760.0189,0.9083,11915,0,0.4000,1,0.9083,500,1,2050
2.3800,4.1000,16625,27713.1922,0.9379,66625,0,0.6500,3,1.0780,500,1,2050
2.3800,4.1000,13125,25957.8589,0.9171,88125,0,0.4500,4,1.1505,500,1,2050
2.3800,4.1000,6162,99125.1856,0.9270,6162,0,0.5500,1,0.9270,500,1,2050
2.3800,4.1000,10125,68333.2876,0.9203,10125,0,0.5000,1,0.9203,500,1,2050
2.3800,4.1000,14203,54952.9740,0.9134,14203,0,0.4500,1,0.9134,500,1,2050
2.3800,4.1000,15438,22104.2696,0.9339,265438,0,0.4000,11,1.1325,500,1,2050
2.3800,4.1000,5963,26613.8460,0.9248,80963,0,0.5500,4,1.1929,500,1,2050
2.3800,4.1000,12562,60236.8184,0.9247,12562,0,0.5000,1,0.9247,500,1,2050
2.3800,4.1000,11699,24062.1479,0.8918,136699,0,0.6500,6,1.1874,500,1,2050
2.3800,4.1000,16966,27873.8098,0.8362,66966,0,0.5500,3,1.1347,500,1,2050
2.3800,4.1000,22115,43016.3628,0.9420,22115,0,0.5500,1,0.9420,500,1,2050
2.3800,4.1000,19785,45799.2142,0.9219,19785,0,0.5500,1,0.9219,500,1,2050
2.3800,4.1000,18147,22997.3550,0.9122,193147,0,0.5000,8,1.1762,500,1,2050
2.3800,4.1000,25000,21480.0907,1.1853,4500000,0,0.5500,18,1.1603,500,0,2050
2.3800,4.1000,11816,28093.8059,0.9206,61816,0,0.4000,3,1.1408,500,1,2050
2.3800,4.1000,25000,21344.1871,1.2514,4500000,0,0.4000,18,1.0955,500,0,2050
2.3800,4.1000,19758,45559.5134,0.8952,19758,0,0.4000,1,0.8952,500,1,2050
2.3800,4.1000,9375,71837.4505,0.8996,9375,0,0.6500,1,0.8996,500,1,2050
2.3800,4.1000,7757,83242.9969,0.9254,7757,0,0.6500,1,0.9254,500,1,2050
2.3800,4.1000,9745,23935.0943,0.9353,134745,0,0.5000,6,1.1667,500,1,2050
2.3800,4.1000,12690,33649.4470,0.9282,37690,0,0.6000,2,1.1071,500,1,2050
2.3800,4.1000,5508,108460.9362,0.8719,5508,0,0.5000,1,0.8719,500,1,2050
2.3800,4.1000,13949,28114.7149,0.9095,63949,0,0.6500,3,1.1549,500,1,2050
2.3800,4.1000,3991,138805.6346,0.8627,3991,0,0.6500,1,0.8627,500,1,2050
2.3800,4.1000,3535,38017.2792,0.9033,28535,0,0.6000,2,1.1280,500,1,2050
2.3800,4.1000,21727,31194.0666,0.8934,46727,0,0.5500,2,1.0360,500,1,2050
2.3800,4.1000,4954,116409.8839,0.8779,4954,0,0.5000,1,0.8779,500,1,2050
2.3800,4.1000,5166,110496.2377,0.9071,5166,0,0.5000,1,0.9071,500,1,2050
2.3800,4.1000,12670,21610.8795,0.8903,337670,0,0.5000,14,1.2245,500,1,2050
2.3800,4.1000,18247,48719.9545,0.8981,18247,0,0.4000,1,0.8981,500,1,2050
2.3800,4.1000,6951,89762.8181,0.8838,6951,0,0.5000,1,0.8838,500,1,2050
2.3800,4.1000,21081,44255.9490,0.9249,21081,0,0.6000,1,0.9249,500,1,2050
2.3800,4.1000,15261,52702.4013,0.9119,15261,0,0.6500,1,0.9119,500,1,2050
2.3800,4.1000,15907,27805.5628,0.9078,65907,0,0.5000,3,1.1356,500,1,2050
2.3800,4.1000,7860,82304.9533,0.9037,7860,0,0.4000,1,0.9037,500,1,2050
2.3800,4.1000,13643,56273.9030,0.9167,13643,0,0.5500,1,0.9167,500,1,2050
2.3800,4.1000,3993,136935.6790,0.9096,3993,0,0.4500,1,0.9096,500,1,2050
2.3800,4.1000,7504,85057.8498,0.8910,7504,0,0.4500,1,0.8910,500,1,2050
2.3800,4.1000,21445,43482.6604,0.9176,21445,0,0.5500,1,0.9176,500,1,2050
2.3800,4.1000,11950,28176.1721,0.9338,61950,0,0.5000,3,1.1116,500,1,2050
2.3800,4.1000,18790,27391.0979,0.9348,68790,0,0.5000,3,1.1611,500,1,2050
2.3800,4.1000,11796,28349.5802,0.9170,61796,0,0.5500,3,1.1497,500,1,2050
2.3800,4.1000,4833,29232.5302,0.8777,54833,0,0.5500,3,1.1485,500,1,2050
2.3800,4.1000,13733,23581.3564,0.9372,138733,0,0.6000,6,1.1820,500,1,2050
2.3800,4.1000,6261,35863.2063,0.8953,31261,0,0.5500,2,1.0357,500,1,2050
2.3800,4.1000,20674,22796.6811,0.9365,195674,0,0.5000,8,1.2241,500,1,2050
2.3800,4.1000,14648,54427.0175,0.9027,14648,0,0.4000,1,0.9027,500,1,2050
2.3800,4.1000,2901,37854.7409,0.9028,27901,0,0.5000,2,1.0982,500,1,2050
2.3800,4.1000,12188,28110.2923,0.9492,62188,0,0.5500,3,1.1976,500,1,2050
2.3800,4.1000,23290,42110.0588,0.9300,23290,0,0.6500,1,0.9300,500,1,2050
2.3800,4.1000,12443,59677.0297,0.9269,12443,0,0.4500,1,0.9269,500,1,2050
2.3800,4.1000,6578,24144.0685,0.9068,131578,0,0.4000,6,1.1752,500,1,2050
2.3800,4.1000,16185,32309.0094,0.9238,41185,0,0.5500,2,1.0787,500,1,2050
2.3800,4.1000,15750,27955.7178,0.9441,65750,0,0.6000,3,1.0730,500,1,2050
2.3800,4.1000,22050,25481.1679,0.9463,97050,0,0.6000,4,1.1364,500,1,2050
2.3800,4.1000,22954,24414.8805,0.9345,122954,0,0.6500,5,1.2021,500,1,2050
2.3800,4.1000,9646,70889.3454,0.9001,9646,0,0.4000,1,0.9001,500,1,2050
2.3800,4.1000,2288,211593.6285,0.9112,2288,0,0.5500,1,0.9112,500,1,2050
2.3800,4.1000,23053,26966.2309,0.9404,73053,0,0.6500,3,1.1429,500,1,2050
2.3800,4.1000,18321,47393.7538,0.9010,18321,0,0.4500,1,0.9010,500,1,2050
2.3800,4.1000,10922,65223.7272,0.9384,10922,0,0.5000,1,0.9384,500,1,2050
2.3800,4.1000,21267,25411.1382,0.8889,96267,0,0.5500,4,1.1621,500,1,2050
2.3800,4.1000,17010,49343.8271,0.9152,17010,0,0.4000,1,0.9152,500,1,2050
2.3800,4.1000,11556,33772.1901,0.9019,36556,0,0.4000,2,1.0548,500,1,2050
2.3800,4.1000,8288,78546.3090,0.8656,8288,0,0.4000,1,0.8656,500,1,2050
2.3800,4.1000,25000,21566.5847,1.2763,4500000,0,0.5000,18,1.2073,500,0,2050
2.3800,4.1000,25000,21521.3685,1.2108,4500000,0,0.6000,18,1.1514,500,0,2050
2.3800,4.1000,20983,31182.8274,0.9308,45983,0,0.5500,2,1.1430,500,1,2050
2.3800,4.1000,7164,86732.6943,0.8993,7164,0,0.6500,1,0.8993,500,1,2050
2.3800,4.1000,14580,55273.9858,0.9332,14580,0,0.6500,1,0.9332,500,1,2050
