totalFlips,lastRunEntropy,tries,earlyRestarts,variables,flipsPerSecond,entropy,flips,cb,minEntropy,ratio,sat,clauses
5000000,1.2104,20,0,500,24069.6741,1.1146,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2529,20,0,500,24204.1330,1.1313,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1165,20,0,500,24306.4486,1.1668,25000,2.3800,0.0000,4.2000,0,2100
70623,0.9294,3,0,500,31608.3870,1.1434,20623,2.3800,0.0000,4.2000,1,2100
5000000,1.2068,20,0,500,24415.7400,1.1589,25000,2.3800,0.0000,4.2000,0,2100
13173,0.9312,1,0,500,66869.6866,0.9312,13173,2.3800,0.0000,4.2000,1,2100
10401,0.9128,1,0,500,77210.8858,0.9128,10401,2.3800,0.0000,4.2000,1,2100
5000000,1.2677,20,0,500,24643.1184,1.1765,25000,2.3800,0.0000,4.2000,0,2100
259796,0.8739,11,0,500,25346.4424,1.2742,9796,2.3800,0.0000,4.2000,1,2100
39382,0.9251,2,0,500,38444.6661,1.0943,14382,2.3800,0.0000,4.2000,1,2100
5000000,0.9601,20,0,500,24809.7272,1.0523,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.3110,20,0,500,24595.8934,1.1249,25000,2.3800,0.0000,4.2000,0,2100
412763,0.9235,17,0,500,24841.8024,1.2073,12763,2.3800,0.0000,4.2000,1,2100
5000000,1.2732,20,0,500,24567.9336,1.1654,25000,2.3800,0.0000,4.2000,0,2100
289215,0.9239,12,0,500,25212.3946,1.2107,14215,2.3800,0.0000,4.2000,1,2100
83918,0.9271,4,0,500,29663.1346,1.1292,8918,2.3800,0.0000,4.2000,1,2100
293510,0.9358,12,0,500,25208.4221,1.2350,18510,2.3800,0.0000,4.2000,1,2100
68662,0.9296,3,0,500,31533.6573,1.1468,18662,2.3800,0.0000,4.2000,1,2100
3018,0.9308,1,0,500,187920.6802,0.9308,3018,2.3800,0.0000,4.2000,1,2100
145799,0.9328,6,0,500,27319.2975,1.2163,20799,2.3800,0.0000,4.2000,1,2100
5000000,1.3018,20,0,500,24570.5768,1.1262,25000,2.3800,0.0000,4.2000,0,2100
67291,0.9107,3,0,500,31867.3016,1.1699,17291,2.3800,0.0000,4.2000,1,2100
442537,0.9435,18,0,500,24607.1676,1.1852,17537,2.3800,0.0000,4.2000,1,2100
69066,0.9174,3,0,500,31208.9457,1.1171,19066,2.3800,0.0000,4.2000,1,2100
310861,0.9349,13,0,500,25044.1910,1.1910,10861,2.3800,0.0000,4.2000,1,2100
5000000,1.3085,20,0,500,24547.1496,1.0948,25000,2.3800,0.0000,4.2000,0,2100
142274,0.9309,6,0,500,27361.8044,1.2442,17274,2.3800,0.0000,4.2000,1,2100
38211,0.9062,2,0,500,37708.2032,1.0600,13211,2.3800,0.0000,4.2000,1,2100
5000000,1.2147,20,0,500,24437.6500,1.1418,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2956,20,0,500,24436.4122,1.0516,25000,2.3800,0.0000,4.2000,0,2100
9558,0.9046,1,0,500,81440.0048,0.9046,9558,2.3800,0.0000,4.2000,1,2100
282477,0.8999,12,0,500,25317.6452,1.1712,7477,2.3800,0.0000,4.2000,1,2100
17675,0.9249,1,0,500,55301.7195,0.9249,17675,2.3800,0.0000,4.2000,1,2100
11457,0.8568,1,0,500,73024.6607,0.8568,11457,2.3800,0.0000,4.2000,1,2100
9150,0.9342,1,0,500,84159.0857,0.9342,9150,2.3800,0.0000,4.2000,1,2100
29101,0.9065,2,0,500,42771.1404,1.1240,4101,2.3800,0.0000,4.2000,1,2100
246767,0.9373,10,0,500,25320.8343,1.2190,21767,2.3800,0.0000,4.2000,1,2100
5000000,1.1399,20,0,500,24494.4565,1.1560,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.3057,20,0,500,24350.7404,1.1957,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.3531,20,0,500,24269.8634,1.1890,25000,2.3800,0.0000,4.2000,0,2100
4909,0.9191,1,0,500,130652.9116,0.9191,4909,2.3800,0.0000,4.2000,1,2100
5000000,1.2037,20,0,500,24535.9290,1.1292,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.3024,20,0,500,24390.8992,1.1829,25000,2.3800,0.0000,4.2000,0,2100
370623,0.9049,15,0,500,24820.2687,1.2586,20623,2.3800,0.0000,4.2000,1,2100
261119,0.8571,11,0,500,25570.5537,1.2151,11119,2.3800,0.0000,4.2000,1,2100
5000000,1.2801,20,0,500,24856.3860,1.1581,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2101,20,0,500,24441.0243,1.1594,25000,2.3800,0.0000,4.2000,0,2100
311820,0.9385,13,0,500,24902.3055,1.1680,11820,2.3800,0.0000,4.2000,1,2100
5000000,1.2823,20,0,500,24425.3232,1.1162,25000,2.3800,0.0000,4.2000,0,2100
18296,0.9316,1,0,500,54257.6750,0.9316,18296,2.3800,0.0000,4.2000,1,2100
16631,0.9283,1,0,500,57717.7384,0.9283,16631,2.3800,0.0000,4.2000,1,2100
5000000,1.2010,20,0,500,24499.8491,1.1289,25000,2.3800,0.0000,4.2000,0,2100
20303,0.9142,1,0,500,51338.0103,0.9142,20303,2.3800,0.0000,4.2000,1,2100
433713,0.8964,18,0,500,24415.0088,1.1917,8713,2.3800,0.0000,4.2000,1,2100
5000000,1.2608,20,0,500,24634.0884,1.1835,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2800,20,0,500,24482.3485,1.1009,25000,2.3800,0.0000,4.2000,0,2100
3345,0.8989,1,0,500,171939.2218,0.8989,3345,2.3800,0.0000,4.2000,1,2100
33179,0.9092,2,0,500,40446.3063,1.1170,8179,2.3800,0.0000,4.2000,1,2100
64518,0.9261,3,0,500,32316.3447,1.1671,14518,2.3800,0.0000,4.2000,1,2100
167509,0.8790,7,0,500,26903.9797,1.1819,17509,2.3800,0.0000,4.2000,1,2100
5000000,1.1748,20,0,500,24419.5832,1.1844,25000,2.3800,0.0000,4.2000,0,2100
5000000,0.0000,20,0,500,24389.4131,1.0576,25000,2.3800,0.0000,4.2000,0,2100
259076,0.8875,11,0,500,25334.7690,1.2328,9076,2.3800,0.0000,4.2000,1,2100
5000000,1.2780,20,0,500,24575.2830,1.1333,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2992,20,0,500,24198.8949,1.1830,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2275,20,0,500,24272.5243,1.1439,25000,2.3800,0.0000,4.2000,0,2100
215040,0.9155,9,0,500,25699.7073,1.2163,15040,2.3800,0.0000,4.2000,1,2100
91065,0.9104,4,0,500,29543.4432,1.1877,16065,2.3800,0.0000,4.2000,1,2100
5250000,1.1605,21,0,500,25024.2505,1.0351,25000,2.3800,0.0000,4.2000,0,2100
73631,0.8781,3,0,500,33242.2285,1.0969,23631,2.3800,0.0000,4.2000,1,2100
44721,0.9127,2,0,500,35882.1650,1.0323,19721,2.3800,0.0000,4.2000,1,2100
5000000,1.2725,20,0,500,24305.3024,1.1281,25000,2.3800,0.0000,4.2000,0,2100
15180,0.9254,1,0,500,59454.8235,0.9254,15180,2.3800,0.0000,4.2000,1,2100
9440,0.9093,1,0,500,82033.3739,0.9093,9440,2.3800,0.0000,4.2000,1,2100
213663,0.9133,9,0,500,25529.2181,1.2396,13663,2.3800,0.0000,4.2000,1,2100
5000000,1.2315,20,0,500,24534.4794,1.1274,25000,2.3800,0.0000,4.2000,0,2100
17249,0.9107,1,0,500,55379.7590,0.9107,17249,2.3800,0.0000,4.2000,1,2100
35703,0.9199,2,0,500,38795.6123,1.1174,10703,2.3800,0.0000,4.2000,1,2100
5000000,1.3332,20,0,500,24328.0493,1.1379,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2106,20,0,500,24435.5819,1.1415,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1740,20,0,500,24400.1475,1.1355,25000,2.3800,0.0000,4.2000,0,2100
80464,0.7821,4,0,500,30099.0341,1.1397,5464,2.3800,0.0000,4.2000,1,2100
5000000,1.2727,20,0,500,24023.3938,1.1576,25000,2.3800,0.0000,4.2000,0,2100
11819,0.9371,1,0,500,70385.0502,0.9371,11819,2.3800,0.0000,4.2000,1,2100
5000000,1.1957,20,0,500,24985.8421,1.1510,25000,2.3800,0.0000,4.2000,0,2100
5250000,1.1480,21,0,500,25696.7395,1.1426,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.0662,20,0,500,24364.5533,1.1583,25000,2.3800,0.0000,4.2000,0,2100
7531,0.9021,1,0,500,94856.6276,0.9021,7531,2.3800,0.0000,4.2000,1,2100
5000000,1.3006,20,0,500,24293.9471,1.1826,25000,2.3800,0.0000,4.2000,0,2100
66164,0.9170,3,0,500,32148.1646,1.1546,16164,2.3800,0.0000,4.2000,1,2100
5000000,1.2085,20,0,500,24332.1610,1.1535,25000,2.3800,0.0000,4.2000,0,2100
60175,0.8654,3,0,500,32712.1825,1.1531,10175,2.3800,0.0000,4.2000,1,2100
273557,0.9237,11,0,500,25400.0494,1.1869,23557,2.3800,0.0000,4.2000,1,2100
204290,0.8863,9,0,500,25947.4356,1.1945,4290,2.3800,0.0000,4.2000,1,2100
98054,0.9407,4,0,500,28885.4435,1.1621,23054,2.3800,0.0000,4.2000,1,2100
5000000,1.2144,20,0,500,24370.2689,1.2021,25000,2.3800,0.0000,4.2000,0,2100
284421,0.9226,12,0,500,25238.5603,1.1865,9421,2.3800,0.0000,4.2000,1,2100
13025,0.9331,1,0,500,66540.5335,0.9331,13025,2.3800,0.0000,4.2000,1,2100
5000000,1.2780,20,0,500,24390.9426,1.1288,25000,2.3800,0.0000,4.2000,0,2100
12509,0.9448,1,0,500,69399.6807,0.9448,12509,2.3800,0.0000,4.2000,1,2100
5000000,1.1429,20,0,500,24616.1150,1.1769,25000,2.3800,0.0000,4.2000,0,2100
13640,0.9126,1,0,500,63118.0520,0.9126,13640,2.3800,0.0000,4.2000,1,2100
3599,0.8767,1,0,500,166503.6605,0.8767,3599,2.3800,0.0000,4.2000,1,2100
10113,0.9392,1,0,500,78516.3011,0.9392,10113,2.3800,0.0000,4.2000,1,2100
149286,0.9095,6,0,500,27476.3287,1.1450,24286,2.3800,0.0000,4.2000,1,2100
5000000,1.2599,20,0,500,24675.6438,1.1592,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1657,20,0,500,24335.6007,1.0437,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1681,20,0,500,24607.5732,1.1592,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.3049,20,0,500,24952.4997,1.1808,25000,2.3800,0.0000,4.2000,0,2100
307632,0.8998,13,0,500,26676.2131,1.1758,7632,2.3800,0.0000,4.2000,1,2100
5000000,1.2031,20,0,500,24496.0773,1.1702,25000,2.3800,0.0000,4.2000,0,2100
12725,0.9238,1,0,500,67575.4381,0.9238,12725,2.3800,0.0000,4.2000,1,2100
174453,0.9307,7,0,500,26608.5816,1.2091,24453,2.3800,0.0000,4.2000,1,2100
19862,0.9183,1,0,500,52027.9527,0.9183,19862,2.3800,0.0000,4.2000,1,2100
5000000,1.1211,20,0,500,24512.4311,1.1553,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1714,20,0,500,24238.3761,1.0976,25000,2.3800,0.0000,4.2000,0,2100
15386,0.9426,1,0,500,59811.8693,0.9426,15386,2.3800,0.0000,4.2000,1,2100
161697,0.8858,7,0,500,27291.0726,1.1324,11697,2.3800,0.0000,4.2000,1,2100
55425,0.9234,3,0,500,33953.3562,1.2238,5425,2.3800,0.0000,4.2000,1,2100
64683,0.8895,3,0,500,32237.5947,1.0954,14683,2.3800,0.0000,4.2000,1,2100
24891,0.9144,1,0,500,46134.0428,0.9144,24891,2.3800,0.0000,4.2000,1,2100
42509,0.9352,2,0,500,36607.1360,1.1414,17509,2.3800,0.0000,4.2000,1,2100
299865,0.9360,12,0,500,25276.6099,1.2287,24865,2.3800,0.0000,4.2000,1,2100
5000000,1.2131,20,0,500,24413.5401,1.1660,25000,2.3800,0.0000,4.2000,0,2100
72240,0.9362,3,0,500,31241.3081,1.1218,22240,2.3800,0.0000,4.2000,1,2100
5000000,1.1157,20,0,500,24233.7048,1.1568,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1793,20,0,500,24420.9894,1.1332,25000,2.3800,0.0000,4.2000,0,2100
8221,0.9290,1,0,500,90462.5826,0.9290,8221,2.3800,0.0000,4.2000,1,2100
5000000,1.1314,20,0,500,24198.3367,1.0590,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2852,20,0,500,24304.6001,1.1928,25000,2.3800,0.0000,4.2000,0,2100
5250000,1.2766,21,0,500,25208.2035,1.1786,25000,2.3800,0.0000,4.2000,0,2100
481474,0.8888,20,0,500,25724.5358,1.1912,6474,2.3800,0.0000,4.2000,1,2100
5500000,1.2508,22,0,500,26503.1019,1.1216,25000,2.3800,0.0000,4.2000,0,2100
165220,0.9459,7,0,500,28802.3823,1.1803,15220,2.3800,0.0000,4.2000,1,2100
5000000,1.2009,20,0,500,24393.2400,1.1903,25000,2.3800,0.0000,4.2000,0,2100
90772,0.9380,4,0,500,30024.0208,1.1557,15772,2.3800,0.0000,4.2000,1,2100
30626,0.9435,2,0,500,41747.4665,1.0259,5626,2.3800,0.0000,4.2000,1,2100
5000000,1.2881,20,0,500,24619.9837,1.0992,25000,2.3800,0.0000,4.2000,0,2100
124086,0.9197,5,0,500,27085.6342,1.2218,24086,2.3800,0.0000,4.2000,1,2100
64884,0.9419,3,0,500,31179.0829,1.1321,14884,2.3800,0.0000,4.2000,1,2100
5000000,1.2779,20,0,500,24578.1473,1.2002,25000,2.3800,0.0000,4.2000,0,2100
38723,0.9069,2,0,500,39282.5840,1.1164,13723,2.3800,0.0000,4.2000,1,2100
28983,0.9187,2,0,500,42277.7976,1.1087,3983,2.3800,0.0000,4.2000,1,2100
37555,0.9253,2,0,500,38766.9855,1.0868,12555,2.3800,0.0000,4.2000,1,2100
5000000,1.1770,20,0,500,24425.0291,0.9925,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2714,20,0,500,24333.3742,1.1800,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1158,20,0,500,24206.9573,1.1725,25000,2.3800,0.0000,4.2000,0,2100
223899,0.8556,9,0,500,26468.1849,1.2400,23899,2.3800,0.0000,4.2000,1,2100
22173,0.9242,1,0,500,52278.0682,0.9242,22173,2.3800,0.0000,4.2000,1,2100
421252,0.8942,17,0,500,26039.6637,1.2594,21252,2.3800,0.0000,4.2000,1,2100
174544,0.9281,7,0,500,26541.6659,1.1442,24544,2.3800,0.0000,4.2000,1,2100
5000000,1.2013,20,0,500,24600.7919,1.1701,25000,2.3800,0.0000,4.2000,0,2100
16087,0.9054,1,0,500,57495.9958,0.9054,16087,2.3800,0.0000,4.2000,1,2100
5000000,1.3191,20,0,500,24937.7891,1.1540,25000,2.3800,0.0000,4.2000,0,2100
139096,0.9174,6,0,500,28610.2997,1.2019,14096,2.3800,0.0000,4.2000,1,2100
5250000,1.1190,21,0,500,25788.6986,1.1609,25000,2.3800,0.0000,4.2000,0,2100
5500000,1.2942,22,0,500,26636.1812,1.1661,25000,2.3800,0.0000,4.2000,0,2100
5500000,1.3092,22,0,500,26403.5409,1.1644,25000,2.3800,0.0000,4.2000,0,2100
46713,0.9189,2,0,500,35607.3431,1.1209,21713,2.3800,0.0000,4.2000,1,2100
5000000,1.2236,20,0,500,24459.0187,1.1639,25000,2.3800,0.0000,4.2000,0,2100
5250000,1.0455,21,0,500,25069.8911,1.1504,25000,2.3800,0.0000,4.2000,0,2100
9085,0.8995,1,0,500,89499.5125,0.8995,9085,2.3800,0.0000,4.2000,1,2100
163320,0.9216,7,0,500,28445.9789,1.1503,13320,2.3800,0.0000,4.2000,1,2100
12084,0.9260,1,0,500,73152.5199,0.9260,12084,2.3800,0.0000,4.2000,1,2100
5500000,1.2371,22,0,500,26339.6856,1.1083,25000,2.3800,0.0000,4.2000,0,2100
7190,0.8923,1,0,500,107892.1721,0.8923,7190,2.3800,0.0000,4.2000,1,2100
189325,0.9267,8,0,500,26329.1775,1.1960,14325,2.3800,0.0000,4.2000,1,2100
5000000,1.3390,20,0,500,24922.9426,1.1761,25000,2.3800,0.0000,4.2000,0,2100
5250000,1.2891,21,0,500,25415.5963,1.1739,25000,2.3800,0.0000,4.2000,0,2100
213719,0.9339,9,0,500,27572.4844,1.1563,13719,2.3800,0.0000,4.2000,1,2100
105488,0.9314,5,0,500,28334.1494,1.1635,5488,2.3800,0.0000,4.2000,1,2100
5000000,1.0321,20,0,500,24397.5093,1.1190,25000,2.3800,0.0000,4.2000,0,2100
106021,0.8883,5,0,500,28519.6155,1.1868,6021,2.3800,0.0000,4.2000,1,2100
115484,0.9349,5,0,500,28204.7787,1.2069,15484,2.3800,0.0000,4.2000,1,2100
5000000,1.2154,20,0,500,24347.9939,1.1930,25000,2.3800,0.0000,4.2000,0,2100
115450,0.8313,5,0,500,28277.8541,1.0290,15450,2.3800,0.0000,4.2000,1,2100
5000000,1.2878,20,0,500,24358.3489,1.1628,25000,2.3800,0.0000,4.2000,0,2100
174002,0.9234,7,0,500,26841.3293,1.1141,24002,2.3800,0.0000,4.2000,1,2100
5000000,1.3285,20,0,500,24169.4016,1.1915,25000,2.3800,0.0000,4.2000,0,2100
11870,0.9274,1,0,500,71622.0600,0.9274,11870,2.3800,0.0000,4.2000,1,2100
5000000,1.2711,20,0,500,24415.8236,1.1669,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2521,20,0,500,24484.8242,1.2011,25000,2.3800,0.0000,4.2000,0,2100
20137,0.9105,1,0,500,51713.2418,0.9105,20137,2.3800,0.0000,4.2000,1,2100
5000000,0.9292,20,0,500,24482.8350,1.0947,25000,2.3800,0.0000,4.2000,0,2100
7688,0.9264,1,0,500,95704.2423,0.9264,7688,2.3800,0.0000,4.2000,1,2100
15174,0.8958,1,0,500,60648.5864,0.8958,15174,2.3800,0.0000,4.2000,1,2100
5000000,0.9319,20,0,500,24130.2329,1.1039,25000,2.3800,0.0000,4.2000,0,2100
35154,0.9270,2,0,500,39778.3302,1.0241,10154,2.3800,0.0000,4.2000,1,2100
5000000,1.1884,20,0,500,24173.9258,1.0908,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2065,20,0,500,24385.9160,1.1228,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1883,20,0,500,24353.0357,1.1228,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.0672,20,0,500,24275.6507,1.1271,25000,2.3800,0.0000,4.2000,0,2100
114677,0.9095,5,0,500,28276.5725,1.1914,14677,2.3800,0.0000,4.2000,1,2100
37724,0.9065,2,0,500,38223.9503,1.0729,12724,2.3800,0.0000,4.2000,1,2100
5000000,1.1593,20,0,500,24144.6111,1.2170,25000,2.3800,0.0000,4.2000,0,2100
5000000,0.9596,20,0,500,24480.2586,1.1095,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2303,20,0,500,24312.8402,1.1044,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2384,20,0,500,24197.7283,1.2043,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1235,20,0,500,24585.7738,1.0332,25000,2.3800,0.0000,4.2000,0,2100
35434,0.9232,2,0,500,39672.0368,1.0163,10434,2.3800,0.0000,4.2000,1,2100
5000000,1.0521,20,0,500,24437.2280,1.1597,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.3216,20,0,500,24374.5003,1.1625,25000,2.3800,0.0000,4.2000,0,2100
5000000,0.0000,20,0,500,24547.6223,0.9944,25000,2.3800,0.0000,4.2000,0,2100
42748,0.9271,2,0,500,36457.2440,1.1013,17748,2.3800,0.0000,4.2000,1,2100
219380,0.8701,9,0,500,25911.7136,1.2011,19380,2.3800,0.0000,4.2000,1,2100
5000000,1.1510,20,0,500,24574.7848,1.1540,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1677,20,0,500,24473.7453,1.1607,25000,2.3800,0.0000,4.2000,0,2100
82396,0.9085,4,0,500,29863.3234,1.1345,7396,2.3800,0.0000,4.2000,1,2100
5000000,1.2003,20,0,500,24554.8221,1.0772,25000,2.3800,0.0000,4.2000,0,2100
32208,0.9173,2,0,500,41103.5949,1.0633,7208,2.3800,0.0000,4.2000,1,2100
13272,0.9388,1,0,500,66039.3957,0.9388,13272,2.3800,0.0000,4.2000,1,2100
123566,0.8931,5,0,500,27694.3220,1.1804,23566,2.3800,0.0000,4.2000,1,2100
5000000,1.2247,20,0,500,24177.6606,1.1539,25000,2.3800,0.0000,4.2000,0,2100
7704,0.9024,1,0,500,93811.0505,0.9024,7704,2.3800,0.0000,4.2000,1,2100
5000000,1.2221,20,0,500,24228.9253,1.1603,25000,2.3800,0.0000,4.2000,0,2100
89590,0.9090,4,0,500,29577.3945,1.1363,14590,2.3800,0.0000,4.2000,1,2100
5000000,1.2022,20,0,500,24241.4521,1.2063,25000,2.3800,0.0000,4.2000,0,2100
18507,0.8959,1,0,500,55110.4916,0.8959,18507,2.3800,0.0000,4.2000,1,2100
5000000,1.2173,20,0,500,24512.5744,1.1712,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1207,20,0,500,24566.1749,1.0966,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2263,20,0,500,24453.3798,1.1566,25000,2.3800,0.0000,4.2000,0,2100
90580,0.9233,4,0,500,29792.7780,1.1600,15580,2.3800,0.0000,4.2000,1,2100
296731,0.9368,12,0,500,25445.7271,1.1863,21731,2.3800,0.0000,4.2000,1,2100
16976,0.8996,1,0,500,56940.4150,0.8996,16976,2.3800,0.0000,4.2000,1,2100
418187,0.9215,17,0,500,24759.8083,1.2309,18187,2.3800,0.0000,4.2000,1,2100
14655,0.8641,1,0,500,62802.4010,0.8641,14655,2.3800,0.0000,4.2000,1,2100
45251,0.9346,2,0,500,35510.9915,1.1028,20251,2.3800,0.0000,4.2000,1,2100
8279,0.9123,1,0,500,91370.0860,0.9123,8279,2.3800,0.0000,4.2000,1,2100
63260,0.8937,3,0,500,32291.5507,1.1340,13260,2.3800,0.0000,4.2000,1,2100
5000000,1.2404,20,0,500,24172.4231,1.0784,25000,2.3800,0.0000,4.2000,0,2100
184073,0.9305,8,0,500,26283.2090,1.1283,9073,2.3800,0.0000,4.2000,1,2100
312156,0.9265,13,0,500,25005.3920,1.2378,12156,2.3800,0.0000,4.2000,1,2100
9427,0.8878,1,0,500,80990.3123,0.8878,9427,2.3800,0.0000,4.2000,1,2100
16424,0.9315,1,0,500,58538.0876,0.9315,16424,2.3800,0.0000,4.2000,1,2100
20014,0.8998,1,0,500,51503.1332,0.8998,20014,2.3800,0.0000,4.2000,1,2100
319849,0.9454,13,0,500,24888.8043,1.2163,19849,2.3800,0.0000,4.2000,1,2100
132242,0.9009,6,0,500,27379.9791,1.1264,7242,2.3800,0.0000,4.2000,1,2100
32965,0.8854,2,0,500,40124.0596,1.0049,7965,2.3800,0.0000,4.2000,1,2100
315435,0.9188,13,0,500,25107.1535,1.2149,15435,2.3800,0.0000,4.2000,1,2100
334363,0.9336,14,0,500,24931.2791,1.2579,9363,2.3800,0.0000,4.2000,1,2100
93139,0.8691,4,0,500,29292.7722,1.1000,18139,2.3800,0.0000,4.2000,1,2100
16433,0.9387,1,0,500,58410.6274,0.9387,16433,2.3800,0.0000,4.2000,1,2100
64487,0.9090,3,0,500,32338.0805,1.1787,14487,2.3800,0.0000,4.2000,1,2100
5000000,1.2548,20,0,500,24445.8560,1.1940,25000,2.3800,0.0000,4.2000,0,2100
18259,0.9317,1,0,500,54505.6965,0.9317,18259,2.3800,0.0000,4.2000,1,2100
85369,0.9282,4,0,500,29976.7144,1.1704,10369,2.3800,0.0000,4.2000,1,2100
364395,0.9023,15,0,500,24955.5364,1.2430,14395,2.3800,0.0000,4.2000,1,2100
5000000,1.3680,20,0,500,24388.2910,1.1882,25000,2.3800,0.0000,4.2000,0,2100
23181,0.9225,1,0,500,48390.4692,0.9225,23181,2.3800,0.0000,4.2000,1,2100
9498,0.9159,1,0,500,81134.0419,0.9159,9498,2.3800,0.0000,4.2000,1,2100
269369,0.9214,11,0,500,25247.6943,1.2481,19369,2.3800,0.0000,4.2000,1,2100
9895,0.9019,1,0,500,79777.1292,0.9019,9895,2.3800,0.0000,4.2000,1,2100
117543,0.9197,5,0,500,28110.4445,1.2213,17543,2.3800,0.0000,4.2000,1,2100
5000000,1.1574,20,0,500,23927.6337,1.1493,25000,2.3800,0.0000,4.2000,0,2100
67107,0.9163,3,0,500,31831.9833,1.1391,17107,2.3800,0.0000,4.2000,1,2100
5000000,1.2045,20,0,500,24450.3954,1.1576,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2492,20,0,500,24505.6690,1.1108,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1592,20,0,500,24543.9852,1.0722,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2018,20,0,500,24476.6191,1.1342,25000,2.3800,0.0000,4.2000,0,2100
44919,0.9125,2,0,500,36479.5857,1.0575,19919,2.3800,0.0000,4.2000,1,2100
16960,0.9164,1,0,500,57211.4658,0.9164,16960,2.3800,0.0000,4.2000,1,2100
5000000,1.1443,20,0,500,24658.9040,1.1079,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1156,20,0,500,24413.4082,1.1305,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.0625,20,0,500,24593.7644,1.1560,25000,2.3800,0.0000,4.2000,0,2100
12981,0.9258,1,0,500,67666.9610,0.9258,12981,2.3800,0.0000,4.2000,1,2100
41951,0.9076,2,0,500,37053.0463,1.0728,16951,2.3800,0.0000,4.2000,1,2100
5000000,1.1841,20,0,500,24355.8193,1.1585,25000,2.3800,0.0000,4.2000,0,2100
259125,0.9145,11,0,500,25338.0609,1.1920,9125,2.3800,0.0000,4.2000,1,2100
6639,0.9058,1,0,500,105783.2325,0.9058,6639,2.3800,0.0000,4.2000,1,2100
5000000,1.1538,20,0,500,24474.1477,1.1541,25000,2.3800,0.0000,4.2000,0,2100
10266,0.9160,1,0,500,78380.2175,0.9160,10266,2.3800,0.0000,4.2000,1,2100
11474,0.9102,1,0,500,71559.1301,0.9102,11474,2.3800,0.0000,4.2000,1,2100
5000000,1.1702,20,0,500,24532.5473,1.0677,25000,2.3800,0.0000,4.2000,0,2100
135807,0.8934,6,0,500,27363.8297,1.2128,10807,2.3800,0.0000,4.2000,1,2100
89963,0.8999,4,0,500,29754.8732,1.2014,14963,2.3800,0.0000,4.2000,1,2100
190430,0.9522,8,0,500,26150.6318,1.2175,15430,2.3800,0.0000,4.2000,1,2100
47724,0.9427,2,0,500,35423.1518,1.1201,22724,2.3800,0.0000,4.2000,1,2100
37445,0.9211,2,0,500,38249.1782,1.1009,12445,2.3800,0.0000,4.2000,1,2100
5000000,1.2921,20,0,500,24449.3130,1.1857,25000,2.3800,0.0000,4.2000,0,2100
35636,0.9001,2,0,500,38867.8422,1.0847,10636,2.3800,0.0000,4.2000,1,2100
211094,0.9412,9,0,500,26154.3424,1.1482,11094,2.3800,0.0000,4.2000,1,2100
5000000,1.1255,20,0,500,24573.0654,1.0257,25000,2.3800,0.0000,4.2000,0,2100
471239,0.9304,19,0,500,24646.1030,1.1712,21239,2.3800,0.0000,4.2000,1,2100
5000000,1.1924,20,0,500,24552.2935,1.1713,25000,2.3800,0.0000,4.2000,0,2100
468768,0.8882,19,0,500,24450.0552,1.1899,18768,2.3800,0.0000,4.2000,1,2100
5000000,1.2564,20,0,500,24564.0033,1.1862,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2998,20,0,500,24421.0284,1.2022,25000,2.3800,0.0000,4.2000,0,2100
