totalFlips,lastRunEntropy,tries,earlyRestarts,variables,flipsPerSecond,entropy,flips,cb,minEntropy,ratio,sat,clauses
202762,0.9289,9,0,500,25943.6978,1.2468,2762,2.3800,0.0000,4.2000,1,2100
5000000,1.3035,20,0,500,24233.7577,1.1746,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2913,20,0,500,24260.5404,1.1878,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1772,20,0,500,24259.7925,1.1443,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2545,20,0,500,24332.0634,1.1343,25000,2.3800,0.0000,4.2000,0,2100
23447,0.9228,1,0,500,47763.3301,0.9228,23447,2.3800,0.0000,4.2000,1,2100
161847,0.9124,7,0,500,26768.8206,1.1937,11847,2.3800,0.0000,4.2000,1,2100
14408,0.9420,1,0,500,62838.4994,0.9420,14408,2.3800,0.0000,4.2000,1,2100
5000000,1.1348,20,0,500,24357.8555,1.1219,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2221,20,0,500,24313.8896,1.1777,25000,2.3800,0.0000,4.2000,0,2100
39057,0.9097,2,0,500,38125.5238,1.0711,14057,2.3800,0.0000,4.2000,1,2100
27249,0.8764,2,0,500,43344.9204,1.0945,2249,2.3800,0.0000,4.2000,1,2100
36252,0.9260,2,0,500,39088.5640,1.0931,11252,2.3800,0.0000,4.2000,1,2100
5000000,1.1729,20,0,500,24378.9922,1.1498,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2646,20,0,500,24427.8741,1.1186,25000,2.3800,0.0000,4.2000,0,2100
124092,0.9511,5,0,500,28006.0962,1.1250,24092,2.3800,0.0000,4.2000,1,2100
5000000,1.2579,20,0,500,24266.7158,1.2118,25000,2.3800,0.0000,4.2000,0,2100
209841,0.9197,9,0,500,26050.2513,1.1894,9841,2.3800,0.0000,4.2000,1,2100
5000000,1.1726,20,0,500,24445.8341,1.1102,25000,2.3800,0.0000,4.2000,0,2100
185428,0.9022,8,0,500,26618.7280,1.2002,10428,2.3800,0.0000,4.2000,1,2100
70835,0.8824,3,0,500,31632.2750,1.1453,20835,2.3800,0.0000,4.2000,1,2100
158734,0.9287,7,0,500,26631.3749,1.1797,8734,2.3800,0.0000,4.2000,1,2100
5000000,1.1121,20,0,500,24736.0768,1.1691,25000,2.3800,0.0000,4.2000,0,2100
340516,0.9238,14,0,500,25099.2116,1.1956,15516,2.3800,0.0000,4.2000,1,2100
5000000,1.2271,20,0,500,24497.0705,1.1239,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.3006,20,0,500,24468.6091,1.2141,25000,2.3800,0.0000,4.2000,0,2100
174949,0.9289,7,0,500,26661.6355,1.1985,24949,2.3800,0.0000,4.2000,1,2100
38234,0.9281,2,0,500,38670.3857,1.0493,13234,2.3800,0.0000,4.2000,1,2100
5000000,1.3148,20,0,500,24534.5641,1.1824,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1633,20,0,500,24386.2001,1.1610,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1275,20,0,500,24302.7077,1.1296,25000,2.3800,0.0000,4.2000,0,2100
16651,0.9234,1,0,500,56812.1845,0.9234,16651,2.3800,0.0000,4.2000,1,2100
5000000,1.2615,20,0,500,24327.9070,1.1065,25000,2.3800,0.0000,4.2000,0,2100
15057,0.9186,1,0,500,61317.3873,0.9186,15057,2.3800,0.0000,4.2000,1,2100
18924,0.9339,1,0,500,53140.8798,0.9339,18924,2.3800,0.0000,4.2000,1,2100
5000000,1.2860,20,0,500,24319.1218,1.1533,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2334,20,0,500,24296.8374,1.1857,25000,2.3800,0.0000,4.2000,0,2100
7858,0.9049,1,0,500,94893.8602,0.9049,7858,2.3800,0.0000,4.2000,1,2100
5000000,0.9575,20,0,500,24611.5636,1.1307,25000,2.3800,0.0000,4.2000,0,2100
261386,0.9212,11,0,500,25342.6053,1.1833,11386,2.3800,0.0000,4.2000,1,2100
5000000,1.2575,20,0,500,24537.4568,1.2013,25000,2.3800,0.0000,4.2000,0,2100
13278,0.9151,1,0,500,66380.8150,0.9151,13278,2.3800,0.0000,4.2000,1,2100
5000000,1.1657,20,0,500,24502.9404,1.1123,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2346,20,0,500,24454.7568,1.1643,25000,2.3800,0.0000,4.2000,0,2100
236316,0.9255,10,0,500,25755.4104,1.1989,11316,2.3800,0.0000,4.2000,1,2100
140530,0.9290,6,0,500,26985.6283,1.1884,15530,2.3800,0.0000,4.2000,1,2100
463403,0.9259,19,0,500,24237.7063,1.1233,13403,2.3800,0.0000,4.2000,1,2100
271690,0.9273,11,0,500,25122.8522,1.1664,21690,2.3800,0.0000,4.2000,1,2100
5000000,1.2664,20,0,500,24192.8868,1.1600,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1297,20,0,500,24428.3288,1.1350,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2795,20,0,500,24355.8499,1.1631,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2523,20,0,500,24257.1598,1.1495,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.3074,20,0,500,24440.9734,1.1268,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1747,20,0,500,24517.2842,1.1464,25000,2.3800,0.0000,4.2000,0,2100
36565,0.9379,2,0,500,38821.4639,1.1069,11565,2.3800,0.0000,4.2000,1,2100
6573,0.8990,1,0,500,108122.8957,0.8990,6573,2.3800,0.0000,4.2000,1,2100
216440,0.9126,9,0,500,26093.0453,1.2450,16440,2.3800,0.0000,4.2000,1,2100
31144,0.9096,2,0,500,41662.7087,1.0387,6144,2.3800,0.0000,4.2000,1,2100
23766,0.9511,1,0,500,47720.7702,0.9511,23766,2.3800,0.0000,4.2000,1,2100
5000000,1.2733,20,0,500,24149.8115,1.1922,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2439,20,0,500,24613.1904,1.1338,25000,2.3800,0.0000,4.2000,0,2100
14406,0.8816,1,0,500,61847.7931,0.8816,14406,2.3800,0.0000,4.2000,1,2100
27311,0.9173,2,0,500,43644.3964,1.0934,2311,2.3800,0.0000,4.2000,1,2100
5000000,1.2633,20,0,500,24451.9328,1.1758,25000,2.3800,0.0000,4.2000,0,2100
78282,0.9263,4,0,500,30861.3431,1.1069,3282,2.3800,0.0000,4.2000,1,2100
5000000,1.1978,20,0,500,24308.0486,1.1565,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2619,20,0,500,24345.7007,1.1761,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1625,20,0,500,24408.4792,1.1436,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2355,20,0,500,24317.8404,1.1480,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1226,20,0,500,24619.8588,1.1519,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2187,20,0,500,24601.4075,1.1700,25000,2.3800,0.0000,4.2000,0,2100
41881,0.9205,2,0,500,37090.9527,1.1273,16881,2.3800,0.0000,4.2000,1,2100
84825,0.9046,4,0,500,30044.5540,1.1273,9825,2.3800,0.0000,4.2000,1,2100
3045,0.8899,1,0,500,189370.3002,0.8899,3045,2.3800,0.0000,4.2000,1,2100
11370,0.9165,1,0,500,71743.4642,0.9165,11370,2.3800,0.0000,4.2000,1,2100
14901,0.9090,1,0,500,62146.5476,0.9090,14901,2.3800,0.0000,4.2000,1,2100
33820,0.9117,2,0,500,40369.5473,1.1130,8820,2.3800,0.0000,4.2000,1,2100
21230,0.9272,1,0,500,50769.9631,0.9272,21230,2.3800,0.0000,4.2000,1,2100
5000000,1.1992,20,0,500,24500.2226,1.1172,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1632,20,0,500,24434.7596,1.0746,25000,2.3800,0.0000,4.2000,0,2100
12171,0.9470,1,0,500,69601.5395,0.9470,12171,2.3800,0.0000,4.2000,1,2100
5000000,1.2614,20,0,500,24203.7710,1.1640,25000,2.3800,0.0000,4.2000,0,2100
468471,0.9015,19,0,500,24426.4568,1.2069,18471,2.3800,0.0000,4.2000,1,2100
5000000,1.1861,20,0,500,24378.6334,1.1653,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2001,20,0,500,24241.7525,1.1734,25000,2.3800,0.0000,4.2000,0,2100
21484,0.9197,1,0,500,50037.9779,0.9197,21484,2.3800,0.0000,4.2000,1,2100
5905,0.8894,1,0,500,114854.6563,0.8894,5905,2.3800,0.0000,4.2000,1,2100
12343,0.8919,1,0,500,69008.4052,0.8919,12343,2.3800,0.0000,4.2000,1,2100
5000000,1.1803,20,0,500,24474.9720,1.0282,25000,2.3800,0.0000,4.2000,0,2100
54606,0.9014,3,0,500,33277.4408,1.1653,4606,2.3800,0.0000,4.2000,1,2100
5000000,1.2158,20,0,500,24275.8962,1.1948,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1583,20,0,500,24474.7004,1.1565,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2241,20,0,500,24425.4990,1.1182,25000,2.3800,0.0000,4.2000,0,2100
234687,0.8889,10,0,500,25616.4926,1.2275,9687,2.3800,0.0000,4.2000,1,2100
20928,0.9334,1,0,500,50883.3302,0.9334,20928,2.3800,0.0000,4.2000,1,2100
35369,0.9240,2,0,500,39329.4728,1.0716,10369,2.3800,0.0000,4.2000,1,2100
265793,0.9326,11,0,500,25291.1350,1.2325,15793,2.3800,0.0000,4.2000,1,2100
239900,0.9114,10,0,500,25642.3039,1.2207,14900,2.3800,0.0000,4.2000,1,2100
5000000,1.3083,20,0,500,24590.4835,1.1365,25000,2.3800,0.0000,4.2000,0,2100
68530,0.9446,3,0,500,31894.6861,1.1399,18530,2.3800,0.0000,4.2000,1,2100
46217,0.9384,2,0,500,35726.3996,0.9955,21217,2.3800,0.0000,4.2000,1,2100
13514,0.8757,1,0,500,64532.0845,0.8757,13514,2.3800,0.0000,4.2000,1,2100
5000000,1.1662,20,0,500,24495.5700,1.0910,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2265,20,0,500,24405.1033,1.1206,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2202,20,0,500,24226.2338,1.1039,25000,2.3800,0.0000,4.2000,0,2100
62241,0.9329,3,0,500,32073.2895,1.1589,12241,2.3800,0.0000,4.2000,1,2100
16955,0.9333,1,0,500,56620.0392,0.9333,16955,2.3800,0.0000,4.2000,1,2100
15562,0.9260,1,0,500,59290.2977,0.9260,15562,2.3800,0.0000,4.2000,1,2100
18847,0.8743,1,0,500,53377.4250,0.8743,18847,2.3800,0.0000,4.2000,1,2100
8574,0.8971,1,0,500,87144.8089,0.8971,8574,2.3800,0.0000,4.2000,1,2100
5000000,1.2716,20,0,500,24268.9854,1.1945,25000,2.3800,0.0000,4.2000,0,2100
10216,0.8970,1,0,500,78109.2019,0.8970,10216,2.3800,0.0000,4.2000,1,2100
190472,0.9344,8,0,500,26106.0473,1.1325,15472,2.3800,0.0000,4.2000,1,2100
60233,0.9274,3,0,500,32661.9502,1.1159,10233,2.3800,0.0000,4.2000,1,2100
271581,0.9337,11,0,500,25194.2745,1.2128,21581,2.3800,0.0000,4.2000,1,2100
5000000,1.3113,20,0,500,24491.1166,1.1798,25000,2.3800,0.0000,4.2000,0,2100
119847,0.9489,5,0,500,28052.6647,1.1844,19847,2.3800,0.0000,4.2000,1,2100
5000000,1.1512,20,0,500,24502.3289,1.1052,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2939,20,0,500,24390.5259,1.1298,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2163,20,0,500,24565.3001,1.0509,25000,2.3800,0.0000,4.2000,0,2100
91796,0.9118,4,0,500,29308.9495,1.1735,16796,2.3800,0.0000,4.2000,1,2100
324187,0.9187,13,0,500,24945.9168,1.2425,24187,2.3800,0.0000,4.2000,1,2100
93701,0.9316,4,0,500,29201.7618,1.1891,18701,2.3800,0.0000,4.2000,1,2100
5000000,1.2450,20,0,500,24456.7756,1.1313,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.3201,20,0,500,24628.2843,1.1751,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1947,20,0,500,24422.5945,1.1964,25000,2.3800,0.0000,4.2000,0,2100
368716,0.9325,15,0,500,24955.0480,1.1775,18716,2.3800,0.0000,4.2000,1,2100
5000000,1.1999,20,0,500,24442.0057,1.1426,25000,2.3800,0.0000,4.2000,0,2100
17201,0.9111,1,0,500,57017.0984,0.9111,17201,2.3800,0.0000,4.2000,1,2100
5000000,1.1835,20,0,500,24564.5761,1.1162,25000,2.3800,0.0000,4.2000,0,2100
242471,0.9448,10,0,500,25573.5879,1.2313,17471,2.3800,0.0000,4.2000,1,2100
5000000,1.2251,20,0,500,24383.8368,1.1960,25000,2.3800,0.0000,4.2000,0,2100
5250000,1.2908,21,0,500,24964.5040,1.1799,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2120,20,0,500,24522.5165,1.1856,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1611,20,0,500,24480.0423,1.1922,25000,2.3800,0.0000,4.2000,0,2100
5000000,0.0000,20,0,500,24354.9495,1.0078,25000,2.3800,0.0000,4.2000,0,2100
10617,0.9234,1,0,500,75619.5818,0.9234,10617,2.3800,0.0000,4.2000,1,2100
294474,0.9239,12,0,500,25198.6576,1.2046,19474,2.3800,0.0000,4.2000,1,2100
5000000,1.2621,20,0,500,24470.2413,1.1894,25000,2.3800,0.0000,4.2000,0,2100
5250000,1.1202,21,0,500,25071.9415,1.1309,25000,2.3800,0.0000,4.2000,0,2100
5250000,1.0995,21,0,500,25528.7243,1.1634,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1524,20,0,500,24538.5137,1.1389,25000,2.3800,0.0000,4.2000,0,2100
370741,0.9175,15,0,500,24757.9400,1.2194,20741,2.3800,0.0000,4.2000,1,2100
16457,0.9267,1,0,500,58236.9164,0.9267,16457,2.3800,0.0000,4.2000,1,2100
333332,0.9076,14,0,500,25082.4060,1.2277,8332,2.3800,0.0000,4.2000,1,2100
5000000,1.1646,20,0,500,24360.3994,1.1057,25000,2.3800,0.0000,4.2000,0,2100
110409,0.9039,5,0,500,28205.0503,1.1782,10409,2.3800,0.0000,4.2000,1,2100
5000000,1.1030,20,0,500,24783.8209,1.1777,25000,2.3800,0.0000,4.2000,0,2100
5250000,1.2179,21,0,500,25595.2794,1.1503,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2110,20,0,500,24394.5430,1.0767,25000,2.3800,0.0000,4.2000,0,2100
446988,0.9000,18,0,500,24448.5628,1.2117,21988,2.3800,0.0000,4.2000,1,2100
5000000,1.2130,20,0,500,24574.9913,1.1451,25000,2.3800,0.0000,4.2000,0,2100
74466,0.9421,3,0,500,31180.4658,1.1402,24466,2.3800,0.0000,4.2000,1,2100
17959,0.9465,1,0,500,55737.9962,0.9465,17959,2.3800,0.0000,4.2000,1,2100
5000000,1.1261,20,0,500,24707.3927,1.1738,25000,2.3800,0.0000,4.2000,0,2100
5250000,1.2611,21,0,500,25360.6865,1.1871,25000,2.3800,0.0000,4.2000,0,2100
44901,0.9141,2,0,500,37675.0998,1.1062,19901,2.3800,0.0000,4.2000,1,2100
5000000,1.1989,20,0,500,24562.1076,1.0871,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2609,20,0,500,24294.2803,1.1674,25000,2.3800,0.0000,4.2000,0,2100
5000000,0.9474,20,0,500,24445.2431,0.9541,25000,2.3800,0.0000,4.2000,0,2100
38330,0.8789,2,0,500,38244.0554,0.9925,13330,2.3800,0.0000,4.2000,1,2100
5000000,1.2500,20,0,500,24422.6085,1.1278,25000,2.3800,0.0000,4.2000,0,2100
5250000,1.2740,21,0,500,25014.4156,1.1932,25000,2.3800,0.0000,4.2000,0,2100
10222,0.9275,1,0,500,83334.3819,0.9275,10222,2.3800,0.0000,4.2000,1,2100
5250000,1.1794,21,0,500,26226.7472,1.2125,25000,2.3800,0.0000,4.2000,0,2100
91585,0.9013,4,0,500,29949.5616,1.1149,16585,2.3800,0.0000,4.2000,1,2100
5000000,1.2922,20,0,500,24541.9484,1.1621,25000,2.3800,0.0000,4.2000,0,2100
474189,0.9294,19,0,500,24562.9756,1.1915,24189,2.3800,0.0000,4.2000,1,2100
5000000,1.2829,20,0,500,24757.0885,1.1311,25000,2.3800,0.0000,4.2000,0,2100
19445,0.9264,1,0,500,53434.7824,0.9264,19445,2.3800,0.0000,4.2000,1,2100
11770,0.9144,1,0,500,71594.7575,0.9144,11770,2.3800,0.0000,4.2000,1,2100
131666,0.8767,6,0,500,28228.3060,1.1554,6666,2.3800,0.0000,4.2000,1,2100
5250000,1.2022,21,0,500,25113.4674,1.1421,25000,2.3800,0.0000,4.2000,0,2100
9526,0.8561,1,0,500,81789.8566,0.8561,9526,2.3800,0.0000,4.2000,1,2100
19644,0.9032,1,0,500,52543.0656,0.9032,19644,2.3800,0.0000,4.2000,1,2100
5000000,1.1303,20,0,500,24419.7365,1.1323,25000,2.3800,0.0000,4.2000,0,2100
120750,0.8982,5,0,500,27947.5495,1.1575,20750,2.3800,0.0000,4.2000,1,2100
5000000,1.2041,20,0,500,24225.4533,1.1740,25000,2.3800,0.0000,4.2000,0,2100
24474,0.8856,1,0,500,47065.5283,0.8856,24474,2.3800,0.0000,4.2000,1,2100
56353,0.9047,3,0,500,33036.4621,1.1647,6353,2.3800,0.0000,4.2000,1,2100
64936,0.9005,3,0,500,31303.3580,1.1765,14936,2.3800,0.0000,4.2000,1,2100
195492,0.9273,8,0,500,26062.6916,1.2167,20492,2.3800,0.0000,4.2000,1,2100
16041,0.9281,1,0,500,58900.3224,0.9281,16041,2.3800,0.0000,4.2000,1,2100
392359,0.9276,16,0,500,24299.8105,1.2382,17359,2.3800,0.0000,4.2000,1,2100
333246,0.9074,14,0,500,24724.9583,1.1938,8246,2.3800,0.0000,4.2000,1,2100
15390,0.9377,1,0,500,60290.8697,0.9377,15390,2.3800,0.0000,4.2000,1,2100
81694,0.9403,4,0,500,30099.6488,1.1421,6694,2.3800,0.0000,4.2000,1,2100
144370,0.9407,6,0,500,27016.1123,1.1629,19370,2.3800,0.0000,4.2000,1,2100
5000000,1.3421,20,0,500,24638.0085,1.2126,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1644,20,0,500,24562.1125,1.1109,25000,2.3800,0.0000,4.2000,0,2100
9578,0.9042,1,0,500,81302.4956,0.9042,9578,2.3800,0.0000,4.2000,1,2100
5000000,1.2435,20,0,500,24376.5147,1.1816,25000,2.3800,0.0000,4.2000,0,2100
48544,0.9301,2,0,500,35328.5048,1.1626,23544,2.3800,0.0000,4.2000,1,2100
4883,0.9162,1,0,500,131903.9032,0.9162,4883,2.3800,0.0000,4.2000,1,2100
39671,0.9115,2,0,500,37256.7420,1.0199,14671,2.3800,0.0000,4.2000,1,2100
42224,0.9318,2,0,500,36475.4029,1.0900,17224,2.3800,0.0000,4.2000,1,2100
11689,0.9244,1,0,500,70673.5915,0.9244,11689,2.3800,0.0000,4.2000,1,2100
47034,0.8551,2,0,500,35310.8262,1.0360,22034,2.3800,0.0000,4.2000,1,2100
5000000,1.2640,20,0,500,24480.7018,1.0392,25000,2.3800,0.0000,4.2000,0,2100
242974,0.9407,10,0,500,25538.7488,1.2174,17974,2.3800,0.0000,4.2000,1,2100
82086,0.9029,4,0,500,30267.1024,1.1535,7086,2.3800,0.0000,4.2000,1,2100
22004,0.9267,1,0,500,48845.2776,0.9267,22004,2.3800,0.0000,4.2000,1,2100
21376,0.9250,1,0,500,49664.2984,0.9250,21376,2.3800,0.0000,4.2000,1,2100
5000000,1.2744,20,0,500,24559.5056,1.1388,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2467,20,0,500,24999.0216,1.1537,25000,2.3800,0.0000,4.2000,0,2100
61968,0.8982,3,0,500,32245.1331,1.1995,11968,2.3800,0.0000,4.2000,1,2100
244554,0.9189,10,0,500,25667.0299,1.1556,19554,2.3800,0.0000,4.2000,1,2100
5000000,1.0907,20,0,500,24640.3023,1.0379,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1663,20,0,500,24495.8842,1.0770,25000,2.3800,0.0000,4.2000,0,2100
21122,0.9347,1,0,500,51663.7763,0.9347,21122,2.3800,0.0000,4.2000,1,2100
41708,0.9070,2,0,500,37347.3228,1.0450,16708,2.3800,0.0000,4.2000,1,2100
5250000,1.1052,21,0,500,25076.7265,1.1319,25000,2.3800,0.0000,4.2000,0,2100
5250000,1.1717,21,0,500,26016.6859,1.1745,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2815,20,0,500,24499.1293,1.1803,25000,2.3800,0.0000,4.2000,0,2100
139294,0.9395,6,0,500,27422.7933,1.1922,14294,2.3800,0.0000,4.2000,1,2100
149984,0.9324,6,0,500,27069.9805,1.1836,24984,2.3800,0.0000,4.2000,1,2100
5000000,1.2065,20,0,500,24560.7243,1.1524,25000,2.3800,0.0000,4.2000,0,2100
5250000,1.3606,21,0,500,24953.3784,1.1868,25000,2.3800,0.0000,4.2000,0,2100
21723,0.8837,1,0,500,53920.3575,0.8837,21723,2.3800,0.0000,4.2000,1,2100
267689,0.8873,11,0,500,26820.9624,1.1978,17689,2.3800,0.0000,4.2000,1,2100
64806,0.9293,3,0,500,34208.6248,1.1511,14806,2.3800,0.0000,4.2000,1,2100
5000000,1.1725,20,0,500,24352.5284,1.1268,25000,2.3800,0.0000,4.2000,0,2100
45401,0.8180,2,0,500,35617.6395,1.0552,20401,2.3800,0.0000,4.2000,1,2100
5000000,1.3035,20,0,500,24592.1182,1.1683,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2502,20,0,500,24953.5614,1.0552,25000,2.3800,0.0000,4.2000,0,2100
5250000,1.1743,21,0,500,25532.9161,1.1576,25000,2.3800,0.0000,4.2000,0,2100
5500000,1.2155,22,0,500,26575.1140,1.1476,25000,2.3800,0.0000,4.2000,0,2100
522143,0.8995,21,0,500,26594.9582,1.2479,22143,2.3800,0.0000,4.2000,1,2100
44413,0.9273,2,0,500,38689.2945,1.0960,19413,2.3800,0.0000,4.2000,1,2100
116913,0.9197,5,0,500,28146.4021,1.1760,16913,2.3800,0.0000,4.2000,1,2100
10281,0.9281,1,0,500,77163.0263,0.9281,10281,2.3800,0.0000,4.2000,1,2100
109985,0.9145,5,0,500,28126.9020,1.1676,9985,2.3800,0.0000,4.2000,1,2100
124156,0.9310,5,0,500,28259.3425,1.1606,24156,2.3800,0.0000,4.2000,1,2100
5000000,1.2460,20,0,500,24431.3568,1.1927,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2917,20,0,500,24553.1726,1.1208,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1353,20,0,500,24521.0398,1.0301,25000,2.3800,0.0000,4.2000,0,2100
95108,0.9450,4,0,500,29388.9919,1.1680,20108,2.3800,0.0000,4.2000,1,2100
5000000,1.2681,20,0,500,24639.1087,1.1944,25000,2.3800,0.0000,4.2000,0,2100
42388,0.9070,2,0,500,36232.6175,1.1082,17388,2.3800,0.0000,4.2000,1,2100
84981,0.8759,4,0,500,30327.0599,1.1367,9981,2.3800,0.0000,4.2000,1,2100
118323,0.9020,5,0,500,28220.0315,1.1543,18323,2.3800,0.0000,4.2000,1,2100
5000000,1.2731,20,0,500,24084.3594,1.1835,25000,2.3800,0.0000,4.2000,0,2100
93556,0.9021,4,0,500,29449.6885,1.1799,18556,2.3800,0.0000,4.2000,1,2100
65511,0.9309,3,0,500,32016.8425,1.1514,15511,2.3800,0.0000,4.2000,1,2100
87806,0.9225,4,0,500,29719.7343,1.1668,12806,2.3800,0.0000,4.2000,1,2100
5000000,1.2066,20,0,500,24302.9384,1.1657,25000,2.3800,0.0000,4.2000,0,2100
36217,0.9381,2,0,500,38943.1154,1.0869,11217,2.3800,0.0000,4.2000,1,2100
5000000,1.1781,20,0,500,24296.6637,1.1633,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2336,20,0,500,24252.2028,1.1153,25000,2.3800,0.0000,4.2000,0,2100
87867,0.9300,4,0,500,29676.9999,1.1058,12867,2.3800,0.0000,4.2000,1,2100
19849,0.9350,1,0,500,51901.3416,0.9350,19849,2.3800,0.0000,4.2000,1,2100
99448,0.9254,4,0,500,29024.9549,1.1302,24448,2.3800,0.0000,4.2000,1,2100
5000000,1.2662,20,0,500,24481.4420,1.1014,25000,2.3800,0.0000,4.2000,0,2100
147627,0.9344,6,0,500,26781.1156,1.2168,22627,2.3800,0.0000,4.2000,1,2100
21467,0.9393,1,0,500,50421.6380,0.9393,21467,2.3800,0.0000,4.2000,1,2100
188592,0.9237,8,0,500,26414.3554,1.1170,13592,2.3800,0.0000,4.2000,1,2100
46081,0.9153,2,0,500,35492.8750,1.0869,21081,2.3800,0.0000,4.2000,1,2100
271241,0.9020,11,0,500,25234.2973,1.2215,21241,2.3800,0.0000,4.2000,1,2100
5000000,1.1159,20,0,500,24494.6167,1.1767,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.2072,20,0,500,24419.8070,1.1647,25000,2.3800,0.0000,4.2000,0,2100
69225,0.9151,3,0,500,31878.9971,1.1462,19225,2.3800,0.0000,4.2000,1,2100
11132,0.8976,1,0,500,73516.7439,0.8976,11132,2.3800,0.0000,4.2000,1,2100
69086,0.9049,3,0,500,32138.3995,1.1389,19086,2.3800,0.0000,4.2000,1,2100
5000000,1.2783,20,0,500,24391.7114,1.1595,25000,2.3800,0.0000,4.2000,0,2100
60000,0.9033,3,0,500,33238.2262,1.1409,10000,2.3800,0.0000,4.2000,1,2100
5000000,1.2198,20,0,500,24215.7788,1.1492,25000,2.3800,0.0000,4.2000,0,2100
220451,0.9129,9,0,500,25511.2646,1.2539,20451,2.3800,0.0000,4.2000,1,2100
193087,0.9590,8,0,500,26092.7567,1.1979,18087,2.3800,0.0000,4.2000,1,2100
5000000,1.2642,20,0,500,24246.7538,1.1380,25000,2.3800,0.0000,4.2000,0,2100
72609,0.8959,3,0,500,31205.2846,1.1468,22609,2.3800,0.0000,4.2000,1,2100
32011,0.9326,2,0,500,40896.4717,1.0199,7011,2.3800,0.0000,4.2000,1,2100
12994,0.8825,1,0,500,66193.2459,0.8825,12994,2.3800,0.0000,4.2000,1,2100
5000000,1.2565,20,0,500,24229.6573,1.1699,25000,2.3800,0.0000,4.2000,0,2100
20013,0.9252,1,0,500,51540.5688,0.9252,20013,2.3800,0.0000,4.2000,1,2100
5000000,1.1038,20,0,500,24260.5771,1.0338,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.1043,20,0,500,24413.8667,1.1179,25000,2.3800,0.0000,4.2000,0,2100
122165,0.9416,5,0,500,27807.5936,1.1453,22165,2.3800,0.0000,4.2000,1,2100
5000000,1.1708,20,0,500,24339.6873,1.1504,25000,2.3800,0.0000,4.2000,0,2100
57596,0.8794,3,0,500,32841.8673,1.1518,7596,2.3800,0.0000,4.2000,1,2100
34163,0.9108,2,0,500,39742.3549,1.0463,9163,2.3800,0.0000,4.2000,1,2100
5000000,1.1279,20,0,500,24436.4842,1.0953,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.3134,20,0,500,24235.7512,1.1504,25000,2.3800,0.0000,4.2000,0,2100
5000000,1.3469,20,0,500,24490.1705,1.2100,25000,2.3800,0.0000,4.2000,0,2100
90554,0.9361,4,0,500,29482.2943,1.1429,15554,2.3800,0.0000,4.2000,1,2100
5000000,1.3252,20,0,500,24199.8103,1.2250,25000,2.3800,0.0000,4.2000,0,2100
231705,0.8852,10,0,500,25561.1763,1.2375,6705,2.3800,0.0000,4.2000,1,2100
5000000,1.1567,20,0,500,24476.9879,1.1146,25000,2.3800,0.0000,4.2000,0,2100
