variables,cb,totalFlips,entropy,minEntropy,clauses,earlyRestarts,ratio,lastRunEntropy,flips,flipsPerSecond,tries,sat
500,2.3800,12234,0.9119,0.0000,2050,0,4.1000,0.9119,12234,68207.1542,1,1
500,2.3800,10124,0.9035,0.0000,2050,0,4.1000,0.9035,10124,76630.9264,1,1
500,2.3800,196627,0.9204,0.0000,2050,0,4.1000,0.9456,21627,25921.8679,8,1
500,2.3800,7972,0.9089,0.0000,2050,0,4.1000,0.9089,7972,92541.3267,1,1
500,2.3800,10143,0.9247,0.0000,2050,0,4.1000,0.9247,10143,79003.3523,1,1
500,2.3800,4762,0.8892,0.0000,2050,0,4.1000,0.8892,4762,130135.9998,1,1
500,2.3800,85875,0.9235,0.0000,2050,0,4.1000,0.9258,10875,29736.1300,4,1
500,2.3800,72249,0.9159,0.0000,2050,0,4.1000,0.8786,22249,30888.1415,3,1
500,2.3800,81857,0.9170,0.0000,2050,0,4.1000,0.8991,6857,29873.0497,4,1
500,2.3800,130794,0.9208,0.0000,2050,0,4.1000,0.9163,5794,27344.7133,6,1
500,2.3800,9757,0.8936,0.0000,2050,0,4.1000,0.8936,9757,80770.7017,1,1
500,2.3800,109561,0.9255,0.0000,2050,0,4.1000,0.9105,9561,28469.8452,5,1
500,2.3800,44230,0.9012,0.0000,2050,0,4.1000,0.9006,19230,35888.1498,2,1
500,2.3800,6563,0.9301,0.0000,2050,0,4.1000,0.9301,6563,105849.3402,1,1
500,2.3800,6206,0.8990,0.0000,2050,0,4.1000,0.8990,6206,110450.0030,1,1
500,2.3800,223760,0.9372,0.0000,2050,0,4.1000,0.9241,23760,25596.6384,9,1
500,2.3800,68610,0.9231,0.0000,2050,0,4.1000,0.9187,18610,31141.1397,3,1
500,2.3800,19782,0.9343,0.0000,2050,0,4.1000,0.9343,19782,51433.2161,1,1
500,2.3800,5000000,0.8776,0.0000,2050,0,4.1000,0.9203,25000,24140.4630,20,0
500,2.3800,171131,0.9149,0.0000,2050,0,4.1000,0.9294,21131,26209.5466,7,1
500,2.3800,106217,0.9060,0.0000,2050,0,4.1000,0.8868,6217,27913.2415,5,1
500,2.3800,365936,0.9206,0.0000,2050,0,4.1000,0.9197,15936,24231.8068,15,1
500,2.3800,334136,0.9340,0.0000,2050,0,4.1000,0.9206,9136,24448.5581,14,1
500,2.3800,188879,0.9199,0.0000,2050,0,4.1000,0.9275,13879,25786.8282,8,1
500,2.3800,20877,0.9270,0.0000,2050,0,4.1000,0.9270,20877,50664.4962,1,1
500,2.3800,3225,0.9092,0.0000,2050,0,4.1000,0.9092,3225,177355.7151,1,1
500,2.3800,6574,0.9178,0.0000,2050,0,4.1000,0.9178,6574,104781.2723,1,1
500,2.3800,6861,0.9149,0.0000,2050,0,4.1000,0.9149,6861,101088.7820,1,1
500,2.3800,142281,0.9313,0.0000,2050,0,4.1000,0.9106,17281,26808.1465,6,1
500,2.3800,22290,0.9139,0.0000,2050,0,4.1000,0.9139,22290,49301.1262,1,1
500,2.3800,6806,0.8691,0.0000,2050,0,4.1000,0.8691,6806,100625.4831,1,1
500,2.3800,3752,0.9121,0.0000,2050,0,4.1000,0.9121,3752,158378.5160,1,1
500,2.3800,1339,0.8608,0.0000,2050,0,4.1000,0.8608,1339,337171.0979,1,1
500,2.3800,7537,0.8961,0.0000,2050,0,4.1000,0.8961,7537,95787.4255,1,1
500,2.3800,97158,0.9216,0.0000,2050,0,4.1000,0.9176,22158,28679.7618,4,1
500,2.3800,4599,0.8856,0.0000,2050,0,4.1000,0.8856,4599,136209.8085,1,1
500,2.3800,34848,0.9054,0.0000,2050,0,4.1000,0.8690,9848,39079.5769,2,1
500,2.3800,4508,0.8958,0.0000,2050,0,4.1000,0.8958,4508,139806.6589,1,1
500,2.3800,7812,0.8915,0.0000,2050,0,4.1000,0.8915,7812,93190.2828,1,1
500,2.3800,6292,0.8884,0.0000,2050,0,4.1000,0.8884,6292,108190.4052,1,1
500,2.3800,65764,0.9065,0.0000,2050,0,4.1000,0.8995,15764,31448.0878,3,1
500,2.3800,13670,0.8795,0.0000,2050,0,4.1000,0.8795,13670,63720.0827,1,1
500,2.3800,21805,0.9427,0.0000,2050,0,4.1000,0.9427,21805,49584.4102,1,1
500,2.3800,71614,0.9373,0.0000,2050,0,4.1000,0.9282,21614,31247.4736,3,1
500,2.3800,86886,0.9264,0.0000,2050,0,4.1000,0.9052,11886,29599.1351,4,1
500,2.3800,3880,0.9080,0.0000,2050,0,4.1000,0.9080,3880,155209.0415,1,1
500,2.3800,17397,0.9097,0.0000,2050,0,4.1000,0.9097,17397,54858.0413,1,1
500,2.3800,168599,0.9303,0.0000,2050,0,4.1000,0.9245,18599,26666.0990,7,1
500,2.3800,5000000,0.8775,0.0000,2050,0,4.1000,0.9152,25000,24292.0192,20,0
500,2.3800,53737,0.9242,0.0000,2050,0,4.1000,0.9113,3737,33693.7688,3,1
500,2.3800,8387,0.9082,0.0000,2050,0,4.1000,0.9082,8387,88378.1809,1,1
500,2.3800,156614,0.9254,0.0000,2050,0,4.1000,0.9164,6614,26612.1038,7,1
500,2.3800,5438,0.9047,0.0000,2050,0,4.1000,0.9047,5438,120352.2958,1,1
500,2.3800,111414,0.9200,0.0000,2050,0,4.1000,0.9242,11414,28224.5181,5,1
500,2.3800,146230,0.9290,0.0000,2050,0,4.1000,0.9387,21230,27151.9791,6,1
500,2.3800,298567,0.9231,0.0000,2050,0,4.1000,0.9490,23567,25105.8995,12,1
500,2.3800,57390,0.9014,0.0000,2050,0,4.1000,0.8660,7390,33025.4539,3,1
500,2.3800,5000000,0.8809,0.0000,2050,0,4.1000,0.9392,25000,24508.3808,20,0
500,2.3800,10605,0.9176,0.0000,2050,0,4.1000,0.9176,10605,79462.1337,1,1
500,2.3800,5250000,0.8925,0.0000,2050,0,4.1000,0.9525,25000,25848.3556,21,0
500,2.3800,23141,0.9192,0.0000,2050,0,4.1000,0.9192,23141,47494.5592,1,1
500,2.3800,39094,0.9177,0.0000,2050,0,4.1000,0.9081,14094,37679.3542,2,1
500,2.3800,29736,0.8984,0.0000,2050,0,4.1000,0.8937,4736,41133.1374,2,1
500,2.3800,5000000,0.8813,0.0000,2050,0,4.1000,0.9230,25000,24153.8432,20,0
500,2.3800,63507,0.9359,0.0000,2050,0,4.1000,0.9212,13507,31623.5998,3,1
500,2.3800,68520,0.9370,0.0000,2050,0,4.1000,0.9257,18520,31191.7094,3,1
500,2.3800,9066,0.9068,0.0000,2050,0,4.1000,0.9068,9066,84219.0898,1,1
500,2.3800,7340,0.8906,0.0000,2050,0,4.1000,0.8906,7340,97178.7091,1,1
500,2.3800,180637,0.9318,0.0000,2050,0,4.1000,0.9176,5637,26296.7360,8,1
500,2.3800,297317,0.9143,0.0000,2050,0,4.1000,0.9320,22317,25171.5219,12,1
500,2.3800,113805,0.9149,0.0000,2050,0,4.1000,0.9248,13805,27920.6916,5,1
500,2.3800,46827,0.9318,0.0000,2050,0,4.1000,0.9370,21827,35107.0260,2,1
500,2.3800,8602,0.8970,0.0000,2050,0,4.1000,0.8970,8602,88116.0269,1,1
500,2.3800,29486,0.9130,0.0000,2050,0,4.1000,0.9090,4486,42180.5893,2,1
500,2.3800,2966,0.9130,0.0000,2050,0,4.1000,0.9130,2966,191440.8353,1,1
500,2.3800,86527,0.9328,0.0000,2050,0,4.1000,0.9284,11527,29870.0015,4,1
500,2.3800,3179,0.8494,0.0000,2050,0,4.1000,0.8494,3179,180620.9301,1,1
500,2.3800,4718,0.9149,0.0000,2050,0,4.1000,0.9149,4718,135305.5632,1,1
500,2.3800,46140,0.9190,0.0000,2050,0,4.1000,0.9082,21140,35255.4349,2,1
500,2.3800,465644,0.9196,0.0000,2050,0,4.1000,0.9298,15644,24177.9794,19,1
500,2.3800,5713,0.9141,0.0000,2050,0,4.1000,0.9141,5713,118067.1641,1,1
500,2.3800,15434,0.9407,0.0000,2050,0,4.1000,0.9407,15434,60137.4314,1,1
500,2.3800,23664,0.9217,0.0000,2050,0,4.1000,0.9217,23664,47511.0292,1,1
500,2.3800,95660,0.9213,0.0000,2050,0,4.1000,0.9500,20660,28991.3883,4,1
500,2.3800,8729,0.9158,0.0000,2050,0,4.1000,0.9158,8729,85983.6539,1,1
500,2.3800,20540,0.9155,0.0000,2050,0,4.1000,0.9155,20540,50297.6126,1,1
500,2.3800,3856,0.8626,0.0000,2050,0,4.1000,0.8626,3856,155158.5884,1,1
500,2.3800,5000000,0.8810,0.0000,2050,0,4.1000,0.9368,25000,24226.7124,20,0
500,2.3800,65694,0.9140,0.0000,2050,0,4.1000,0.9211,15694,31937.0283,3,1
500,2.3800,17798,0.9174,0.0000,2050,0,4.1000,0.9174,17798,54675.0865,1,1
500,2.3800,49048,0.9348,0.0000,2050,0,4.1000,0.9348,24048,34810.7051,2,1
500,2.3800,62119,0.9144,0.0000,2050,0,4.1000,0.9178,12119,32273.9363,3,1
500,2.3800,15057,0.9348,0.0000,2050,0,4.1000,0.9348,15057,60655.6712,1,1
500,2.3800,7163,0.9237,0.0000,2050,0,4.1000,0.9237,7163,99521.2844,1,1
500,2.3800,38095,0.9230,0.0000,2050,0,4.1000,0.9251,13095,38151.9861,2,1
500,2.3800,272382,0.9275,0.0000,2050,0,4.1000,0.9302,22382,25175.0022,11,1
500,2.3800,8603,0.9286,0.0000,2050,0,4.1000,0.9286,8603,87631.6872,1,1
500,2.3800,20421,0.9330,0.0000,2050,0,4.1000,0.9330,20421,51411.0572,1,1
500,2.3800,281410,0.9359,0.0000,2050,0,4.1000,0.9236,6410,25172.9470,12,1
500,2.3800,58601,0.9355,0.0000,2050,0,4.1000,0.9156,8601,32931.4458,3,1
500,2.3800,8913,0.9117,0.0000,2050,0,4.1000,0.9117,8913,85979.9412,1,1
500,2.3800,186026,0.9097,0.0000,2050,0,4.1000,0.9278,11026,26040.0243,8,1
500,2.3800,30236,0.9184,0.0000,2050,0,4.1000,0.9100,5236,41862.9762,2,1
500,2.3800,45352,0.9279,0.0000,2050,0,4.1000,0.9428,20352,35957.5616,2,1
500,2.3800,8177,0.9149,0.0000,2050,0,4.1000,0.9149,8177,90840.1113,1,1
500,2.3800,93416,0.9288,0.0000,2050,0,4.1000,0.9360,18416,29066.9025,4,1
500,2.3800,17293,0.9402,0.0000,2050,0,4.1000,0.9402,17293,56757.6930,1,1
500,2.3800,39216,0.8952,0.0000,2050,0,4.1000,0.8875,14216,37753.3452,2,1
500,2.3800,11055,0.9119,0.0000,2050,0,4.1000,0.9119,11055,73936.9241,1,1
500,2.3800,13778,0.9296,0.0000,2050,0,4.1000,0.9296,13778,64663.9536,1,1
500,2.3800,46897,0.9093,0.0000,2050,0,4.1000,0.9129,21897,35323.2712,2,1
500,2.3800,24650,0.9447,0.0000,2050,0,4.1000,0.9447,24650,46471.2179,1,1
500,2.3800,12403,0.9335,0.0000,2050,0,4.1000,0.9335,12403,68432.2448,1,1
500,2.3800,8113,0.9054,0.0000,2050,0,4.1000,0.9054,8113,90348.2162,1,1
500,2.3800,10278,0.9200,0.0000,2050,0,4.1000,0.9200,10278,76244.3939,1,1
500,2.3800,7362,0.9142,0.0000,2050,0,4.1000,0.9142,7362,96899.7922,1,1
500,2.3800,53991,0.9091,0.0000,2050,0,4.1000,0.9134,3991,33040.6491,3,1
500,2.3800,4376,0.9152,0.0000,2050,0,4.1000,0.9152,4376,142529.4625,1,1
500,2.3800,16434,0.9087,0.0000,2050,0,4.1000,0.9087,16434,56572.7682,1,1
500,2.3800,42913,0.9090,0.0000,2050,0,4.1000,0.9201,17913,36574.7774,2,1
500,2.3800,115520,0.9316,0.0000,2050,0,4.1000,0.9297,15520,27790.9445,5,1
500,2.3800,7596,0.8941,0.0000,2050,0,4.1000,0.8941,7596,96286.8693,1,1
500,2.3800,11950,0.8979,0.0000,2050,0,4.1000,0.8979,11950,68709.2408,1,1
500,2.3800,5000000,0.8846,0.0000,2050,0,4.1000,0.9440,25000,24284.5373,20,0
500,2.3800,42716,0.9037,0.0000,2050,0,4.1000,0.8968,17716,36248.5685,2,1
500,2.3800,262157,0.9249,0.0000,2050,0,4.1000,0.9250,12157,25335.6114,11,1
500,2.3800,81662,0.9111,0.0000,2050,0,4.1000,0.8909,6662,30003.9726,4,1
500,2.3800,4763,0.9166,0.0000,2050,0,4.1000,0.9166,4763,133168.0614,1,1
500,2.3800,13133,0.9423,0.0000,2050,0,4.1000,0.9423,13133,65919.6312,1,1
500,2.3800,7264,0.9244,0.0000,2050,0,4.1000,0.9244,7264,97848.9675,1,1
500,2.3800,43841,0.9148,0.0000,2050,0,4.1000,0.9137,18841,36414.0968,2,1
500,2.3800,22019,0.9387,0.0000,2050,0,4.1000,0.9387,22019,49650.6238,1,1
500,2.3800,45065,0.9188,0.0000,2050,0,4.1000,0.9172,20065,35375.9440,2,1
500,2.3800,87320,0.9259,0.0000,2050,0,4.1000,0.9096,12320,29669.7732,4,1
500,2.3800,14560,0.8986,0.0000,2050,0,4.1000,0.8986,14560,62241.7714,1,1
500,2.3800,5000000,0.8860,0.0000,2050,0,4.1000,0.9502,25000,24409.2840,20,0
500,2.3800,23527,0.8982,0.0000,2050,0,4.1000,0.8982,23527,48425.4225,1,1
500,2.3800,41918,0.9193,0.0000,2050,0,4.1000,0.9055,16918,37926.4049,2,1
500,2.3800,66155,0.9087,0.0000,2050,0,4.1000,0.8814,16155,33266.9136,3,1
500,2.3800,55113,0.8964,0.0000,2050,0,4.1000,0.9170,5113,35762.2540,3,1
500,2.3800,32900,0.9311,0.0000,2050,0,4.1000,0.9372,7900,40312.4401,2,1
500,2.3800,6529,0.8976,0.0000,2050,0,4.1000,0.8976,6529,105834.3244,1,1
500,2.3800,199490,0.9240,0.0000,2050,0,4.1000,0.8794,24490,25814.7785,8,1
500,2.3800,20242,0.9354,0.0000,2050,0,4.1000,0.9354,20242,51399.2695,1,1
500,2.3800,121825,0.9272,0.0000,2050,0,4.1000,0.9151,21825,27815.1166,5,1
500,2.3800,47346,0.9116,0.0000,2050,0,4.1000,0.9032,22346,35544.5578,2,1
500,2.3800,9424,0.9145,0.0000,2050,0,4.1000,0.9145,9424,84088.5824,1,1
500,2.3800,83242,0.9317,0.0000,2050,0,4.1000,0.9253,8242,30675.0564,4,1
500,2.3800,21553,0.9312,0.0000,2050,0,4.1000,0.9312,21553,48878.3158,1,1
500,2.3800,21022,0.9169,0.0000,2050,0,4.1000,0.9169,21022,48703.5553,1,1
500,2.3800,6907,0.8651,0.0000,2050,0,4.1000,0.8651,6907,100034.6519,1,1
500,2.3800,123662,0.9180,0.0000,2050,0,4.1000,0.9084,23662,27597.1744,5,1
500,2.3800,55133,0.9274,0.0000,2050,0,4.1000,0.9246,5133,33529.9723,3,1
500,2.3800,13119,0.8996,0.0000,2050,0,4.1000,0.8996,13119,65583.2327,1,1
500,2.3800,21883,0.9420,0.0000,2050,0,4.1000,0.9420,21883,48859.4996,1,1
500,2.3800,13719,0.8766,0.0000,2050,0,4.1000,0.8766,13719,63540.4380,1,1
500,2.3800,3094,0.8676,0.0000,2050,0,4.1000,0.8676,3094,185723.0526,1,1
500,2.3800,58884,0.9152,0.0000,2050,0,4.1000,0.9274,8884,32788.9459,3,1
500,2.3800,282093,0.9300,0.0000,2050,0,4.1000,0.9295,7093,25346.8934,12,1
500,2.3800,55082,0.9366,0.0000,2050,0,4.1000,0.9264,5082,34712.2562,3,1
500,2.3800,16345,0.9020,0.0000,2050,0,4.1000,0.9020,16345,59435.4276,1,1
500,2.3800,243803,0.9368,0.0000,2050,0,4.1000,0.9446,18803,26983.7721,10,1
500,2.3800,17680,0.9281,0.0000,2050,0,4.1000,0.9281,17680,59198.4821,1,1
500,2.3800,339223,0.9288,0.0000,2050,0,4.1000,0.9179,14223,26603.5403,14,1
500,2.3800,78506,0.9219,0.0000,2050,0,4.1000,0.9083,3506,30143.1205,4,1
500,2.3800,23096,0.9044,0.0000,2050,0,4.1000,0.9044,23096,47728.0066,1,1
500,2.3800,7723,0.9232,0.0000,2050,0,4.1000,0.9232,7723,94114.4511,1,1
500,2.3800,214266,0.9162,0.0000,2050,0,4.1000,0.9215,14266,26137.0054,9,1
500,2.3800,5250000,0.8852,0.0000,2050,0,4.1000,0.8969,25000,25334.3452,21,0
500,2.3800,3243,0.8890,0.0000,2050,0,4.1000,0.8890,3243,190983.3713,1,1
500,2.3800,10102,0.8843,0.0000,2050,0,4.1000,0.8843,10102,84894.9421,1,1
500,2.3800,8981,0.9196,0.0000,2050,0,4.1000,0.9196,8981,89987.4636,1,1
500,2.3800,66629,0.9293,0.0000,2050,0,4.1000,0.9092,16629,31421.0860,3,1
500,2.3800,5250000,0.8868,0.0000,2050,0,4.1000,0.9426,25000,25328.0235,21,0
500,2.3800,297132,0.9327,0.0000,2050,0,4.1000,0.9291,22132,26801.8113,12,1
500,2.3800,135678,0.9352,0.0000,2050,0,4.1000,0.9097,10678,29972.4412,6,1
500,2.3800,4698,0.8999,0.0000,2050,0,4.1000,0.8999,4698,150680.6750,1,1
500,2.3800,49863,0.9109,0.0000,2050,0,4.1000,0.9355,24863,37670.6699,2,1
500,2.3800,14122,0.9314,0.0000,2050,0,4.1000,0.9314,14122,67582.1080,1,1
500,2.3800,434443,0.9350,0.0000,2050,0,4.1000,0.9178,9443,26572.9949,18,1
500,2.3800,24328,0.9161,0.0000,2050,0,4.1000,0.9161,24328,46962.9370,1,1
500,2.3800,8691,0.8896,0.0000,2050,0,4.1000,0.8896,8691,85732.5449,1,1
500,2.3800,5250000,0.8919,0.0000,2050,0,4.1000,0.9453,25000,25066.7599,21,0
500,2.3800,191746,0.9306,0.0000,2050,0,4.1000,0.9333,16746,27669.2519,8,1
500,2.3800,3991,0.9196,0.0000,2050,0,4.1000,0.9196,3991,163089.0389,1,1
500,2.3800,46931,0.9238,0.0000,2050,0,4.1000,0.9116,21931,38006.4833,2,1
500,2.3800,8283,0.9169,0.0000,2050,0,4.1000,0.9169,8283,98202.6676,1,1
500,2.3800,5250000,0.8895,0.0000,2050,0,4.1000,0.9058,25000,26198.4099,21,0
500,2.3800,7927,0.9067,0.0000,2050,0,4.1000,0.9067,7927,93344.5314,1,1
500,2.3800,6659,0.9389,0.0000,2050,0,4.1000,0.9389,6659,103205.4778,1,1
500,2.3800,17802,0.9207,0.0000,2050,0,4.1000,0.9207,17802,55477.1462,1,1
500,2.3800,423073,0.9418,0.0000,2050,0,4.1000,0.9492,23073,25701.6468,17,1
500,2.3800,11936,0.8967,0.0000,2050,0,4.1000,0.8967,11936,75710.1763,1,1
500,2.3800,142809,0.9259,0.0000,2050,0,4.1000,0.9496,17809,28849.1329,6,1
500,2.3800,20043,0.9177,0.0000,2050,0,4.1000,0.9177,20043,54690.9976,1,1
500,2.3800,123272,0.9395,0.0000,2050,0,4.1000,0.9453,23272,29267.7614,5,1
500,2.3800,8676,0.9255,0.0000,2050,0,4.1000,0.9255,8676,86615.8316,1,1
500,2.3800,15141,0.9394,0.0000,2050,0,4.1000,0.9394,15141,60666.5675,1,1
500,2.3800,3198,0.9161,0.0000,2050,0,4.1000,0.9161,3198,179496.5339,1,1
500,2.3800,22834,0.9070,0.0000,2050,0,4.1000,0.9070,22834,48552.9577,1,1
500,2.3800,19198,0.9034,0.0000,2050,0,4.1000,0.9034,19198,53131.7608,1,1
500,2.3800,86424,0.9057,0.0000,2050,0,4.1000,0.9040,11424,30414.7173,4,1
500,2.3800,12232,0.9213,0.0000,2050,0,4.1000,0.9213,12232,71978.2366,1,1
500,2.3800,20776,0.9088,0.0000,2050,0,4.1000,0.9088,20776,52590.4885,1,1
500,2.3800,8439,0.8913,0.0000,2050,0,4.1000,0.8913,8439,87787.8741,1,1
500,2.3800,58554,0.9214,0.0000,2050,0,4.1000,0.9145,8554,32206.1775,3,1
500,2.3800,7990,0.9168,0.0000,2050,0,4.1000,0.9168,7990,88580.3272,1,1
500,2.3800,9089,0.9274,0.0000,2050,0,4.1000,0.9274,9089,86521.3923,1,1
500,2.3800,7797,0.8880,0.0000,2050,0,4.1000,0.8880,7797,95588.1280,1,1
500,2.3800,35630,0.9238,0.0000,2050,0,4.1000,0.9221,10630,39742.1644,2,1
500,2.3800,20220,0.9284,0.0000,2050,0,4.1000,0.9284,20220,52806.4120,1,1
500,2.3800,14872,0.9020,0.0000,2050,0,4.1000,0.9020,14872,62485.1392,1,1
500,2.3800,35094,0.8967,0.0000,2050,0,4.1000,0.8911,10094,38349.8375,2,1
500,2.3800,19053,0.9273,0.0000,2050,0,4.1000,0.9273,19053,53496.6720,1,1
500,2.3800,5939,0.8916,0.0000,2050,0,4.1000,0.8916,5939,115344.1336,1,1
500,2.3800,306584,0.9046,0.0000,2050,0,4.1000,0.8973,6584,25416.4421,13,1
