sat,clauses,flips,variables,earlyRestarts,tries,flipsPerSecond,entropy,lastRunEntropy,totalFlips,ratio,minEntropy,cb
0,2100,25000,500,0,20,24678.1198,0.8175,0.9019,5000000,4.2000,0.0000,3.2000
0,2100,25000,500,0,20,24828.6539,0.7495,0.8144,5000000,4.2000,0.0000,4.2000
0,2100,25000,500,0,20,24544.7185,0.9108,0.9663,5000000,4.2000,0.0000,1.9000
1,2100,8626,500,0,3,32330.7964,0.8131,0.8435,58626,4.2000,0.0000,4.1000
0,2100,25000,500,0,20,24490.7653,0.9275,0.9761,5000000,4.2000,0.0000,1.2000
0,2100,25000,500,0,20,24228.6023,0.7609,0.8681,5000000,4.2000,0.0000,4.5000
0,2100,25000,500,0,20,24188.4900,0.9332,0.9824,5000000,4.2000,0.0000,0.0000
1,2100,17981,500,0,6,27154.4221,0.9613,0.9600,142981,4.2000,0.0000,1.7000
0,2100,25000,500,0,20,24342.7428,0.9307,0.9805,5000000,4.2000,0.0000,1.2000
0,2100,25000,500,0,20,24219.8578,0.9256,0.9748,5000000,4.2000,0.0000,1.4000
1,2100,21032,500,0,3,31275.1062,0.9711,0.9632,71032,4.2000,0.0000,1.7000
0,2100,25000,500,0,20,24195.6485,0.9323,0.9823,5000000,4.2000,0.0000,0.6000
0,2100,25000,500,0,20,24760.0258,0.7779,0.8214,5000000,4.2000,0.0000,3.4000
0,2100,25000,500,0,20,24749.9799,0.7014,0.8005,5000000,4.2000,0.0000,4.7000
1,2100,16007,500,0,2,37566.2556,0.8894,0.9017,41007,4.2000,0.0000,2.7000
0,2100,25000,500,0,20,24407.9937,0.6768,0.5914,5000000,4.2000,0.0000,4.9000
0,2100,25000,500,0,20,24433.7331,0.9245,0.9752,5000000,4.2000,0.0000,1.4000
0,2100,25000,500,0,20,24253.1452,0.9265,0.9763,5000000,4.2000,0.0000,1.6000
0,2100,25000,500,0,20,24555.6855,0.7774,0.8523,5000000,4.2000,0.0000,3.5000
0,2100,25000,500,0,20,24642.3169,0.7288,0.8181,5000000,4.2000,0.0000,4.4000
0,2100,25000,500,0,20,24329.6990,0.9332,0.9830,5000000,4.2000,0.0000,1.0000
0,2100,25000,500,0,20,24385.9537,0.9093,0.9560,5000000,4.2000,0.0000,2.1000
0,2100,25000,500,0,20,24562.7644,0.9236,0.9701,5000000,4.2000,0.0000,1.4000
0,2100,25000,500,0,20,24134.8458,0.9321,0.9817,5000000,4.2000,0.0000,0.1000
0,2100,25000,500,0,20,24529.3929,0.8981,0.9391,5000000,4.2000,0.0000,2.3000
1,2100,8278,500,0,12,25970.3316,0.7757,0.8396,283278,4.2000,0.0000,4.2000
0,2100,25000,500,0,20,24455.0938,0.9260,0.9772,5000000,4.2000,0.0000,1.4000
0,2100,25000,500,0,20,24655.6825,0.7956,0.8488,5000000,4.2000,0.0000,3.3000
0,2100,25000,500,0,21,24984.8404,0.7370,0.8150,5250000,4.2000,0.0000,4.5000
1,2100,24646,500,0,3,27950.3281,0.9180,0.9123,74646,4.2000,0.0000,2.5000
0,2100,25000,500,0,20,24169.6960,0.9291,0.9781,5000000,4.2000,0.0000,1.2000
0,2100,25000,500,0,20,24175.4805,0.9331,0.9807,5000000,4.2000,0.0000,0.4000
1,2100,11379,500,0,1,73555.2644,0.8262,0.8262,11379,4.2000,0.0000,3.5000
0,2100,25000,500,0,20,24463.0342,0.9115,0.9590,5000000,4.2000,0.0000,1.9000
1,2100,20334,500,0,15,24786.6698,0.7348,0.8073,370334,4.2000,0.0000,4.3000
1,2100,15277,500,0,2,37621.4155,0.9580,0.9504,40277,4.2000,0.0000,2.0000
0,2100,25000,500,0,20,24783.7125,0.7386,0.7361,5000000,4.2000,0.0000,4.4000
0,2100,25000,500,0,20,24392.5917,0.9031,0.9381,5000000,4.2000,0.0000,2.1000
0,2100,25000,500,0,20,24631.4969,0.7508,0.7156,5000000,4.2000,0.0000,4.1000
1,2100,15851,500,0,1,59571.3338,0.9258,0.9258,15851,4.2000,0.0000,2.3000
1,2100,11281,500,0,12,25345.1696,0.7768,0.7940,286281,4.2000,0.0000,4.0000
0,2100,25000,500,0,20,24757.0996,0.8764,0.9079,5000000,4.2000,0.0000,2.4000
0,2100,25000,500,0,20,24271.3793,0.9319,0.9817,5000000,4.2000,0.0000,0.6000
0,2100,25000,500,0,20,24429.1037,0.9331,0.9818,5000000,4.2000,0.0000,1.0000
0,2100,25000,500,0,20,24290.4742,0.9340,0.9833,5000000,4.2000,0.0000,0.0000
0,2100,25000,500,0,20,24295.3250,0.8833,0.9523,5000000,4.2000,0.0000,2.6000
0,2100,25000,500,0,20,24815.7919,0.7144,0.7259,5000000,4.2000,0.0000,4.9000
0,2100,25000,500,0,20,24856.1500,0.7050,0.7477,5000000,4.2000,0.0000,4.4000
0,2100,25000,500,0,20,24683.3237,0.9008,0.9567,5000000,4.2000,0.0000,2.3000
1,2100,4361,500,0,19,24385.3293,0.8249,0.8322,454361,4.2000,0.0000,3.4000
0,2100,25000,500,0,20,24096.5547,0.9346,0.9834,5000000,4.2000,0.0000,0.1000
0,2100,25000,500,0,20,24408.4868,0.9276,0.9792,5000000,4.2000,0.0000,1.5000
0,2100,25000,500,0,20,24468.3088,0.8112,0.8654,5000000,4.2000,0.0000,3.3000
0,2100,25000,500,0,20,24256.6312,0.7561,0.7773,5000000,4.2000,0.0000,3.8000
1,2100,24467,500,0,1,47297.3329,0.9245,0.9245,24467,4.2000,0.0000,2.2000
0,2100,25000,500,0,20,24839.0700,0.7429,0.7744,5000000,4.2000,0.0000,4.5000
0,2100,25000,500,0,20,24475.5336,0.9290,0.9778,5000000,4.2000,0.0000,1.2000
0,2100,25000,500,0,20,24888.6636,0.7170,0.7591,5000000,4.2000,0.0000,4.3000
0,2100,25000,500,0,20,24467.8289,0.9326,0.9808,5000000,4.2000,0.0000,0.6000
1,2100,7291,500,0,1,100387.7031,0.8167,0.8167,7291,4.2000,0.0000,3.4000
0,2100,25000,500,0,20,24640.5114,0.8030,0.8731,5000000,4.2000,0.0000,3.4000
1,2100,20221,500,0,1,39789.9431,0.9518,0.9518,20221,4.2000,0.0000,1.7000
0,2100,25000,500,0,20,23958.9856,0.9349,0.9837,5000000,4.2000,0.0000,0.2000
1,2100,7385,500,0,7,27295.1082,0.8251,0.7834,157385,4.2000,0.0000,3.7000
0,2100,25000,500,0,20,24347.9173,0.9252,0.9750,5000000,4.2000,0.0000,1.7000
0,2100,25000,500,0,20,24463.9254,0.9223,0.9707,5000000,4.2000,0.0000,1.9000
1,2100,13165,500,0,5,28320.9313,0.9327,0.9329,113165,4.2000,0.0000,2.2000
1,2100,21013,500,0,2,35459.1949,0.8675,0.8500,46013,4.2000,0.0000,2.5000
0,2100,25000,500,0,20,24154.6842,0.9347,0.9856,5000000,4.2000,0.0000,0.4000
0,2100,25000,500,0,20,24394.5342,0.6931,0.7053,5000000,4.2000,0.0000,4.8000
1,2100,18732,500,0,8,27322.0229,0.7227,0.7412,193732,4.2000,0.0000,4.7000
1,2100,21875,500,0,3,31120.6938,0.7696,0.8316,71875,4.2000,0.0000,3.5000
1,2100,8060,500,0,4,30600.0682,0.8884,0.8983,83060,4.2000,0.0000,2.9000
1,2100,3139,500,0,4,30685.9982,0.8684,0.8623,78139,4.2000,0.0000,2.8000
0,2100,25000,500,0,20,24881.8899,0.8347,0.8929,5000000,4.2000,0.0000,3.3000
0,2100,25000,500,0,20,24691.3819,0.8795,0.9490,5000000,4.2000,0.0000,2.4000
1,2100,16978,500,0,8,26530.9381,0.9568,0.9472,191978,4.2000,0.0000,2.0000
0,2100,25000,500,0,20,24169.4506,0.7982,0.8716,5000000,4.2000,0.0000,3.5000
0,2100,25000,500,0,20,24403.0001,0.9291,0.9777,5000000,4.2000,0.0000,1.1000
1,2100,15650,500,0,19,24571.0807,0.8301,0.7939,465650,4.2000,0.0000,3.2000
0,2100,25000,500,0,20,24373.6484,0.9341,0.9830,5000000,4.2000,0.0000,0.1000
1,2100,16396,500,0,1,58109.5776,0.9289,0.9289,16396,4.2000,0.0000,2.4000
0,2100,25000,500,0,20,24232.7832,0.9337,0.9822,5000000,4.2000,0.0000,0.0000
0,2100,25000,500,0,20,24780.2048,0.7030,0.6354,5000000,4.2000,0.0000,4.4000
1,2100,10760,500,0,1,75918.5012,0.9222,0.9222,10760,4.2000,0.0000,2.4000
0,2100,25000,500,0,20,23938.4315,0.9313,0.9803,5000000,4.2000,0.0000,0.9000
0,2100,25000,500,0,20,24721.1892,0.7618,0.8625,5000000,4.2000,0.0000,3.8000
0,2100,25000,500,0,20,24627.4308,0.9090,0.9386,5000000,4.2000,0.0000,2.1000
0,2100,25000,500,0,20,24047.3488,0.9328,0.9819,5000000,4.2000,0.0000,0.0000
0,2100,25000,500,0,20,24803.5364,0.7427,0.7687,5000000,4.2000,0.0000,3.8000
0,2100,25000,500,0,20,24245.0685,0.9356,0.9859,5000000,4.2000,0.0000,0.0000
0,2100,25000,500,0,20,24465.4671,0.9332,0.9832,5000000,4.2000,0.0000,0.7000
0,2100,25000,500,0,20,24637.6030,0.8763,0.9193,5000000,4.2000,0.0000,2.6000
1,2100,12514,500,0,2,38418.9154,0.9563,0.9532,37514,4.2000,0.0000,1.8000
0,2100,25000,500,0,20,24173.4841,0.9138,0.9547,5000000,4.2000,0.0000,1.8000
1,2100,20517,500,0,3,31253.1393,0.8749,0.8993,70517,4.2000,0.0000,2.7000
0,2100,25000,500,0,20,24442.6578,0.7513,0.7488,5000000,4.2000,0.0000,4.2000
0,2100,25000,500,0,20,24369.9942,0.9305,0.9796,5000000,4.2000,0.0000,1.1000
0,2100,25000,500,0,20,24417.3965,0.9227,0.9724,5000000,4.2000,0.0000,1.4000
1,2100,8130,500,0,1,92232.7392,0.9111,0.9111,8130,4.2000,0.0000,2.5000
1,2100,17875,500,0,5,28515.6151,0.7295,0.6611,117875,4.2000,0.0000,4.8000
0,2100,25000,500,0,20,24029.0933,0.9336,0.9829,5000000,4.2000,0.0000,0.4000
0,2100,25000,500,0,20,24276.1809,0.9350,0.9842,5000000,4.2000,0.0000,0.2000
1,2100,9645,500,0,1,81966.6249,0.8119,0.8119,9645,4.2000,0.0000,3.8000
0,2100,25000,500,0,20,24975.2049,0.7567,0.7847,5000000,4.2000,0.0000,4.1000
0,2100,25000,500,0,20,24393.3484,0.9344,0.9827,5000000,4.2000,0.0000,0.8000
1,2100,18236,500,0,2,37193.0161,0.9591,0.9626,43236,4.2000,0.0000,1.8000
0,2100,25000,500,0,20,24938.7110,0.7233,0.7448,5000000,4.2000,0.0000,4.7000
0,2100,25000,500,0,20,24550.8756,0.9279,0.9780,5000000,4.2000,0.0000,1.1000
0,2100,25000,500,0,20,24542.0156,0.9310,0.9791,5000000,4.2000,0.0000,0.8000
0,2100,25000,500,0,20,24576.0447,0.9339,0.9821,5000000,4.2000,0.0000,1.1000
0,2100,25000,500,0,21,25022.7656,0.7056,0.7917,5250000,4.2000,0.0000,4.3000
0,2100,25000,500,0,20,24293.6631,0.9339,0.9831,5000000,4.2000,0.0000,0.2000
1,2100,10837,500,0,19,24457.6728,0.8435,0.8552,460837,4.2000,0.0000,3.2000
1,2100,24100,500,0,7,26706.0902,0.9415,0.9480,174100,4.2000,0.0000,2.1000
0,2100,25000,500,0,20,24906.4535,0.7050,0.6946,5000000,4.2000,0.0000,4.7000
0,2100,25000,500,0,21,24919.1619,0.8236,0.8650,5250000,4.2000,0.0000,3.2000
1,2100,24651,500,0,1,46760.5512,0.9424,0.9424,24651,4.2000,0.0000,2.5000
1,2100,9033,500,0,1,86375.1816,0.9094,0.9094,9033,4.2000,0.0000,2.5000
0,2100,25000,500,0,20,24567.9667,0.9191,0.9702,5000000,4.2000,0.0000,1.8000
0,2100,25000,500,0,20,24854.6299,0.7717,0.8546,5000000,4.2000,0.0000,4.1000
1,2100,11081,500,0,1,74468.6566,0.9349,0.9349,11081,4.2000,0.0000,2.2000
1,2100,20445,500,0,5,28153.1664,0.9096,0.8996,120445,4.2000,0.0000,2.7000
1,2100,12743,500,0,5,28484.0140,0.6975,0.7404,112743,4.2000,0.0000,4.0000
0,2100,25000,500,0,20,24454.0755,0.8291,0.8912,5000000,4.2000,0.0000,2.8000
1,2100,21172,500,0,3,31135.4186,0.9637,0.9640,71172,4.2000,0.0000,1.6000
0,2100,25000,500,0,20,24542.9772,0.7745,0.8033,5000000,4.2000,0.0000,3.7000
0,2100,25000,500,0,20,24524.0696,0.9291,0.9716,5000000,4.2000,0.0000,1.3000
0,2100,25000,500,0,20,24402.4529,0.8254,0.8560,5000000,4.2000,0.0000,3.1000
1,2100,8655,500,0,2,39710.8508,0.7247,0.7176,33655,4.2000,0.0000,4.2000
1,2100,16354,500,0,10,25977.4344,0.6981,0.6862,241354,4.2000,0.0000,4.7000
1,2100,11578,500,0,4,29855.1237,0.9006,0.8964,86578,4.2000,0.0000,3.1000
0,2100,25000,500,0,20,24765.1233,0.7892,0.8018,5000000,4.2000,0.0000,3.8000
0,2100,25000,500,0,20,24828.7071,0.7983,0.7936,5000000,4.2000,0.0000,3.6000
0,2100,25000,500,0,20,24572.2285,0.7372,0.7783,5000000,4.2000,0.0000,3.8000
1,2100,18250,500,0,1,54899.6824,0.9639,0.9639,18250,4.2000,0.0000,1.7000
0,2100,25000,500,0,20,24242.1788,0.9325,0.9811,5000000,4.2000,0.0000,0.5000
1,2100,4502,500,0,5,29037.9261,0.8278,0.8277,104502,4.2000,0.0000,3.7000
1,2100,8862,500,0,6,27818.8064,0.7498,0.6370,133862,4.2000,0.0000,4.0000
1,2100,11039,500,0,13,24953.7109,0.9356,0.9368,311039,4.2000,0.0000,2.2000
1,2100,13240,500,0,2,38938.8327,0.8338,0.8488,38240,4.2000,0.0000,2.9000
0,2100,25000,500,0,20,24734.0233,0.8033,0.8363,5000000,4.2000,0.0000,3.4000
0,2100,25000,500,0,20,24405.2194,0.9230,0.9704,5000000,4.2000,0.0000,1.4000
0,2100,25000,500,0,20,24417.0727,0.9279,0.9767,5000000,4.2000,0.0000,1.2000
1,2100,21170,500,0,10,25787.2169,0.8121,0.8508,246170,4.2000,0.0000,3.4000
0,2100,25000,500,0,21,25060.4852,0.6957,0.6743,5250000,4.2000,0.0000,4.7000
0,2100,25000,500,0,20,24798.7873,0.8246,0.8520,5000000,4.2000,0.0000,3.4000
1,2100,16427,500,0,4,29793.0631,0.9542,0.9406,91427,4.2000,0.0000,2.1000
0,2100,25000,500,0,20,24426.5081,0.9298,0.9787,5000000,4.2000,0.0000,0.8000
1,2100,5574,500,0,3,33521.0200,0.9005,0.9133,55574,4.2000,0.0000,2.8000
0,2100,25000,500,0,20,24591.3261,0.8430,0.8849,5000000,4.2000,0.0000,2.9000
0,2100,25000,500,0,20,24437.4179,0.9264,0.9764,5000000,4.2000,0.0000,1.2000
1,2100,2584,500,0,3,33809.7799,0.7516,0.8163,52584,4.2000,0.0000,4.8000
1,2100,21506,500,0,7,27019.4227,0.8883,0.8966,171506,4.2000,0.0000,2.7000
0,2100,25000,500,0,20,24574.3934,0.9336,0.9821,5000000,4.2000,0.0000,0.8000
0,2100,25000,500,0,20,24398.8067,0.9324,0.9802,5000000,4.2000,0.0000,0.6000
0,2100,25000,500,0,20,24464.6937,0.9323,0.9815,5000000,4.2000,0.0000,0.9000
0,2100,25000,500,0,20,24929.5737,0.7780,0.7014,5000000,4.2000,0.0000,3.8000
0,2100,25000,500,0,20,24365.1990,0.9344,0.9833,5000000,4.2000,0.0000,0.2000
1,2100,24981,500,0,19,24858.6792,0.8136,0.7158,474981,4.2000,0.0000,4.1000
0,2100,25000,500,0,20,24410.2906,0.9318,0.9815,5000000,4.2000,0.0000,0.7000
1,2100,15297,500,0,4,30019.7142,0.7332,0.7270,90297,4.2000,0.0000,4.6000
0,2100,25000,500,0,20,24709.8334,0.7066,0.6930,5000000,4.2000,0.0000,4.8000
0,2100,25000,500,0,20,24165.8918,0.9357,0.9849,5000000,4.2000,0.0000,0.1000
1,2100,6441,500,0,1,107400.7721,0.8486,0.8486,6441,4.2000,0.0000,3.7000
0,2100,25000,500,0,20,24377.5821,0.9206,0.9691,5000000,4.2000,0.0000,1.7000
0,2100,25000,500,0,20,24768.2143,0.6825,0.6557,5000000,4.2000,0.0000,4.7000
0,2100,25000,500,0,20,24178.9158,0.9340,0.9831,5000000,4.2000,0.0000,0.1000
0,2100,25000,500,0,20,24293.5537,0.9312,0.9801,5000000,4.2000,0.0000,1.0000
1,2100,22827,500,0,3,31327.4702,0.9639,0.9613,72827,4.2000,0.0000,1.6000
0,2100,25000,500,0,20,24172.5643,0.9316,0.9820,5000000,4.2000,0.0000,0.2000
0,2100,25000,500,0,20,24668.9498,0.8038,0.8918,5000000,4.2000,0.0000,3.4000
0,2100,25000,500,0,20,24806.2247,0.8072,0.8639,5000000,4.2000,0.0000,3.2000
0,2100,25000,500,0,20,24714.9146,0.9232,0.9736,5000000,4.2000,0.0000,1.6000
1,2100,22346,500,0,7,26638.0040,0.9639,0.9596,172346,4.2000,0.0000,1.7000
0,2100,25000,500,0,20,24510.1971,0.9288,0.9766,5000000,4.2000,0.0000,1.1000
0,2100,25000,500,0,20,24415.6303,0.9285,0.9778,5000000,4.2000,0.0000,1.0000
0,2100,25000,500,0,20,24809.3504,0.6845,0.7006,5000000,4.2000,0.0000,4.8000
0,2100,25000,500,0,20,24584.7869,0.9202,0.9737,5000000,4.2000,0.0000,1.7000
1,2100,9750,500,0,8,26398.9520,0.9257,0.9119,184750,4.2000,0.0000,2.4000
1,2100,9935,500,0,10,25784.2228,0.8375,0.8436,234935,4.2000,0.0000,3.1000
0,2100,25000,500,0,20,24731.0044,0.8125,0.8870,5000000,4.2000,0.0000,3.3000
0,2100,25000,500,0,20,24872.2192,0.7418,0.6966,5000000,4.2000,0.0000,4.2000
0,2100,25000,500,0,20,24599.5970,0.9242,0.9690,5000000,4.2000,0.0000,1.6000
1,2100,17668,500,0,3,31822.1463,0.9366,0.9314,67668,4.2000,0.0000,2.2000
1,2100,24428,500,0,6,27696.4628,0.7211,0.7028,149428,4.2000,0.0000,4.5000
1,2100,9556,500,0,1,82983.7672,0.8571,0.8571,9556,4.2000,0.0000,3.1000
0,2100,25000,500,0,20,24282.5749,0.9315,0.9796,5000000,4.2000,0.0000,0.8000
0,2100,25000,500,0,20,24364.7350,0.9302,0.9793,5000000,4.2000,0.0000,0.9000
1,2100,16220,500,0,2,37421.8055,0.7980,0.8220,41220,4.2000,0.0000,3.3000
0,2100,25000,500,0,20,24220.0181,0.9335,0.9828,5000000,4.2000,0.0000,0.5000
1,2100,20028,500,0,1,51101.5118,0.9545,0.9545,20028,4.2000,0.0000,1.6000
1,2100,11077,500,0,11,25576.1109,0.8324,0.7894,261077,4.2000,0.0000,3.7000
1,2100,7462,500,0,1,94541.7265,0.9428,0.9428,7462,4.2000,0.0000,2.1000
1,2100,18315,500,0,13,25120.1639,0.9036,0.9227,318315,4.2000,0.0000,2.7000
0,2100,25000,500,0,20,23896.8985,0.9326,0.9813,5000000,4.2000,0.0000,0.0000
1,2100,4143,500,0,2,41942.6991,0.9582,0.9504,29143,4.2000,0.0000,1.4000
1,2100,18853,500,0,12,25208.4521,0.9570,0.9590,293853,4.2000,0.0000,1.9000
0,2100,25000,500,0,20,24414.5425,0.9347,0.9829,5000000,4.2000,0.0000,0.3000
0,2100,25000,500,0,20,24700.2936,0.7191,0.8136,5000000,4.2000,0.0000,4.3000
0,2100,25000,500,0,20,24472.1248,0.9270,0.9764,5000000,4.2000,0.0000,1.3000
1,2100,16341,500,0,13,25418.6707,0.8224,0.8580,316341,4.2000,0.0000,3.6000
0,2100,25000,500,0,20,24018.1709,0.9314,0.9806,5000000,4.2000,0.0000,0.2000
0,2100,25000,500,0,20,24360.9258,0.9352,0.9836,5000000,4.2000,0.0000,0.4000
1,2100,12137,500,0,2,39123.7582,0.9552,0.9476,37137,4.2000,0.0000,1.7000
0,2100,25000,500,0,20,24400.4740,0.9287,0.9784,5000000,4.2000,0.0000,1.3000
0,2100,25000,500,0,20,24370.5943,0.9307,0.9788,5000000,4.2000,0.0000,0.9000
0,2100,25000,500,0,20,24358.7484,0.9308,0.9794,5000000,4.2000,0.0000,1.1000
0,2100,25000,500,0,20,24010.5838,0.9305,0.9802,5000000,4.2000,0.0000,0.4000
1,2100,8433,500,0,9,25711.3085,0.7200,0.7841,208433,4.2000,0.0000,4.5000
1,2100,3889,500,0,19,24497.5155,0.9562,0.9310,453889,4.2000,0.0000,2.0000
1,2100,13824,500,0,1,63402.8110,0.9493,0.9493,13824,4.2000,0.0000,1.8000
0,2100,25000,500,0,20,24262.6637,0.9336,0.9833,5000000,4.2000,0.0000,0.8000
0,2100,25000,500,0,20,24322.6136,0.9334,0.9822,5000000,4.2000,0.0000,0.3000
0,2100,25000,500,0,20,24827.0910,0.7759,0.8409,5000000,4.2000,0.0000,4.0000
0,2100,25000,500,0,20,24367.1275,0.9324,0.9794,5000000,4.2000,0.0000,0.6000
1,2100,4456,500,0,16,24927.6439,0.9654,0.9556,379456,4.2000,0.0000,1.7000
0,2100,25000,500,0,20,24319.9802,0.9334,0.9813,5000000,4.2000,0.0000,0.5000
1,2100,3920,500,0,1,156117.3418,0.8732,0.8732,3920,4.2000,0.0000,2.8000
0,2100,25000,500,0,20,24521.4269,0.9343,0.9821,5000000,4.2000,0.0000,0.6000
0,2100,25000,500,0,20,24306.3241,0.9303,0.9796,5000000,4.2000,0.0000,1.1000
0,2100,25000,500,0,20,24482.9765,0.9068,0.9611,5000000,4.2000,0.0000,2.1000
0,2100,25000,500,0,20,24064.1657,0.9338,0.9828,5000000,4.2000,0.0000,0.0000
0,2100,25000,500,0,20,24615.3026,0.7621,0.8012,5000000,4.2000,0.0000,4.1000
0,2100,25000,500,0,20,24236.9573,0.9346,0.9837,5000000,4.2000,0.0000,0.7000
1,2100,22630,500,0,5,28540.2225,0.7827,0.7897,122630,4.2000,0.0000,4.0000
1,2100,5837,500,0,19,24842.8237,0.7314,0.7418,455837,4.2000,0.0000,4.5000
0,2100,25000,500,0,20,24589.9011,0.9209,0.9695,5000000,4.2000,0.0000,1.8000
1,2100,21332,500,0,17,25100.8416,0.7501,0.6432,421332,4.2000,0.0000,4.6000
0,2100,25000,500,0,20,24684.2298,0.8859,0.9090,5000000,4.2000,0.0000,2.3000
1,2100,7621,500,0,13,25412.0389,0.7554,0.8284,307621,4.2000,0.0000,4.2000
0,2100,25000,500,0,20,24958.4725,0.7316,0.6870,5000000,4.2000,0.0000,4.5000
0,2100,25000,500,0,20,24338.8859,0.9333,0.9839,5000000,4.2000,0.0000,0.5000
1,2100,14537,500,0,5,28673.8848,0.8823,0.8743,114537,4.2000,0.0000,2.7000
0,2100,25000,500,0,20,24520.2889,0.8177,0.8655,5000000,4.2000,0.0000,2.9000
0,2100,25000,500,0,20,24283.9442,0.9347,0.9832,5000000,4.2000,0.0000,0.3000
1,2100,21592,500,0,2,36416.1011,0.8442,0.8301,46592,4.2000,0.0000,3.7000
0,2100,25000,500,0,20,24492.0130,0.9222,0.9723,5000000,4.2000,0.0000,1.5000
1,2100,22541,500,0,8,26680.5950,0.9108,0.9012,197541,4.2000,0.0000,2.7000
1,2100,17513,500,0,11,25877.2521,0.7328,0.6963,267513,4.2000,0.0000,4.7000
1,2100,15149,500,0,6,27909.1260,0.7589,0.8051,140149,4.2000,0.0000,4.6000
0,2100,25000,500,0,20,24648.3220,0.7602,0.7926,5000000,4.2000,0.0000,4.2000
0,2100,25000,500,0,20,24495.7386,0.7463,0.7667,5000000,4.2000,0.0000,4.1000
1,2100,1990,500,0,1,262333.5333,0.8602,0.8602,1990,4.2000,0.0000,3.3000
0,2100,25000,500,0,20,24495.0339,0.8905,0.9462,5000000,4.2000,0.0000,2.3000
0,2100,25000,500,0,20,24398.5944,0.9288,0.9776,5000000,4.2000,0.0000,1.0000
0,2100,25000,500,0,20,24444.1048,0.9321,0.9816,5000000,4.2000,0.0000,0.8000
0,2100,25000,500,0,20,24072.6732,0.9345,0.9839,5000000,4.2000,0.0000,0.1000
0,2100,25000,500,0,20,24497.1704,0.9244,0.9719,5000000,4.2000,0.0000,1.7000
0,2100,25000,500,0,20,24383.1453,0.9207,0.9670,5000000,4.2000,0.0000,1.7000
0,2100,25000,500,0,20,24641.8058,0.7682,0.8057,5000000,4.2000,0.0000,4.0000
0,2100,25000,500,0,20,24105.5634,0.9348,0.9834,5000000,4.2000,0.0000,0.0000
0,2100,25000,500,0,20,24856.0136,0.7284,0.7536,5000000,4.2000,0.0000,4.8000
0,2100,25000,500,0,20,24595.0043,0.7454,0.8123,5000000,4.2000,0.0000,4.4000
0,2100,25000,500,0,20,24815.0258,0.8123,0.8593,5000000,4.2000,0.0000,3.2000
0,2100,25000,500,0,20,24411.2374,0.9312,0.9802,5000000,4.2000,0.0000,1.1000
1,2100,24680,500,0,4,29060.2951,0.9503,0.9391,99680,4.2000,0.0000,2.0000
0,2100,25000,500,0,20,24672.4302,0.7289,0.7545,5000000,4.2000,0.0000,4.8000
0,2100,25000,500,0,20,24477.9647,0.8777,0.9169,5000000,4.2000,0.0000,2.5000
1,2100,10924,500,0,1,75817.7876,0.8612,0.8612,10924,4.2000,0.0000,3.2000
1,2100,14679,500,0,3,32176.3256,0.8291,0.8909,64679,4.2000,0.0000,2.8000
1,2100,10770,500,0,3,32451.8281,0.9131,0.9358,60770,4.2000,0.0000,2.4000
0,2100,25000,500,0,20,24688.7948,0.7122,0.7537,5000000,4.2000,0.0000,4.6000
1,2100,2684,500,0,8,26559.3897,0.8675,0.9108,177684,4.2000,0.0000,3.3000
1,2100,11936,500,0,8,26601.2187,0.7678,0.7849,186936,4.2000,0.0000,4.6000
1,2100,24545,500,0,11,25670.9213,0.7399,0.8007,274545,4.2000,0.0000,4.2000
0,2100,25000,500,0,20,24349.4786,0.9314,0.9798,5000000,4.2000,0.0000,0.8000
0,2100,25000,500,0,20,24381.8614,0.7159,0.7531,5000000,4.2000,0.0000,4.8000
1,2100,21840,500,0,7,26694.2298,0.9421,0.9439,171840,4.2000,0.0000,2.0000
0,2100,25000,500,0,20,24648.0045,0.8709,0.9088,5000000,4.2000,0.0000,2.5000
1,2100,20818,500,0,4,30240.8509,0.6943,0.6256,95818,4.2000,0.0000,4.7000
0,2100,25000,500,0,20,24810.1851,0.7792,0.7602,5000000,4.2000,0.0000,3.6000
1,2100,11041,500,0,8,26623.9251,0.9176,0.9248,186041,4.2000,0.0000,2.5000
0,2100,25000,500,0,21,25024.4371,0.7421,0.6928,5250000,4.2000,0.0000,4.2000
1,2100,22831,500,0,2,35608.4381,0.9167,0.9024,47831,4.2000,0.0000,2.5000
0,2100,25000,500,0,20,24151.0869,0.8528,0.9248,5000000,4.2000,0.0000,2.6000
1,2100,14928,500,0,2,37750.5896,0.9200,0.9135,39928,4.2000,0.0000,2.3000
1,2100,14609,500,0,7,26902.0974,0.9269,0.9324,164609,4.2000,0.0000,2.3000
1,2100,12687,500,0,12,25357.9036,0.9688,0.9636,287687,4.2000,0.0000,1.4000
0,2100,25000,500,0,20,24697.2672,0.9316,0.9801,5000000,4.2000,0.0000,1.1000
1,2100,12887,500,0,11,26413.0360,0.7106,0.7246,262887,4.2000,0.0000,4.9000
0,2100,25000,500,0,20,24890.3075,0.6970,0.6377,5000000,4.2000,0.0000,4.7000
0,2100,25000,500,0,20,24876.7551,0.8975,0.9539,5000000,4.2000,0.0000,2.2000
0,2100,25000,500,0,20,24966.7242,0.7650,0.7595,5000000,4.2000,0.0000,3.8000
0,2100,25000,500,0,20,24775.4569,0.8550,0.8382,5000000,4.2000,0.0000,2.8000
0,2100,25000,500,0,20,24452.6698,0.9245,0.9727,5000000,4.2000,0.0000,1.5000
