sat,clauses,flips,variables,earlyRestarts,tries,flipsPerSecond,entropy,lastRunEntropy,totalFlips,ratio,minEntropy,cb
0,2100,25000,500,0,20,24626.1436,0.7702,0.8501,5000000,4.2000,0.0000,4.3000
1,2100,7809,500,0,2,40635.7837,0.9633,0.9560,32809,4.2000,0.0000,1.5000
0,2100,25000,500,0,20,24103.8442,0.9335,0.9827,5000000,4.2000,0.0000,0.1000
0,2100,25000,500,0,20,24338.7427,0.9296,0.9786,5000000,4.2000,0.0000,1.2000
1,2100,12923,500,0,1,66362.4020,0.9466,0.9466,12923,4.2000,0.0000,2.0000
0,2100,25000,500,0,20,24291.2251,0.8709,0.9285,5000000,4.2000,0.0000,2.5000
0,2100,25000,500,0,20,24123.7985,0.9326,0.9814,5000000,4.2000,0.0000,0.4000
0,2100,25000,500,0,20,24528.7959,0.9115,0.9662,5000000,4.2000,0.0000,1.9000
0,2100,25000,500,0,20,24446.5490,0.9284,0.9768,5000000,4.2000,0.0000,1.5000
0,2100,25000,500,0,20,24192.7004,0.9327,0.9816,5000000,4.2000,0.0000,0.9000
0,2100,25000,500,0,20,24577.1035,0.7306,0.8418,5000000,4.2000,0.0000,4.3000
0,2100,25000,500,0,20,24129.2092,0.9330,0.9826,5000000,4.2000,0.0000,0.1000
0,2100,25000,500,0,20,24474.6818,0.9111,0.9622,5000000,4.2000,0.0000,2.2000
0,2100,25000,500,0,20,24746.8724,0.8618,0.9179,5000000,4.2000,0.0000,2.6000
0,2100,25000,500,0,20,24234.9569,0.9341,0.9830,5000000,4.2000,0.0000,0.2000
0,2100,25000,500,0,20,24305.6902,0.9278,0.9774,5000000,4.2000,0.0000,1.2000
0,2100,25000,500,0,20,24733.2622,0.7461,0.7887,5000000,4.2000,0.0000,4.0000
0,2100,25000,500,0,20,24812.0109,0.8238,0.8605,5000000,4.2000,0.0000,3.2000
0,2100,25000,500,0,20,24613.1353,0.6736,0.8001,5000000,4.2000,0.0000,4.8000
1,2100,9213,500,0,4,30160.6255,0.9444,0.9421,84213,4.2000,0.0000,2.0000
0,2100,25000,500,0,20,24437.2331,0.9272,0.9737,5000000,4.2000,0.0000,1.5000
0,2100,25000,500,0,20,24419.9620,0.9355,0.9850,5000000,4.2000,0.0000,0.3000
1,2100,24244,500,0,3,31869.9404,0.7518,0.7191,74244,4.2000,0.0000,4.8000
0,2100,25000,500,0,20,24151.2418,0.9315,0.9803,5000000,4.2000,0.0000,0.0000
1,2100,19391,500,0,7,26645.8133,0.9461,0.9521,169391,4.2000,0.0000,2.0000
1,2100,21342,500,0,18,24652.8783,0.9285,0.9325,446342,4.2000,0.0000,2.4000
0,2100,25000,500,0,20,24975.6945,0.7192,0.7882,5000000,4.2000,0.0000,4.2000
1,2100,20283,500,0,5,28278.5735,0.8641,0.8716,120283,4.2000,0.0000,3.1000
0,2100,25000,500,0,20,24399.8579,0.9330,0.9819,5000000,4.2000,0.0000,0.5000
1,2100,15874,500,0,3,31061.0469,0.7476,0.8486,65874,4.2000,0.0000,3.7000
1,2100,12713,500,0,8,26128.8653,0.9703,0.9530,187713,4.2000,0.0000,1.6000
0,2100,25000,500,0,20,24408.7110,0.9188,0.9658,5000000,4.2000,0.0000,1.6000
0,2100,25000,500,0,20,24252.5018,0.9327,0.9833,5000000,4.2000,0.0000,0.8000
0,2100,25000,500,0,20,24274.5714,0.9283,0.9772,5000000,4.2000,0.0000,1.1000
0,2100,25000,500,0,20,24483.3169,0.7058,0.6788,5000000,4.2000,0.0000,4.9000
1,2100,13732,500,0,7,26912.2092,0.8699,0.8223,163732,4.2000,0.0000,3.0000
0,2100,25000,500,0,20,24583.2016,0.8078,0.8755,5000000,4.2000,0.0000,3.4000
0,2100,25000,500,0,20,24391.6385,0.9216,0.9708,5000000,4.2000,0.0000,1.8000
1,2100,18677,500,0,10,25730.8465,0.8230,0.7985,243677,4.2000,0.0000,4.0000
0,2100,25000,500,0,20,24472.5806,0.7556,0.7954,5000000,4.2000,0.0000,3.8000
0,2100,25000,500,0,20,24566.7326,0.9223,0.9711,5000000,4.2000,0.0000,1.6000
0,2100,25000,500,0,20,24636.4232,0.7786,0.8077,5000000,4.2000,0.0000,3.9000
1,2100,13362,500,0,3,32337.0974,0.9472,0.9354,63362,4.2000,0.0000,2.0000
0,2100,25000,500,0,20,24378.8602,0.9221,0.9648,5000000,4.2000,0.0000,1.5000
1,2100,23320,500,0,1,47669.9446,0.9436,0.9436,23320,4.2000,0.0000,1.9000
1,2100,4308,500,0,3,34202.9547,0.8815,0.9127,54308,4.2000,0.0000,2.8000
1,2100,12688,500,0,4,30173.9050,0.8624,0.8908,87688,4.2000,0.0000,3.1000
0,2100,25000,500,0,20,24597.4258,0.8386,0.8987,5000000,4.2000,0.0000,2.9000
0,2100,25000,500,0,20,24300.1471,0.9330,0.9818,5000000,4.2000,0.0000,0.4000
1,2100,23433,500,0,6,27708.1085,0.8774,0.8890,148433,4.2000,0.0000,3.3000
1,2100,3822,500,0,8,26899.0449,0.9320,0.8957,178822,4.2000,0.0000,2.5000
0,2100,25000,500,0,20,24256.0928,0.9320,0.9805,5000000,4.2000,0.0000,0.3000
0,2100,25000,500,0,20,24422.3724,0.9322,0.9815,5000000,4.2000,0.0000,0.6000
0,2100,25000,500,0,20,24938.2680,0.7391,0.7993,5000000,4.2000,0.0000,4.5000
0,2100,25000,500,0,20,24188.3474,0.9332,0.9822,5000000,4.2000,0.0000,0.6000
1,2100,10529,500,0,11,25717.0193,0.7852,0.7652,260529,4.2000,0.0000,4.1000
0,2100,25000,500,0,20,24553.9556,0.8150,0.8537,5000000,4.2000,0.0000,3.2000
0,2100,25000,500,0,20,24326.8000,0.9321,0.9817,5000000,4.2000,0.0000,0.5000
0,2100,25000,500,0,20,24638.7304,0.8336,0.8254,5000000,4.2000,0.0000,3.2000
0,2100,25000,500,0,20,24726.6730,0.7476,0.7891,5000000,4.2000,0.0000,4.4000
0,2100,25000,500,0,20,24359.5630,0.9157,0.9582,5000000,4.2000,0.0000,1.9000
1,2100,16935,500,0,3,32119.8963,0.7967,0.7546,66935,4.2000,0.0000,4.2000
0,2100,25000,500,0,20,24359.0630,0.9169,0.9647,5000000,4.2000,0.0000,1.8000
1,2100,20918,500,0,6,27037.8738,0.9596,0.9572,145918,4.2000,0.0000,1.9000
1,2100,17787,500,0,2,37144.9534,0.8770,0.8804,42787,4.2000,0.0000,2.9000
0,2100,25000,500,0,20,24783.9237,0.7386,0.7934,5000000,4.2000,0.0000,4.6000
1,2100,17528,500,0,13,24733.0178,0.8687,0.8434,317528,4.2000,0.0000,2.9000
0,2100,25000,500,0,20,24411.8589,0.9296,0.9775,5000000,4.2000,0.0000,1.1000
0,2100,25000,500,0,20,24209.2420,0.9302,0.9782,5000000,4.2000,0.0000,0.9000
0,2100,25000,500,0,20,24673.3794,0.9302,0.9784,5000000,4.2000,0.0000,1.2000
0,2100,25000,500,0,20,24654.0310,0.9257,0.9741,5000000,4.2000,0.0000,1.6000
1,2100,11931,500,0,2,38648.1755,0.9256,0.9243,36931,4.2000,0.0000,2.1000
1,2100,23468,500,0,3,31495.9166,0.8497,0.7853,73468,4.2000,0.0000,2.9000
1,2100,15350,500,0,7,26926.6431,0.9657,0.9580,165350,4.2000,0.0000,1.7000
1,2100,24981,500,0,6,27157.3081,0.8919,0.8782,149981,4.2000,0.0000,2.9000
1,2100,16988,500,0,1,58974.6837,0.7381,0.7381,16988,4.2000,0.0000,4.2000
0,2100,25000,500,0,20,24379.0971,0.9311,0.9803,5000000,4.2000,0.0000,0.6000
0,2100,25000,500,0,21,25016.6021,0.7462,0.7736,5250000,4.2000,0.0000,4.0000
0,2100,25000,500,0,20,24419.1900,0.9331,0.9829,5000000,4.2000,0.0000,0.6000
0,2100,25000,500,0,20,24493.4707,0.9275,0.9780,5000000,4.2000,0.0000,1.3000
0,2100,25000,500,0,20,24656.2814,0.7715,0.8631,5000000,4.2000,0.0000,3.9000
0,2100,25000,500,0,20,24870.0737,0.7796,0.8394,5000000,4.2000,0.0000,3.9000
0,2100,25000,500,0,20,24418.8789,0.9315,0.9809,5000000,4.2000,0.0000,1.1000
1,2100,13196,500,0,5,28036.9279,0.7901,0.7097,113196,4.2000,0.0000,4.1000
0,2100,25000,500,0,20,24372.3004,0.9332,0.9807,5000000,4.2000,0.0000,0.4000
0,2100,25000,500,0,20,24863.8955,0.7360,0.8227,5000000,4.2000,0.0000,4.7000
0,2100,25000,500,0,20,24291.5819,0.9330,0.9823,5000000,4.2000,0.0000,0.3000
0,2100,25000,500,0,20,24424.5321,0.9331,0.9826,5000000,4.2000,0.0000,0.5000
1,2100,10973,500,0,3,32688.2706,0.8562,0.8820,60973,4.2000,0.0000,2.8000
0,2100,25000,500,0,20,24372.6669,0.8264,0.8549,5000000,4.2000,0.0000,3.4000
0,2100,25000,500,0,20,24430.3943,0.9310,0.9796,5000000,4.2000,0.0000,0.8000
1,2100,18535,500,0,2,36820.4214,0.6762,0.5782,43535,4.2000,0.0000,4.4000
0,2100,25000,500,0,20,24704.4577,0.7860,0.8106,5000000,4.2000,0.0000,3.8000
1,2100,4583,500,0,2,42686.5411,0.8858,0.8514,29583,4.2000,0.0000,2.5000
0,2100,25000,500,0,20,24300.0235,0.9341,0.9824,5000000,4.2000,0.0000,0.7000
1,2100,24631,500,0,1,47176.8779,0.9327,0.9327,24631,4.2000,0.0000,2.1000
0,2100,25000,500,0,20,24381.2670,0.8935,0.9473,5000000,4.2000,0.0000,2.2000
0,2100,25000,500,0,20,24837.7894,0.7843,0.8368,5000000,4.2000,0.0000,3.7000
0,2100,25000,500,0,20,24110.1793,0.9341,0.9834,5000000,4.2000,0.0000,0.4000
0,2100,25000,500,0,20,24309.5138,0.7152,0.8066,5000000,4.2000,0.0000,4.4000
1,2100,21754,500,0,3,31322.3091,0.9431,0.9361,71754,4.2000,0.0000,2.1000
0,2100,25000,500,0,20,24417.7277,0.9073,0.9510,5000000,4.2000,0.0000,2.0000
1,2100,15205,500,0,9,25861.1269,0.9550,0.9419,215205,4.2000,0.0000,1.8000
1,2100,19338,500,0,3,32537.8312,0.8003,0.8502,69338,4.2000,0.0000,3.7000
1,2100,23852,500,0,13,25137.9104,0.7719,0.8082,323852,4.2000,0.0000,3.9000
0,2100,25000,500,0,21,24995.0070,0.7241,0.7543,5250000,4.2000,0.0000,4.1000
1,2100,23995,500,0,1,46826.1166,0.8498,0.8498,23995,4.2000,0.0000,3.3000
1,2100,4136,500,0,3,33796.5633,0.8730,0.9082,54136,4.2000,0.0000,2.5000
1,2100,11608,500,0,14,25516.6968,0.7202,0.7299,336608,4.2000,0.0000,4.9000
0,2100,25000,500,0,20,24477.0839,0.8826,0.9467,5000000,4.2000,0.0000,2.3000
0,2100,25000,500,0,20,24336.8291,0.9324,0.9812,5000000,4.2000,0.0000,0.5000
0,2100,25000,500,0,20,24944.9028,0.8335,0.8747,5000000,4.2000,0.0000,3.1000
0,2100,25000,500,0,20,24541.6469,0.9262,0.9753,5000000,4.2000,0.0000,1.2000
0,2100,25000,500,0,20,24365.5590,0.9281,0.9754,5000000,4.2000,0.0000,1.3000
1,2100,16722,500,0,18,24533.1047,0.8711,0.8947,441722,4.2000,0.0000,2.9000
0,2100,25000,500,0,20,24594.4379,0.8815,0.8941,5000000,4.2000,0.0000,2.6000
0,2100,25000,500,0,20,24775.3823,0.8086,0.8661,5000000,4.2000,0.0000,3.4000
1,2100,20854,500,0,2,36590.4645,0.8089,0.8659,45854,4.2000,0.0000,3.0000
0,2100,25000,500,0,20,24568.6082,0.9292,0.9770,5000000,4.2000,0.0000,1.2000
1,2100,7025,500,0,4,30431.7781,0.9471,0.9139,82025,4.2000,0.0000,2.0000
1,2100,14451,500,0,1,63541.6901,0.9287,0.9287,14451,4.2000,0.0000,2.3000
0,2100,25000,500,0,20,24584.8339,0.9224,0.9701,5000000,4.2000,0.0000,1.5000
1,2100,19394,500,0,5,28397.7363,0.9280,0.9014,119394,4.2000,0.0000,2.1000
1,2100,19483,500,0,4,29708.5653,0.9462,0.9505,94483,4.2000,0.0000,2.0000
0,2100,25000,500,0,20,24770.5325,0.8774,0.9194,5000000,4.2000,0.0000,2.6000
1,2100,14792,500,0,4,30230.2942,0.8264,0.8673,89792,4.2000,0.0000,3.5000
0,2100,25000,500,0,20,24431.1556,0.9094,0.9688,5000000,4.2000,0.0000,2.1000
0,2100,25000,500,0,20,24507.2346,0.8195,0.8638,5000000,4.2000,0.0000,3.2000
0,2100,25000,500,0,20,24297.5122,0.8468,0.8710,5000000,4.2000,0.0000,2.8000
0,2100,25000,500,0,20,23951.0517,0.9341,0.9826,5000000,4.2000,0.0000,0.1000
1,2100,15978,500,0,1,59680.4237,0.9052,0.9052,15978,4.2000,0.0000,2.3000
0,2100,25000,500,0,20,24226.3497,0.9305,0.9810,5000000,4.2000,0.0000,0.9000
0,2100,25000,500,0,20,24745.5984,0.7268,0.7378,5000000,4.2000,0.0000,4.5000
1,2100,20284,500,0,18,24604.2914,0.9406,0.9257,445284,4.2000,0.0000,2.3000
0,2100,25000,500,0,20,24585.7640,0.7065,0.7343,5000000,4.2000,0.0000,4.7000
0,2100,25000,500,0,20,24772.7176,0.8581,0.8965,5000000,4.2000,0.0000,2.7000
0,2100,25000,500,0,20,24702.2621,0.7751,0.8310,5000000,4.2000,0.0000,3.5000
1,2100,4948,500,0,14,25449.6205,0.8240,0.8218,329948,4.2000,0.0000,3.4000
0,2100,25000,500,0,20,24208.6747,0.7660,0.8835,5000000,4.2000,0.0000,3.3000
1,2100,5162,500,0,17,24701.7493,0.8419,0.8342,405162,4.2000,0.0000,3.1000
0,2100,25000,500,0,20,24686.8212,0.7257,0.8036,5000000,4.2000,0.0000,4.2000
1,2100,6371,500,0,10,25753.7652,0.8619,0.8730,231371,4.2000,0.0000,3.1000
1,2100,6534,500,0,7,26995.6791,0.8397,0.8274,156534,4.2000,0.0000,3.0000
1,2100,3074,500,0,1,188019.3694,0.7760,0.7760,3074,4.2000,0.0000,4.3000
1,2100,11182,500,0,14,25179.7057,0.8319,0.8250,336182,4.2000,0.0000,3.2000
0,2100,25000,500,0,20,24338.8026,0.9280,0.9770,5000000,4.2000,0.0000,1.2000
1,2100,8189,500,0,2,40288.7163,0.9336,0.9160,33189,4.2000,0.0000,2.1000
1,2100,4787,500,0,11,25960.6192,0.7482,0.8010,254787,4.2000,0.0000,4.2000
0,2100,25000,500,0,20,24542.8328,0.7130,0.7872,5000000,4.2000,0.0000,4.7000
0,2100,25000,500,0,20,24428.4219,0.8658,0.9334,5000000,4.2000,0.0000,2.5000
1,2100,16620,500,0,2,36754.9773,0.7986,0.8377,41620,4.2000,0.0000,3.5000
1,2100,13539,500,0,5,28837.6206,0.7694,0.8306,113539,4.2000,0.0000,4.2000
0,2100,25000,500,0,20,24111.0195,0.9316,0.9802,5000000,4.2000,0.0000,0.4000
0,2100,25000,500,0,20,24284.2552,0.9346,0.9834,5000000,4.2000,0.0000,0.8000
0,2100,25000,500,0,20,24229.0076,0.9329,0.9814,5000000,4.2000,0.0000,0.3000
0,2100,25000,500,0,20,24943.5421,0.7221,0.7279,5000000,4.2000,0.0000,4.5000
0,2100,25000,500,0,20,24343.2184,0.9300,0.9784,5000000,4.2000,0.0000,1.1000
0,2100,25000,500,0,20,24818.4347,0.6726,0.7090,5000000,4.2000,0.0000,4.9000
0,2100,25000,500,0,20,24898.9522,0.7217,0.6281,5000000,4.2000,0.0000,4.9000
0,2100,25000,500,0,20,24273.5180,0.9260,0.9756,5000000,4.2000,0.0000,1.1000
0,2100,25000,500,0,20,24850.6082,0.7448,0.8559,5000000,4.2000,0.0000,4.2000
0,2100,25000,500,0,20,24006.2145,0.9357,0.9848,5000000,4.2000,0.0000,0.2000
0,2100,25000,500,0,20,23905.2775,0.9325,0.9806,5000000,4.2000,0.0000,0.6000
0,2100,25000,500,0,20,24685.8419,0.7762,0.7160,5000000,4.2000,0.0000,4.1000
1,2100,4926,500,0,1,135060.2047,0.7446,0.7446,4926,4.2000,0.0000,4.6000
1,2100,16287,500,0,1,59012.0962,0.9482,0.9482,16287,4.2000,0.0000,2.1000
0,2100,25000,500,0,20,24377.1644,0.9336,0.9808,5000000,4.2000,0.0000,0.7000
1,2100,12905,500,0,8,26366.6736,0.9293,0.9280,187905,4.2000,0.0000,2.4000
0,2100,25000,500,0,20,24249.2199,0.9330,0.9804,5000000,4.2000,0.0000,0.6000
1,2100,9715,500,0,9,26227.5919,0.9444,0.9180,209715,4.2000,0.0000,2.2000
0,2100,25000,500,0,20,24653.4122,0.9176,0.9677,5000000,4.2000,0.0000,1.8000
0,2100,25000,500,0,20,24547.4654,0.9315,0.9814,5000000,4.2000,0.0000,0.9000
1,2100,23614,500,0,4,29844.0524,0.9043,0.9100,98614,4.2000,0.0000,2.7000
1,2100,17163,500,0,2,37375.3338,0.8797,0.8717,42163,4.2000,0.0000,2.7000
0,2100,25000,500,0,20,24605.9297,0.9292,0.9778,5000000,4.2000,0.0000,1.1000
0,2100,25000,500,0,20,24248.9916,0.9336,0.9826,5000000,4.2000,0.0000,0.2000
0,2100,25000,500,0,20,24537.7830,0.9234,0.9741,5000000,4.2000,0.0000,1.4000
0,2100,25000,500,0,20,24556.5036,0.9296,0.9774,5000000,4.2000,0.0000,1.1000
1,2100,16648,500,0,2,38209.1201,0.7636,0.7259,41648,4.2000,0.0000,3.6000
1,2100,17479,500,0,14,25389.2489,0.8611,0.8652,342479,4.2000,0.0000,3.3000
0,2100,25000,500,0,21,24933.7966,0.7598,0.7067,5250000,4.2000,0.0000,4.5000
0,2100,25000,500,0,20,24559.1421,0.7732,0.8299,5000000,4.2000,0.0000,3.4000
0,2100,25000,500,0,20,24074.8564,0.9295,0.9799,5000000,4.2000,0.0000,1.3000
1,2100,10214,500,0,11,25429.9941,0.7423,0.7991,260214,4.2000,0.0000,4.3000
0,2100,25000,500,0,20,24055.7754,0.9329,0.9827,5000000,4.2000,0.0000,0.8000
0,2100,25000,500,0,20,24481.3642,0.8645,0.9466,5000000,4.2000,0.0000,2.9000
1,2100,23578,500,0,11,25385.6214,0.9699,0.9710,273578,4.2000,0.0000,1.4000
0,2100,25000,500,0,20,24341.0467,0.9349,0.9842,5000000,4.2000,0.0000,0.2000
0,2100,25000,500,0,21,25051.6110,0.9366,0.9837,5250000,4.2000,0.0000,0.3000
0,2100,25000,500,0,20,23993.9580,0.9320,0.9815,5000000,4.2000,0.0000,0.0000
0,2100,25000,500,0,20,24548.4688,0.6985,0.8179,5000000,4.2000,0.0000,4.7000
0,2100,25000,500,0,20,24165.1475,0.9282,0.9773,5000000,4.2000,0.0000,1.4000
0,2100,25000,500,0,20,24129.9741,0.9341,0.9827,5000000,4.2000,0.0000,0.2000
1,2100,22858,500,0,6,27084.0965,0.7427,0.8403,147858,4.2000,0.0000,3.7000
0,2100,25000,500,0,20,24318.3621,0.9267,0.9761,5000000,4.2000,0.0000,1.4000
0,2100,25000,500,0,20,24637.4739,0.9339,0.9831,5000000,4.2000,0.0000,0.2000
1,2100,10427,500,0,5,29215.6968,0.9643,0.9564,110427,4.2000,0.0000,1.5000
1,2100,9202,500,0,1,89157.9249,0.7417,0.7417,9202,4.2000,0.0000,3.3000
0,2100,25000,500,0,20,24989.2031,0.6886,0.6721,5000000,4.2000,0.0000,4.9000
1,2100,13088,500,0,13,25453.1906,0.8628,0.8822,313088,4.2000,0.0000,3.0000
0,2100,25000,500,0,20,24372.2908,0.9287,0.9766,5000000,4.2000,0.0000,1.5000
1,2100,12061,500,0,17,24880.8802,0.9372,0.9359,412061,4.2000,0.0000,2.2000
1,2100,15127,500,0,1,62166.5153,0.7788,0.7788,15127,4.2000,0.0000,3.5000
1,2100,6135,500,0,9,26240.4001,0.7313,0.8216,206135,4.2000,0.0000,4.6000
0,2100,25000,500,0,20,24625.6052,0.9218,0.9676,5000000,4.2000,0.0000,1.7000
0,2100,25000,500,0,21,24945.9710,0.6747,0.7467,5250000,4.2000,0.0000,4.7000
1,2100,9394,500,0,1,82912.3171,0.9494,0.9494,9394,4.2000,0.0000,1.6000
0,2100,25000,500,0,20,24866.3734,0.8862,0.9561,5000000,4.2000,0.0000,2.3000
0,2100,25000,500,0,20,24730.4543,0.7498,0.7828,5000000,4.2000,0.0000,3.6000
0,2100,25000,500,0,20,24771.4070,0.8646,0.9307,5000000,4.2000,0.0000,2.8000
1,2100,16202,500,0,4,30204.3107,0.8065,0.7876,91202,4.2000,0.0000,3.7000
0,2100,25000,500,0,20,24111.9398,0.9333,0.9824,5000000,4.2000,0.0000,0.1000
0,2100,25000,500,0,21,25122.6667,0.9357,0.9837,5250000,4.2000,0.0000,0.8000
0,2100,25000,500,0,20,24094.6511,0.9261,0.9763,5000000,4.2000,0.0000,1.2000
0,2100,25000,500,0,20,24298.9927,0.9203,0.9656,5000000,4.2000,0.0000,1.7000
0,2100,25000,500,0,20,24112.0460,0.9331,0.9820,5000000,4.2000,0.0000,0.3000
0,2100,25000,500,0,20,24585.8977,0.8539,0.8858,5000000,4.2000,0.0000,2.9000
1,2100,18157,500,0,1,53832.2818,0.7763,0.7763,18157,4.2000,0.0000,4.3000
0,2100,25000,500,0,20,24311.0279,0.9353,0.9846,5000000,4.2000,0.0000,0.3000
0,2100,25000,500,0,21,25129.5499,0.9346,0.9806,5250000,4.2000,0.0000,0.6000
0,2100,25000,500,0,21,26176.9915,0.8535,0.9033,5250000,4.2000,0.0000,2.8000
1,2100,10106,500,0,4,30386.3339,0.9046,0.9020,85106,4.2000,0.0000,2.6000
1,2100,22427,500,0,13,25068.8575,0.9118,0.9325,322427,4.2000,0.0000,2.4000
1,2100,14971,500,0,3,32934.6021,0.7788,0.8459,64971,4.2000,0.0000,4.3000
0,2100,25000,500,0,20,24322.8376,0.9071,0.9563,5000000,4.2000,0.0000,2.1000
0,2100,25000,500,0,20,24849.7411,0.8206,0.9004,5000000,4.2000,0.0000,3.0000
0,2100,25000,500,0,20,24277.1454,0.9348,0.9846,5000000,4.2000,0.0000,0.4000
0,2100,25000,500,0,21,25096.7197,0.9344,0.9810,5250000,4.2000,0.0000,1.2000
0,2100,25000,500,0,21,25619.5593,0.9348,0.9820,5250000,4.2000,0.0000,0.9000
0,2100,25000,500,0,20,24272.7137,0.9346,0.9848,5000000,4.2000,0.0000,0.1000
1,2100,13773,500,0,2,38638.3530,0.9290,0.9208,38773,4.2000,0.0000,2.5000
0,2100,25000,500,0,20,24413.0521,0.9331,0.9812,5000000,4.2000,0.0000,0.1000
1,2100,21653,500,0,14,25082.4545,0.8062,0.8175,346653,4.2000,0.0000,3.7000
1,2100,4969,500,0,2,42611.0306,0.8283,0.8581,29969,4.2000,0.0000,3.7000
0,2100,25000,500,0,20,24759.9527,0.9308,0.9785,5000000,4.2000,0.0000,1.3000
1,2100,17208,500,0,3,33292.2476,0.9449,0.9536,67208,4.2000,0.0000,2.1000
1,2100,4797,500,0,6,29065.7882,0.6873,0.6650,129797,4.2000,0.0000,4.7000
1,2100,20531,500,0,13,25287.4568,0.8566,0.9092,320531,4.2000,0.0000,3.2000
1,2100,1743,500,0,9,26071.1601,0.8411,0.8774,201743,4.2000,0.0000,3.1000
0,2100,25000,500,0,20,24413.3250,0.9291,0.9798,5000000,4.2000,0.0000,1.1000
1,2100,19128,500,0,9,25756.3359,0.8692,0.9086,219128,4.2000,0.0000,2.9000
0,2100,25000,500,0,20,24042.0565,0.9355,0.9847,5000000,4.2000,0.0000,0.3000
0,2100,25000,500,0,20,24696.0516,0.9347,0.9833,5000000,4.2000,0.0000,0.2000
0,2100,25000,500,0,21,26077.2458,0.8307,0.7975,5250000,4.2000,0.0000,3.2000
0,2100,25000,500,0,21,25993.7385,0.9351,0.9819,5250000,4.2000,0.0000,0.6000
0,2100,25000,500,0,20,24277.2693,0.9316,0.9794,5000000,4.2000,0.0000,0.4000
1,2100,17058,500,0,1,56931.0655,0.9157,0.9157,17058,4.2000,0.0000,2.6000
0,2100,25000,500,0,21,25067.6071,0.7159,0.7186,5250000,4.2000,0.0000,4.3000
0,2100,25000,500,0,20,24435.3515,0.9325,0.9799,5000000,4.2000,0.0000,1.0000
0,2100,25000,500,0,21,25239.3814,0.9306,0.9779,5250000,4.2000,0.0000,1.2000
0,2100,25000,500,0,21,26099.4753,0.9315,0.9777,5250000,4.2000,0.0000,1.6000
0,2100,25000,500,0,21,26111.8990,0.8905,0.9366,5250000,4.2000,0.0000,2.2000
0,2100,25000,500,0,22,26436.3982,0.8951,0.9308,5500000,4.2000,0.0000,2.3000
1,2100,3866,500,0,6,27659.1540,0.7897,0.8164,128866,4.2000,0.0000,3.8000
1,2100,8336,500,0,2,40115.2372,0.8583,0.8467,33336,4.2000,0.0000,3.4000
0,2100,25000,500,0,20,24341.5575,0.9308,0.9811,5000000,4.2000,0.0000,1.0000
0,2100,25000,500,0,20,24102.1065,0.9338,0.9832,5000000,4.2000,0.0000,0.5000
1,2100,7555,500,0,3,33496.4459,0.9209,0.8933,57555,4.2000,0.0000,2.2000
1,2100,3793,500,0,4,30606.4919,0.8470,0.8374,78793,4.2000,0.0000,3.3000
0,2100,25000,500,0,20,24893.5271,0.9335,0.9833,5000000,4.2000,0.0000,0.7000
1,2100,22721,500,0,2,36415.7578,0.6799,0.7557,47721,4.2000,0.0000,4.3000
0,2100,25000,500,0,20,24574.6091,0.7950,0.8866,5000000,4.2000,0.0000,3.7000
1,2100,23319,500,0,10,25690.6838,0.7701,0.7172,248319,4.2000,0.0000,4.0000
0,2100,25000,500,0,21,25666.7680,0.6996,0.7877,5250000,4.2000,0.0000,4.9000
1,2100,14804,500,0,10,27091.9345,0.9637,0.9585,239804,4.2000,0.0000,1.7000
0,2100,25000,500,0,21,25812.6168,0.9341,0.9798,5250000,4.2000,0.0000,0.5000
0,2100,25000,500,0,22,26408.3359,0.9394,0.9846,5500000,4.2000,0.0000,0.6000
1,2100,15360,500,0,3,35593.5735,0.8213,0.8610,65360,4.2000,0.0000,3.0000
1,2100,17596,500,0,20,27043.6006,0.7684,0.8081,492596,4.2000,0.0000,4.8000
0,2100,25000,500,0,20,24353.7147,0.9300,0.9782,5000000,4.2000,0.0000,0.9000
0,2100,25000,500,0,20,24274.2142,0.9334,0.9829,5000000,4.2000,0.0000,0.2000
0,2100,25000,500,0,21,25310.7857,0.9297,0.9794,5250000,4.2000,0.0000,1.3000
1,2100,12439,500,0,4,32368.3178,0.6805,0.7912,87439,4.2000,0.0000,4.4000
0,2100,25000,500,0,21,25617.8857,0.9355,0.9815,5250000,4.2000,0.0000,0.0000
1,2100,23341,500,0,2,37689.2121,0.9715,0.9711,48341,4.2000,0.0000,1.4000
1,2100,22116,500,0,3,34500.2116,0.9350,0.9327,72116,4.2000,0.0000,2.2000
0,2100,25000,500,0,22,26694.2853,0.7466,0.6633,5500000,4.2000,0.0000,4.4000
0,2100,25000,500,0,20,24565.5530,0.9264,0.9744,5000000,4.2000,0.0000,1.6000
1,2100,10307,500,0,17,25440.9194,0.7033,0.7612,410307,4.2000,0.0000,4.8000
1,2100,13280,500,0,3,34218.5858,0.6677,0.7591,63280,4.2000,0.0000,4.8000
1,2100,16050,500,0,5,29237.5017,0.7952,0.8220,116050,4.2000,0.0000,3.7000
0,2100,25000,500,0,20,24017.4481,0.9309,0.9796,5000000,4.2000,0.0000,0.2000
0,2100,25000,500,0,20,24530.0433,0.9232,0.9762,5000000,4.2000,0.0000,1.6000
0,2100,25000,500,0,20,24761.8600,0.7504,0.8169,5000000,4.2000,0.0000,4.1000
0,2100,25000,500,0,20,24717.6269,0.9209,0.9722,5000000,4.2000,0.0000,1.9000
0,2100,25000,500,0,20,24569.9576,0.9193,0.9723,5000000,4.2000,0.0000,1.6000
