sat,earlyRestarts,clauses,cb,flipsPerSecond,flips,ratio,tries,totalFlips,entropy,variables
0,0,4000,0.8000,23163.1964,50000,4.0000,28,14000000,9.4239,1000
0,0,4000,0.8000,23502.7316,50000,4.0000,29,14500000,9.4447,1000
0,0,4000,0.8000,23532.4509,50000,4.0000,29,14500000,9.4537,1000
0,0,4000,0.8000,23591.8195,50000,4.0000,29,14500000,9.4454,1000
0,0,4000,0.8000,23522.7295,50000,4.0000,29,14500000,9.4474,1000
0,0,4000,0.8000,23409.7193,50000,4.0000,29,14500000,9.4402,1000
0,0,4000,0.8000,23410.0448,50000,4.0000,29,14500000,9.4347,1000
0,0,4000,0.8000,23362.7917,50000,4.0000,29,14500000,9.4461,1000
0,0,4000,0.8000,23458.9755,50000,4.0000,29,14500000,9.4460,1000
0,0,4000,0.8000,23450.1928,50000,4.0000,29,14500000,9.4437,1000
0,0,4000,0.8000,23402.2427,50000,4.0000,29,14500000,9.4479,1000
0,0,4000,0.8000,23642.2264,50000,4.0000,29,14500000,9.4514,1000
0,0,4000,0.8000,23595.6995,50000,4.0000,29,14500000,9.4454,1000
0,0,4000,0.8000,23417.8838,50000,4.0000,29,14500000,9.4527,1000
0,0,4000,0.8000,23352.1323,50000,4.0000,29,14500000,9.4518,1000
0,0,4000,0.8000,23493.4338,50000,4.0000,29,14500000,9.4496,1000
0,0,4000,0.8000,23537.3763,50000,4.0000,29,14500000,9.4456,1000
0,0,4000,0.8000,23478.5615,50000,4.0000,29,14500000,9.4418,1000
0,0,4000,0.8000,23563.1324,50000,4.0000,29,14500000,9.4595,1000
0,0,4000,0.8000,23405.9989,50000,4.0000,29,14500000,9.4481,1000
0,0,4000,0.8000,23436.8460,50000,4.0000,29,14500000,9.4535,1000
0,0,4000,0.8000,23542.6639,50000,4.0000,29,14500000,9.4504,1000
0,0,4000,0.8000,23400.3624,50000,4.0000,29,14500000,9.4388,1000
0,0,4000,0.8000,23401.3654,50000,4.0000,29,14500000,9.4528,1000
0,0,4000,0.8000,23618.7370,50000,4.0000,29,14500000,9.4440,1000
0,0,4000,0.8000,23268.2028,50000,4.0000,28,14000000,9.4250,1000
0,0,4000,0.8000,23320.1440,50000,4.0000,28,14000000,9.4411,1000
0,0,4000,0.8000,23328.0261,50000,4.0000,29,14500000,9.4467,1000
0,0,4000,0.8000,23495.2563,50000,4.0000,29,14500000,9.4564,1000
0,0,4000,0.8000,23485.1526,50000,4.0000,29,14500000,9.4490,1000
0,0,4000,0.8000,23486.9961,50000,4.0000,29,14500000,9.4542,1000
0,0,4000,0.8000,23554.9787,50000,4.0000,29,14500000,9.4511,1000
0,0,4000,0.8000,23433.6265,50000,4.0000,29,14500000,9.4379,1000
0,0,4000,0.8000,24819.5862,50000,4.0000,30,15000000,9.4595,1000
0,0,4000,0.8000,25500.6306,50000,4.0000,31,15500000,9.4701,1000
0,0,4000,0.8000,25195.3518,50000,4.0000,31,15500000,9.4640,1000
0,0,4000,0.8000,25483.8581,50000,4.0000,31,15500000,9.4657,1000
0,0,4000,0.8000,25202.0796,50000,4.0000,31,15500000,9.4658,1000
0,0,4000,0.8000,25579.8903,50000,4.0000,31,15500000,9.4685,1000
0,0,4000,0.8000,25742.2311,50000,4.0000,31,15500000,9.4771,1000
0,0,4000,0.8000,24995.2648,50000,4.0000,31,15500000,9.4637,1000
0,0,4000,0.9000,23381.9501,50000,4.0000,29,14500000,9.4522,1000
0,0,4000,0.9000,23482.6671,50000,4.0000,29,14500000,9.4418,1000
0,0,4000,0.9000,23453.4532,50000,4.0000,29,14500000,9.4438,1000
0,0,4000,0.9000,23530.1456,50000,4.0000,29,14500000,9.4567,1000
0,0,4000,0.9000,23552.7942,50000,4.0000,29,14500000,9.4521,1000
0,0,4000,0.9000,23513.4908,50000,4.0000,29,14500000,9.4586,1000
0,0,4000,0.9000,23647.6803,50000,4.0000,29,14500000,9.4575,1000
0,0,4000,0.9000,23618.6577,50000,4.0000,29,14500000,9.4606,1000
0,0,4000,0.9000,23275.2868,50000,4.0000,28,14000000,9.4436,1000
0,0,4000,0.9000,23501.6106,50000,4.0000,29,14500000,9.4570,1000
0,0,4000,0.9000,23505.7036,50000,4.0000,29,14500000,9.4678,1000
0,0,4000,0.9000,23478.3899,50000,4.0000,29,14500000,9.4503,1000
0,0,4000,0.9000,23534.9403,50000,4.0000,29,14500000,9.4590,1000
0,0,4000,0.9000,23536.4721,50000,4.0000,29,14500000,9.4423,1000
0,0,4000,0.9000,23564.6009,50000,4.0000,29,14500000,9.4600,1000
0,0,4000,0.9000,23552.5171,50000,4.0000,29,14500000,9.4541,1000
0,0,4000,0.9000,23452.2974,50000,4.0000,29,14500000,9.4623,1000
0,0,4000,0.9000,23574.4910,50000,4.0000,29,14500000,9.4527,1000
0,0,4000,0.9000,23611.1922,50000,4.0000,29,14500000,9.4660,1000
0,0,4000,0.9000,23532.8380,50000,4.0000,29,14500000,9.4611,1000
0,0,4000,0.9000,23435.9918,50000,4.0000,29,14500000,9.4440,1000
0,0,4000,0.9000,23630.4812,50000,4.0000,29,14500000,9.4519,1000
0,0,4000,0.9000,23525.4745,50000,4.0000,29,14500000,9.4505,1000
0,0,4000,0.9000,23577.6084,50000,4.0000,29,14500000,9.4583,1000
0,0,4000,0.9000,23296.7504,50000,4.0000,28,14000000,9.4344,1000
0,0,4000,0.9000,23427.4409,50000,4.0000,29,14500000,9.4498,1000
0,0,4000,0.9000,23398.4535,50000,4.0000,29,14500000,9.4694,1000
0,0,4000,0.9000,23527.8350,50000,4.0000,29,14500000,9.4557,1000
0,0,4000,0.9000,23483.8808,50000,4.0000,29,14500000,9.4537,1000
0,0,4000,0.9000,23477.1311,50000,4.0000,29,14500000,9.4596,1000
0,0,4000,0.9000,23518.2285,50000,4.0000,29,14500000,9.4620,1000
0,0,4000,0.9000,23570.1617,50000,4.0000,29,14500000,9.4607,1000
0,0,4000,0.9000,23486.0296,50000,4.0000,29,14500000,9.4664,1000
0,0,4000,0.9000,23370.5408,50000,4.0000,29,14500000,9.4429,1000
0,0,4000,0.9000,23500.7682,50000,4.0000,29,14500000,9.4606,1000
0,0,4000,0.9000,23462.0868,50000,4.0000,29,14500000,9.4567,1000
0,0,4000,0.9000,23342.8056,50000,4.0000,29,14500000,9.4332,1000
0,0,4000,0.9000,23490.1241,50000,4.0000,29,14500000,9.4429,1000
0,0,4000,0.9000,23603.8518,50000,4.0000,29,14500000,9.4527,1000
0,0,4000,0.9000,23652.9012,50000,4.0000,29,14500000,9.4598,1000
0,0,4000,0.9000,23332.9808,50000,4.0000,29,14500000,9.4522,1000
0,0,4000,0.9000,23432.8836,50000,4.0000,29,14500000,9.4542,1000
0,0,4000,0.9000,23540.0859,50000,4.0000,29,14500000,9.4699,1000
0,0,4000,0.9000,23509.8325,50000,4.0000,29,14500000,9.4513,1000
0,0,4000,0.9000,23698.4955,50000,4.0000,29,14500000,9.4557,1000
0,0,4000,0.9000,23599.5000,50000,4.0000,29,14500000,9.4528,1000
0,0,4000,0.9000,23616.4668,50000,4.0000,29,14500000,9.4546,1000
0,0,4000,0.9000,23575.0490,50000,4.0000,29,14500000,9.4543,1000
0,0,4000,0.9000,23475.0906,50000,4.0000,29,14500000,9.4422,1000
0,0,4000,0.9000,23594.8522,50000,4.0000,29,14500000,9.4672,1000
0,0,4000,0.9000,23540.8799,50000,4.0000,29,14500000,9.4419,1000
0,0,4000,0.9000,23561.1688,50000,4.0000,29,14500000,9.4591,1000
0,0,4000,0.9000,23638.9103,50000,4.0000,29,14500000,9.4650,1000
0,0,4000,0.9000,23578.2429,50000,4.0000,29,14500000,9.4664,1000
0,0,4000,0.9000,23508.3311,50000,4.0000,29,14500000,9.4720,1000
0,0,4000,0.9000,23548.0054,50000,4.0000,29,14500000,9.4518,1000
0,0,4000,0.9000,23472.1180,50000,4.0000,29,14500000,9.4473,1000
0,0,4000,0.9000,23665.8440,50000,4.0000,29,14500000,9.4718,1000
0,0,4000,0.9000,23636.6912,50000,4.0000,29,14500000,9.4531,1000
0,0,4000,0.9000,23657.7469,50000,4.0000,29,14500000,9.4574,1000
0,0,4000,0.9000,23496.9828,50000,4.0000,29,14500000,9.4485,1000
0,0,4000,0.9000,23467.4391,50000,4.0000,29,14500000,9.4409,1000
0,0,4000,0.9000,23614.2505,50000,4.0000,29,14500000,9.4522,1000
0,0,4000,0.9000,23599.3299,50000,4.0000,29,14500000,9.4613,1000
0,0,4000,0.9000,23497.0260,50000,4.0000,29,14500000,9.4478,1000
0,0,4000,0.9000,23394.3727,50000,4.0000,29,14500000,9.4538,1000
0,0,4000,0.9000,23590.5611,50000,4.0000,29,14500000,9.4602,1000
0,0,4000,0.9000,23535.2861,50000,4.0000,29,14500000,9.4562,1000
0,0,4000,0.9000,23760.7134,50000,4.0000,29,14500000,9.4687,1000
0,0,4000,0.9000,23758.3603,50000,4.0000,29,14500000,9.4558,1000
0,0,4000,0.9000,23655.9762,50000,4.0000,29,14500000,9.4593,1000
0,0,4000,0.9000,23773.9569,50000,4.0000,29,14500000,9.4494,1000
0,0,4000,0.9000,23613.6998,50000,4.0000,29,14500000,9.4492,1000
0,0,4000,0.9000,23413.4893,50000,4.0000,29,14500000,9.4571,1000
0,0,4000,0.9000,23476.6660,50000,4.0000,29,14500000,9.4686,1000
0,0,4000,0.9000,23525.6658,50000,4.0000,29,14500000,9.4643,1000
0,0,4000,0.9000,23525.0671,50000,4.0000,29,14500000,9.4515,1000
0,0,4000,0.9000,23499.9182,50000,4.0000,29,14500000,9.4534,1000
0,0,4000,0.9000,23530.3061,50000,4.0000,29,14500000,9.4400,1000
0,0,4000,0.9000,23572.7757,50000,4.0000,29,14500000,9.4552,1000
0,0,4000,0.9000,23523.9760,50000,4.0000,29,14500000,9.4498,1000
0,0,4000,0.9000,23633.4810,50000,4.0000,29,14500000,9.4428,1000
0,0,4000,0.9000,23479.7059,50000,4.0000,29,14500000,9.4482,1000
0,0,4000,0.9000,23695.8445,50000,4.0000,29,14500000,9.4541,1000
0,0,4000,0.9000,23532.3550,50000,4.0000,29,14500000,9.4489,1000
0,0,4000,0.9000,23550.8556,50000,4.0000,29,14500000,9.4628,1000
0,0,4000,0.9000,23571.6129,50000,4.0000,29,14500000,9.4573,1000
0,0,4000,0.9000,23596.6993,50000,4.0000,29,14500000,9.4604,1000
0,0,4000,0.9000,23588.9659,50000,4.0000,29,14500000,9.4578,1000
0,0,4000,0.9000,23619.9336,50000,4.0000,29,14500000,9.4648,1000
0,0,4000,0.9000,23549.1295,50000,4.0000,29,14500000,9.4439,1000
0,0,4000,0.9000,23503.3972,50000,4.0000,29,14500000,9.4431,1000
0,0,4000,0.9000,23589.3036,50000,4.0000,29,14500000,9.4517,1000
0,0,4000,0.9000,23544.3021,50000,4.0000,29,14500000,9.4622,1000
0,0,4000,0.9000,23553.3112,50000,4.0000,29,14500000,9.4522,1000
0,0,4000,0.9000,23647.3418,50000,4.0000,29,14500000,9.4585,1000
0,0,4000,0.9000,23612.0798,50000,4.0000,29,14500000,9.4466,1000
0,0,4000,0.9000,23583.7980,50000,4.0000,29,14500000,9.4492,1000
0,0,4000,0.9000,23698.9739,50000,4.0000,29,14500000,9.4693,1000
0,0,4000,0.9000,23738.0998,50000,4.0000,29,14500000,9.4569,1000
0,0,4000,0.9000,23474.6743,50000,4.0000,29,14500000,9.4497,1000
0,0,4000,0.9000,23623.8011,50000,4.0000,29,14500000,9.4619,1000
0,0,4000,0.9000,23472.8304,50000,4.0000,29,14500000,9.4567,1000
0,0,4000,0.9000,23661.5351,50000,4.0000,29,14500000,9.4576,1000
0,0,4000,0.9000,23445.1249,50000,4.0000,29,14500000,9.4539,1000
0,0,4000,0.9000,23572.1893,50000,4.0000,29,14500000,9.4583,1000
0,0,4000,0.9000,23426.0397,50000,4.0000,29,14500000,9.4520,1000
0,0,4000,0.9000,23480.7755,50000,4.0000,29,14500000,9.4463,1000
0,0,4000,0.9000,23510.0883,50000,4.0000,29,14500000,9.4540,1000
0,0,4000,0.9000,23598.6344,50000,4.0000,29,14500000,9.4576,1000
0,0,4000,0.9000,23638.0863,50000,4.0000,29,14500000,9.4527,1000
0,0,4000,0.9000,23620.6903,50000,4.0000,29,14500000,9.4607,1000
0,0,4000,0.9000,23647.0149,50000,4.0000,29,14500000,9.4609,1000
0,0,4000,0.9000,23653.4581,50000,4.0000,29,14500000,9.4672,1000
0,0,4000,0.9000,23546.5701,50000,4.0000,29,14500000,9.4635,1000
0,0,4000,0.9000,23552.5675,50000,4.0000,29,14500000,9.4504,1000
0,0,4000,0.9000,23467.0386,50000,4.0000,29,14500000,9.4544,1000
0,0,4000,0.9000,23517.3055,50000,4.0000,29,14500000,9.4494,1000
0,0,4000,0.9000,23634.7294,50000,4.0000,29,14500000,9.4622,1000
0,0,4000,0.9000,23361.1642,50000,4.0000,29,14500000,9.4616,1000
0,0,4000,0.9000,23345.6815,50000,4.0000,29,14500000,9.4443,1000
0,0,4000,0.9000,23415.2903,50000,4.0000,29,14500000,9.4625,1000
0,0,4000,0.9000,23390.5123,50000,4.0000,29,14500000,9.4523,1000
0,0,4000,0.9000,23443.8598,50000,4.0000,29,14500000,9.4507,1000
0,0,4000,0.9000,23478.6719,50000,4.0000,29,14500000,9.4624,1000
0,0,4000,0.9000,23522.9978,50000,4.0000,29,14500000,9.4618,1000
0,0,4000,0.9000,23658.7819,50000,4.0000,29,14500000,9.4612,1000
0,0,4000,0.9000,23475.7978,50000,4.0000,29,14500000,9.4611,1000
0,0,4000,0.9000,23798.4940,50000,4.0000,29,14500000,9.4632,1000
0,0,4000,0.9000,23675.6823,50000,4.0000,29,14500000,9.4541,1000
0,0,4000,0.9000,23730.8336,50000,4.0000,29,14500000,9.4722,1000
0,0,4000,0.9000,23657.1585,50000,4.0000,29,14500000,9.4455,1000
0,0,4000,0.9000,23534.8270,50000,4.0000,29,14500000,9.4425,1000
0,0,4000,0.9000,23511.2482,50000,4.0000,29,14500000,9.4541,1000
0,0,4000,0.9000,23425.4829,50000,4.0000,29,14500000,9.4446,1000
0,0,4000,0.9000,23571.0567,50000,4.0000,29,14500000,9.4627,1000
0,0,4000,0.9000,23716.2115,50000,4.0000,29,14500000,9.4569,1000
0,0,4000,0.9000,23486.6408,50000,4.0000,29,14500000,9.4518,1000
0,0,4000,0.9000,23602.0254,50000,4.0000,29,14500000,9.4576,1000
0,0,4000,0.9000,23567.0269,50000,4.0000,29,14500000,9.4613,1000
0,0,4000,0.9000,23548.6705,50000,4.0000,29,14500000,9.4600,1000
0,0,4000,0.9000,23400.2358,50000,4.0000,29,14500000,9.4579,1000
0,0,4000,0.9000,23466.5292,50000,4.0000,29,14500000,9.4660,1000
0,0,4000,0.9000,23313.6437,50000,4.0000,28,14000000,9.4483,1000
0,0,4000,0.9000,23634.8605,50000,4.0000,29,14500000,9.4577,1000
0,0,4000,0.9000,23680.3942,50000,4.0000,29,14500000,9.4624,1000
0,0,4000,0.9000,23548.9756,50000,4.0000,29,14500000,9.4426,1000
0,0,4000,0.9000,23511.0757,50000,4.0000,29,14500000,9.4558,1000
0,0,4000,0.9000,23597.5663,50000,4.0000,29,14500000,9.4550,1000
0,0,4000,0.9000,23645.9678,50000,4.0000,29,14500000,9.4596,1000
0,0,4000,0.9000,23728.1958,50000,4.0000,29,14500000,9.4621,1000
0,0,4000,0.9000,23542.5737,50000,4.0000,29,14500000,9.4546,1000
0,0,4000,0.9000,23642.4772,50000,4.0000,29,14500000,9.4535,1000
0,0,4000,0.9000,23635.9782,50000,4.0000,29,14500000,9.4535,1000
0,0,4000,0.9000,23551.5291,50000,4.0000,29,14500000,9.4424,1000
0,0,4000,0.9000,23496.6670,50000,4.0000,29,14500000,9.4579,1000
0,0,4000,0.9000,23501.4865,50000,4.0000,29,14500000,9.4510,1000
0,0,4000,0.9000,23563.4869,50000,4.0000,29,14500000,9.4708,1000
0,0,4000,0.9000,23631.8968,50000,4.0000,29,14500000,9.4489,1000
0,0,4000,0.9000,23499.5099,50000,4.0000,29,14500000,9.4507,1000
0,0,4000,0.9000,23497.0107,50000,4.0000,29,14500000,9.4430,1000
0,0,4000,0.9000,23709.0986,50000,4.0000,29,14500000,9.4589,1000
0,0,4000,0.9000,23590.5155,50000,4.0000,29,14500000,9.4530,1000
0,0,4000,0.9000,23531.6688,50000,4.0000,29,14500000,9.4637,1000
0,0,4000,0.9000,23531.0851,50000,4.0000,29,14500000,9.4497,1000
0,0,4000,0.9000,23599.7037,50000,4.0000,29,14500000,9.4607,1000
0,0,4000,0.9000,23507.0365,50000,4.0000,29,14500000,9.4590,1000
0,0,4000,0.9000,23622.3990,50000,4.0000,29,14500000,9.4481,1000
0,0,4000,0.9000,23481.8516,50000,4.0000,29,14500000,9.4454,1000
0,0,4000,0.9000,23622.6386,50000,4.0000,29,14500000,9.4552,1000
0,0,4000,0.9000,23584.5403,50000,4.0000,29,14500000,9.4561,1000
0,0,4000,0.9000,23450.3396,50000,4.0000,29,14500000,9.4503,1000
0,0,4000,0.9000,23557.7274,50000,4.0000,29,14500000,9.4644,1000
0,0,4000,0.9000,23514.0556,50000,4.0000,29,14500000,9.4364,1000
0,0,4000,0.9000,23509.2046,50000,4.0000,29,14500000,9.4435,1000
0,0,4000,0.9000,23640.3000,50000,4.0000,29,14500000,9.4627,1000
0,0,4000,0.9000,23575.8005,50000,4.0000,29,14500000,9.4550,1000
0,0,4000,0.9000,23518.2739,50000,4.0000,29,14500000,9.4524,1000
0,0,4000,0.9000,23510.3003,50000,4.0000,29,14500000,9.4543,1000
0,0,4000,0.9000,23613.1124,50000,4.0000,29,14500000,9.4557,1000
0,0,4000,0.9000,23581.1564,50000,4.0000,29,14500000,9.4647,1000
0,0,4000,0.9000,23315.6063,50000,4.0000,29,14500000,9.4544,1000
0,0,4000,0.9000,23498.4984,50000,4.0000,29,14500000,9.4655,1000
0,0,4000,0.9000,23512.1469,50000,4.0000,29,14500000,9.4683,1000
0,0,4000,0.9000,23397.2506,50000,4.0000,29,14500000,9.4584,1000
0,0,4000,0.9000,23336.2235,50000,4.0000,29,14500000,9.4508,1000
0,0,4000,0.9000,23471.4917,50000,4.0000,29,14500000,9.4663,1000
0,0,4000,0.9000,23461.5858,50000,4.0000,29,14500000,9.4575,1000
0,0,4000,0.9000,23517.5825,50000,4.0000,29,14500000,9.4628,1000
0,0,4000,0.9000,23422.6070,50000,4.0000,29,14500000,9.4598,1000
0,0,4000,0.9000,23374.7300,50000,4.0000,29,14500000,9.4568,1000
0,0,4000,0.9000,23326.4177,50000,4.0000,28,14000000,9.4358,1000
0,0,4000,0.9000,25622.1205,50000,4.0000,31,15500000,9.4710,1000
0,0,4000,0.9000,25718.5266,50000,4.0000,31,15500000,9.4717,1000
0,0,4000,0.9000,25813.8802,50000,4.0000,31,15500000,9.4862,1000
0,0,4000,0.9000,25785.3727,50000,4.0000,31,15500000,9.4685,1000
0,0,4000,0.9000,25668.2878,50000,4.0000,31,15500000,9.4955,1000
0,0,4000,0.9000,25730.7134,50000,4.0000,31,15500000,9.4834,1000
0,0,4000,0.9000,25517.9051,50000,4.0000,31,15500000,9.4785,1000
0,0,4000,0.9000,25482.2503,50000,4.0000,31,15500000,9.4676,1000
0,0,4000,1.0000,23763.7865,50000,4.0000,29,14500000,9.4569,1000
0,0,4000,1.0000,23803.5641,50000,4.0000,29,14500000,9.4552,1000
0,0,4000,1.0000,23769.0320,50000,4.0000,29,14500000,9.4727,1000
0,0,4000,1.0000,23783.6970,50000,4.0000,29,14500000,9.4605,1000
0,0,4000,1.0000,23589.1116,50000,4.0000,29,14500000,9.4500,1000
0,0,4000,1.0000,23557.1977,50000,4.0000,29,14500000,9.4430,1000
0,0,4000,1.0000,23706.7656,50000,4.0000,29,14500000,9.4625,1000
0,0,4000,1.0000,23725.6291,50000,4.0000,29,14500000,9.4706,1000
0,0,4000,1.0000,23751.3379,50000,4.0000,29,14500000,9.4644,1000
0,0,4000,1.0000,23518.6942,50000,4.0000,29,14500000,9.4407,1000
0,0,4000,1.0000,23657.8745,50000,4.0000,29,14500000,9.4554,1000
0,0,4000,1.0000,23690.1362,50000,4.0000,29,14500000,9.4549,1000
0,0,4000,1.0000,23840.8029,50000,4.0000,29,14500000,9.4605,1000
0,0,4000,1.0000,23680.4968,50000,4.0000,29,14500000,9.4629,1000
0,0,4000,1.0000,23746.7949,50000,4.0000,29,14500000,9.4593,1000
0,0,4000,1.0000,23711.0120,50000,4.0000,29,14500000,9.4596,1000
0,0,4000,1.0000,23682.9245,50000,4.0000,29,14500000,9.4612,1000
0,0,4000,1.0000,23526.2618,50000,4.0000,29,14500000,9.4665,1000
0,0,4000,1.0000,23606.2424,50000,4.0000,29,14500000,9.4581,1000
0,0,4000,1.0000,23463.8022,50000,4.0000,29,14500000,9.4558,1000
0,0,4000,1.0000,23456.0379,50000,4.0000,29,14500000,9.4564,1000
0,0,4000,1.0000,23364.7490,50000,4.0000,29,14500000,9.4659,1000
0,0,4000,1.0000,23638.6977,50000,4.0000,29,14500000,9.4648,1000
0,0,4000,1.0000,23491.2239,50000,4.0000,29,14500000,9.4578,1000
0,0,4000,1.0000,23641.5451,50000,4.0000,29,14500000,9.4544,1000
0,0,4000,1.0000,23645.7640,50000,4.0000,29,14500000,9.4712,1000
0,0,4000,1.0000,23646.6636,50000,4.0000,29,14500000,9.4572,1000
0,0,4000,1.0000,23691.0487,50000,4.0000,29,14500000,9.4621,1000
0,0,4000,1.0000,23528.5908,50000,4.0000,29,14500000,9.4662,1000
0,0,4000,1.0000,23556.0975,50000,4.0000,29,14500000,9.4597,1000
0,0,4000,1.0000,23405.5757,50000,4.0000,29,14500000,9.4376,1000
0,0,4000,1.0000,23564.8352,50000,4.0000,29,14500000,9.4591,1000
0,0,4000,1.0000,23779.7275,50000,4.0000,29,14500000,9.4504,1000
0,0,4000,1.0000,23515.3938,50000,4.0000,29,14500000,9.4452,1000
0,0,4000,1.0000,23612.2217,50000,4.0000,29,14500000,9.4645,1000
0,0,4000,1.0000,23569.1252,50000,4.0000,29,14500000,9.4617,1000
0,0,4000,1.0000,23605.4374,50000,4.0000,29,14500000,9.4455,1000
0,0,4000,1.0000,23564.2881,50000,4.0000,29,14500000,9.4635,1000
0,0,4000,1.0000,23612.2734,50000,4.0000,29,14500000,9.4595,1000
0,0,4000,1.0000,23600.0567,50000,4.0000,29,14500000,9.4658,1000
0,0,4000,1.0000,23576.3251,50000,4.0000,29,14500000,9.4567,1000
0,0,4000,1.0000,23482.2303,50000,4.0000,29,14500000,9.4468,1000
0,0,4000,1.0000,23590.4667,50000,4.0000,29,14500000,9.4603,1000
0,0,4000,1.0000,23537.3488,50000,4.0000,29,14500000,9.4654,1000
0,0,4000,1.0000,23791.7454,50000,4.0000,29,14500000,9.4724,1000
0,0,4000,1.0000,23648.1964,50000,4.0000,29,14500000,9.4547,1000
0,0,4000,1.0000,23502.3498,50000,4.0000,29,14500000,9.4590,1000
0,0,4000,1.0000,23693.5768,50000,4.0000,29,14500000,9.4625,1000
0,0,4000,1.0000,23785.5055,50000,4.0000,29,14500000,9.4533,1000
0,0,4000,1.0000,23624.5167,50000,4.0000,29,14500000,9.4540,1000
0,0,4000,1.0000,23563.8474,50000,4.0000,29,14500000,9.4435,1000
0,0,4000,1.0000,23704.9671,50000,4.0000,29,14500000,9.4577,1000
0,0,4000,1.0000,23740.8885,50000,4.0000,29,14500000,9.4608,1000
0,0,4000,1.0000,23405.3272,50000,4.0000,29,14500000,9.4459,1000
0,0,4000,1.0000,23558.7533,50000,4.0000,29,14500000,9.4503,1000
0,0,4000,1.0000,23542.4311,50000,4.0000,29,14500000,9.4697,1000
0,0,4000,1.0000,23636.4945,50000,4.0000,29,14500000,9.4577,1000
0,0,4000,1.0000,23737.9102,50000,4.0000,29,14500000,9.4653,1000
0,0,4000,1.0000,23654.1822,50000,4.0000,29,14500000,9.4527,1000
0,0,4000,1.0000,23656.1930,50000,4.0000,29,14500000,9.4626,1000
0,0,4000,1.0000,23688.1473,50000,4.0000,29,14500000,9.4731,1000
0,0,4000,1.0000,23708.3027,50000,4.0000,29,14500000,9.4345,1000
0,0,4000,1.0000,23770.6049,50000,4.0000,29,14500000,9.4603,1000
0,0,4000,1.0000,23793.0929,50000,4.0000,29,14500000,9.4695,1000
0,0,4000,1.0000,23710.7743,50000,4.0000,29,14500000,9.4525,1000
0,0,4000,1.0000,23799.6395,50000,4.0000,29,14500000,9.4480,1000
0,0,4000,1.0000,23818.4909,50000,4.0000,29,14500000,9.4603,1000
0,0,4000,1.0000,23886.9743,50000,4.0000,29,14500000,9.4713,1000
0,0,4000,1.0000,23787.1989,50000,4.0000,29,14500000,9.4484,1000
0,0,4000,1.0000,23762.7303,50000,4.0000,29,14500000,9.4588,1000
0,0,4000,1.0000,23781.6314,50000,4.0000,29,14500000,9.4580,1000
0,0,4000,1.0000,23977.5372,50000,4.0000,29,14500000,9.4619,1000
0,0,4000,1.0000,23664.2711,50000,4.0000,29,14500000,9.4537,1000
0,0,4000,1.0000,23605.6540,50000,4.0000,29,14500000,9.4528,1000
0,0,4000,1.0000,23834.3596,50000,4.0000,29,14500000,9.4574,1000
0,0,4000,1.0000,23855.6069,50000,4.0000,29,14500000,9.4753,1000
0,0,4000,1.0000,23739.0522,50000,4.0000,29,14500000,9.4442,1000
0,0,4000,1.0000,23495.7112,50000,4.0000,29,14500000,9.4558,1000
0,0,4000,1.0000,23673.4060,50000,4.0000,29,14500000,9.4607,1000
0,0,4000,1.0000,23789.4704,50000,4.0000,29,14500000,9.4765,1000
0,0,4000,1.0000,23731.1222,50000,4.0000,29,14500000,9.4629,1000
0,0,4000,1.0000,23733.1291,50000,4.0000,29,14500000,9.4691,1000
0,0,4000,1.0000,23747.6287,50000,4.0000,29,14500000,9.4615,1000
0,0,4000,1.0000,23694.4403,50000,4.0000,29,14500000,9.4512,1000
0,0,4000,1.0000,23723.8063,50000,4.0000,29,14500000,9.4573,1000
0,0,4000,1.0000,23685.0415,50000,4.0000,29,14500000,9.4582,1000
0,0,4000,1.0000,23667.5667,50000,4.0000,29,14500000,9.4707,1000
0,0,4000,1.0000,23739.5184,50000,4.0000,29,14500000,9.4721,1000
0,0,4000,1.0000,23670.1568,50000,4.0000,29,14500000,9.4595,1000
0,0,4000,1.0000,23640.6160,50000,4.0000,29,14500000,9.4456,1000
0,0,4000,1.0000,23467.0586,50000,4.0000,29,14500000,9.4498,1000
0,0,4000,1.0000,23704.8378,50000,4.0000,29,14500000,9.4663,1000
0,0,4000,1.0000,23804.8261,50000,4.0000,29,14500000,9.4533,1000
0,0,4000,1.0000,23760.9545,50000,4.0000,29,14500000,9.4557,1000
0,0,4000,1.0000,23707.0005,50000,4.0000,29,14500000,9.4469,1000
0,0,4000,1.0000,23783.2702,50000,4.0000,29,14500000,9.4616,1000
0,0,4000,1.0000,23634.4902,50000,4.0000,29,14500000,9.4560,1000
0,0,4000,1.0000,23581.2849,50000,4.0000,29,14500000,9.4491,1000
0,0,4000,1.0000,23646.1061,50000,4.0000,29,14500000,9.4783,1000
0,0,4000,1.0000,23619.4102,50000,4.0000,29,14500000,9.4566,1000
0,0,4000,1.0000,23578.2134,50000,4.0000,29,14500000,9.4583,1000
0,0,4000,1.0000,23637.0525,50000,4.0000,29,14500000,9.4528,1000
0,0,4000,1.0000,23618.5100,50000,4.0000,29,14500000,9.4719,1000
0,0,4000,1.0000,23571.3828,50000,4.0000,29,14500000,9.4697,1000
0,0,4000,1.0000,23586.3073,50000,4.0000,29,14500000,9.4583,1000
0,0,4000,1.0000,23540.9022,50000,4.0000,29,14500000,9.4692,1000
0,0,4000,1.0000,23705.0300,50000,4.0000,29,14500000,9.4518,1000
