entropy,totalFlips,cb,flips,variables,ratio,tries,flipsPerSecond,clauses,earlyRestarts,sat
9.3322,14000000,1.9000,50000,1000,4.2000,28,23125.8731,4200,0,0
9.3283,14000000,1.9000,50000,1000,4.2000,28,23280.1139,4200,0,0
9.3532,14000000,1.9000,50000,1000,4.2000,28,23213.4568,4200,0,0
9.3273,14000000,1.9000,50000,1000,4.2000,28,23242.1782,4200,0,0
9.3639,14000000,1.9000,50000,1000,4.2000,28,23283.0108,4200,0,0
9.3732,14500000,1.9000,50000,1000,4.2000,29,23404.2123,4200,0,0
9.2801,14000000,1.9000,50000,1000,4.2000,28,23298.6317,4200,0,0
9.3158,14500000,1.9000,50000,1000,4.2000,29,23317.4950,4200,0,0
9.3250,14000000,1.9000,50000,1000,4.2000,28,23108.6671,4200,0,0
9.2991,14000000,1.9000,50000,1000,4.2000,28,23097.1483,4200,0,0
9.3212,14000000,1.9000,50000,1000,4.2000,28,23069.7945,4200,0,0
9.3601,14000000,1.9000,50000,1000,4.2000,28,23069.4284,4200,0,0
9.2877,14000000,1.9000,50000,1000,4.2000,28,23243.9966,4200,0,0
9.3492,14000000,1.9000,50000,1000,4.2000,28,23146.3112,4200,0,0
9.3189,14000000,1.9000,50000,1000,4.2000,28,23181.7185,4200,0,0
9.3367,14000000,1.9000,50000,1000,4.2000,28,23293.8098,4200,0,0
9.3322,14000000,1.9000,50000,1000,4.2000,28,23199.0460,4200,0,0
9.3055,14000000,1.9000,50000,1000,4.2000,28,23280.7483,4200,0,0
9.3260,14000000,1.9000,50000,1000,4.2000,28,23250.1905,4200,0,0
9.3068,14000000,1.9000,50000,1000,4.2000,28,23179.0605,4200,0,0
9.2928,14000000,1.9000,50000,1000,4.2000,28,23160.8121,4200,0,0
9.3291,14000000,1.9000,50000,1000,4.2000,28,23168.8443,4200,0,0
9.3464,14000000,1.9000,50000,1000,4.2000,28,23146.6827,4200,0,0
9.3051,14000000,1.9000,50000,1000,4.2000,28,23147.5349,4200,0,0
9.3391,14000000,1.9000,50000,1000,4.2000,28,23218.0619,4200,0,0
9.3549,14000000,1.9000,50000,1000,4.2000,28,23301.3284,4200,0,0
9.3359,14000000,1.9000,50000,1000,4.2000,28,23053.8925,4200,0,0
9.3195,14000000,1.9000,50000,1000,4.2000,28,23235.8897,4200,0,0
9.3414,14000000,1.9000,50000,1000,4.2000,28,23324.3835,4200,0,0
9.3495,14000000,1.9000,50000,1000,4.2000,28,23263.9143,4200,0,0
9.3731,14500000,1.9000,50000,1000,4.2000,29,23315.0513,4200,0,0
9.3559,14000000,1.9000,50000,1000,4.2000,28,23302.4521,4200,0,0
9.3551,14000000,1.9000,50000,1000,4.2000,28,23288.5395,4200,0,0
9.3077,14000000,1.9000,50000,1000,4.2000,28,23320.5653,4200,0,0
9.3061,14500000,1.9000,50000,1000,4.2000,29,23431.7681,4200,0,0
9.3301,14500000,1.9000,50000,1000,4.2000,29,23371.0938,4200,0,0
9.3421,14000000,1.9000,50000,1000,4.2000,28,23199.7316,4200,0,0
9.3673,14000000,1.9000,50000,1000,4.2000,28,23149.4518,4200,0,0
9.3537,14000000,1.9000,50000,1000,4.2000,28,23137.2971,4200,0,0
9.3297,14000000,1.9000,50000,1000,4.2000,28,23178.5135,4200,0,0
9.3315,14500000,1.9000,50000,1000,4.2000,29,23346.8124,4200,0,0
9.3477,14500000,1.9000,50000,1000,4.2000,29,23343.6353,4200,0,0
9.3521,14500000,1.9000,50000,1000,4.2000,29,23410.5823,4200,0,0
9.2912,14000000,1.9000,50000,1000,4.2000,28,23290.9062,4200,0,0
9.3859,14500000,1.9000,50000,1000,4.2000,29,23431.6692,4200,0,0
9.3513,14500000,1.9000,50000,1000,4.2000,29,23381.4091,4200,0,0
9.3278,14500000,1.9000,50000,1000,4.2000,29,23429.3434,4200,0,0
9.3295,14500000,1.9000,50000,1000,4.2000,29,23374.7375,4200,0,0
9.2903,14000000,1.9000,50000,1000,4.2000,28,23320.4122,4200,0,0
9.3458,14000000,1.9000,50000,1000,4.2000,28,23320.6544,4200,0,0
9.2733,14000000,1.9000,50000,1000,4.2000,28,23213.0209,4200,0,0
9.3138,14000000,1.9000,50000,1000,4.2000,28,23278.4632,4200,0,0
9.2702,14000000,1.9000,50000,1000,4.2000,28,23145.6335,4200,0,0
9.3477,14000000,1.9000,50000,1000,4.2000,28,23307.7452,4200,0,0
9.2956,14000000,1.9000,50000,1000,4.2000,28,23259.5729,4200,0,0
9.3775,14000000,1.9000,50000,1000,4.2000,28,23321.8703,4200,0,0
9.3028,14500000,1.9000,50000,1000,4.2000,29,23351.9837,4200,0,0
9.3449,14500000,1.9000,50000,1000,4.2000,29,23360.3202,4200,0,0
9.3725,14000000,1.9000,50000,1000,4.2000,28,23063.0631,4200,0,0
9.2952,14500000,1.9000,50000,1000,4.2000,29,23352.4709,4200,0,0
9.3083,14000000,1.9000,50000,1000,4.2000,28,23244.3496,4200,0,0
9.3473,14500000,1.9000,50000,1000,4.2000,29,23327.4640,4200,0,0
9.3118,14000000,1.9000,50000,1000,4.2000,28,23327.0473,4200,0,0
9.3134,14000000,1.9000,50000,1000,4.2000,28,23207.5585,4200,0,0
9.3342,14000000,1.9000,50000,1000,4.2000,28,23205.2643,4200,0,0
9.3029,14000000,1.9000,50000,1000,4.2000,28,23187.8048,4200,0,0
9.3523,14000000,1.9000,50000,1000,4.2000,28,23224.7576,4200,0,0
9.3314,14000000,1.9000,50000,1000,4.2000,28,23087.5636,4200,0,0
9.3398,14000000,1.9000,50000,1000,4.2000,28,23215.8167,4200,0,0
9.2985,14000000,1.9000,50000,1000,4.2000,28,23204.1322,4200,0,0
9.3484,14000000,1.9000,50000,1000,4.2000,28,23198.6158,4200,0,0
9.3326,14000000,1.9000,50000,1000,4.2000,28,23296.7285,4200,0,0
9.3193,14000000,1.9000,50000,1000,4.2000,28,23175.0089,4200,0,0
9.3130,14000000,1.9000,50000,1000,4.2000,28,22990.1262,4200,0,0
9.3814,14000000,1.9000,50000,1000,4.2000,28,23072.7057,4200,0,0
9.3103,14000000,1.9000,50000,1000,4.2000,28,23217.7102,4200,0,0
9.3213,14000000,1.9000,50000,1000,4.2000,28,23245.1922,4200,0,0
9.3320,14000000,1.9000,50000,1000,4.2000,28,23286.6120,4200,0,0
9.3645,14000000,1.9000,50000,1000,4.2000,28,23303.8621,4200,0,0
9.3816,14000000,1.9000,50000,1000,4.2000,28,23208.9234,4200,0,0
9.3650,14500000,1.9000,50000,1000,4.2000,29,23407.0833,4200,0,0
9.3477,14500000,1.9000,50000,1000,4.2000,29,23355.6002,4200,0,0
9.3286,14000000,1.9000,50000,1000,4.2000,28,23292.7718,4200,0,0
9.3334,14000000,1.9000,50000,1000,4.2000,28,23295.4428,4200,0,0
9.3224,14000000,1.9000,50000,1000,4.2000,28,23276.8095,4200,0,0
9.3051,14000000,1.9000,50000,1000,4.2000,28,23332.3653,4200,0,0
9.3577,14500000,1.9000,50000,1000,4.2000,29,23318.5925,4200,0,0
9.3037,14000000,1.9000,50000,1000,4.2000,28,23301.7298,4200,0,0
9.3398,14500000,1.9000,50000,1000,4.2000,29,23385.6505,4200,0,0
9.3357,14500000,1.9000,50000,1000,4.2000,29,23439.6313,4200,0,0
9.2509,14000000,1.9000,50000,1000,4.2000,28,23304.3140,4200,0,0
9.2824,14000000,1.9000,50000,1000,4.2000,28,23143.8461,4200,0,0
9.3385,14500000,1.9000,50000,1000,4.2000,29,23322.9212,4200,0,0
9.3727,14500000,1.9000,50000,1000,4.2000,29,23310.1129,4200,0,0
9.3411,14500000,1.9000,50000,1000,4.2000,29,23377.6374,4200,0,0
9.6077,240698,1.9000,40698,1000,4.2000,5,26984.9673,4200,0,1
9.3307,14000000,1.9000,50000,1000,4.2000,28,23297.3142,4200,0,0
9.3508,14000000,1.9000,50000,1000,4.2000,28,23301.6256,4200,0,0
9.3453,14500000,1.9000,50000,1000,4.2000,29,23334.8956,4200,0,0
9.3497,14000000,1.9000,50000,1000,4.2000,28,23298.4156,4200,0,0
9.3017,14000000,1.9000,50000,1000,4.2000,28,23089.6392,4200,0,0
9.2973,14000000,1.9000,50000,1000,4.2000,28,23176.8536,4200,0,0
9.3248,14000000,1.9000,50000,1000,4.2000,28,23292.2014,4200,0,0
9.3173,14000000,1.9000,50000,1000,4.2000,28,23136.6415,4200,0,0
9.3458,14000000,1.9000,50000,1000,4.2000,28,23228.4622,4200,0,0
9.3273,14000000,1.9000,50000,1000,4.2000,28,23118.0689,4200,0,0
9.3048,14500000,1.9000,50000,1000,4.2000,29,23313.9296,4200,0,0
9.3150,14000000,1.9000,50000,1000,4.2000,28,23106.8970,4200,0,0
9.3227,14000000,1.9000,50000,1000,4.2000,28,23260.9015,4200,0,0
9.3051,14000000,1.9000,50000,1000,4.2000,28,23329.0144,4200,0,0
9.3831,14500000,1.9000,50000,1000,4.2000,29,23375.4496,4200,0,0
9.3031,14500000,1.9000,50000,1000,4.2000,29,23370.8636,4200,0,0
9.3592,14000000,1.9000,50000,1000,4.2000,28,23034.7912,4200,0,0
9.3298,14000000,1.9000,50000,1000,4.2000,28,23119.8424,4200,0,0
9.3234,14000000,1.9000,50000,1000,4.2000,28,23122.2283,4200,0,0
9.2984,14000000,1.9000,50000,1000,4.2000,28,23119.8085,4200,0,0
9.2815,14000000,1.9000,50000,1000,4.2000,28,23164.0661,4200,0,0
9.2944,14000000,1.9000,50000,1000,4.2000,28,23295.9084,4200,0,0
9.3348,14000000,1.9000,50000,1000,4.2000,28,23202.0233,4200,0,0
9.3264,14000000,1.9000,50000,1000,4.2000,28,23161.6856,4200,0,0
9.3111,14000000,1.9000,50000,1000,4.2000,28,23106.6909,4200,0,0
9.3304,14000000,1.9000,50000,1000,4.2000,28,23201.3578,4200,0,0
9.3359,14000000,1.9000,50000,1000,4.2000,28,23125.3941,4200,0,0
9.3349,14000000,1.9000,50000,1000,4.2000,28,23219.9190,4200,0,0
9.3163,14500000,1.9000,50000,1000,4.2000,29,23321.9133,4200,0,0
9.3421,14000000,1.9000,50000,1000,4.2000,28,23293.6388,4200,0,0
9.3283,14000000,1.9000,50000,1000,4.2000,28,23291.6074,4200,0,0
9.3200,14000000,1.9000,50000,1000,4.2000,28,23315.0422,4200,0,0
9.6215,733945,1.9000,33945,1000,4.2000,15,23881.5786,4200,0,1
9.3306,14000000,1.9000,50000,1000,4.2000,28,23119.8410,4200,0,0
9.3520,14000000,1.9000,50000,1000,4.2000,28,23153.0193,4200,0,0
9.3063,14000000,1.9000,50000,1000,4.2000,28,23226.8929,4200,0,0
9.3409,14000000,1.9000,50000,1000,4.2000,28,23204.9023,4200,0,0
9.3411,14500000,1.9000,50000,1000,4.2000,29,23308.2662,4200,0,0
9.2842,14000000,1.9000,50000,1000,4.2000,28,23218.6740,4200,0,0
9.3615,14000000,1.9000,50000,1000,4.2000,28,23276.6878,4200,0,0
9.3070,14000000,1.9000,50000,1000,4.2000,28,23171.0092,4200,0,0
9.3071,14000000,1.9000,50000,1000,4.2000,28,23330.5250,4200,0,0
9.3440,14000000,1.9000,50000,1000,4.2000,28,23260.0129,4200,0,0
9.3619,14500000,1.9000,50000,1000,4.2000,29,23329.4884,4200,0,0
9.3479,14000000,1.9000,50000,1000,4.2000,28,23171.0875,4200,0,0
9.3207,14000000,1.9000,50000,1000,4.2000,28,23250.3971,4200,0,0
9.3216,14000000,1.9000,50000,1000,4.2000,28,23042.6654,4200,0,0
9.3254,14500000,1.9000,50000,1000,4.2000,29,23459.4984,4200,0,0
9.3287,14500000,1.9000,50000,1000,4.2000,29,23348.9197,4200,0,0
9.3387,14000000,1.9000,50000,1000,4.2000,28,23302.6960,4200,0,0
9.3311,14500000,1.9000,50000,1000,4.2000,29,23402.2697,4200,0,0
9.3304,14500000,1.9000,50000,1000,4.2000,29,23473.6240,4200,0,0
9.3639,14000000,1.9000,50000,1000,4.2000,28,23323.3414,4200,0,0
9.2954,14500000,1.9000,50000,1000,4.2000,29,23366.5869,4200,0,0
9.3243,14500000,1.9000,50000,1000,4.2000,29,23412.4652,4200,0,0
9.3353,14500000,1.9000,50000,1000,4.2000,29,23368.9778,4200,0,0
9.3183,14000000,1.9000,50000,1000,4.2000,28,23095.1633,4200,0,0
9.3147,14000000,1.9000,50000,1000,4.2000,28,23266.4138,4200,0,0
9.3436,14000000,1.9000,50000,1000,4.2000,28,23329.0437,4200,0,0
9.3182,14500000,1.9000,50000,1000,4.2000,29,23389.3088,4200,0,0
9.3071,14500000,1.9000,50000,1000,4.2000,29,23303.6178,4200,0,0
9.3166,14500000,1.9000,50000,1000,4.2000,29,23774.6266,4200,0,0
9.3659,15500000,1.9000,50000,1000,4.2000,31,25446.4228,4200,0,0
9.3919,15500000,1.9000,50000,1000,4.2000,31,25423.0645,4200,0,0
9.3405,14500000,1.9000,50000,1000,4.2000,29,23744.3525,4200,0,0
9.3626,15500000,1.9000,50000,1000,4.2000,31,25549.3733,4200,0,0
9.3541,15500000,1.9000,50000,1000,4.2000,31,25591.0175,4200,0,0
9.3488,15500000,1.9000,50000,1000,4.2000,31,25560.4162,4200,0,0
9.2899,14000000,2.0000,50000,1000,4.2000,28,23264.2811,4200,0,0
9.2756,14000000,2.0000,50000,1000,4.2000,28,23289.1959,4200,0,0
9.2680,14000000,2.0000,50000,1000,4.2000,28,23287.0095,4200,0,0
9.5649,998136,2.0000,48136,1000,4.2000,20,23647.1330,4200,0,1
9.2976,14000000,2.0000,50000,1000,4.2000,28,23109.2018,4200,0,0
9.2954,14000000,2.0000,50000,1000,4.2000,28,23253.9463,4200,0,0
9.2804,14000000,2.0000,50000,1000,4.2000,28,23243.3128,4200,0,0
9.3063,14000000,2.0000,50000,1000,4.2000,28,23206.7857,4200,0,0
9.3473,14000000,2.0000,50000,1000,4.2000,28,23010.6891,4200,0,0
9.2961,14500000,2.0000,50000,1000,4.2000,29,23306.8188,4200,0,0
9.3540,14000000,2.0000,50000,1000,4.2000,28,23185.7313,4200,0,0
9.5837,290772,2.0000,40772,1000,4.2000,6,26346.3173,4200,0,1
9.5936,931701,2.0000,31701,1000,4.2000,19,23335.7895,4200,0,1
9.3018,14000000,2.0000,50000,1000,4.2000,28,23217.9353,4200,0,0
9.2984,14000000,2.0000,50000,1000,4.2000,28,23159.3288,4200,0,0
9.3094,14500000,2.0000,50000,1000,4.2000,29,23351.1824,4200,0,0
9.5954,1142842,2.0000,42842,1000,4.2000,23,23248.3850,4200,0,1
9.3101,14000000,2.0000,50000,1000,4.2000,28,23149.1040,4200,0,0
9.3457,14000000,2.0000,50000,1000,4.2000,28,22995.6196,4200,0,0
9.2845,14000000,2.0000,50000,1000,4.2000,28,23067.5588,4200,0,0
9.3139,14000000,2.0000,50000,1000,4.2000,28,23145.8288,4200,0,0
9.2927,14000000,2.0000,50000,1000,4.2000,28,23100.3517,4200,0,0
9.2742,14000000,2.0000,50000,1000,4.2000,28,23209.7332,4200,0,0
9.3396,14500000,2.0000,50000,1000,4.2000,29,23309.9690,4200,0,0
9.3174,14000000,2.0000,50000,1000,4.2000,28,23166.6845,4200,0,0
9.3091,14000000,2.0000,50000,1000,4.2000,28,23222.3773,4200,0,0
9.2983,14000000,2.0000,50000,1000,4.2000,28,23304.3681,4200,0,0
9.3095,14000000,2.0000,50000,1000,4.2000,28,23141.6119,4200,0,0
9.3103,14000000,2.0000,50000,1000,4.2000,28,23154.5385,4200,0,0
9.3568,14000000,2.0000,50000,1000,4.2000,28,23238.7568,4200,0,0
9.2512,14000000,2.0000,50000,1000,4.2000,28,23140.8815,4200,0,0
9.3378,14500000,2.0000,50000,1000,4.2000,29,23330.5316,4200,0,0
9.2704,14000000,2.0000,50000,1000,4.2000,28,23114.8453,4200,0,0
9.6261,49063,2.0000,49063,1000,4.2000,1,44577.0948,4200,0,1
9.2881,14000000,2.0000,50000,1000,4.2000,28,23079.8903,4200,0,0
9.2891,14000000,2.0000,50000,1000,4.2000,28,22946.1317,4200,0,0
9.3052,14000000,2.0000,50000,1000,4.2000,28,23053.6344,4200,0,0
9.2543,14000000,2.0000,50000,1000,4.2000,28,23211.5651,4200,0,0
9.3084,14000000,2.0000,50000,1000,4.2000,28,23120.8343,4200,0,0
9.3202,14000000,2.0000,50000,1000,4.2000,28,23105.7774,4200,0,0
9.2773,14000000,2.0000,50000,1000,4.2000,28,23239.4864,4200,0,0
9.3370,14000000,2.0000,50000,1000,4.2000,28,23304.3910,4200,0,0
9.2033,14000000,2.0000,50000,1000,4.2000,28,23145.1470,4200,0,0
9.2929,14000000,2.0000,50000,1000,4.2000,28,23223.6740,4200,0,0
9.3280,14000000,2.0000,50000,1000,4.2000,28,23092.6075,4200,0,0
9.2647,14000000,2.0000,50000,1000,4.2000,28,23232.5858,4200,0,0
9.6226,535635,2.0000,35635,1000,4.2000,11,24539.1696,4200,0,1
9.3443,14000000,2.0000,50000,1000,4.2000,28,23206.2117,4200,0,0
9.5557,97620,2.0000,47620,1000,4.2000,2,32632.2166,4200,0,1
9.2937,14000000,2.0000,50000,1000,4.2000,28,22973.1430,4200,0,0
9.2547,14000000,2.0000,50000,1000,4.2000,28,23066.6248,4200,0,0
9.3023,14000000,2.0000,50000,1000,4.2000,28,23040.2599,4200,0,0
9.6369,1187688,2.0000,37688,1000,4.2000,24,23453.3177,4200,0,1
9.2451,14000000,2.0000,50000,1000,4.2000,28,23032.5456,4200,0,0
9.2519,14000000,2.0000,50000,1000,4.2000,28,23111.2173,4200,0,0
9.2726,14000000,2.0000,50000,1000,4.2000,28,23126.5679,4200,0,0
9.2536,14000000,2.0000,50000,1000,4.2000,28,23217.7274,4200,0,0
9.2947,14000000,2.0000,50000,1000,4.2000,28,23207.3108,4200,0,0
9.3019,14000000,2.0000,50000,1000,4.2000,28,23227.6912,4200,0,0
9.2358,14000000,2.0000,50000,1000,4.2000,28,23228.8946,4200,0,0
9.3239,14000000,2.0000,50000,1000,4.2000,28,23145.2886,4200,0,0
9.3255,14000000,2.0000,50000,1000,4.2000,28,23123.6560,4200,0,0
9.2539,14000000,2.0000,50000,1000,4.2000,28,23039.4640,4200,0,0
9.3307,14000000,2.0000,50000,1000,4.2000,28,23081.7874,4200,0,0
9.2607,14000000,2.0000,50000,1000,4.2000,28,23244.8280,4200,0,0
9.3099,14000000,2.0000,50000,1000,4.2000,28,23124.0704,4200,0,0
9.3361,14000000,2.0000,50000,1000,4.2000,28,23176.7614,4200,0,0
9.2693,14000000,2.0000,50000,1000,4.2000,28,23230.7035,4200,0,0
9.5039,290128,2.0000,40128,1000,4.2000,6,25844.8209,4200,0,1
9.2604,14000000,2.0000,50000,1000,4.2000,28,22946.9000,4200,0,0
9.2059,14000000,2.0000,50000,1000,4.2000,28,22897.0584,4200,0,0
9.2775,14000000,2.0000,50000,1000,4.2000,28,23039.3037,4200,0,0
9.3336,14000000,2.0000,50000,1000,4.2000,28,23324.3425,4200,0,0
9.2969,14000000,2.0000,50000,1000,4.2000,28,23152.5131,4200,0,0
9.2995,14500000,2.0000,50000,1000,4.2000,29,23344.0297,4200,0,0
9.2884,14000000,2.0000,50000,1000,4.2000,28,23237.6165,4200,0,0
9.3246,14000000,2.0000,50000,1000,4.2000,28,23207.8903,4200,0,0
9.5945,896542,2.0000,46542,1000,4.2000,18,23633.3796,4200,0,1
9.3059,14000000,2.0000,50000,1000,4.2000,28,23281.5517,4200,0,0
9.4632,15260,2.0000,15260,1000,4.2000,1,91530.9172,4200,0,1
9.2263,14000000,2.0000,50000,1000,4.2000,28,23139.8361,4200,0,0
9.2979,14000000,2.0000,50000,1000,4.2000,28,23277.2732,4200,0,0
9.3237,14000000,2.0000,50000,1000,4.2000,28,23292.6207,4200,0,0
9.2918,14000000,2.0000,50000,1000,4.2000,28,23185.5003,4200,0,0
9.6108,478649,2.0000,28649,1000,4.2000,10,24761.7084,4200,0,1
9.3101,14000000,2.0000,50000,1000,4.2000,28,23220.8923,4200,0,0
9.2715,14000000,2.0000,50000,1000,4.2000,28,23329.3068,4200,0,0
9.2814,14500000,2.0000,50000,1000,4.2000,29,23335.1555,4200,0,0
9.5978,670779,2.0000,20779,1000,4.2000,14,23897.7526,4200,0,1
9.3094,14000000,2.0000,50000,1000,4.2000,28,23124.8757,4200,0,0
9.2728,14000000,2.0000,50000,1000,4.2000,28,23228.6324,4200,0,0
9.3112,14000000,2.0000,50000,1000,4.2000,28,23021.5127,4200,0,0
9.3283,14000000,2.0000,50000,1000,4.2000,28,23278.4648,4200,0,0
9.2323,14000000,2.0000,50000,1000,4.2000,28,23269.9802,4200,0,0
9.2490,14000000,2.0000,50000,1000,4.2000,28,23246.4426,4200,0,0
9.3020,14000000,2.0000,50000,1000,4.2000,28,23275.1623,4200,0,0
9.3000,14000000,2.0000,50000,1000,4.2000,28,23267.6487,4200,0,0
9.3096,14000000,2.0000,50000,1000,4.2000,28,23203.8498,4200,0,0
9.2850,14000000,2.0000,50000,1000,4.2000,28,23309.8140,4200,0,0
9.3492,14000000,2.0000,50000,1000,4.2000,28,23138.1347,4200,0,0
9.3024,14500000,2.0000,50000,1000,4.2000,29,23332.7280,4200,0,0
9.3150,14500000,2.0000,50000,1000,4.2000,29,23420.9559,4200,0,0
9.2825,14000000,2.0000,50000,1000,4.2000,28,23270.4465,4200,0,0
9.2617,14000000,2.0000,50000,1000,4.2000,28,23261.9495,4200,0,0
9.2528,14000000,2.0000,50000,1000,4.2000,28,23248.9585,4200,0,0
9.5768,367162,2.0000,17162,1000,4.2000,8,25635.2398,4200,0,1
9.3103,14500000,2.0000,50000,1000,4.2000,29,23398.0142,4200,0,0
9.2798,14000000,2.0000,50000,1000,4.2000,28,23275.0220,4200,0,0
9.2765,14000000,2.0000,50000,1000,4.2000,28,23201.0615,4200,0,0
9.2745,14000000,2.0000,50000,1000,4.2000,28,23243.4585,4200,0,0
9.2661,14000000,2.0000,50000,1000,4.2000,28,23307.9261,4200,0,0
9.2366,14000000,2.0000,50000,1000,4.2000,28,23274.0222,4200,0,0
9.2765,14000000,2.0000,50000,1000,4.2000,28,23251.8102,4200,0,0
9.3219,14000000,2.0000,50000,1000,4.2000,28,23246.7947,4200,0,0
9.2527,14000000,2.0000,50000,1000,4.2000,28,23087.3325,4200,0,0
9.2767,14000000,2.0000,50000,1000,4.2000,28,23267.0368,4200,0,0
9.2685,14000000,2.0000,50000,1000,4.2000,28,23224.5826,4200,0,0
9.3109,14000000,2.0000,50000,1000,4.2000,28,23128.0342,4200,0,0
9.2792,14000000,2.0000,50000,1000,4.2000,28,23077.7820,4200,0,0
9.2452,14000000,2.0000,50000,1000,4.2000,28,23012.8561,4200,0,0
9.3169,14500000,2.0000,50000,1000,4.2000,29,23305.7950,4200,0,0
9.2796,14000000,2.0000,50000,1000,4.2000,28,23291.0449,4200,0,0
9.2443,14000000,2.0000,50000,1000,4.2000,28,23297.1303,4200,0,0
9.2926,14000000,2.0000,50000,1000,4.2000,28,23323.1253,4200,0,0
9.5890,838984,2.0000,38984,1000,4.2000,17,23821.3289,4200,0,1
9.3215,14500000,2.0000,50000,1000,4.2000,29,23330.6452,4200,0,0
9.5719,648630,2.0000,48630,1000,4.2000,13,24310.0997,4200,0,1
9.3187,14000000,2.0000,50000,1000,4.2000,28,23303.8771,4200,0,0
9.3027,14000000,2.0000,50000,1000,4.2000,28,23139.2739,4200,0,0
9.3428,14000000,2.0000,50000,1000,4.2000,28,23236.0203,4200,0,0
9.2458,14000000,2.0000,50000,1000,4.2000,28,23056.9649,4200,0,0
9.2641,14000000,2.0000,50000,1000,4.2000,28,23219.2753,4200,0,0
9.3264,14000000,2.0000,50000,1000,4.2000,28,22936.7117,4200,0,0
9.2998,14000000,2.0000,50000,1000,4.2000,28,22983.2681,4200,0,0
9.2404,14000000,2.0000,50000,1000,4.2000,28,22979.8384,4200,0,0
9.3105,14000000,2.0000,50000,1000,4.2000,28,23081.1304,4200,0,0
9.3076,14000000,2.0000,50000,1000,4.2000,28,23089.2574,4200,0,0
9.2946,14000000,2.0000,50000,1000,4.2000,28,23119.7617,4200,0,0
9.2638,14000000,2.0000,50000,1000,4.2000,28,23208.3591,4200,0,0
9.3085,14000000,2.0000,50000,1000,4.2000,28,23106.7693,4200,0,0
9.3052,14000000,2.0000,50000,1000,4.2000,28,23326.3495,4200,0,0
9.4926,35384,2.0000,35384,1000,4.2000,1,53750.4899,4200,0,1
9.2901,14000000,2.0000,50000,1000,4.2000,28,23226.4491,4200,0,0
9.3066,14000000,2.0000,50000,1000,4.2000,28,23313.2527,4200,0,0
9.3568,14000000,2.0000,50000,1000,4.2000,28,23171.4257,4200,0,0
9.2425,14000000,2.0000,50000,1000,4.2000,28,23218.8571,4200,0,0
9.2706,14000000,2.0000,50000,1000,4.2000,28,23299.2802,4200,0,0
9.3103,14500000,2.0000,50000,1000,4.2000,29,23377.5534,4200,0,0
9.2584,14000000,2.0000,50000,1000,4.2000,28,23164.6023,4200,0,0
9.2981,14000000,2.0000,50000,1000,4.2000,28,23127.6594,4200,0,0
9.2974,14000000,2.0000,50000,1000,4.2000,28,23243.5770,4200,0,0
9.3160,14000000,2.0000,50000,1000,4.2000,28,23275.8439,4200,0,0
9.2472,14000000,2.0000,50000,1000,4.2000,28,23291.7303,4200,0,0
9.2907,14000000,2.0000,50000,1000,4.2000,28,23329.5770,4200,0,0
9.3472,14500000,2.0000,50000,1000,4.2000,29,23314.3959,4200,0,0
9.3276,14000000,2.0000,50000,1000,4.2000,28,23216.1315,4200,0,0
9.3099,14000000,2.0000,50000,1000,4.2000,28,23039.8704,4200,0,0
9.2937,14000000,2.0000,50000,1000,4.2000,28,23056.0737,4200,0,0
9.2654,14000000,2.0000,50000,1000,4.2000,28,23205.5128,4200,0,0
9.2785,14000000,2.0000,50000,1000,4.2000,28,23061.8706,4200,0,0
9.2819,14000000,2.0000,50000,1000,4.2000,28,23165.3548,4200,0,0
9.3431,14000000,2.0000,50000,1000,4.2000,28,23282.4433,4200,0,0
9.2987,14000000,2.0000,50000,1000,4.2000,28,23311.3501,4200,0,0
9.2740,14500000,2.0000,50000,1000,4.2000,29,23883.0851,4200,0,0
9.3044,14500000,2.0000,50000,1000,4.2000,29,23310.3836,4200,0,0
9.4713,31940,2.0000,31940,1000,4.2000,1,57251.5191,4200,0,1
9.2902,14500000,2.0000,50000,1000,4.2000,29,23371.4838,4200,0,0
9.3054,14500000,2.0000,50000,1000,4.2000,29,23345.0534,4200,0,0
9.2638,14000000,2.0000,50000,1000,4.2000,28,23212.3641,4200,0,0
9.5782,1097611,2.0000,47611,1000,4.2000,22,23292.4054,4200,0,1
9.2428,14000000,2.0000,50000,1000,4.2000,28,23267.5001,4200,0,0
9.2722,14500000,2.0000,50000,1000,4.2000,29,24014.7832,4200,0,0
9.3121,14000000,2.0000,50000,1000,4.2000,28,23150.0815,4200,0,0
9.3083,14000000,2.0000,50000,1000,4.2000,28,23322.9162,4200,0,0
9.3202,14500000,2.0000,50000,1000,4.2000,29,23313.0515,4200,0,0
9.2469,14500000,2.0000,50000,1000,4.2000,29,23929.9867,4200,0,0
9.5455,542132,2.0000,42132,1000,4.2000,11,24508.9370,4200,0,1
9.2627,14000000,2.0000,50000,1000,4.2000,28,23015.1467,4200,0,0
9.2761,14000000,2.0000,50000,1000,4.2000,28,23331.6210,4200,0,0
9.2782,14000000,2.0000,50000,1000,4.2000,28,23327.5551,4200,0,0
9.2752,14000000,2.0000,50000,1000,4.2000,28,22952.9908,4200,0,0
9.3363,14000000,2.0000,50000,1000,4.2000,28,23105.9415,4200,0,0
9.5517,739550,2.0000,39550,1000,4.2000,15,23772.8600,4200,0,1
9.2801,14500000,2.0000,50000,1000,4.2000,29,23349.6806,4200,0,0
9.2461,14000000,2.0000,50000,1000,4.2000,28,23128.9667,4200,0,0
