entropy,totalFlips,cb,flips,variables,ratio,tries,flipsPerSecond,clauses,earlyRestarts,sat
9.4248,14000000,1.4000,50000,1000,4.2000,28,23194.3295,4200,0,0
9.4134,14000000,1.4000,50000,1000,4.2000,28,23028.3611,4200,0,0
9.4420,14000000,1.4000,50000,1000,4.2000,28,23100.0628,4200,0,0
9.4394,14000000,1.4000,50000,1000,4.2000,28,23009.8722,4200,0,0
9.4475,14000000,1.4000,50000,1000,4.2000,28,23128.6192,4200,0,0
9.4263,14000000,1.4000,50000,1000,4.2000,28,23106.6863,4200,0,0
9.4213,14000000,1.4000,50000,1000,4.2000,28,23232.4138,4200,0,0
9.4505,14000000,1.4000,50000,1000,4.2000,28,23123.9846,4200,0,0
9.4371,14000000,1.4000,50000,1000,4.2000,28,22975.4771,4200,0,0
9.4444,14000000,1.4000,50000,1000,4.2000,28,23173.1609,4200,0,0
9.4420,14000000,1.4000,50000,1000,4.2000,28,23015.8360,4200,0,0
9.4436,14000000,1.4000,50000,1000,4.2000,28,23064.8250,4200,0,0
9.4578,14000000,1.4000,50000,1000,4.2000,28,23112.9671,4200,0,0
9.4397,14000000,1.4000,50000,1000,4.2000,28,23087.6251,4200,0,0
9.4457,14000000,1.4000,50000,1000,4.2000,28,23102.2576,4200,0,0
9.4267,14000000,1.4000,50000,1000,4.2000,28,23049.5126,4200,0,0
9.4232,14000000,1.4000,50000,1000,4.2000,28,22982.9138,4200,0,0
9.4404,14000000,1.4000,50000,1000,4.2000,28,23131.3453,4200,0,0
9.4300,14000000,1.4000,50000,1000,4.2000,28,22959.9120,4200,0,0
9.4291,14000000,1.4000,50000,1000,4.2000,28,23029.5501,4200,0,0
9.4118,14000000,1.4000,50000,1000,4.2000,28,23116.5078,4200,0,0
9.4235,14000000,1.4000,50000,1000,4.2000,28,23122.3442,4200,0,0
9.4512,14000000,1.4000,50000,1000,4.2000,28,23193.8473,4200,0,0
9.4313,14000000,1.4000,50000,1000,4.2000,28,23124.1821,4200,0,0
9.4451,14000000,1.4000,50000,1000,4.2000,28,23171.7537,4200,0,0
9.4305,14000000,1.4000,50000,1000,4.2000,28,23256.3970,4200,0,0
9.4323,14000000,1.4000,50000,1000,4.2000,28,23124.5333,4200,0,0
9.4503,14500000,1.4000,50000,1000,4.2000,29,23425.4945,4200,0,0
9.4239,14000000,1.4000,50000,1000,4.2000,28,23264.2420,4200,0,0
9.4591,14500000,1.4000,50000,1000,4.2000,29,23368.4139,4200,0,0
9.4608,14500000,1.4000,50000,1000,4.2000,29,23335.6006,4200,0,0
9.4477,14000000,1.4000,50000,1000,4.2000,28,23192.2146,4200,0,0
9.4434,14000000,1.4000,50000,1000,4.2000,28,23176.7142,4200,0,0
9.4527,14000000,1.4000,50000,1000,4.2000,28,23212.6754,4200,0,0
9.4453,14000000,1.4000,50000,1000,4.2000,28,23252.3543,4200,0,0
9.4253,14000000,1.4000,50000,1000,4.2000,28,23237.5608,4200,0,0
9.4314,14000000,1.4000,50000,1000,4.2000,28,23327.6090,4200,0,0
9.4461,14500000,1.4000,50000,1000,4.2000,29,23345.5080,4200,0,0
9.4649,14000000,1.4000,50000,1000,4.2000,28,23151.6500,4200,0,0
9.4413,14000000,1.4000,50000,1000,4.2000,28,23112.2101,4200,0,0
9.4311,14000000,1.4000,50000,1000,4.2000,28,23083.4056,4200,0,0
9.4447,14000000,1.4000,50000,1000,4.2000,28,23109.1292,4200,0,0
9.4528,14000000,1.4000,50000,1000,4.2000,28,23071.1157,4200,0,0
9.4484,14500000,1.4000,50000,1000,4.2000,29,23314.7704,4200,0,0
9.4448,14000000,1.4000,50000,1000,4.2000,28,23329.2905,4200,0,0
9.4616,14000000,1.4000,50000,1000,4.2000,28,23313.2300,4200,0,0
9.4491,14500000,1.4000,50000,1000,4.2000,29,23316.0728,4200,0,0
9.4376,14000000,1.4000,50000,1000,4.2000,28,23067.2455,4200,0,0
9.4234,14000000,1.4000,50000,1000,4.2000,28,23181.7570,4200,0,0
9.4287,14000000,1.4000,50000,1000,4.2000,28,23080.1333,4200,0,0
9.4530,14000000,1.4000,50000,1000,4.2000,28,23111.8621,4200,0,0
9.4514,14000000,1.4000,50000,1000,4.2000,28,23243.2584,4200,0,0
9.4463,14000000,1.4000,50000,1000,4.2000,28,23232.9775,4200,0,0
9.4473,14000000,1.4000,50000,1000,4.2000,28,23250.5680,4200,0,0
9.4376,14000000,1.4000,50000,1000,4.2000,28,23233.4706,4200,0,0
9.4557,14000000,1.4000,50000,1000,4.2000,28,23192.6732,4200,0,0
9.4787,14500000,1.4000,50000,1000,4.2000,29,23374.4457,4200,0,0
9.4553,14000000,1.4000,50000,1000,4.2000,28,23282.0664,4200,0,0
9.4417,14000000,1.4000,50000,1000,4.2000,28,23289.6867,4200,0,0
9.4287,14000000,1.4000,50000,1000,4.2000,28,23154.2702,4200,0,0
9.4573,14000000,1.4000,50000,1000,4.2000,28,23122.6336,4200,0,0
9.4482,14000000,1.4000,50000,1000,4.2000,28,23121.5129,4200,0,0
9.4499,14000000,1.4000,50000,1000,4.2000,28,23085.9254,4200,0,0
9.4516,14000000,1.4000,50000,1000,4.2000,28,23143.0144,4200,0,0
9.4279,14000000,1.4000,50000,1000,4.2000,28,23212.0203,4200,0,0
9.4373,14000000,1.4000,50000,1000,4.2000,28,23174.2282,4200,0,0
9.4464,14000000,1.4000,50000,1000,4.2000,28,23160.0367,4200,0,0
9.4158,14000000,1.4000,50000,1000,4.2000,28,23042.2017,4200,0,0
9.4576,14000000,1.4000,50000,1000,4.2000,28,23227.1291,4200,0,0
9.4335,14000000,1.4000,50000,1000,4.2000,28,23195.8826,4200,0,0
9.4538,14000000,1.4000,50000,1000,4.2000,28,23202.5198,4200,0,0
9.4381,14000000,1.4000,50000,1000,4.2000,28,23075.6046,4200,0,0
9.4465,14000000,1.4000,50000,1000,4.2000,28,23099.9262,4200,0,0
9.4507,14000000,1.4000,50000,1000,4.2000,28,23164.5079,4200,0,0
9.4440,14000000,1.4000,50000,1000,4.2000,28,23107.0604,4200,0,0
9.4260,14000000,1.4000,50000,1000,4.2000,28,23114.4487,4200,0,0
9.4516,14000000,1.4000,50000,1000,4.2000,28,23138.0315,4200,0,0
9.4337,14000000,1.4000,50000,1000,4.2000,28,23041.2487,4200,0,0
9.4196,14000000,1.4000,50000,1000,4.2000,28,22940.6713,4200,0,0
9.4394,14000000,1.4000,50000,1000,4.2000,28,23044.2677,4200,0,0
9.4631,14000000,1.4000,50000,1000,4.2000,28,23189.3175,4200,0,0
9.4403,14000000,1.4000,50000,1000,4.2000,28,23066.7626,4200,0,0
9.4406,14000000,1.4000,50000,1000,4.2000,28,22981.8264,4200,0,0
9.4367,14000000,1.4000,50000,1000,4.2000,28,23106.3439,4200,0,0
9.4325,14000000,1.4000,50000,1000,4.2000,28,23128.0614,4200,0,0
9.4361,14000000,1.4000,50000,1000,4.2000,28,23090.1146,4200,0,0
9.4585,14000000,1.4000,50000,1000,4.2000,28,23120.9446,4200,0,0
9.4553,14000000,1.4000,50000,1000,4.2000,28,23042.6636,4200,0,0
9.4363,14000000,1.4000,50000,1000,4.2000,28,23132.0161,4200,0,0
9.4469,14000000,1.4000,50000,1000,4.2000,28,23021.9940,4200,0,0
9.4463,14000000,1.4000,50000,1000,4.2000,28,23016.4140,4200,0,0
9.4402,14000000,1.4000,50000,1000,4.2000,28,23069.2872,4200,0,0
9.4433,14000000,1.4000,50000,1000,4.2000,28,23001.4766,4200,0,0
9.4364,14000000,1.4000,50000,1000,4.2000,28,23033.8953,4200,0,0
9.4481,14000000,1.4000,50000,1000,4.2000,28,23204.0069,4200,0,0
9.4426,14000000,1.4000,50000,1000,4.2000,28,23281.8112,4200,0,0
9.4558,14500000,1.4000,50000,1000,4.2000,29,23312.0225,4200,0,0
9.4419,14000000,1.4000,50000,1000,4.2000,28,23327.1827,4200,0,0
9.4268,14000000,1.4000,50000,1000,4.2000,28,23220.5473,4200,0,0
9.4511,14000000,1.4000,50000,1000,4.2000,28,23201.3832,4200,0,0
9.4355,14000000,1.4000,50000,1000,4.2000,28,23183.9801,4200,0,0
9.4542,14000000,1.4000,50000,1000,4.2000,28,22943.8016,4200,0,0
9.4295,14000000,1.4000,50000,1000,4.2000,28,22843.6076,4200,0,0
9.4152,14000000,1.4000,50000,1000,4.2000,28,23030.7707,4200,0,0
9.4356,14000000,1.4000,50000,1000,4.2000,28,22892.5987,4200,0,0
9.4393,14000000,1.4000,50000,1000,4.2000,28,23013.0262,4200,0,0
9.4399,14000000,1.4000,50000,1000,4.2000,28,22954.2390,4200,0,0
9.4339,14000000,1.4000,50000,1000,4.2000,28,23212.9396,4200,0,0
9.4357,14000000,1.4000,50000,1000,4.2000,28,23112.9062,4200,0,0
9.4395,14000000,1.4000,50000,1000,4.2000,28,23302.6289,4200,0,0
9.4548,14000000,1.4000,50000,1000,4.2000,28,23175.9515,4200,0,0
9.4409,14000000,1.4000,50000,1000,4.2000,28,23299.1341,4200,0,0
9.4418,14000000,1.4000,50000,1000,4.2000,28,23205.7747,4200,0,0
9.4416,14000000,1.4000,50000,1000,4.2000,28,23308.1091,4200,0,0
9.4578,14000000,1.4000,50000,1000,4.2000,28,23097.6233,4200,0,0
9.4420,14000000,1.4000,50000,1000,4.2000,28,23162.8733,4200,0,0
9.4340,14000000,1.4000,50000,1000,4.2000,28,23214.1585,4200,0,0
9.4331,14000000,1.4000,50000,1000,4.2000,28,23212.6870,4200,0,0
9.4588,14500000,1.4000,50000,1000,4.2000,29,23324.0707,4200,0,0
9.4443,14000000,1.4000,50000,1000,4.2000,28,23248.5254,4200,0,0
9.4564,14000000,1.4000,50000,1000,4.2000,28,23220.8848,4200,0,0
9.4493,14000000,1.4000,50000,1000,4.2000,28,23166.9128,4200,0,0
9.4339,14000000,1.4000,50000,1000,4.2000,28,23203.3069,4200,0,0
9.4346,14000000,1.4000,50000,1000,4.2000,28,23093.2519,4200,0,0
9.4445,14000000,1.4000,50000,1000,4.2000,28,23092.3895,4200,0,0
9.4394,14000000,1.4000,50000,1000,4.2000,28,23128.3449,4200,0,0
9.4486,14000000,1.4000,50000,1000,4.2000,28,23060.0353,4200,0,0
9.4373,14000000,1.4000,50000,1000,4.2000,28,23067.6177,4200,0,0
9.4235,14000000,1.4000,50000,1000,4.2000,28,23194.2957,4200,0,0
9.4499,14000000,1.4000,50000,1000,4.2000,28,23113.5500,4200,0,0
9.4408,14000000,1.4000,50000,1000,4.2000,28,23134.7734,4200,0,0
9.4400,14000000,1.4000,50000,1000,4.2000,28,23105.6588,4200,0,0
9.4454,14000000,1.4000,50000,1000,4.2000,28,23205.3947,4200,0,0
9.4325,14000000,1.4000,50000,1000,4.2000,28,23148.1755,4200,0,0
9.4189,14000000,1.4000,50000,1000,4.2000,28,23273.8075,4200,0,0
9.4348,14000000,1.4000,50000,1000,4.2000,28,23059.3363,4200,0,0
9.4518,14000000,1.4000,50000,1000,4.2000,28,23195.8597,4200,0,0
9.4343,14000000,1.4000,50000,1000,4.2000,28,23065.4546,4200,0,0
9.4399,14000000,1.4000,50000,1000,4.2000,28,23140.6178,4200,0,0
9.4430,14000000,1.4000,50000,1000,4.2000,28,23144.5487,4200,0,0
9.4453,14000000,1.4000,50000,1000,4.2000,28,23142.4402,4200,0,0
9.4509,14000000,1.4000,50000,1000,4.2000,28,23064.4103,4200,0,0
9.4260,14000000,1.4000,50000,1000,4.2000,28,23137.2065,4200,0,0
9.4347,14000000,1.4000,50000,1000,4.2000,28,23104.4183,4200,0,0
9.4189,14000000,1.4000,50000,1000,4.2000,28,23036.1348,4200,0,0
9.4537,14000000,1.4000,50000,1000,4.2000,28,23007.9624,4200,0,0
9.4417,14000000,1.4000,50000,1000,4.2000,28,22924.5334,4200,0,0
9.4347,14000000,1.4000,50000,1000,4.2000,28,23018.5577,4200,0,0
9.4382,14000000,1.4000,50000,1000,4.2000,28,23093.1135,4200,0,0
9.4457,14000000,1.4000,50000,1000,4.2000,28,23149.9450,4200,0,0
9.4464,14000000,1.4000,50000,1000,4.2000,28,23144.9838,4200,0,0
9.4443,14000000,1.4000,50000,1000,4.2000,28,23201.7141,4200,0,0
9.4413,14000000,1.4000,50000,1000,4.2000,28,23197.3125,4200,0,0
9.4086,14000000,1.4000,50000,1000,4.2000,28,23192.7364,4200,0,0
9.4418,14000000,1.4000,50000,1000,4.2000,28,23259.0573,4200,0,0
9.4211,14000000,1.4000,50000,1000,4.2000,28,22953.8983,4200,0,0
9.4404,14000000,1.4000,50000,1000,4.2000,28,22958.2122,4200,0,0
9.4570,14000000,1.4000,50000,1000,4.2000,28,22895.5878,4200,0,0
9.4446,14000000,1.4000,50000,1000,4.2000,28,23070.8836,4200,0,0
9.4290,14000000,1.4000,50000,1000,4.2000,28,23265.5607,4200,0,0
9.4557,14000000,1.4000,50000,1000,4.2000,28,23057.5479,4200,0,0
9.4339,14000000,1.4000,50000,1000,4.2000,28,23216.5246,4200,0,0
9.4266,14000000,1.4000,50000,1000,4.2000,28,23100.1841,4200,0,0
9.4293,14000000,1.4000,50000,1000,4.2000,28,23287.2926,4200,0,0
9.4576,14000000,1.4000,50000,1000,4.2000,28,23252.1831,4200,0,0
9.4424,14000000,1.4000,50000,1000,4.2000,28,23295.8829,4200,0,0
9.4337,14000000,1.4000,50000,1000,4.2000,28,23278.3533,4200,0,0
9.4536,14000000,1.4000,50000,1000,4.2000,28,23057.1452,4200,0,0
9.4539,14000000,1.4000,50000,1000,4.2000,28,23049.6763,4200,0,0
9.4526,14000000,1.4000,50000,1000,4.2000,28,23127.1823,4200,0,0
9.4396,14000000,1.4000,50000,1000,4.2000,28,23115.5801,4200,0,0
9.4462,14000000,1.4000,50000,1000,4.2000,28,23077.0097,4200,0,0
9.4364,14000000,1.4000,50000,1000,4.2000,28,23106.3484,4200,0,0
9.4227,14000000,1.4000,50000,1000,4.2000,28,22976.8551,4200,0,0
9.4518,14000000,1.4000,50000,1000,4.2000,28,23167.4242,4200,0,0
9.4546,14000000,1.4000,50000,1000,4.2000,28,23008.6251,4200,0,0
9.4237,14000000,1.4000,50000,1000,4.2000,28,23200.7485,4200,0,0
9.4362,14000000,1.4000,50000,1000,4.2000,28,23097.3331,4200,0,0
9.4476,14000000,1.4000,50000,1000,4.2000,28,23201.7285,4200,0,0
9.4487,15500000,1.4000,50000,1000,4.2000,31,25007.2335,4200,0,0
9.4720,15500000,1.4000,50000,1000,4.2000,31,25214.7386,4200,0,0
9.4805,15500000,1.4000,50000,1000,4.2000,31,25316.3668,4200,0,0
9.4668,15500000,1.4000,50000,1000,4.2000,31,25381.4763,4200,0,0
9.4568,15500000,1.4000,50000,1000,4.2000,31,25124.6162,4200,0,0
9.4766,15500000,1.4000,50000,1000,4.2000,31,25189.6042,4200,0,0
9.4829,15500000,1.4000,50000,1000,4.2000,31,25337.5987,4200,0,0
9.4566,15500000,1.4000,50000,1000,4.2000,31,25438.8157,4200,0,0
9.4058,14000000,1.5000,50000,1000,4.2000,28,23019.8548,4200,0,0
9.4352,14000000,1.5000,50000,1000,4.2000,28,23002.1558,4200,0,0
9.4320,14000000,1.5000,50000,1000,4.2000,28,23123.1302,4200,0,0
9.4309,14000000,1.5000,50000,1000,4.2000,28,23144.7294,4200,0,0
9.4269,14000000,1.5000,50000,1000,4.2000,28,23055.9169,4200,0,0
9.3990,14000000,1.5000,50000,1000,4.2000,28,22763.0339,4200,0,0
9.4350,14000000,1.5000,50000,1000,4.2000,28,22889.8217,4200,0,0
9.4405,14000000,1.5000,50000,1000,4.2000,28,22867.8949,4200,0,0
9.4301,14000000,1.5000,50000,1000,4.2000,28,23117.3154,4200,0,0
9.4378,14000000,1.5000,50000,1000,4.2000,28,23025.3393,4200,0,0
9.4084,14000000,1.5000,50000,1000,4.2000,28,23008.3127,4200,0,0
9.4182,14000000,1.5000,50000,1000,4.2000,28,23158.2061,4200,0,0
9.4218,14000000,1.5000,50000,1000,4.2000,28,23110.7422,4200,0,0
9.4135,14000000,1.5000,50000,1000,4.2000,28,23128.0881,4200,0,0
9.4273,14000000,1.5000,50000,1000,4.2000,28,23148.1734,4200,0,0
9.4242,14000000,1.5000,50000,1000,4.2000,28,23050.2654,4200,0,0
9.4259,14000000,1.5000,50000,1000,4.2000,28,23082.0055,4200,0,0
9.4023,14000000,1.5000,50000,1000,4.2000,28,23267.8181,4200,0,0
9.4335,14000000,1.5000,50000,1000,4.2000,28,23247.3880,4200,0,0
9.4086,14000000,1.5000,50000,1000,4.2000,28,23271.2013,4200,0,0
9.4291,14000000,1.5000,50000,1000,4.2000,28,22961.6650,4200,0,0
9.4102,14000000,1.5000,50000,1000,4.2000,28,23251.3767,4200,0,0
9.4222,14000000,1.5000,50000,1000,4.2000,28,23052.4615,4200,0,0
9.4202,14000000,1.5000,50000,1000,4.2000,28,23201.7117,4200,0,0
9.4322,14000000,1.5000,50000,1000,4.2000,28,22997.6301,4200,0,0
9.4354,14000000,1.5000,50000,1000,4.2000,28,23191.8504,4200,0,0
9.4202,14000000,1.5000,50000,1000,4.2000,28,23231.7323,4200,0,0
9.4227,14000000,1.5000,50000,1000,4.2000,28,23214.5031,4200,0,0
9.4169,14000000,1.5000,50000,1000,4.2000,28,23098.3067,4200,0,0
9.4382,14000000,1.5000,50000,1000,4.2000,28,23173.2457,4200,0,0
9.4275,14000000,1.5000,50000,1000,4.2000,28,23107.3020,4200,0,0
9.4056,14000000,1.5000,50000,1000,4.2000,28,23105.1671,4200,0,0
9.4428,14000000,1.5000,50000,1000,4.2000,28,22992.0108,4200,0,0
9.4190,14000000,1.5000,50000,1000,4.2000,28,23109.9198,4200,0,0
9.4184,14000000,1.5000,50000,1000,4.2000,28,23159.9731,4200,0,0
9.4259,14000000,1.5000,50000,1000,4.2000,28,23175.3012,4200,0,0
9.4360,14000000,1.5000,50000,1000,4.2000,28,23057.3839,4200,0,0
9.4154,14000000,1.5000,50000,1000,4.2000,28,22884.7103,4200,0,0
9.4384,14000000,1.5000,50000,1000,4.2000,28,22973.4849,4200,0,0
9.4136,14000000,1.5000,50000,1000,4.2000,28,23093.8442,4200,0,0
9.4340,14000000,1.5000,50000,1000,4.2000,28,23124.6386,4200,0,0
9.4115,14000000,1.5000,50000,1000,4.2000,28,23018.7925,4200,0,0
9.4132,14000000,1.5000,50000,1000,4.2000,28,23145.9977,4200,0,0
9.4079,14000000,1.5000,50000,1000,4.2000,28,23112.9887,4200,0,0
9.4357,14000000,1.5000,50000,1000,4.2000,28,23167.6924,4200,0,0
9.4225,14000000,1.5000,50000,1000,4.2000,28,22999.5449,4200,0,0
9.4384,14000000,1.5000,50000,1000,4.2000,28,22927.0868,4200,0,0
9.4256,14000000,1.5000,50000,1000,4.2000,28,22982.4755,4200,0,0
9.4526,14000000,1.5000,50000,1000,4.2000,28,23150.4812,4200,0,0
9.4229,14000000,1.5000,50000,1000,4.2000,28,22896.4087,4200,0,0
9.4293,14000000,1.5000,50000,1000,4.2000,28,23035.3694,4200,0,0
9.4485,14000000,1.5000,50000,1000,4.2000,28,23166.8044,4200,0,0
9.3952,14000000,1.5000,50000,1000,4.2000,28,23268.8741,4200,0,0
9.4156,14000000,1.5000,50000,1000,4.2000,28,23145.4418,4200,0,0
9.4199,14000000,1.5000,50000,1000,4.2000,28,23214.5674,4200,0,0
9.4348,14500000,1.5000,50000,1000,4.2000,29,23297.1405,4200,0,0
9.4424,14000000,1.5000,50000,1000,4.2000,28,23184.9430,4200,0,0
9.4285,14000000,1.5000,50000,1000,4.2000,28,23161.3739,4200,0,0
9.4242,14000000,1.5000,50000,1000,4.2000,28,23053.2643,4200,0,0
9.4239,14000000,1.5000,50000,1000,4.2000,28,23102.5559,4200,0,0
9.4204,14000000,1.5000,50000,1000,4.2000,28,22929.1279,4200,0,0
9.4254,14000000,1.5000,50000,1000,4.2000,28,22961.4709,4200,0,0
9.4183,14000000,1.5000,50000,1000,4.2000,28,22950.2397,4200,0,0
9.4098,14000000,1.5000,50000,1000,4.2000,28,22843.7532,4200,0,0
9.4280,14000000,1.5000,50000,1000,4.2000,28,23232.3704,4200,0,0
9.4440,14000000,1.5000,50000,1000,4.2000,28,23172.3475,4200,0,0
9.4071,14000000,1.5000,50000,1000,4.2000,28,23115.3919,4200,0,0
9.4342,14000000,1.5000,50000,1000,4.2000,28,23087.4819,4200,0,0
9.4021,14000000,1.5000,50000,1000,4.2000,28,23172.0119,4200,0,0
9.4580,14500000,1.5000,50000,1000,4.2000,29,23343.8849,4200,0,0
9.4302,14000000,1.5000,50000,1000,4.2000,28,23127.4949,4200,0,0
9.4316,14000000,1.5000,50000,1000,4.2000,28,23208.9385,4200,0,0
9.4336,14000000,1.5000,50000,1000,4.2000,28,23216.7233,4200,0,0
9.4134,14000000,1.5000,50000,1000,4.2000,28,23196.9045,4200,0,0
9.4152,14000000,1.5000,50000,1000,4.2000,28,23290.5845,4200,0,0
9.4335,14000000,1.5000,50000,1000,4.2000,28,23111.6988,4200,0,0
9.4057,14000000,1.5000,50000,1000,4.2000,28,23333.0309,4200,0,0
9.4040,14000000,1.5000,50000,1000,4.2000,28,23182.6501,4200,0,0
9.4060,14000000,1.5000,50000,1000,4.2000,28,23214.8915,4200,0,0
9.4222,14000000,1.5000,50000,1000,4.2000,28,23311.1336,4200,0,0
9.4529,14000000,1.5000,50000,1000,4.2000,28,23004.2447,4200,0,0
9.4299,14000000,1.5000,50000,1000,4.2000,28,23067.6264,4200,0,0
9.4226,14000000,1.5000,50000,1000,4.2000,28,23057.8258,4200,0,0
9.3985,14000000,1.5000,50000,1000,4.2000,28,23174.1449,4200,0,0
9.4219,14000000,1.5000,50000,1000,4.2000,28,23088.6718,4200,0,0
9.4180,14000000,1.5000,50000,1000,4.2000,28,23227.0959,4200,0,0
9.3958,14000000,1.5000,50000,1000,4.2000,28,23188.5540,4200,0,0
9.4331,14000000,1.5000,50000,1000,4.2000,28,23251.2419,4200,0,0
9.4138,14000000,1.5000,50000,1000,4.2000,28,23177.7055,4200,0,0
9.4281,14000000,1.5000,50000,1000,4.2000,28,23183.8586,4200,0,0
9.4387,14000000,1.5000,50000,1000,4.2000,28,23151.7408,4200,0,0
9.4406,14000000,1.5000,50000,1000,4.2000,28,23266.8975,4200,0,0
9.4306,14000000,1.5000,50000,1000,4.2000,28,23144.3306,4200,0,0
9.4124,14000000,1.5000,50000,1000,4.2000,28,23054.3679,4200,0,0
9.4103,14000000,1.5000,50000,1000,4.2000,28,23054.6687,4200,0,0
9.4341,14000000,1.5000,50000,1000,4.2000,28,23189.5353,4200,0,0
9.4166,14000000,1.5000,50000,1000,4.2000,28,23073.5751,4200,0,0
9.4353,14000000,1.5000,50000,1000,4.2000,28,23190.2668,4200,0,0
9.4405,14000000,1.5000,50000,1000,4.2000,28,23250.9434,4200,0,0
9.4421,14000000,1.5000,50000,1000,4.2000,28,23150.8633,4200,0,0
9.4173,14000000,1.5000,50000,1000,4.2000,28,23154.9790,4200,0,0
9.4390,14000000,1.5000,50000,1000,4.2000,28,23228.3108,4200,0,0
9.4380,14000000,1.5000,50000,1000,4.2000,28,23224.0883,4200,0,0
9.4252,14000000,1.5000,50000,1000,4.2000,28,23211.4699,4200,0,0
9.4188,14000000,1.5000,50000,1000,4.2000,28,23186.2342,4200,0,0
9.4148,14000000,1.5000,50000,1000,4.2000,28,23109.7362,4200,0,0
9.4127,14000000,1.5000,50000,1000,4.2000,28,23097.7163,4200,0,0
9.4254,14000000,1.5000,50000,1000,4.2000,28,23200.5388,4200,0,0
9.4298,14000000,1.5000,50000,1000,4.2000,28,23269.1610,4200,0,0
9.4187,14000000,1.5000,50000,1000,4.2000,28,23304.1818,4200,0,0
9.4471,14500000,1.5000,50000,1000,4.2000,29,23350.5379,4200,0,0
9.4314,14500000,1.5000,50000,1000,4.2000,29,23352.7560,4200,0,0
9.4397,14000000,1.5000,50000,1000,4.2000,28,23067.9315,4200,0,0
9.4431,14000000,1.5000,50000,1000,4.2000,28,23157.7472,4200,0,0
9.4185,14000000,1.5000,50000,1000,4.2000,28,23096.7033,4200,0,0
9.4306,14000000,1.5000,50000,1000,4.2000,28,23142.8760,4200,0,0
9.4308,14000000,1.5000,50000,1000,4.2000,28,22973.4036,4200,0,0
9.3952,14000000,1.5000,50000,1000,4.2000,28,22925.1139,4200,0,0
9.4276,14000000,1.5000,50000,1000,4.2000,28,23013.3672,4200,0,0
9.4191,14000000,1.5000,50000,1000,4.2000,28,22943.3244,4200,0,0
9.3898,14000000,1.5000,50000,1000,4.2000,28,22885.9077,4200,0,0
9.4402,14000000,1.5000,50000,1000,4.2000,28,22895.7199,4200,0,0
9.4373,14000000,1.5000,50000,1000,4.2000,28,22972.4837,4200,0,0
9.4050,14000000,1.5000,50000,1000,4.2000,28,22872.3206,4200,0,0
9.4386,14000000,1.5000,50000,1000,4.2000,28,22898.1292,4200,0,0
9.4391,14000000,1.5000,50000,1000,4.2000,28,23002.6705,4200,0,0
9.4333,14000000,1.5000,50000,1000,4.2000,28,22976.2183,4200,0,0
9.4240,14000000,1.5000,50000,1000,4.2000,28,22990.4116,4200,0,0
9.4458,14000000,1.5000,50000,1000,4.2000,28,23187.9744,4200,0,0
9.4175,14000000,1.5000,50000,1000,4.2000,28,23202.0118,4200,0,0
9.4257,14000000,1.5000,50000,1000,4.2000,28,23067.8108,4200,0,0
9.4217,14000000,1.5000,50000,1000,4.2000,28,23284.6586,4200,0,0
9.4122,14000000,1.5000,50000,1000,4.2000,28,23141.3102,4200,0,0
9.4176,14000000,1.5000,50000,1000,4.2000,28,23129.9137,4200,0,0
9.4498,14000000,1.5000,50000,1000,4.2000,28,23158.3266,4200,0,0
9.4321,14000000,1.5000,50000,1000,4.2000,28,23099.1182,4200,0,0
9.4118,14000000,1.5000,50000,1000,4.2000,28,23063.0098,4200,0,0
9.4101,14000000,1.5000,50000,1000,4.2000,28,22927.2251,4200,0,0
9.4422,14000000,1.5000,50000,1000,4.2000,28,23065.9539,4200,0,0
9.4375,14000000,1.5000,50000,1000,4.2000,28,23129.3963,4200,0,0
9.3966,14000000,1.5000,50000,1000,4.2000,28,23201.4310,4200,0,0
9.4349,14000000,1.5000,50000,1000,4.2000,28,23221.9909,4200,0,0
9.4320,14000000,1.5000,50000,1000,4.2000,28,23256.3423,4200,0,0
9.4206,14000000,1.5000,50000,1000,4.2000,28,23247.8911,4200,0,0
9.4014,14000000,1.5000,50000,1000,4.2000,28,23135.5703,4200,0,0
9.4386,14000000,1.5000,50000,1000,4.2000,28,23217.4277,4200,0,0
9.4276,14000000,1.5000,50000,1000,4.2000,28,23195.5196,4200,0,0
9.4176,14000000,1.5000,50000,1000,4.2000,28,23143.2240,4200,0,0
9.4313,14000000,1.5000,50000,1000,4.2000,28,23220.3015,4200,0,0
9.4141,14000000,1.5000,50000,1000,4.2000,28,23027.6008,4200,0,0
9.4472,14000000,1.5000,50000,1000,4.2000,28,23183.2433,4200,0,0
9.4148,14000000,1.5000,50000,1000,4.2000,28,23083.8591,4200,0,0
9.4301,14000000,1.5000,50000,1000,4.2000,28,23092.1183,4200,0,0
9.4255,14000000,1.5000,50000,1000,4.2000,28,22953.7002,4200,0,0
9.4228,14000000,1.5000,50000,1000,4.2000,28,23244.8939,4200,0,0
9.4109,14000000,1.5000,50000,1000,4.2000,28,23045.6767,4200,0,0
9.4282,14000000,1.5000,50000,1000,4.2000,28,23161.4964,4200,0,0
9.4395,14000000,1.5000,50000,1000,4.2000,28,23200.7717,4200,0,0
9.4223,14000000,1.5000,50000,1000,4.2000,28,23035.9605,4200,0,0
9.4177,14000000,1.5000,50000,1000,4.2000,28,23027.3328,4200,0,0
9.4179,14000000,1.5000,50000,1000,4.2000,28,23116.8944,4200,0,0
