flipsPerSecond,minEntropy,totalFlips,ratio,entropy,lastRunEntropy,earlyRestarts,flips,cb,variables,tries,sat,clauses
21209.9390,0.6500,4500000,4.2000,1.1861,1.2391,0,25000,2.3800,500,18,0,2100
53409.9786,0.6500,14744,4.2000,0.9022,0.9022,0,14744,2.3800,500,1,1,2100
21335.6725,0.6000,4500000,4.2000,1.1792,1.1235,0,25000,2.3800,500,18,0,2100
21284.2336,0.4500,4500000,4.2000,1.1355,1.1717,0,25000,2.3800,500,18,0,2100
21238.4104,0.4000,4500000,4.2000,1.1165,1.2862,0,25000,2.3800,500,18,0,2100
21186.9518,0.6500,4500000,4.2000,1.1562,1.2077,0,25000,2.3800,500,18,0,2100
21381.7973,0.4500,4500000,4.2000,1.0569,1.0511,0,25000,2.3800,500,18,0,2100
31712.5640,0.4500,44913,4.2000,1.0895,0.9201,0,19913,2.3800,500,2,1,2100
73223.8670,0.5000,9303,4.2000,0.8637,0.8637,0,9303,2.3800,500,1,1,2100
54393.1525,0.4000,15376,4.2000,0.9241,0.9241,0,15376,2.3800,500,1,1,2100
22756.0930,0.5000,172078,4.2000,1.1388,0.9330,0,22078,2.3800,500,7,1,2100
31757.4003,0.5500,41881,4.2000,1.1233,0.9187,0,16881,2.3800,500,2,1,2100
48272.7102,0.6500,17336,4.2000,0.9053,0.9053,0,17336,2.3800,500,1,1,2100
21241.6661,0.6500,4500000,4.2000,1.0664,1.1170,0,25000,2.3800,500,18,0,2100
21749.2015,0.4500,289065,4.2000,1.2367,0.9216,0,14065,2.3800,500,12,1,2100
21173.2344,0.6500,4250000,4.2000,1.1101,1.3218,0,25000,2.3800,500,17,0,2100
21244.5515,0.4500,4250000,4.2000,1.1508,1.2035,0,25000,2.3800,500,17,0,2100
22026.2718,0.6000,4500000,4.2000,1.1489,1.2374,0,25000,2.3800,500,18,0,2100
25121.6524,0.6500,99746,4.2000,1.1202,0.9350,0,24746,2.3800,500,4,1,2100
28483.4596,0.5500,56603,4.2000,1.0694,0.8995,0,6603,2.3800,500,3,1,2100
27372.8530,0.4500,69251,4.2000,1.1752,0.9421,0,19251,2.3800,500,3,1,2100
21331.7104,0.5500,4500000,4.2000,1.0518,1.0510,0,25000,2.3800,500,18,0,2100
22947.7557,0.5500,174882,4.2000,1.2369,0.9360,0,24882,2.3800,500,7,1,2100
58783.3901,0.4500,12845,4.2000,0.8888,0.8888,0,12845,2.3800,500,1,1,2100
21177.0275,0.5500,4500000,4.2000,1.1823,1.2546,0,25000,2.3800,500,18,0,2100
21923.6594,0.5500,317818,4.2000,1.1361,0.9077,0,17818,2.3800,500,13,1,2100
26771.0484,0.4500,70635,4.2000,1.1685,0.8845,0,20635,2.3800,500,3,1,2100
21042.9149,0.5500,4250000,4.2000,1.0311,1.1955,0,25000,2.3800,500,17,0,2100
78027.2119,0.6000,8315,4.2000,0.9064,0.9064,0,8315,2.3800,500,1,1,2100
21235.4471,0.6000,4250000,4.2000,1.1641,1.2791,0,25000,2.3800,500,17,0,2100
70378.4296,0.6000,9570,4.2000,0.9286,0.9286,0,9570,2.3800,500,1,1,2100
21092.8892,0.4500,4250000,4.2000,1.1317,1.2048,0,25000,2.3800,500,17,0,2100
24558.1771,0.5000,122384,4.2000,1.1315,0.9390,0,22384,2.3800,500,5,1,2100
21700.3359,0.4500,4500000,4.2000,1.1014,1.1311,0,25000,2.3800,500,18,0,2100
31017.0263,0.6000,46018,4.2000,1.0635,0.9354,0,21018,2.3800,500,2,1,2100
24294.0139,0.4000,115382,4.2000,1.1756,0.8966,0,15382,2.3800,500,5,1,2100
43676.1109,0.5500,21103,4.2000,0.9331,0.9331,0,21103,2.3800,500,1,1,2100
21250.0032,0.5000,4500000,4.2000,1.1342,1.3345,0,25000,2.3800,500,18,0,2100
22789.4870,0.6000,187445,4.2000,1.2355,0.8930,0,12445,2.3800,500,8,1,2100
22269.4368,0.5500,215438,4.2000,1.1698,0.8588,0,15438,2.3800,500,9,1,2100
24301.1962,0.6500,117169,4.2000,1.2163,0.9064,0,17169,2.3800,500,5,1,2100
23539.2842,0.5500,140567,4.2000,1.1580,0.9138,0,15567,2.3800,500,6,1,2100
32647.1050,0.4500,39237,4.2000,1.0120,0.9056,0,14237,2.3800,500,2,1,2100
57553.2602,0.4500,12681,4.2000,0.9107,0.9107,0,12681,2.3800,500,1,1,2100
59170.2833,0.6500,12371,4.2000,0.9288,0.9288,0,12371,2.3800,500,1,1,2100
22573.1829,0.4000,193668,4.2000,1.1815,0.9384,0,18668,2.3800,500,8,1,2100
27572.5197,0.6000,65928,4.2000,1.1539,0.9172,0,15928,2.3800,500,3,1,2100
23399.2627,0.6500,145708,4.2000,1.1313,0.9370,0,20708,2.3800,500,6,1,2100
21248.3212,0.6000,4500000,4.2000,1.1054,1.0545,0,25000,2.3800,500,18,0,2100
21152.1097,0.4000,4250000,4.2000,1.1615,1.2090,0,25000,2.3800,500,17,0,2100
21194.0324,0.4000,4500000,4.2000,1.1084,1.0654,0,25000,2.3800,500,18,0,2100
21185.4338,0.6500,4250000,4.2000,1.1338,1.1420,0,25000,2.3800,500,17,0,2100
21138.2044,0.6500,4250000,4.2000,1.1632,1.3290,0,25000,2.3800,500,17,0,2100
35399.5661,0.4000,31488,4.2000,1.1049,0.9022,0,6488,2.3800,500,2,1,2100
21868.5469,0.6000,4500000,4.2000,1.0979,1.1241,0,25000,2.3800,500,18,0,2100
29302.9785,0.5000,64513,4.2000,1.1748,0.9001,0,14513,2.3800,500,3,1,2100
22621.8314,0.6000,4750000,4.2000,1.1332,1.2369,0,25000,2.3800,500,19,0,2100
64650.6984,0.4500,12198,4.2000,0.8955,0.8955,0,12198,2.3800,500,1,1,2100
23156.9812,0.4500,166287,4.2000,1.1703,0.9117,0,16287,2.3800,500,7,1,2100
27222.7623,0.6500,71000,4.2000,1.1588,0.9470,0,21000,2.3800,500,3,1,2100
21195.7939,0.4000,4250000,4.2000,1.1804,1.2936,0,25000,2.3800,500,17,0,2100
21268.2791,0.5000,4500000,4.2000,1.0191,1.2691,0,25000,2.3800,500,18,0,2100
21728.7693,0.5000,4500000,4.2000,1.1780,1.2564,0,25000,2.3800,500,18,0,2100
29084.5465,0.4000,61789,4.2000,1.1791,0.9319,0,11789,2.3800,500,3,1,2100
22256.1273,0.6500,4500000,4.2000,1.1818,1.2982,0,25000,2.3800,500,18,0,2100
34580.8002,0.6000,40722,4.2000,1.0999,0.9087,0,15722,2.3800,500,2,1,2100
21688.8881,0.5500,285359,4.2000,1.2415,0.8789,0,10359,2.3800,500,12,1,2100
21202.4212,0.6500,4500000,4.2000,1.1144,1.3179,0,25000,2.3800,500,18,0,2100
21260.1794,0.5000,4500000,4.2000,1.1178,1.1728,0,25000,2.3800,500,18,0,2100
28999.5054,0.4000,58849,4.2000,1.1242,0.9159,0,8849,2.3800,500,3,1,2100
22027.1190,0.4000,4500000,4.2000,1.1112,1.2301,0,25000,2.3800,500,18,0,2100
96965.3690,0.4000,6675,4.2000,0.8493,0.8493,0,6675,2.3800,500,1,1,2100
32252.9172,0.4500,49047,4.2000,1.0850,0.9341,0,24047,2.3800,500,2,1,2100
22490.6023,0.5000,4750000,4.2000,1.1079,1.1194,0,25000,2.3800,500,19,0,2100
34869.5911,0.6000,32673,4.2000,1.1048,0.9136,0,7673,2.3800,500,2,1,2100
21184.7007,0.5500,4500000,4.2000,1.1462,1.3401,0,25000,2.3800,500,18,0,2100
70571.5497,0.6000,9609,4.2000,0.9328,0.9328,0,9609,2.3800,500,1,1,2100
21199.4112,0.6500,4250000,4.2000,1.0786,1.2723,0,25000,2.3800,500,17,0,2100
21343.2364,0.5500,4500000,4.2000,1.0237,1.0491,0,25000,2.3800,500,18,0,2100
22126.3697,0.6000,4500000,4.2000,1.1232,1.3346,0,25000,2.3800,500,18,0,2100
22554.8654,0.4000,4750000,4.2000,1.1473,1.1724,0,25000,2.3800,500,19,0,2100
30124.0711,0.6000,67334,4.2000,1.0718,0.8880,0,17334,2.3800,500,3,1,2100
22999.8483,0.5500,174047,4.2000,1.1500,0.8947,0,24047,2.3800,500,7,1,2100
21191.8564,0.4000,4500000,4.2000,1.1088,1.2389,0,25000,2.3800,500,18,0,2100
21642.9887,0.5000,4500000,4.2000,1.0889,1.2680,0,25000,2.3800,500,18,0,2100
35519.7597,0.5000,34057,4.2000,1.0480,0.8729,0,9057,2.3800,500,2,1,2100
23366.2799,0.4500,197541,4.2000,1.1511,0.9237,0,22541,2.3800,500,8,1,2100
22490.5599,0.5000,4500000,4.2000,0.9154,1.0586,0,25000,2.3800,500,18,0,2100
35091.2748,0.5500,41237,4.2000,1.1038,0.9155,0,16237,2.3800,500,2,1,2100
29178.6531,0.6000,66337,4.2000,1.1170,0.9271,0,16337,2.3800,500,3,1,2100
22954.7835,0.4000,181091,4.2000,1.2257,0.9015,0,6091,2.3800,500,8,1,2100
36580.6740,0.6000,30360,4.2000,1.0592,0.8876,0,5360,2.3800,500,2,1,2100
153119.3009,0.4000,3367,4.2000,0.9106,0.9106,0,3367,2.3800,500,1,1,2100
32237.7847,0.4500,41386,4.2000,1.1049,0.9037,0,16386,2.3800,500,2,1,2100
52739.8058,0.5500,15101,4.2000,0.9198,0.9198,0,15101,2.3800,500,1,1,2100
32924.1907,0.5500,39355,4.2000,1.0949,0.9221,0,14355,2.3800,500,2,1,2100
23123.4696,0.5500,166143,4.2000,1.2072,0.9477,0,16143,2.3800,500,7,1,2100
21383.1400,0.6500,4500000,4.2000,1.1153,1.2902,0,25000,2.3800,500,18,0,2100
29432.9518,0.4500,54711,4.2000,1.1683,0.9176,0,4711,2.3800,500,3,1,2100
21282.2981,0.6000,4500000,4.2000,1.1613,1.2185,0,25000,2.3800,500,18,0,2100
21495.0876,0.5500,4500000,4.2000,1.1468,1.2180,0,25000,2.3800,500,18,0,2100
29294.9768,0.5500,61221,4.2000,1.1620,0.9374,0,11221,2.3800,500,3,1,2100
22139.7669,0.5500,4500000,4.2000,1.1788,1.3187,0,25000,2.3800,500,18,0,2100
35714.4711,0.4000,36816,4.2000,1.0982,0.8983,0,11816,2.3800,500,2,1,2100
24899.9265,0.5500,141788,4.2000,1.1806,0.9356,0,16788,2.3800,500,6,1,2100
22964.1691,0.6000,4750000,4.2000,1.1796,1.2241,0,25000,2.3800,500,19,0,2100
21700.7024,0.6500,4500000,4.2000,1.1286,1.2333,0,25000,2.3800,500,18,0,2100
22272.8754,0.5000,4500000,4.2000,1.1027,1.2271,0,25000,2.3800,500,18,0,2100
48478.2803,0.4000,19567,4.2000,0.8988,0.8988,0,19567,2.3800,500,1,1,2100
79199.2020,0.6000,8956,4.2000,0.8997,0.8997,0,8956,2.3800,500,1,1,2100
86781.0502,0.6500,7133,4.2000,0.9052,0.9052,0,7133,2.3800,500,1,1,2100
21277.6769,0.5500,4500000,4.2000,0.9924,1.2326,0,25000,2.3800,500,18,0,2100
25186.8667,0.5500,94007,4.2000,1.1742,0.9171,0,19007,2.3800,500,4,1,2100
21631.4080,0.6000,299518,4.2000,1.2149,0.9462,0,24518,2.3800,500,12,1,2100
32367.8372,0.4000,40352,4.2000,1.0981,0.9319,0,15352,2.3800,500,2,1,2100
30231.6137,0.4500,49714,4.2000,1.1025,0.9241,0,24714,2.3800,500,2,1,2100
21282.2829,0.5500,4500000,4.2000,1.1655,1.2085,0,25000,2.3800,500,18,0,2100
21276.8847,0.6000,4500000,4.2000,1.1666,1.2623,0,25000,2.3800,500,18,0,2100
23805.9586,0.6000,120856,4.2000,1.1975,0.9255,0,20856,2.3800,500,5,1,2100
21127.7658,0.5000,4250000,4.2000,1.1282,1.1637,0,25000,2.3800,500,17,0,2100
59936.1256,0.6500,12289,4.2000,0.9056,0.9056,0,12289,2.3800,500,1,1,2100
21200.6598,0.4500,4500000,4.2000,1.1520,1.2738,0,25000,2.3800,500,18,0,2100
31413.3030,0.6000,44924,4.2000,1.1203,0.9205,0,19924,2.3800,500,2,1,2100
53214.3079,0.4000,14387,4.2000,0.9381,0.9381,0,14387,2.3800,500,1,1,2100
21175.9106,0.5500,4250000,4.2000,1.1550,1.1967,0,25000,2.3800,500,17,0,2100
47277.4231,0.5500,17804,4.2000,0.9434,0.9434,0,17804,2.3800,500,1,1,2100
39463.8143,0.5500,24193,4.2000,0.9097,0.9097,0,24193,2.3800,500,1,1,2100
26069.9571,0.5000,82589,4.2000,1.1358,0.9160,0,7589,2.3800,500,4,1,2100
21485.4271,0.6500,307379,4.2000,1.1868,0.9086,0,7379,2.3800,500,13,1,2100
21226.0531,0.6500,4250000,4.2000,1.1296,1.0565,0,25000,2.3800,500,17,0,2100
22990.2261,0.4500,162217,4.2000,1.2034,0.9183,0,12217,2.3800,500,7,1,2100
21562.6190,0.5500,320341,4.2000,1.2159,0.9269,0,20341,2.3800,500,13,1,2100
48061.4769,0.5000,17495,4.2000,0.9101,0.9101,0,17495,2.3800,500,1,1,2100
32089.0695,0.4500,41703,4.2000,1.0623,0.8969,0,16703,2.3800,500,2,1,2100
23816.7247,0.4500,119494,4.2000,1.1934,0.9303,0,19494,2.3800,500,5,1,2100
21034.3573,0.5500,4250000,4.2000,1.1674,1.3182,0,25000,2.3800,500,17,0,2100
21038.5294,0.4500,4250000,4.2000,1.1475,1.2127,0,25000,2.3800,500,17,0,2100
21225.4829,0.6500,4250000,4.2000,1.0213,1.2108,0,25000,2.3800,500,17,0,2100
22821.9865,0.5000,165385,4.2000,1.1771,0.9153,0,15385,2.3800,500,7,1,2100
28785.8437,0.4000,55516,4.2000,1.1342,0.8496,0,5516,2.3800,500,3,1,2100
21201.7103,0.4500,4500000,4.2000,1.1566,1.2114,0,25000,2.3800,500,18,0,2100
21080.7164,0.4000,4250000,4.2000,1.1804,1.1866,0,25000,2.3800,500,17,0,2100
37854.4737,0.4500,27672,4.2000,1.1006,0.9154,0,2672,2.3800,500,2,1,2100
21178.5596,0.5500,4250000,4.2000,1.1380,1.2804,0,25000,2.3800,500,17,0,2100
54771.3564,0.5500,14307,4.2000,0.9364,0.9364,0,14307,2.3800,500,1,1,2100
21195.9086,0.4000,4250000,4.2000,1.2026,1.3641,0,25000,2.3800,500,17,0,2100
21249.1515,0.6500,4500000,4.2000,1.0476,1.3167,0,25000,2.3800,500,18,0,2100
31879.2086,0.5500,42326,4.2000,1.0333,0.9394,0,17326,2.3800,500,2,1,2100
50857.6632,0.4000,16296,4.2000,0.9124,0.9124,0,16296,2.3800,500,1,1,2100
74504.0480,0.5000,8838,4.2000,0.8815,0.8815,0,8838,2.3800,500,1,1,2100
20812.7418,0.5000,4250000,4.2000,1.1581,1.1976,0,25000,2.3800,500,17,0,2100
40090.1843,0.4000,24376,4.2000,0.9038,0.9038,0,24376,2.3800,500,1,1,2100
23337.4952,0.5000,148592,4.2000,1.1964,0.9274,0,23592,2.3800,500,6,1,2100
21099.3905,0.5500,4250000,4.2000,1.1561,1.2469,0,25000,2.3800,500,17,0,2100
21182.4098,0.6500,4250000,4.2000,1.1476,1.0557,0,25000,2.3800,500,17,0,2100
24035.7335,0.4000,117096,4.2000,1.1944,0.9205,0,17096,2.3800,500,5,1,2100
72904.9943,0.5000,9220,4.2000,0.9385,0.9385,0,9220,2.3800,500,1,1,2100
88049.4877,0.5500,6921,4.2000,0.8886,0.8886,0,6921,2.3800,500,1,1,2100
21566.3002,0.6500,279428,4.2000,1.1914,0.9035,0,4428,2.3800,500,12,1,2100
35213.3726,0.6500,33265,4.2000,1.0609,0.8996,0,8265,2.3800,500,2,1,2100
43709.6981,0.5000,20719,4.2000,0.9101,0.9101,0,20719,2.3800,500,1,1,2100
21174.8579,0.4500,4250000,4.2000,1.0835,1.1217,0,25000,2.3800,500,17,0,2100
22003.9374,0.5000,247683,4.2000,1.2152,0.9337,0,22683,2.3800,500,10,1,2100
21212.7927,0.4500,4500000,4.2000,1.1057,1.2052,0,25000,2.3800,500,18,0,2100
21212.3287,0.6000,4500000,4.2000,1.1675,1.2170,0,25000,2.3800,500,18,0,2100
21196.9707,0.6500,4500000,4.2000,1.0895,1.2025,0,25000,2.3800,500,18,0,2100
21069.3903,0.5500,4250000,4.2000,1.1795,1.2167,0,25000,2.3800,500,17,0,2100
30568.9217,0.5500,47889,4.2000,1.0936,0.9217,0,22889,2.3800,500,2,1,2100
21233.7982,0.4000,4500000,4.2000,1.1359,1.1992,0,25000,2.3800,500,18,0,2100
21286.1350,0.5500,4500000,4.2000,1.1119,1.2444,0,25000,2.3800,500,18,0,2100
52603.2085,0.4500,15344,4.2000,0.9130,0.9130,0,15344,2.3800,500,1,1,2100
21307.5527,0.6500,4500000,4.2000,1.1449,1.2396,0,25000,2.3800,500,18,0,2100
22348.4847,0.5000,224396,4.2000,1.2411,0.9251,0,24396,2.3800,500,9,1,2100
26836.1690,0.5000,72307,4.2000,1.1464,0.9151,0,22307,2.3800,500,3,1,2100
21188.5297,0.5000,4250000,4.2000,1.1374,1.1445,0,25000,2.3800,500,17,0,2100
31210.1559,0.5500,45503,4.2000,1.1083,0.9163,0,20503,2.3800,500,2,1,2100
32188.0382,0.6500,41880,4.2000,1.0736,0.9283,0,16880,2.3800,500,2,1,2100
27258.5920,0.4500,65912,4.2000,1.1685,0.9248,0,15912,2.3800,500,3,1,2100
22514.6641,0.6500,186950,4.2000,1.1708,0.9247,0,11950,2.3800,500,8,1,2100
21902.4822,0.6000,237287,4.2000,1.2374,0.9275,0,12287,2.3800,500,10,1,2100
53726.8396,0.5500,14404,4.2000,0.9105,0.9105,0,14404,2.3800,500,1,1,2100
43169.4462,0.6000,20937,4.2000,0.9229,0.9229,0,20937,2.3800,500,1,1,2100
21277.5812,0.6000,4500000,4.2000,1.1234,1.1463,0,25000,2.3800,500,18,0,2100
21195.3966,0.6000,4500000,4.2000,1.1507,1.2338,0,25000,2.3800,500,18,0,2100
52023.7729,0.6000,15221,4.2000,0.9053,0.9053,0,15221,2.3800,500,1,1,2100
186349.8849,0.6000,2596,4.2000,0.8875,0.8875,0,2596,2.3800,500,1,1,2100
53093.6789,0.6500,15109,4.2000,0.9189,0.9189,0,15109,2.3800,500,1,1,2100
26537.7384,0.5000,73567,4.2000,1.0966,0.9387,0,23567,2.3800,500,3,1,2100
23648.3438,0.5000,136330,4.2000,1.1632,0.9117,0,11330,2.3800,500,6,1,2100
21895.0852,0.6000,268748,4.2000,1.2551,0.9228,0,18748,2.3800,500,11,1,2100
25469.5717,0.4000,90719,4.2000,0.8377,0.9283,0,15719,2.3800,500,4,1,2100
27977.8033,0.4500,57982,4.2000,1.1159,0.9297,0,7982,2.3800,500,3,1,2100
21720.0838,0.5500,261339,4.2000,1.2284,0.9128,0,11339,2.3800,500,11,1,2100
23070.0722,0.4500,165974,4.2000,1.1927,0.9124,0,15974,2.3800,500,7,1,2100
25712.3344,0.6500,88880,4.2000,1.1884,0.9260,0,13880,2.3800,500,4,1,2100
23463.2706,0.4500,146447,4.2000,1.1632,0.9297,0,21447,2.3800,500,6,1,2100
49856.9578,0.4000,16561,4.2000,0.9161,0.9161,0,16561,2.3800,500,1,1,2100
21284.4329,0.6000,4500000,4.2000,1.1451,1.1681,0,25000,2.3800,500,18,0,2100
21199.8768,0.6500,4250000,4.2000,1.1662,1.3092,0,25000,2.3800,500,17,0,2100
21165.8635,0.4000,4250000,4.2000,1.1792,1.1959,0,25000,2.3800,500,17,0,2100
63459.7235,0.4000,11135,4.2000,0.9171,0.9171,0,11135,2.3800,500,1,1,2100
53455.9533,0.6500,14803,4.2000,0.9148,0.9148,0,14803,2.3800,500,1,1,2100
53503.2764,0.4500,14725,4.2000,0.9169,0.9169,0,14725,2.3800,500,1,1,2100
21627.4905,0.6500,317871,4.2000,1.1370,0.9114,0,17871,2.3800,500,13,1,2100
21451.2676,0.4000,4500000,4.2000,1.1173,1.1692,0,25000,2.3800,500,18,0,2100
21678.8226,0.4000,281547,4.2000,1.2099,0.9227,0,6547,2.3800,500,12,1,2100
21240.7842,0.6000,4250000,4.2000,0.6806,0.0000,0,25000,2.3800,500,17,0,2100
23808.1290,0.4500,139371,4.2000,1.1913,0.9227,0,14371,2.3800,500,6,1,2100
24107.9259,0.6000,119817,4.2000,1.1827,0.9286,0,19817,2.3800,500,5,1,2100
78336.4561,0.6000,8150,4.2000,0.9242,0.9242,0,8150,2.3800,500,1,1,2100
25866.9234,0.5500,88670,4.2000,1.1638,0.9384,0,13670,2.3800,500,4,1,2100
24232.4954,0.5000,122876,4.2000,1.1967,0.9333,0,22876,2.3800,500,5,1,2100
21274.9341,0.6500,4500000,4.2000,1.1768,1.3100,0,25000,2.3800,500,18,0,2100
23124.8649,0.4500,161626,4.2000,1.1783,0.8998,0,11626,2.3800,500,7,1,2100
31315.6581,0.4500,42588,4.2000,1.0881,0.8858,0,17588,2.3800,500,2,1,2100
31232.5064,0.4500,43268,4.2000,1.1047,0.9071,0,18268,2.3800,500,2,1,2100
21207.1203,0.6500,4500000,4.2000,1.1692,1.2755,0,25000,2.3800,500,18,0,2100
21200.3497,0.6500,4500000,4.2000,1.1567,1.2020,0,25000,2.3800,500,18,0,2100
30951.6607,0.6000,44821,4.2000,1.0744,0.9265,0,19821,2.3800,500,2,1,2100
21184.2173,0.4000,4250000,4.2000,1.1084,1.2579,0,25000,2.3800,500,17,0,2100
33945.3424,0.4000,36026,4.2000,1.1053,0.8682,0,11026,2.3800,500,2,1,2100
21477.0791,0.5000,371418,4.2000,1.2171,0.9358,0,21418,2.3800,500,15,1,2100
21170.6484,0.5500,4250000,4.2000,1.1693,1.2569,0,25000,2.3800,500,17,0,2100
21334.5340,0.6000,4500000,4.2000,1.1534,1.2584,0,25000,2.3800,500,18,0,2100
21201.6641,0.5500,4250000,4.2000,1.1881,1.3008,0,25000,2.3800,500,17,0,2100
25350.9605,0.6500,94510,4.2000,1.1676,0.9203,0,19510,2.3800,500,4,1,2100
23340.3562,0.4000,147605,4.2000,1.2062,0.8921,0,22605,2.3800,500,6,1,2100
32543.2403,0.4000,39207,4.2000,1.0995,0.9166,0,14207,2.3800,500,2,1,2100
136505.6887,0.4500,3965,4.2000,0.9073,0.9073,0,3965,2.3800,500,1,1,2100
53455.8506,0.5500,14641,4.2000,0.9091,0.9091,0,14641,2.3800,500,1,1,2100
27480.1876,0.4500,63488,4.2000,1.1676,0.9209,0,13488,2.3800,500,3,1,2100
24153.4145,0.6000,119688,4.2000,1.2322,0.9235,0,19688,2.3800,500,5,1,2100
23477.3095,0.6000,147553,4.2000,1.0972,0.9078,0,22553,2.3800,500,6,1,2100
21190.8816,0.5000,4500000,4.2000,1.1658,1.1536,0,25000,2.3800,500,18,0,2100
25723.5629,0.5500,88367,4.2000,1.1753,0.9298,0,13367,2.3800,500,4,1,2100
44999.1451,0.4500,19896,4.2000,0.9287,0.9287,0,19896,2.3800,500,1,1,2100
25667.2477,0.6000,90783,4.2000,1.1800,0.9095,0,15783,2.3800,500,4,1,2100
32566.8204,0.6500,39452,4.2000,1.0831,0.9152,0,14452,2.3800,500,2,1,2100
21175.6581,0.5500,4250000,4.2000,1.1434,1.0601,0,25000,2.3800,500,17,0,2100
21225.2258,0.5500,4500000,4.2000,1.1708,1.2582,0,25000,2.3800,500,18,0,2100
33120.7288,0.5500,38204,4.2000,0.9301,0.9222,0,13204,2.3800,500,2,1,2100
28354.0661,0.6000,58787,4.2000,1.1448,0.8801,0,8787,2.3800,500,3,1,2100
80608.9248,0.5500,8008,4.2000,0.8957,0.8957,0,8008,2.3800,500,1,1,2100
21252.2665,0.6500,4500000,4.2000,1.0838,1.1986,0,25000,2.3800,500,18,0,2100
21287.7646,0.5500,4500000,4.2000,1.1447,1.3198,0,25000,2.3800,500,18,0,2100
21250.7987,0.6500,4500000,4.2000,1.1259,1.2355,0,25000,2.3800,500,18,0,2100
28227.0498,0.4000,61047,4.2000,1.1269,0.9021,0,11047,2.3800,500,3,1,2100
21379.9582,0.4000,4500000,4.2000,1.1353,1.2516,0,25000,2.3800,500,18,0,2100
40877.5456,0.5500,24300,4.2000,0.9187,0.9187,0,24300,2.3800,500,1,1,2100
30200.8719,0.5500,48607,4.2000,1.0866,0.9295,0,23607,2.3800,500,2,1,2100
21519.9030,0.4500,342284,4.2000,1.2668,0.9274,0,17284,2.3800,500,14,1,2100
45809.8364,0.6500,19472,4.2000,0.9523,0.9523,0,19472,2.3800,500,1,1,2100
21365.6928,0.6000,4500000,4.2000,1.1011,1.2146,0,25000,2.3800,500,18,0,2100
21157.5838,0.5500,4250000,4.2000,1.1139,1.2818,0,25000,2.3800,500,17,0,2100
27461.5236,0.4500,69117,4.2000,1.1159,0.9371,0,19117,2.3800,500,3,1,2100
21141.5731,0.4000,4250000,4.2000,1.1742,1.1041,0,25000,2.3800,500,17,0,2100
21225.5281,0.4000,4250000,4.2000,1.1412,1.1452,0,25000,2.3800,500,17,0,2100
100792.8667,0.5000,5755,4.2000,0.8819,0.8819,0,5755,2.3800,500,1,1,2100
21207.3578,0.4500,4500000,4.2000,1.0954,1.2025,0,25000,2.3800,500,18,0,2100
29998.5998,0.6000,49506,4.2000,1.0813,0.9250,0,24506,2.3800,500,2,1,2100
21601.6688,0.5000,292716,4.2000,1.2215,0.9152,0,17716,2.3800,500,12,1,2100
26699.3392,0.5000,70054,4.2000,1.1463,0.9119,0,20054,2.3800,500,3,1,2100
105272.1947,0.6000,5508,4.2000,0.9016,0.9016,0,5508,2.3800,500,1,1,2100
21226.5974,0.6500,4500000,4.2000,1.1435,1.2914,0,25000,2.3800,500,18,0,2100
21042.6869,0.5500,4250000,4.2000,1.1715,1.2133,0,25000,2.3800,500,17,0,2100
21225.6371,0.6500,4250000,4.2000,1.1726,1.2852,0,25000,2.3800,500,17,0,2100
23326.2605,0.6500,144205,4.2000,1.1721,0.9045,0,19205,2.3800,500,6,1,2100
21249.1534,0.4500,4250000,4.2000,1.1192,1.3535,0,25000,2.3800,500,17,0,2100
22014.5624,0.5500,258331,4.2000,1.2102,0.9442,0,8331,2.3800,500,11,1,2100
21326.5916,0.6000,4500000,4.2000,1.1753,1.2420,0,25000,2.3800,500,18,0,2100
21073.4159,0.6500,392354,4.2000,1.2501,0.9376,0,17354,2.3800,500,16,1,2100
21256.8924,0.5500,4500000,4.2000,1.1417,1.1788,0,25000,2.3800,500,18,0,2100
27242.2529,0.6500,68709,4.2000,1.1569,0.9369,0,18709,2.3800,500,3,1,2100
21220.6098,0.6500,4250000,4.2000,1.1176,1.1198,0,25000,2.3800,500,17,0,2100
21209.4145,0.4500,4250000,4.2000,1.1901,1.2027,0,25000,2.3800,500,17,0,2100
21291.5490,0.6000,358290,4.2000,1.2194,0.9319,0,8290,2.3800,500,15,1,2100
25152.9249,0.5000,97080,4.2000,1.1763,0.9188,0,22080,2.3800,500,4,1,2100
21259.6715,0.5000,4500000,4.2000,1.1698,1.2606,0,25000,2.3800,500,18,0,2100
21194.0076,0.6500,4500000,4.2000,1.1661,1.2069,0,25000,2.3800,500,18,0,2100
21213.5811,0.6500,4500000,4.2000,1.1532,1.2922,0,25000,2.3800,500,18,0,2100
21577.5913,0.5000,299670,4.2000,1.2072,0.9067,0,24670,2.3800,500,12,1,2100
21709.4264,0.6500,264337,4.2000,1.2574,0.9098,0,14337,2.3800,500,11,1,2100
25757.7996,0.4500,86091,4.2000,1.1815,0.9073,0,11091,2.3800,500,4,1,2100
44165.9341,0.5000,20717,4.2000,0.8317,0.8317,0,20717,2.3800,500,1,1,2100
23799.0699,0.5500,139448,4.2000,1.0963,0.8993,0,14448,2.3800,500,6,1,2100
122553.5775,0.6500,4512,4.2000,0.9110,0.9110,0,4512,2.3800,500,1,1,2100
21197.3226,0.6500,4500000,4.2000,1.1066,1.1287,0,25000,2.3800,500,18,0,2100
