flipsPerSecond,minEntropy,totalFlips,ratio,entropy,lastRunEntropy,earlyRestarts,flips,cb,variables,tries,sat,clauses
21328.2381,0.6500,4500000,4.2000,1.1836,1.2703,0,25000,2.3800,500,18,0,2100
23665.6915,0.6000,132885,4.2000,1.2643,0.9277,0,7885,2.3800,500,6,1,2100
72619.7506,0.5000,9195,4.2000,0.9252,0.9252,0,9195,2.3800,500,1,1,2100
34853.8287,0.5500,34267,4.2000,1.0820,0.9343,0,9267,2.3800,500,2,1,2100
21965.4450,0.4500,264900,4.2000,1.1943,0.9418,0,14900,2.3800,500,11,1,2100
34302.4869,0.5000,34314,4.2000,1.0533,0.9287,0,9314,2.3800,500,2,1,2100
21211.3756,0.4500,4500000,4.2000,1.1522,1.2245,0,25000,2.3800,500,18,0,2100
21227.8687,0.4000,4500000,4.2000,1.1831,1.1881,0,25000,2.3800,500,18,0,2100
41273.0789,0.4000,23933,4.2000,0.9327,0.9327,0,23933,2.3800,500,1,1,2100
32857.5870,0.6000,38829,4.2000,1.1043,0.9373,0,13829,2.3800,500,2,1,2100
21241.2023,0.5000,4500000,4.2000,1.1047,1.2454,0,25000,2.3800,500,18,0,2100
21946.9618,0.5500,291823,4.2000,1.1594,0.9232,0,16823,2.3800,500,12,1,2100
30041.8586,0.6500,49742,4.2000,1.1203,0.9375,0,24742,2.3800,500,2,1,2100
21257.0947,0.5500,4500000,4.2000,1.1596,1.3150,0,25000,2.3800,500,18,0,2100
21208.9103,0.5000,4250000,4.2000,1.1310,1.3496,0,25000,2.3800,500,17,0,2100
24819.8885,0.5500,97863,4.2000,1.1026,0.9227,0,22863,2.3800,500,4,1,2100
41408.9958,0.6000,23360,4.2000,0.9171,0.9171,0,23360,2.3800,500,1,1,2100
21173.0954,0.6500,4500000,4.2000,1.1500,1.3067,0,25000,2.3800,500,18,0,2100
21191.5393,0.4500,4250000,4.2000,1.1728,1.2713,0,25000,2.3800,500,17,0,2100
21204.8599,0.5500,4500000,4.2000,1.1244,1.1251,0,25000,2.3800,500,18,0,2100
20948.4836,0.6500,4250000,4.2000,1.1821,1.2078,0,25000,2.3800,500,17,0,2100
21220.9879,0.6000,4250000,4.2000,1.1232,1.2038,0,25000,2.3800,500,17,0,2100
21212.7544,0.4500,4250000,4.2000,1.1220,1.1627,0,25000,2.3800,500,17,0,2100
44188.8471,0.4500,20216,4.2000,0.9251,0.9251,0,20216,2.3800,500,1,1,2100
66507.7093,0.5000,10346,4.2000,0.9019,0.9019,0,10346,2.3800,500,1,1,2100
21249.1152,0.6500,4250000,4.2000,1.1525,1.2344,0,25000,2.3800,500,17,0,2100
22884.5752,0.4000,169468,4.2000,1.1765,0.9119,0,19468,2.3800,500,7,1,2100
23328.7931,0.4000,140729,4.2000,1.1736,0.9190,0,15729,2.3800,500,6,1,2100
21469.7025,0.4000,347905,4.2000,1.1813,0.9188,0,22905,2.3800,500,14,1,2100
21254.8493,0.5000,4500000,4.2000,1.1282,1.2259,0,25000,2.3800,500,18,0,2100
21176.8165,0.5500,4250000,4.2000,1.1701,1.2723,0,25000,2.3800,500,17,0,2100
21656.1630,0.4000,281083,4.2000,1.2393,0.9320,0,6083,2.3800,500,12,1,2100
43202.0407,0.4500,21652,4.2000,0.9357,0.9357,0,21652,2.3800,500,1,1,2100
21161.0639,0.5500,4250000,4.2000,1.0359,0.9473,0,25000,2.3800,500,17,0,2100
21295.7141,0.6000,4500000,4.2000,1.0948,1.1753,0,25000,2.3800,500,18,0,2100
23524.3399,0.6500,136686,4.2000,1.0567,0.9461,0,11686,2.3800,500,6,1,2100
66915.4339,0.6000,10405,4.2000,0.9459,0.9459,0,10405,2.3800,500,1,1,2100
25819.6120,0.5000,84406,4.2000,1.2021,0.9134,0,9406,2.3800,500,4,1,2100
95147.7423,0.4500,6239,4.2000,0.9161,0.9161,0,6239,2.3800,500,1,1,2100
21162.2881,0.4000,4250000,4.2000,1.1242,1.0674,0,25000,2.3800,500,17,0,2100
23344.4201,0.5500,157282,4.2000,1.2235,0.9454,0,7282,2.3800,500,7,1,2100
21237.0245,0.6000,4250000,4.2000,1.1830,1.2217,0,25000,2.3800,500,17,0,2100
21238.3843,0.6000,4500000,4.2000,1.1263,1.0692,0,25000,2.3800,500,18,0,2100
21242.2614,0.5000,4250000,4.2000,1.1493,1.3231,0,25000,2.3800,500,17,0,2100
21212.2400,0.5000,4250000,4.2000,1.1905,1.3177,0,25000,2.3800,500,17,0,2100
21172.3047,0.5000,4250000,4.2000,1.1286,1.2926,0,25000,2.3800,500,17,0,2100
21730.3488,0.6500,288272,4.2000,1.2149,0.9373,0,13272,2.3800,500,12,1,2100
21984.5223,0.5000,245971,4.2000,1.1540,0.9063,0,20971,2.3800,500,10,1,2100
21367.7781,0.5500,314006,4.2000,1.1673,0.9175,0,14006,2.3800,500,13,1,2100
30497.9062,0.4000,46309,4.2000,1.0900,0.9146,0,21309,2.3800,500,2,1,2100
21622.9266,0.4500,286640,4.2000,1.2424,0.9230,0,11640,2.3800,500,12,1,2100
35147.3973,0.5500,31962,4.2000,1.0861,0.8530,0,6962,2.3800,500,2,1,2100
26717.0843,0.6500,72077,4.2000,1.1435,0.9285,0,22077,2.3800,500,3,1,2100
21985.1888,0.6500,246543,4.2000,1.2302,0.9379,0,21543,2.3800,500,10,1,2100
21033.3831,0.6500,4250000,4.2000,1.2110,1.2676,0,25000,2.3800,500,17,0,2100
22691.4356,0.6000,186007,4.2000,1.2066,0.9144,0,11007,2.3800,500,8,1,2100
21201.6333,0.5500,4250000,4.2000,1.1096,1.2114,0,25000,2.3800,500,17,0,2100
122866.5189,0.4500,4567,4.2000,0.9131,0.9131,0,4567,2.3800,500,1,1,2100
24770.3679,0.4500,97853,4.2000,1.1017,0.9063,0,22853,2.3800,500,4,1,2100
21269.6616,0.5500,4500000,4.2000,1.1082,1.1394,0,25000,2.3800,500,18,0,2100
21406.0594,0.6000,4500000,4.2000,1.1523,1.1770,0,25000,2.3800,500,18,0,2100
54823.6106,0.6500,14398,4.2000,0.9000,0.9000,0,14398,2.3800,500,1,1,2100
21166.1967,0.6500,4250000,4.2000,1.1669,1.3350,0,25000,2.3800,500,17,0,2100
33054.5890,0.4000,37697,4.2000,1.1020,0.9261,0,12697,2.3800,500,2,1,2100
25268.0810,0.5000,94021,4.2000,1.1481,0.9350,0,19021,2.3800,500,4,1,2100
21732.3510,0.6500,317893,4.2000,1.1672,0.9062,0,17893,2.3800,500,13,1,2100
21280.8749,0.6500,4500000,4.2000,1.1329,1.2778,0,25000,2.3800,500,18,0,2100
49214.3053,0.6500,16966,4.2000,0.9158,0.9158,0,16966,2.3800,500,1,1,2100
34484.3387,0.6000,34249,4.2000,1.0218,0.8842,0,9249,2.3800,500,2,1,2100
44144.9259,0.6500,20377,4.2000,0.9383,0.9383,0,20377,2.3800,500,1,1,2100
21215.8733,0.4000,4500000,4.2000,1.1920,1.2801,0,25000,2.3800,500,18,0,2100
23362.0221,0.4500,148587,4.2000,1.1418,0.9200,0,23587,2.3800,500,6,1,2100
21328.4606,0.5500,413256,4.2000,1.2411,0.9198,0,13256,2.3800,500,17,1,2100
25498.3659,0.5000,87315,4.2000,1.1312,0.8725,0,12315,2.3800,500,4,1,2100
32288.3343,0.6000,40532,4.2000,1.1200,0.9178,0,15532,2.3800,500,2,1,2100
21817.3742,0.5500,318841,4.2000,1.1451,0.9113,0,18841,2.3800,500,13,1,2100
49278.9509,0.5000,17088,4.2000,0.9441,0.9441,0,17088,2.3800,500,1,1,2100
21265.9478,0.4500,4500000,4.2000,1.1622,1.1343,0,25000,2.3800,500,18,0,2100
25210.5201,0.6500,91089,4.2000,1.1469,0.8902,0,16089,2.3800,500,4,1,2100
54042.6739,0.5500,14549,4.2000,0.8640,0.8640,0,14549,2.3800,500,1,1,2100
21155.1663,0.4000,4250000,4.2000,1.1132,1.2310,0,25000,2.3800,500,17,0,2100
21182.6268,0.6500,4250000,4.2000,1.1317,1.2182,0,25000,2.3800,500,17,0,2100
21233.1092,0.4500,4250000,4.2000,1.1432,0.9501,0,25000,2.3800,500,17,0,2100
21676.6932,0.4500,4500000,4.2000,1.1319,1.1604,0,25000,2.3800,500,18,0,2100
22472.6836,0.5500,284142,4.2000,1.1701,0.9381,0,9142,2.3800,500,12,1,2100
21186.7339,0.6500,4500000,4.2000,1.1193,1.0950,0,25000,2.3800,500,18,0,2100
21232.5136,0.5500,4250000,4.2000,1.1555,1.1109,0,25000,2.3800,500,17,0,2100
41898.7264,0.4000,22852,4.2000,0.8829,0.8829,0,22852,2.3800,500,1,1,2100
72613.9999,0.4000,9310,4.2000,0.9396,0.9396,0,9310,2.3800,500,1,1,2100
21131.1679,0.5500,370978,4.2000,1.2124,0.9149,0,20978,2.3800,500,15,1,2100
42484.0305,0.5500,22217,4.2000,0.9365,0.9365,0,22217,2.3800,500,1,1,2100
21219.1588,0.6000,4250000,4.2000,1.1849,1.1694,0,25000,2.3800,500,17,0,2100
23507.7319,0.5500,148822,4.2000,1.1491,0.9408,0,23822,2.3800,500,6,1,2100
67813.3550,0.5000,10253,4.2000,0.9347,0.9347,0,10253,2.3800,500,1,1,2100
25325.0600,0.4500,98135,4.2000,1.1795,0.9366,0,23135,2.3800,500,4,1,2100
21206.0059,0.4000,4500000,4.2000,1.1104,1.1784,0,25000,2.3800,500,18,0,2100
25441.8600,0.4500,91465,4.2000,1.2230,0.9052,0,16465,2.3800,500,4,1,2100
21200.8148,0.6000,4500000,4.2000,1.1277,1.2548,0,25000,2.3800,500,18,0,2100
21283.8581,0.4500,424311,4.2000,1.2038,0.9315,0,24311,2.3800,500,17,1,2100
103415.0046,0.4000,5759,4.2000,0.9145,0.9145,0,5759,2.3800,500,1,1,2100
21436.8473,0.5500,4500000,4.2000,1.1103,1.1356,0,25000,2.3800,500,18,0,2100
21057.9361,0.6500,4250000,4.2000,1.1781,1.2357,0,25000,2.3800,500,17,0,2100
21089.1558,0.5500,4250000,4.2000,1.1588,1.1977,0,25000,2.3800,500,17,0,2100
21180.0390,0.4000,4250000,4.2000,1.1937,1.2798,0,25000,2.3800,500,17,0,2100
30732.8709,0.4500,45555,4.2000,1.0796,0.9493,0,20555,2.3800,500,2,1,2100
64855.7762,0.6500,10869,4.2000,0.9145,0.9145,0,10869,2.3800,500,1,1,2100
23017.6963,0.4500,156229,4.2000,1.1766,0.8505,0,6229,2.3800,500,7,1,2100
34081.4432,0.6000,34846,4.2000,1.0527,0.9089,0,9846,2.3800,500,2,1,2100
22602.4282,0.6500,177780,4.2000,1.2040,0.8861,0,2780,2.3800,500,8,1,2100
52825.5946,0.6000,14886,4.2000,0.9310,0.9310,0,14886,2.3800,500,1,1,2100
21203.6422,0.5500,4500000,4.2000,1.1950,1.1702,0,25000,2.3800,500,18,0,2100
21226.9608,0.5000,4250000,4.2000,1.1903,1.2880,0,25000,2.3800,500,17,0,2100
39294.9758,0.4000,23659,4.2000,0.9166,0.9166,0,23659,2.3800,500,1,1,2100
21423.3494,0.5000,4500000,4.2000,1.1594,1.2568,0,25000,2.3800,500,18,0,2100
22441.0363,0.5000,4750000,4.2000,1.1021,0.9317,0,25000,2.3800,500,19,0,2100
48935.1101,0.4000,18508,4.2000,0.9327,0.9327,0,18508,2.3800,500,1,1,2100
28848.3933,0.6500,73870,4.2000,1.1905,0.9340,0,23870,2.3800,500,3,1,2100
25641.5307,0.5500,90423,4.2000,1.1992,0.9458,0,15423,2.3800,500,4,1,2100
22936.5696,0.4000,160023,4.2000,1.2224,0.8982,0,10023,2.3800,500,7,1,2100
21250.4216,0.6500,4500000,4.2000,1.0964,1.1830,0,25000,2.3800,500,18,0,2100
53811.0222,0.5500,14834,4.2000,0.8812,0.8812,0,14834,2.3800,500,1,1,2100
25203.2510,0.6500,95759,4.2000,1.1939,0.9214,0,20759,2.3800,500,4,1,2100
50392.8227,0.6500,14092,4.2000,0.9018,0.9018,0,14092,2.3800,500,1,1,2100
51690.4294,0.4000,15285,4.2000,0.9215,0.9215,0,15285,2.3800,500,1,1,2100
21401.8697,0.5500,4500000,4.2000,1.1667,1.2573,0,25000,2.3800,500,18,0,2100
51962.6485,0.5500,15630,4.2000,0.9148,0.9148,0,15630,2.3800,500,1,1,2100
21313.6633,0.4500,4500000,4.2000,1.1196,1.1226,0,25000,2.3800,500,18,0,2100
21298.9213,0.6000,4500000,4.2000,1.1690,1.3019,0,25000,2.3800,500,18,0,2100
209001.0620,0.6500,2320,4.2000,0.8760,0.8760,0,2320,2.3800,500,1,1,2100
22057.0251,0.6500,4500000,4.2000,0.9670,1.1842,0,25000,2.3800,500,18,0,2100
31863.6279,0.5500,45523,4.2000,1.0816,0.9245,0,20523,2.3800,500,2,1,2100
24520.0026,0.5500,145260,4.2000,1.1587,0.9291,0,20260,2.3800,500,6,1,2100
26356.9548,0.6000,103524,4.2000,1.2447,0.9210,0,3524,2.3800,500,5,1,2100
35272.4825,0.4500,32337,4.2000,1.0776,0.9014,0,7337,2.3800,500,2,1,2100
43581.8976,0.6500,21642,4.2000,0.9490,0.9490,0,21642,2.3800,500,1,1,2100
34640.6026,0.5500,33953,4.2000,1.0744,0.9294,0,8953,2.3800,500,2,1,2100
26381.7799,0.4500,78809,4.2000,1.1670,0.8942,0,3809,2.3800,500,4,1,2100
21434.8283,0.6500,4500000,4.2000,1.1346,1.2336,0,25000,2.3800,500,18,0,2100
21593.0164,0.4000,4500000,4.2000,1.1665,1.2027,0,25000,2.3800,500,18,0,2100
28919.1706,0.4000,72888,4.2000,1.1580,0.9294,0,22888,2.3800,500,3,1,2100
22487.1171,0.6000,4750000,4.2000,1.0398,1.1985,0,25000,2.3800,500,19,0,2100
23662.5421,0.4500,133668,4.2000,1.1888,0.9342,0,8668,2.3800,500,6,1,2100
21229.7858,0.4000,4500000,4.2000,1.1581,1.1618,0,25000,2.3800,500,18,0,2100
21752.8319,0.4500,4500000,4.2000,1.1940,1.1122,0,25000,2.3800,500,18,0,2100
68959.9032,0.4500,9885,4.2000,0.7684,0.7684,0,9885,2.3800,500,1,1,2100
22032.3418,0.4000,4500000,4.2000,1.1635,1.2437,0,25000,2.3800,500,18,0,2100
47628.2668,0.6000,20978,4.2000,0.8874,0.8874,0,20978,2.3800,500,1,1,2100
30098.1086,0.4000,66864,4.2000,1.1501,0.9335,0,16864,2.3800,500,3,1,2100
22852.5416,0.5000,4750000,4.2000,1.1591,1.1178,0,25000,2.3800,500,19,0,2100
164122.3762,0.5500,3121,4.2000,0.8884,0.8884,0,3121,2.3800,500,1,1,2100
21094.0117,0.6500,4250000,4.2000,1.1673,1.2276,0,25000,2.3800,500,17,0,2100
21854.3991,0.4500,318507,4.2000,1.1567,0.8965,0,18507,2.3800,500,13,1,2100
24514.8922,0.5500,130521,4.2000,1.1885,0.9149,0,5521,2.3800,500,6,1,2100
97748.7748,0.6000,6446,4.2000,0.9220,0.9220,0,6446,2.3800,500,1,1,2100
46979.8534,0.6000,19727,4.2000,0.9323,0.9323,0,19727,2.3800,500,1,1,2100
22745.9423,0.6000,267945,4.2000,1.1567,0.9490,0,17945,2.3800,500,11,1,2100
29265.5155,0.6000,62054,4.2000,1.1171,0.9240,0,12054,2.3800,500,3,1,2100
22278.7023,0.4000,219999,4.2000,1.1709,0.9184,0,19999,2.3800,500,9,1,2100
28230.3176,0.6000,62001,4.2000,1.1500,0.9194,0,12001,2.3800,500,3,1,2100
57438.6176,0.5000,13444,4.2000,0.9359,0.9359,0,13444,2.3800,500,1,1,2100
23915.0275,0.5000,129691,4.2000,1.1850,0.8819,0,4691,2.3800,500,6,1,2100
22760.1815,0.4500,254471,4.2000,1.1313,0.9063,0,4471,2.3800,500,11,1,2100
22583.1048,0.5500,4750000,4.2000,1.1787,1.2317,0,25000,2.3800,500,19,0,2100
23096.6351,0.4000,4750000,4.2000,1.0954,1.0668,0,25000,2.3800,500,19,0,2100
48573.4313,0.4000,19265,4.2000,0.9331,0.9331,0,19265,2.3800,500,1,1,2100
26569.4989,0.4000,73609,4.2000,1.1609,0.9177,0,23609,2.3800,500,3,1,2100
21179.9897,0.4500,4250000,4.2000,1.1199,1.2081,0,25000,2.3800,500,17,0,2100
22385.0631,0.6500,4500000,4.2000,1.1397,1.2549,0,25000,2.3800,500,18,0,2100
22685.3763,0.5000,4750000,4.2000,1.1470,1.2164,0,25000,2.3800,500,19,0,2100
21050.0304,0.6000,4250000,4.2000,1.1881,1.2582,0,25000,2.3800,500,17,0,2100
23670.3854,0.6000,140395,4.2000,1.2188,0.9366,0,15395,2.3800,500,6,1,2100
21201.2994,0.4000,4500000,4.2000,1.1435,1.2711,0,25000,2.3800,500,18,0,2100
60892.2964,0.6500,11974,4.2000,0.9220,0.9220,0,11974,2.3800,500,1,1,2100
21181.1456,0.6500,4500000,4.2000,1.1329,1.1688,0,25000,2.3800,500,18,0,2100
24635.8892,0.4000,108656,4.2000,1.1429,0.9414,0,8656,2.3800,500,5,1,2100
31895.4124,0.6500,41834,4.2000,1.0860,0.9263,0,16834,2.3800,500,2,1,2100
81971.0778,0.5000,7993,4.2000,0.9068,0.9068,0,7993,2.3800,500,1,1,2100
23094.3438,0.5000,140148,4.2000,1.2713,0.9179,0,15148,2.3800,500,6,1,2100
21190.8833,0.4000,4250000,4.2000,1.1426,1.2829,0,25000,2.3800,500,17,0,2100
21166.4697,0.6000,4250000,4.2000,1.1659,1.2917,0,25000,2.3800,500,17,0,2100
44535.4135,0.5500,19987,4.2000,0.9217,0.9217,0,19987,2.3800,500,1,1,2100
25364.3283,0.5500,96867,4.2000,1.2011,0.8786,0,21867,2.3800,500,4,1,2100
23033.2730,0.4500,161248,4.2000,1.1196,0.9070,0,11248,2.3800,500,7,1,2100
211645.1433,0.4000,2246,4.2000,0.9181,0.9181,0,2246,2.3800,500,1,1,2100
24339.3905,0.5500,120146,4.2000,1.1376,0.9422,0,20146,2.3800,500,5,1,2100
33385.2793,0.4000,33694,4.2000,1.0104,0.9101,0,8694,2.3800,500,2,1,2100
42313.2868,0.4500,22813,4.2000,0.9341,0.9341,0,22813,2.3800,500,1,1,2100
102102.1522,0.6500,5546,4.2000,0.9280,0.9280,0,5546,2.3800,500,1,1,2100
21173.7659,0.6500,392083,4.2000,1.1881,0.9246,0,17083,2.3800,500,16,1,2100
21253.2919,0.4500,4500000,4.2000,0.8525,1.2274,0,25000,2.3800,500,18,0,2100
31679.2911,0.6000,43660,4.2000,1.0978,0.9270,0,18660,2.3800,500,2,1,2100
21247.0533,0.6000,4250000,4.2000,1.1999,1.2105,0,25000,2.3800,500,17,0,2100
25647.3328,0.5500,93498,4.2000,1.1708,0.9256,0,18498,2.3800,500,4,1,2100
21024.8209,0.6500,4250000,4.2000,1.1931,1.3041,0,25000,2.3800,500,17,0,2100
48937.1699,0.4000,17005,4.2000,0.9160,0.9160,0,17005,2.3800,500,1,1,2100
27474.8182,0.5500,69991,4.2000,1.1061,0.8842,0,19991,2.3800,500,3,1,2100
24361.4216,0.6000,114860,4.2000,1.2114,0.9165,0,14860,2.3800,500,5,1,2100
21213.9899,0.6500,4250000,4.2000,1.1334,1.1845,0,25000,2.3800,500,17,0,2100
21209.6831,0.6000,4500000,4.2000,1.0740,1.2463,0,25000,2.3800,500,18,0,2100
45679.0109,0.4500,19672,4.2000,0.9211,0.9211,0,19672,2.3800,500,1,1,2100
32065.8349,0.6000,40797,4.2000,1.0835,0.9204,0,15797,2.3800,500,2,1,2100
21228.3632,0.4000,4250000,4.2000,1.0133,1.1760,0,25000,2.3800,500,17,0,2100
21471.7335,0.6000,322679,4.2000,1.2030,0.9213,0,22679,2.3800,500,13,1,2100
21195.1117,0.6500,4500000,4.2000,1.1356,1.0384,0,25000,2.3800,500,18,0,2100
32056.3900,0.4500,42063,4.2000,1.1149,0.9286,0,17063,2.3800,500,2,1,2100
21198.0568,0.6000,4500000,4.2000,1.1661,1.2358,0,25000,2.3800,500,18,0,2100
21187.7009,0.4000,4250000,4.2000,1.1711,1.3305,0,25000,2.3800,500,17,0,2100
21307.2217,0.5000,4500000,4.2000,1.0935,1.2258,0,25000,2.3800,500,18,0,2100
56055.7106,0.4500,13887,4.2000,0.9451,0.9451,0,13887,2.3800,500,1,1,2100
21314.2775,0.5500,4500000,4.2000,1.1129,1.1578,0,25000,2.3800,500,18,0,2100
45170.8016,0.4000,20016,4.2000,0.9419,0.9419,0,20016,2.3800,500,1,1,2100
47028.9073,0.6000,18004,4.2000,0.9178,0.9178,0,18004,2.3800,500,1,1,2100
21186.4576,0.6500,4250000,4.2000,1.0948,1.1735,0,25000,2.3800,500,17,0,2100
21266.9903,0.6500,4500000,4.2000,1.0884,1.1067,0,25000,2.3800,500,18,0,2100
21237.9522,0.6500,4500000,4.2000,1.1664,1.1194,0,25000,2.3800,500,18,0,2100
21283.0370,0.4500,4500000,4.2000,1.1518,1.1749,0,25000,2.3800,500,18,0,2100
37419.4996,0.6000,28153,4.2000,1.0533,0.8682,0,3153,2.3800,500,2,1,2100
27729.4407,0.5000,62599,4.2000,1.1304,0.9132,0,12599,2.3800,500,3,1,2100
21231.4438,0.5500,4250000,4.2000,1.1429,1.3024,0,25000,2.3800,500,17,0,2100
52730.9387,0.4000,14914,4.2000,0.9284,0.9284,0,14914,2.3800,500,1,1,2100
22050.5803,0.4500,230230,4.2000,1.2568,0.8943,0,5230,2.3800,500,10,1,2100
30523.7856,0.5000,47997,4.2000,1.0890,0.9039,0,22997,2.3800,500,2,1,2100
21248.3325,0.6500,4250000,4.2000,1.1424,1.2207,0,25000,2.3800,500,17,0,2100
55134.0651,0.4500,14203,4.2000,0.9035,0.9035,0,14203,2.3800,500,1,1,2100
58298.3826,0.6500,12716,4.2000,0.9108,0.9108,0,12716,2.3800,500,1,1,2100
35576.5826,0.4000,31061,4.2000,1.0692,0.9022,0,6061,2.3800,500,2,1,2100
65706.7726,0.4000,10861,4.2000,0.8984,0.8984,0,10861,2.3800,500,1,1,2100
21185.2060,0.6500,4500000,4.2000,1.1718,1.1232,0,25000,2.3800,500,18,0,2100
21214.9951,0.4500,4500000,4.2000,1.1445,1.2460,0,25000,2.3800,500,18,0,2100
22998.1043,0.4500,165603,4.2000,1.2082,0.8969,0,15603,2.3800,500,7,1,2100
27426.7853,0.5000,66269,4.2000,1.1312,0.9031,0,16269,2.3800,500,3,1,2100
25517.8414,0.4000,89354,4.2000,1.1437,0.9184,0,14354,2.3800,500,4,1,2100
43454.2092,0.6500,21567,4.2000,0.9412,0.9412,0,21567,2.3800,500,1,1,2100
21278.7458,0.5500,4500000,4.2000,1.1671,1.2368,0,25000,2.3800,500,18,0,2100
21249.5407,0.4500,4250000,4.2000,1.1912,1.1185,0,25000,2.3800,500,17,0,2100
30787.2395,0.5500,46518,4.2000,1.1165,0.9030,0,21518,2.3800,500,2,1,2100
106270.6847,0.6500,5394,4.2000,0.9101,0.9101,0,5394,2.3800,500,1,1,2100
21276.6482,0.4000,4500000,4.2000,1.1678,1.1948,0,25000,2.3800,500,18,0,2100
77869.7410,0.4500,8428,4.2000,0.9206,0.9206,0,8428,2.3800,500,1,1,2100
21277.1552,0.4000,4500000,4.2000,1.1462,1.2776,0,25000,2.3800,500,18,0,2100
25931.9496,0.4000,86057,4.2000,1.1570,0.9156,0,11057,2.3800,500,4,1,2100
43835.8083,0.6000,21162,4.2000,0.8935,0.8935,0,21162,2.3800,500,1,1,2100
93785.9235,0.4500,6512,4.2000,0.9236,0.9236,0,6512,2.3800,500,1,1,2100
21856.2189,0.6500,272553,4.2000,1.2331,0.9489,0,22553,2.3800,500,11,1,2100
21215.8667,0.5500,4500000,4.2000,1.1513,1.2217,0,25000,2.3800,500,18,0,2100
21218.4545,0.6000,4500000,4.2000,1.1165,1.3381,0,25000,2.3800,500,18,0,2100
23397.9673,0.6500,149467,4.2000,1.2178,0.9452,0,24467,2.3800,500,6,1,2100
21188.0758,0.6000,4250000,4.2000,1.0699,1.1904,0,25000,2.3800,500,17,0,2100
21477.1999,0.5500,374915,4.2000,1.2159,0.9393,0,24915,2.3800,500,15,1,2100
32894.7612,0.6500,38805,4.2000,1.0775,0.9247,0,13805,2.3800,500,2,1,2100
21247.3420,0.4000,4250000,4.2000,1.1620,1.2592,0,25000,2.3800,500,17,0,2100
21356.9182,0.5000,4500000,4.2000,1.1029,1.0981,0,25000,2.3800,500,18,0,2100
21249.9192,0.4500,4250000,4.2000,1.1194,1.1306,0,25000,2.3800,500,17,0,2100
25753.1247,0.4500,88206,4.2000,1.1307,0.9260,0,13206,2.3800,500,4,1,2100
25782.0866,0.5000,83743,4.2000,1.1729,0.9162,0,8743,2.3800,500,4,1,2100
27002.7457,0.5500,72948,4.2000,1.1560,0.9177,0,22948,2.3800,500,3,1,2100
25145.7413,0.5500,99820,4.2000,1.1631,0.9284,0,24820,2.3800,500,4,1,2100
21155.6922,0.5500,4250000,4.2000,1.1455,1.2212,0,25000,2.3800,500,17,0,2100
28188.6313,0.5500,60522,4.2000,1.1639,0.9212,0,10522,2.3800,500,3,1,2100
20992.0517,0.6500,4250000,4.2000,1.0968,1.1596,0,25000,2.3800,500,17,0,2100
57252.0100,0.5500,13175,4.2000,0.8931,0.8931,0,13175,2.3800,500,1,1,2100
21024.5169,0.6000,4250000,4.2000,1.1536,1.2137,0,25000,2.3800,500,17,0,2100
21120.4597,0.6000,4250000,4.2000,1.1878,1.2570,0,25000,2.3800,500,17,0,2100
21150.1108,0.6500,4250000,4.2000,1.1194,1.0760,0,25000,2.3800,500,17,0,2100
21238.3172,0.6000,4250000,4.2000,1.1176,1.2002,0,25000,2.3800,500,17,0,2100
21126.5233,0.6000,4250000,4.2000,1.1841,1.2978,0,25000,2.3800,500,17,0,2100
21227.7077,0.5500,4250000,4.2000,1.1455,1.2424,0,25000,2.3800,500,17,0,2100
44640.8922,0.5000,19828,4.2000,0.9119,0.9119,0,19828,2.3800,500,1,1,2100
32570.5072,0.6500,39284,4.2000,1.0940,0.8770,0,14284,2.3800,500,2,1,2100
21236.2860,0.5000,4250000,4.2000,1.1582,1.2724,0,25000,2.3800,500,17,0,2100
27522.2802,0.4000,64446,4.2000,1.1514,0.9040,0,14446,2.3800,500,3,1,2100
21256.2510,0.4500,4500000,4.2000,1.1389,1.1236,0,25000,2.3800,500,18,0,2100
21214.7721,0.4000,4250000,4.2000,1.1490,1.3032,0,25000,2.3800,500,17,0,2100
21240.4842,0.4500,4500000,4.2000,1.1297,1.1712,0,25000,2.3800,500,18,0,2100
24226.1909,0.5500,120320,4.2000,1.2192,0.9373,0,20320,2.3800,500,5,1,2100
21216.1199,0.5000,4250000,4.2000,1.1284,1.1392,0,25000,2.3800,500,17,0,2100
129588.4212,0.6000,4229,4.2000,0.9111,0.9111,0,4229,2.3800,500,1,1,2100
26332.9822,0.6000,77998,4.2000,1.1533,0.9135,0,2998,2.3800,500,4,1,2100
24001.1548,0.6500,120372,4.2000,1.2294,0.9068,0,20372,2.3800,500,5,1,2100
39820.5505,0.6500,24937,4.2000,0.9196,0.9196,0,24937,2.3800,500,1,1,2100
34291.0025,0.6500,35003,4.2000,1.0567,0.8501,0,10003,2.3800,500,2,1,2100
23213.0372,0.6500,160967,4.2000,1.2048,0.9394,0,10967,2.3800,500,7,1,2100
23114.3522,0.4000,168268,4.2000,1.1363,0.9178,0,18268,2.3800,500,7,1,2100
21186.8081,0.6500,4500000,4.2000,1.1845,1.2729,0,25000,2.3800,500,18,0,2100
21246.8167,0.4000,4500000,4.2000,1.1108,1.1924,0,25000,2.3800,500,18,0,2100
21267.0986,0.5000,4500000,4.2000,1.1430,1.2088,0,25000,2.3800,500,18,0,2100
21298.8639,0.6000,4500000,4.2000,1.1079,1.3278,0,25000,2.3800,500,18,0,2100
